simulation,bout,bee,distance_with_previous_learning_array,number_of_resources_foraged,absolute_quality
0,0,0,,4,0.01060539
0,0,1,,5,0.01297728
0,1,0,,4,0.01281117
0,1,1,,4,0.0103471
0,2,0,,3,0.00887009
0,2,1,,5,0.00993527
0,3,0,,4,0.00714663
0,3,1,,5,0.0185008
0,4,0,,5,0.01638492
0,4,1,,4,0.01069239
0,5,0,,2,0.00593604
0,5,1,,5,0.0185008
0,6,0,,3,0.0090998
0,6,1,,5,0.0185008
0,7,0,,3,0.0090998
0,7,1,,5,0.02564474
0,8,0,,3,0.0090998
0,8,1,,5,0.02564474
0,9,0,,3,0.0090998
0,9,1,,5,0.02564474
0,10,0,,3,0.00424649
0,10,1,,5,0.02564474
0,11,0,,3,0.0090998
0,11,1,,5,0.02564474
0,12,0,,3,0.0090998
0,12,1,,5,0.02564474
0,13,0,,3,0.0090998
0,13,1,,5,0.02564474
0,14,0,,3,0.0090998
0,14,1,,5,0.02564474
0,15,0,,3,0.0090998
0,15,1,,5,0.02564474
0,16,0,,3,0.0090998
0,16,1,,5,0.02564474
0,17,0,,3,0.0090998
0,17,1,,5,0.02564474
0,18,0,,3,0.0090998
0,18,1,,5,0.02564474
0,19,0,,3,0.0090998
0,19,1,,5,0.02564474
0,20,0,,3,0.0090998
0,20,1,,5,0.02564474
0,21,0,,3,0.0090998
0,21,1,,5,0.02564474
0,22,0,,3,0.0090998
0,22,1,,5,0.02564474
0,23,0,,3,0.0090998
0,23,1,,5,0.02564474
0,24,0,,3,0.0090998
0,24,1,,5,0.02564474
0,25,0,,3,0.0090998
0,25,1,,5,0.02564474
0,26,0,,3,0.0090998
0,26,1,,5,0.02564474
0,27,0,,3,0.0090998
0,27,1,,5,0.02564474
0,28,0,,3,0.0090998
0,28,1,,5,0.02564474
0,29,0,,3,0.0090998
0,29,1,,5,0.02564474
1,0,0,,5,0.02256763
1,0,1,,1,0.00191166
1,1,0,,5,0.02564474
1,1,1,,1,0.00094228
1,2,0,,5,0.00923628
1,2,1,,3,0.00602371
1,3,0,,4,0.00456567
