simulation,bout,bee,distance_with_previous_learning_array,number_of_resources_foraged,absolute_quality
0,0,0,,4,0.01954413
0,0,1,,5,0.00749158
0,1,0,,3,0.01099357
0,1,1,,3,0.00689755
0,2,0,,4,0.01183094
0,2,1,,3,0.0039681
0,3,0,,3,0.01099357
0,3,1,,3,0.00689755
0,4,0,,4,0.00687848
0,4,1,,3,0.00689755
0,5,0,,4,0.01636323
0,5,1,,3,0.00689755
0,6,0,,5,0.01869104
0,6,1,,3,0.00689755
0,7,0,,5,0.01869104
0,7,1,,3,0.00689755
0,8,0,,5,0.01869104
0,8,1,,3,0.00689755
0,9,0,,5,0.01869104
0,9,1,,3,0.00367255
0,10,0,,5,0.01869104
0,10,1,,3,0.00689755
0,11,0,,5,0.01869104
0,11,1,,3,0.00689755
0,12,0,,5,0.01869104
0,12,1,,3,0.00689755
0,13,0,,5,0.01869104
0,13,1,,3,0.00689755
0,14,0,,5,0.01869104
0,14,1,,3,0.00689755
0,15,0,,5,0.01869104
0,15,1,,3,0.00689755
0,16,0,,5,0.01869104
0,16,1,,4,0.00540816
0,17,0,,4,0.00486185
0,17,1,,5,0.01194281
0,18,0,,4,0.00458055
0,18,1,,5,0.01194281
0,19,0,,4,0.00834607
0,19,1,,5,0.01194281
0,20,0,,4,0.00656046
0,20,1,,5,0.01194281
0,21,0,,4,0.02460087
0,21,1,,5,0.01194281
0,22,0,,4,0.01357779
0,22,1,,5,0.01194281
0,23,0,,4,0.00750049
0,23,1,,5,0.01194281
0,24,0,,5,0.01766105
0,24,1,,5,0.01194281
0,25,0,,5,0.02667474
0,25,1,,5,0.01194281
0,26,0,,5,0.02667474
0,26,1,,5,0.01194281
0,27,0,,5,0.02667474
0,27,1,,5,0.01194281
0,28,0,,5,0.02667474
0,28,1,,5,0.01194281
0,29,0,,5,0.02667474
0,29,1,,5,0.01194281
1,0,0,,5,0.02378725
1,0,1,,2,0.00522766
1,1,0,,5,0.01436468
1,1,1,,4,0.01159782
1,2,0,,5,0.02561257
1,2,1,,2,0.00522766
1,3,0,,5,0.02561257
1,3,1,,5,0.01482015
1,4,0,,5,0.02561257
1,4,1,,5,0.01482015
1,5,0,,5,0.02561257
1,5,1,,5,0.01482015
1,6,0,,5,0.02561257
1,6,1,,5,0.01482015
1,7,0,,5,0.02561257
1,7,1,,5,0.01482015
1,8,0,,5,0.02561257
1,8,1,,5,0.01482015
1,9,0,,5,0.02561257
1,9,1,,5,0.01482015
1,10,0,,5,0.02561257
1,10,1,,5,0.01482015
1,11,0,,5,0.02561257
1,11,1,,5,0.01482015
1,12,0,,5,0.02561257
1,12,1,,5,0.01482015
1,13,0,,5,0.02561257
1,13,1,,5,0.01482015
1,14,0,,5,0.02561257
1,14,1,,5,0.01482015
1,15,0,,5,0.02561257
1,15,1,,5,0.01482015
1,16,0,,5,0.02561257
1,16,1,,5,0.01482015
1,17,0,,5,0.02561257
1,17,1,,5,0.01482015
1,18,0,,5,0.02561257
1,18,1,,5,0.01482015
1,19,0,,5,0.02561257
1,19,1,,5,0.01482015
1,20,0,,5,0.02561257
1,20,1,,5,0.01482015
1,21,0,,5,0.02561257
1,21,1,,5,0.01482015
1,22,0,,5,0.02561257
1,22,1,,5,0.01482015
1,23,0,,5,0.02561257
1,23,1,,5,0.01482015
1,24,0,,5,0.02561257
1,24,1,,5,0.01482015
1,25,0,,5,0.02561257
1,25,1,,5,0.01482015
1,26,0,,5,0.02561257
1,26,1,,5,0.01482015
1,27,0,,5,0.02561257
1,27,1,,5,0.01482015
1,28,0,,5,0.02561257
1,28,1,,5,0.01482015
1,29,0,,5,0.02561257
1,29,1,,5,0.01482015
2,0,0,,4,0.00648699
2,0,1,,5,0.02112633
2,1,0,,5,0.01078025
2,1,1,,5,0.01061308
2,2,0,,4,0.0058933
2,2,1,,4,0.01794135
2,3,0,,5,0.01399306
2,3,1,,4,0.01794135
2,4,0,,4,0.00946626
2,4,1,,4,0.01794135
2,5,0,,5,0.01567686
2,5,1,,5,0.01662143
2,6,0,,4,0.00417433
2,6,1,,5,0.01662143
2,7,0,,4,0.00417162
2,7,1,,5,0.01662143
2,8,0,,4,0.01100156
2,8,1,,5,0.01662143
2,9,0,,5,0.00903994
2,9,1,,5,0.01662143
2,10,0,,5,0.01664
2,10,1,,5,0.01662143
2,11,0,,5,0.01664
2,11,1,,5,0.01662143
2,12,0,,5,0.01664
2,12,1,,5,0.01662143
2,13,0,,5,0.01664
2,13,1,,5,0.01662143
2,14,0,,5,0.01664
2,14,1,,5,0.01662143
2,15,0,,5,0.01664
2,15,1,,5,0.01662143
2,16,0,,5,0.01664
2,16,1,,5,0.01662143
2,17,0,,5,0.01664
2,17,1,,5,0.01662143
