simulation,bout,bee,distance_with_previous_learning_array,number_of_resources_foraged,relative_quality,absolute_quality
0,0,0,1.7252895840169358,4,0.0126136,0.453771342930922
0,0,1,1.7252895840169358,2,0.00531301,0.1911343060431136
0,1,0,2.435466711260969,5,0.01970876,0.7090180830772529
0,1,1,2.6054599575932254,1,0.00132825,0.04778348657385656
0,2,0,4.876216065096147,5,0.01441747,0.5186651490110896
0,2,1,4.681366904873556,2,0.00171624,0.061741337095814475
0,3,0,6.391831884784362,3,0.00266188,0.09576051740351388
0,3,1,6.034613127367672,4,0.0065587,0.23594771571010956
0,4,0,6.585932832210686,3,0.00266188,0.09576051740351388
0,4,1,6.198046170391557,4,0.01872159,0.6735048706239392
0,5,0,6.678969312972236,4,0.00922718,0.3319456665872823
0,5,1,6.468268440605419,3,0.0105309,0.3788466920840399
0,6,0,6.667332412451005,3,0.00721882,0.2596953800482493
0,6,1,6.5413567512877435,3,0.00575095,0.20688909626344468
0,7,0,7.091569463967634,4,0.00933495,0.33582266741398253
0,7,1,7.3018434125445175,2,0.00330986,0.11907144804919621
0,8,0,6.522610872243204,3,0.00722338,0.2598594249936864
0,8,1,8.332375895988259,4,0.0047223,0.16988365040295336
0,9,0,6.531065572053288,3,0.00519029,0.18671948242380723
0,9,1,7.109796328219519,4,0.00611031,0.2198169891564852
1,0,0,6.21526764706429,3,0.00317336,0.11416089211670502
1,0,1,5.983335847515049,3,0.0128542,0.4624268722888515
1,1,0,5.92429741505323,3,0.00722338,0.2598594249936864
1,1,1,6.17538140721619,4,0.00535605,0.19268266008951962
1,2,0,6.919317341756203,4,0.00756236,0.2720541520998832
1,2,1,6.256995207113963,3,0.0128542,0.4624268722888515
1,3,0,6.948017694746784,3,0.00243717,0.08767662712080254
1,3,1,6.126202882044632,4,0.00828603,0.29808801299120846
1,4,0,6.217166894965529,3,0.00721882,0.2596953800482493
1,4,1,6.217166894965529,3,0.0128542,0.4624268722888515
1,5,0,6.943211619640862,4,0.00464793,0.16720820685204224
1,5,1,6.811652121517909,3,0.0128542,0.4624268722888515
1,6,0,7.303329187522141,4,0.00727428,0.261690540722359
1,6,1,7.296385258908699,3,0.0128542,0.4624268722888515
1,7,0,7.476787865769396,4,0.0098025,0.3526426705365925
1,7,1,7.476787865769395,3,0.00649677,0.23371979828227674
1,8,0,7.861571087764119,4,0.00450538,0.16208000356869703
1,8,1,7.66703211214392,3,0.0128542,0.4624268722888515
1,9,0,7.72115805246864,4,0.0098025,0.3526426705365925
1,9,1,7.721158052468639,3,0.0128542,0.4624268722888515
2,0,0,7.77166528023869,4,0.0098025,0.3526426705365925
2,0,1,7.77166528023869,3,0.00649677,0.23371979828227674
2,1,0,7.791150618755589,4,0.0098025,0.3526426705365925
2,1,1,7.791150618755589,3,0.0128542,0.4624268722888515
2,2,0,8.013341166609491,4,0.00461325,0.16596060187227085
2,2,1,7.936134900877281,3,0.0128542,0.4624268722888515
2,3,0,7.485715680211874,4,0.0098025,0.3526426705365925
2,3,1,8.437666298348631,3,0.00465505,0.16746434720544398
2,4,0,7.258279056196848,4,0.00847219,0.3047850759391393
2,4,1,7.8154950744731675,3,0.00466089,0.16767443985486338
2,5,0,7.260804356068639,4,0.0098025,0.3526426705365925
2,5,1,7.26080435606864,3,0.0128542,0.4624268722888515
2,6,0,7.445738420817107,4,0.00450538,0.16208000356869703
2,6,1,7.3290150354449874,3,0.01279008,0.4601201701174864
2,7,0,7.388810504284484,4,0.00464774,0.16720137164598237
2,7,1,7.388810504284484,3,0.0128542,0.4624268722888515
2,8,0,7.401970189421784,4,0.0098025,0.3526426705365925
2,8,1,7.401970189421784,3,0.00579745,0.20856192300967794
2,9,0,7.41931765526758,4,0.00934434,0.33616047049241543
2,9,1,7.41931765526758,3,0.0128542,0.4624268722888515
3,0,0,7.41951402258561,4,0.0098025,0.3526426705365925
3,0,1,7.41951402258561,3,0.0128542,0.4624268722888515
3,1,0,7.435975726882699,4,0.00571294,0.20552169530378173
3,1,1,7.435975726882699,3,0.0128542,0.4624268722888515
3,2,0,8.404818281937715,3,0.00551391,0.19836163708221602
3,2,1,7.789445482244018,4,0.00458662,0.16500259378082585
3,3,0,7.5910915827435055,4,0.0098025,0.3526426705365925
3,3,1,7.938885838407101,3,0.00758367,0.2728207744216516
3,4,0,7.593597753393974,4,0.0098025,0.3526426705365925
3,4,1,7.802274306792132,3,0.00480794,0.17296452959752148
3,5,0,7.651213022916624,4,0.0098025,0.3526426705365925
3,5,1,7.651213022916624,3,0.0128542,0.4624268722888515
3,6,0,7.558815885325874,4,0.0098025,0.3526426705365925
3,6,1,7.8127484839345565,3,0.00725808,0.26110774946883253
3,7,0,7.579557382354028,4,0.0098025,0.3526426705365925
3,7,1,7.579557382354027,3,0.0128542,0.4624268722888515
3,8,0,7.59200228057092,4,0.0098025,0.3526426705365925
3,8,1,7.59200228057092,3,0.0128542,0.4624268722888515
3,9,0,7.672475654685664,4,0.00465952,0.16762515442169482
3,9,1,7.569468062814069,3,0.0128542,0.4624268722888515
4,0,0,7.573948226172149,4,0.0098025,0.3526426705365925
4,0,1,7.57394822617215,3,0.0128542,0.4624268722888515
4,1,0,7.590538804176536,4,0.00495777,0.17835462919726622
4,1,1,7.590538804176536,3,0.0128542,0.4624268722888515
4,2,0,7.600676718463813,4,0.00924015,0.3324122593377909
4,2,1,7.600676718463812,3,0.0128542,0.4624268722888515
4,3,0,7.61387079422864,4,0.00579571,0.20849932691207693
4,3,1,7.6138707942286405,3,0.0128542,0.4624268722888515
4,4,0,7.614451423399848,4,0.0098025,0.3526426705365925
4,4,1,7.614451423399848,3,0.0128542,0.4624268722888515
