"Bee","Simulation","Bout","rawQuality","relativeQuality"
1,1,1,0.03636364,0.378181840872726
1,1,2,0.02095319,0.217913167283473
1,1,3,0.00367913,0.038262950469482
1,1,4,0.00909091,0.0945454602181816
1,1,5,0.03636364,0.378181840872726
1,1,6,0.02155017,0.22412175903513
1,1,7,0,0
1,1,8,0.02142148,0.222783383088665
1,1,9,0.04693435,0.488117220475311
1,1,10,0.01563558,0.162610025495599
1,1,11,0.00422425,0.0439321982427121
1,1,12,0.0195669,0.20349575186017
1,1,13,0.02256466,0.234672454613102
1,1,14,0.03636364,0.378181840872726
1,1,15,0.00641738,0.06674074933037
1,1,16,0.02566954,0.266963205321472
1,1,17,0.01538462,0.160000041599998
1,1,18,0.00909091,0.0945454602181816
1,1,19,0.00415107,0.0431711262731549
1,1,20,0.00535537,0.0556958457721662
1,2,1,0.00909091,0.0945454602181816
1,2,2,0.02603707,0.270785517168579
1,2,3,0.04751604,0.494166796233328
1,2,4,0.0430335,0.447548382098065
1,2,5,0.03735964,0.38854024045839
1,2,6,0.0437261,0.454751421809943
1,2,7,0.0437261,0.454751421809943
1,2,8,0.02566954,0.266963205321472
1,2,9,0.02566954,0.266963205321472
1,2,10,0.00909091,0.0945454602181816
1,2,11,0.01202808,0.125092026996319
1,2,12,0.016897,0.175728792970848
1,2,13,0.03311217,0.344366554225338
1,2,14,0.00948309,0.0986241320550347
1,2,15,0.03421508,0.355836817766527
1,2,16,0.00909091,0.0945454602181816
1,2,17,0.0088023,0.0915439163382434
1,2,18,0.01660428,0.17268450509262
1,2,19,0.02706318,0.281457060741718
1,2,20,0.03735964,0.38854024045839
1,3,1,0.01823554,0.189649608414016
1,3,2,0.03636364,0.378181840872726
1,3,3,0.00641738,0.06674074933037
1,3,4,0.01943382,0.202111719915531
1,3,5,0.01471652,0.153051801877928
1,3,6,0.00909091,0.0945454602181816
1,3,7,0.03735964,0.38854024045839
1,3,8,0.01803399,0.18755348849786
1,3,9,0.02796739,0.290860844365566
1,3,10,0.00909091,0.0945454602181816
1,3,11,0.02566954,0.266963205321472
1,3,12,0.02095319,0.217913167283473
1,3,13,0.01173359,0.122029331118827
1,3,14,0.01724788,0.179377944824882
1,3,15,0.00993283,0.103301427867943
1,3,16,0.00909091,0.0945454602181816
1,3,17,0.0195669,0.20349575186017
1,3,18,0.00909091,0.0945454602181816
1,3,19,0.03663604,0.381014800759408
1,3,20,0.03735964,0.38854024045839
1,4,1,0.01660428,0.17268450509262
1,4,2,0.00489172,0.0508738859650446
1,4,3,0.02095319,0.217913167283473
1,4,4,0.0195669,0.20349575186017
1,4,5,0.03735964,0.38854024045839
1,4,6,0.03290373,0.342198778312049
1,4,7,0.02095319,0.217913167283473
1,4,8,0.03537362,0.367885633284575
1,4,9,0.00485846,0.0505279819788807
1,4,10,0.03636364,0.378181840872726
1,4,11,0.01202808,0.125092026996319
1,4,12,0.03636364,0.378181840872726
1,4,13,0.02420634,0.251745925930163
1,4,14,0.02041271,0.212292175508313
1,4,15,0.02833484,0.294682324212707
1,4,16,0.01572161,0.163504737459811
1,4,17,0.01395048,0.145084986196601
1,4,18,0.03421508,0.355836817766527
1,4,19,0.00535537,0.0556958457721662
1,4,20,0.00535537,0.0556958457721662
1,5,1,0.06641713,0.690738124370475
1,5,2,0.016897,0.175728792970848
1,5,3,0.01789507,0.186108720555651
1,5,4,0.00415107,0.0431711262731549
1,5,5,0.00909091,0.0945454602181816
1,5,6,0.0052383,0.0544783178208673
1,5,7,0.00909091,0.0945454602181816
1,5,8,0.01375035,0.143003634279855
1,5,9,0.013594,0.141377594344896
1,5,10,0.01803399,0.18755348849786
1,5,11,0.00455888,0.047412350103506
1,5,12,0.03675384,0.382239920710403
1,5,13,0.03735964,0.38854024045839
1,5,14,0.01375035,0.143003634279855
1,5,15,0.00348762,0.0362712465491501
1,5,16,0.01660428,0.17268450509262
1,5,17,0.00489172,0.0508738859650446
1,5,18,0.03801825,0.395389784184409
1,5,19,0.016897,0.175728792970848
1,5,20,0.02539311,0.264088333436467
1,6,1,0.00948309,0.0986241320550347
1,6,2,0.03675384,0.382239920710403
1,6,3,0.00535537,0.0556958457721662
1,6,4,0.02566954,0.266963205321472
1,6,5,0.01660428,0.17268450509262
1,6,6,0,0
1,6,7,0.00535537,0.0556958457721662
1,6,8,0.02796739,0.290860844365566
1,6,9,0.02706318,0.281457060741718
1,6,10,0.02566954,0.266963205321472
1,6,11,0.03311217,0.344366554225338
1,6,12,0.02566954,0.266963205321472
1,6,13,0.0195669,0.20349575186017
1,6,14,0.03869811,0.402460327901587
1,6,15,0.00909091,0.0945454602181816
