0,0,0,0,1,6,3,1,6,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0,0,1,0,2,3,6,1,2,3,9,6,1,2,6,1,2,3,8,4,0,-1,-1,-1
0,1,0,0,3,6,1,3,2,6,1,3,6,1,3,2,5,4,9,8,5,2,0,-1
0,1,1,0,1,6,3,1,6,3,2,1,6,4,5,7,0,-1,-1,-1,-1,-1,-1,-1
1,0,0,0,3,2,5,4,8,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1,0,1,0,1,6,2,3,6,1,3,6,1,3,0,-1,-1,-1,-1,-1,-1,-1,-1,-1
1,1,0,0,9,3,1,8,4,5,8,4,5,8,6,0,-1,-1,-1,-1,-1,-1,-1,-1
1,1,1,0,2,8,4,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
