simulation,bout,bee,distance_with_previous_learning_array,number_of_resources_foraged,relative_quality,absolute_quality
0,0,0,3.58364709792104,3,0.00230467,0.1311098545012675
0,0,1,3.58364709792104,3,0.00239319,0.1361456489188857
0,1,0,5.691914818613435,2,0.0011383,0.06475649328484893
0,1,1,5.9367709492701035,4,0.00393369,0.22378280775689835
0,2,0,5.382989574170558,3,0.00427321,0.2430976848543875
0,2,1,6.145309186813454,3,0.00228937,0.13023945623432717
0,3,0,6.771397226385928,3,0.00256102,0.14569329213068943
0,3,1,6.239926927115321,3,0.00306724,0.17449152812353513
0,4,0,7.175347099860224,4,0.00417915,0.23774672661985102
0,4,1,6.376488166671303,2,0.00388664,0.22110619086411776
0,5,0,6.234519866112596,3,0.0025357,0.14425286833206663
0,5,1,7.4130478339211665,3,0.00254882,0.14499924906816186
0,6,0,6.258236102864812,2,0.00274856,0.15636221310990459
0,6,1,6.258236102864812,3,0.00237284,0.13498796233507945
0,7,0,6.6811367734084435,3,0.00359869,0.2047250679251981
0,7,1,6.804984875518032,3,0.00461297,0.26242621525802473
0,8,0,6.931999357291733,3,0.00254763,0.1449315514251776
0,8,1,6.853515141910945,3,0.00345505,0.19655356419556996
0,9,0,7.111847225643151,3,0.00220927,0.1256826653074042
0,9,1,7.086839948993243,3,0.00825813,0.4697949045861456
1,0,0,7.6505533393899725,3,0.0035506,0.20198928670577582
1,0,1,7.6505533393899725,3,0.00238697,0.13579180073454789
1,1,0,7.787807794600714,3,0.00232945,0.13251955836105714
1,1,1,7.881107155087941,3,0.0054828,0.3119097789529735
1,2,0,8.465200923229071,3,0.00257664,0.14658189480582723
1,2,1,7.298261857309877,3,0.00252188,0.1434666654530395
1,3,0,7.18825448002941,3,0.00388642,0.221093675333482
1,3,1,7.18825448002941,3,0.00448975,0.25541638032649605
1,4,0,7.314164031384631,3,0.00229136,0.130352664897805
1,4,1,7.185363776750863,3,0.00667167,0.3795431376207749
1,5,0,7.219811447173571,3,0.00233388,0.1327715756370405
1,5,1,7.2995078117518535,3,0.00246748,0.14037191605947383
1,6,0,7.2221613835310325,3,0.00233388,0.1327715756370405
1,6,1,7.366867848485963,3,0.00267761,0.15232595447987732
1,7,0,7.250696429009323,3,0.00388642,0.221093675333482
1,7,1,7.557088621919657,3,0.00270241,0.15373679611517932
1,8,0,7.859651776269254,3,0.00253703,0.14432853040363725
1,8,1,6.782753545423992,3,0.00461297,0.26242621525802473
1,9,0,6.987168854015698,3,0.00232945,0.13251955836105714
1,9,1,6.9070977376253655,3,0.00825813,0.4697949045861456
2,0,0,6.921438065663167,3,0.00388642,0.221093675333482
2,0,1,7.120480952954926,3,0.00259454,0.14760020388937184
2,1,0,6.962515364939239,3,0.00352312,0.20042598315182023
2,1,1,7.435592559666713,3,0.00236223,0.1343843724257829
2,2,0,6.948456212627766,3,0.00233388,0.1327715756370405
2,2,1,7.0587773434855485,3,0.00231064,0.13144948049170108
2,3,0,6.969546023805391,3,0.00388642,0.221093675333482
2,3,1,6.969546023805391,3,0.00825813,0.4697949045861456
2,4,0,7.005538606424454,3,0.00232945,0.13251955836105714
2,4,1,7.262213670860096,3,0.00230262,0.1309932325112526
2,5,0,7.116710678021192,3,0.0023121,0.13153253810410193
2,5,1,7.004388678390162,3,0.00515637,0.29333957592831106
2,6,0,7.010135915583361,3,0.00233388,0.1327715756370405
2,6,1,7.01013591558336,3,0.00825813,0.4697949045861456
2,7,0,7.072613791294585,3,0.00253703,0.14432853040363725
2,7,1,7.072613791294586,3,0.00583902,0.3321746986032668
2,8,0,7.182994415095912,3,0.00218521,0.12431392136605879
2,8,1,7.042520684624748,3,0.00481982,0.2741936584944044
2,9,0,7.022262018060492,3,0.00233388,0.1327715756370405
2,9,1,7.093260559672295,3,0.0030591,0.1740284534900126
3,0,0,7.028078232324651,3,0.00388642,0.221093675333482
3,0,1,7.1077107650932785,3,0.00249087,0.1417025445211558
3,1,0,7.507666109787095,3,0.0024853,0.14138567404096905
3,1,1,6.624497168979876,3,0.00349071,0.19858221793407277
3,2,0,6.788865327286606,3,0.00234962,0.13366700496525236
3,2,1,6.788865327286605,3,0.0054735,0.3113807133397352
3,3,0,6.884942660923657,3,0.00388642,0.221093675333482
3,3,1,6.884942660923657,3,0.00825813,0.4697949045861456
3,4,0,7.051335949458746,3,0.00313871,0.17855736891688323
3,4,1,6.8845960325913005,3,0.00644436,0.366611750035271
3,5,0,6.9276018213709545,3,0.00388642,0.221093675333482
3,5,1,6.927601821370954,3,0.00359319,0.20441217965930453
3,6,0,6.951462091414335,3,0.00234962,0.13366700496525236
3,6,1,6.969854652816055,3,0.00405153,0.2304865810756075
3,7,0,6.99601908136726,3,0.00229136,0.130352664897805
3,7,1,6.935953343335907,3,0.00337226,0.19184374246223726
3,8,0,6.9266354376522905,3,0.00388642,0.221093675333482
3,8,1,6.9266354376522905,3,0.00416168,0.23675287970982176
3,9,0,6.931328447295387,3,0.00233388,0.1327715756370405
3,9,1,6.931328447295387,3,0.00583902,0.3321746986032668
4,0,0,6.93401799774229,3,0.00388642,0.221093675333482
4,0,1,6.9340179977422896,3,0.00825813,0.4697949045861456
4,1,0,6.95730623622631,3,0.0035506,0.20198928670577582
4,1,1,6.968341773067341,3,0.00218901,0.12453009871340345
4,2,0,6.958274776836217,3,0.00388642,0.221093675333482
4,2,1,6.958274776836216,3,0.0054735,0.3113807133397352
4,3,0,6.958855719732749,3,0.00388642,0.221093675333482
4,3,1,6.958855719732748,3,0.00825813,0.4697949045861456
4,4,0,6.986856437757922,3,0.00313871,0.17855736891688323
4,4,1,6.98685643775792,3,0.00825813,0.4697949045861456
4,5,0,7.1284301180196845,3,0.00247916,0.14103637695868054
4,5,1,6.9079622213484635,3,0.0054735,0.3113807133397352
4,6,0,6.908087813895762,3,0.00388642,0.221093675333482
4,6,1,6.908087813895762,3,0.0054735,0.3113807133397352
4,7,0,6.954082686058934,3,0.0023121,0.13153253810410193
4,7,1,6.9437540372095885,3,0.00416168,0.23675287970982176
4,8,0,6.942921861680136,3,0.00234962,0.13366700496525236
4,8,1,6.972308819939593,3,0.00224342,0.12762541699472527
4,9,0,6.9431018565194975,3,0.00388642,0.221093675333482
4,9,1,6.9431018565194975,3,0.00667167,0.3795431376207749
