simulation,bout,bee,distance_with_previous_learning_array,number_of_resources_foraged,absolute_quality
0,0,0,,4,0.00453701
0,0,1,,3,0.01383799
0,1,0,,5,0.01042693
0,1,1,,5,0.01504211
0,2,0,,5,0.01049025
0,2,1,,4,0.00689636
0,3,0,,5,0.019379
0,3,1,,5,0.01668763
0,4,0,,5,0.019379
0,4,1,,5,0.02163578
0,5,0,,5,0.019379
0,5,1,,5,0.02163578
0,6,0,,5,0.019379
0,6,1,,5,0.02163578
0,7,0,,5,0.019379
0,7,1,,5,0.02163578
0,8,0,,5,0.019379
0,8,1,,5,0.02163578
0,9,0,,5,0.019379
0,9,1,,5,0.02163578
0,10,0,,5,0.019379
0,10,1,,5,0.02163578
0,11,0,,5,0.019379
0,11,1,,5,0.02163578
0,12,0,,5,0.019379
0,12,1,,5,0.02163578
0,13,0,,5,0.019379
0,13,1,,5,0.02163578
0,14,0,,5,0.019379
0,14,1,,5,0.02163578
0,15,0,,5,0.019379
0,15,1,,5,0.02163578
0,16,0,,5,0.019379
0,16,1,,5,0.02163578
0,17,0,,5,0.019379
0,17,1,,5,0.02163578
0,18,0,,5,0.019379
0,18,1,,5,0.02163578
0,19,0,,5,0.019379
0,19,1,,5,0.02163578
0,20,0,,5,0.019379
0,20,1,,5,0.02163578
0,21,0,,5,0.019379
0,21,1,,5,0.02163578
0,22,0,,5,0.019379
0,22,1,,5,0.02163578
0,23,0,,5,0.019379
0,23,1,,5,0.02163578
0,24,0,,5,0.019379
0,24,1,,5,0.02163578
0,25,0,,5,0.019379
0,25,1,,5,0.02163578
0,26,0,,5,0.019379
0,26,1,,5,0.02163578
0,27,0,,5,0.019379
0,27,1,,5,0.02163578
0,28,0,,5,0.019379
0,28,1,,5,0.02163578
0,29,0,,5,0.019379
0,29,1,,5,0.02163578
1,0,0,,5,0.01140187
1,0,1,,4,0.00493231
1,1,0,,5,0.0144003
1,1,1,,2,0.00581635
1,2,0,,3,0.00873629
1,2,1,,5,0.01239696
1,3,0,,3,0.00909522
1,3,1,,5,0.01522097
1,4,0,,5,0.01114262
1,4,1,,5,0.01804357
1,5,0,,5,0.01046879
1,5,1,,5,0.01804357
1,6,0,,5,0.01740365
1,6,1,,5,0.01804357
1,7,0,,5,0.01740365
1,7,1,,5,0.01804357
1,8,0,,5,0.01740365
1,8,1,,5,0.01804357
1,9,0,,5,0.01740365
1,9,1,,5,0.01804357
1,10,0,,5,0.01740365
1,10,1,,5,0.01804357
1,11,0,,5,0.01740365
1,11,1,,5,0.01804357
1,12,0,,5,0.01740365
1,12,1,,5,0.01804357
1,13,0,,5,0.01740365
1,13,1,,5,0.01804357
1,14,0,,5,0.01740365
1,14,1,,5,0.01804357
1,15,0,,5,0.01740365
1,15,1,,5,0.01804357
1,16,0,,5,0.01740365
1,16,1,,5,0.01804357
1,17,0,,5,0.01740365
1,17,1,,5,0.01804357
1,18,0,,5,0.01740365
1,18,1,,5,0.01804357
1,19,0,,5,0.01740365
1,19,1,,5,0.01804357
1,20,0,,5,0.01740365
1,20,1,,5,0.01804357
1,21,0,,5,0.01740365
1,21,1,,5,0.01804357
1,22,0,,5,0.01740365
1,22,1,,5,0.01804357
1,23,0,,5,0.01740365
1,23,1,,5,0.01804357
1,24,0,,5,0.01740365
1,24,1,,5,0.01804357
1,25,0,,5,0.01740365
1,25,1,,5,0.01804357
1,26,0,,5,0.01740365
1,26,1,,5,0.01804357
1,27,0,,5,0.01740365
1,27,1,,5,0.01804357
1,28,0,,5,0.01740365
1,28,1,,5,0.01804357
1,29,0,,5,0.01740365
1,29,1,,5,0.01804357
2,0,0,,5,0.01148841
2,0,1,,2,0.00509937
2,1,0,,5,0.01755305
2,1,1,,4,0.0052895
2,2,0,,3,0.00279266
2,2,1,,5,0.01967457
2,3,0,,3,0.00963387
2,3,1,,5,0.01967457
2,4,0,,3,0.00325464
2,4,1,,5,0.01967457
2,5,0,,4,0.01061113
2,5,1,,5,0.0072009
2,6,0,,4,0.00520239
2,6,1,,4,0.01259172
2,7,0,,3,0.00586785
2,7,1,,5,0.01967457
2,8,0,,4,0.00775023
2,8,1,,5,0.01526848
2,9,0,,4,0.01043173
2,9,1,,5,0.01362605
2,10,0,,4,0.01308215
2,10,1,,5,0.01539135
2,11,0,,4,0.00480163
2,11,1,,5,0.01539135
2,12,0,,5,0.01807831
2,12,1,,5,0.01539135
2,13,0,,5,0.01807831
2,13,1,,5,0.01539135
2,14,0,,5,0.01807831
2,14,1,,5,0.01539135
2,15,0,,5,0.01807831
2,15,1,,5,0.01539135
2,16,0,,5,0.01807831
2,16,1,,5,0.01539135
2,17,0,,5,0.01807831
2,17,1,,5,0.01539135
2,18,0,,5,0.01807831
2,18,1,,5,0.01539135
2,19,0,,5,0.01807831
2,19,1,,5,0.01539135
2,20,0,,5,0.01807831
2,20,1,,5,0.01539135
2,21,0,,5,0.01807831
2,21,1,,5,0.01539135
2,22,0,,5,0.01807831
