"sim","bout","bee","distance"
1,1,1,0.467839239444169
1,1,2,1.37009788349128
1,2,1,1.2009147190007
1,2,2,0.648995845924385
1,3,1,1.0159501060533
1,3,2,0.611169378250008
1,4,1,0.767606923004509
1,4,2,1.15870228335037
1,5,1,1.09266862424925
1,5,2,0.602285175666579
1,6,1,0.531213829313791
1,6,2,1.24911687985651
1,7,1,0.830732087812862
1,7,2,1.39186653224311
1,8,1,1.54884029280337
1,8,2,0.530928401097322
1,9,1,0.680153289542783
1,9,2,0.784921379913859
1,10,1,0.49540472600415
1,10,2,1.0043629580108
1,11,1,0.520238725069316
1,11,2,1.12188926422878
1,12,1,0.567493306337776
1,12,2,1.01539818126596
1,13,1,1.35631928292445
1,13,2,0.666698135093274
1,14,1,1.25843086988591
1,14,2,0.76845228405892
1,15,1,0.920927722378007
1,15,2,0.565949115946598
1,16,1,1.06685244500393
1,16,2,0.875712350313998
1,17,1,0.856457756751236
1,17,2,0.983329733549094
1,18,1,0.890359432162051
1,18,2,0.930436340460317
1,19,1,0.82169538820945
1,19,2,1.00070384402431
1,20,1,0.605245766952258
1,20,2,0.847908793421035
1,21,1,1.15240364127571
1,21,2,0.553448745852869
1,22,1,0.894000852969813
1,22,2,0.85474196447432
1,23,1,0.336281411140891
1,23,2,0.676914964177183
1,24,1,0.946098361446372
1,24,2,0.852602959762481
1,25,1,0.666230825255524
1,25,2,1.20429479908088
1,26,1,1.08704015294522
1,26,2,0.612094623906635
1,27,1,0.918594025827219
1,27,2,0.991885662981443
1,28,1,1.13623159233119
1,28,2,0.652079891010642
1,29,1,0.562609673708701
1,29,2,1.34021474668959
1,30,1,0.992262323701907
1,30,2,0.512338363344901
1,31,1,0.742333601289323
1,31,2,0.957590400511666
1,32,1,1.1604507849041
1,32,2,0.641708440156088
1,33,1,0.627476326409587
1,33,2,0.669139188643643
1,34,1,0.722613916406247
1,34,2,1.11907406841925
1,35,1,0.857031261431473
1,35,2,0.964123759754949
1,36,1,0.425577958510661
1,36,2,1.04228383817142
1,37,1,0.678189404516537
1,37,2,0.516262682249461
1,38,1,0.533043999392021
1,38,2,1.34656424356303
1,39,1,0.566650207327228
1,39,2,0.800065487262414
1,40,1,0.901424864784729
1,40,2,0.925003788417433
1,41,1,0.379593941744837
1,41,2,1.06333862950885
1,42,1,0.775502775439708
1,42,2,0.56674695117707
1,43,1,0.651463262147376
1,43,2,1.02546935471615
1,44,1,0.316252499727492
1,44,2,0.511346553384953
1,45,1,0.514910173990681
1,45,2,0.647750652132747
1,46,1,0.296443188450563
1,46,2,0.370416505073463
1,47,1,0.232315123759512
1,47,2,0.629856980954495
1,48,1,0.657573946747533
1,48,2,0.625137941993884
1,49,1,0.17418045356393
1,49,2,0.420470999527153
1,50,1,0.128077536680434
1,50,2,0.738676095740195
2,1,1,0.485195120188878
2,1,2,0.740238954039821
2,2,1,0.526740200139256
2,2,2,1.06416132267065
2,3,1,0.522634942095071
2,3,2,1.08896786744291
2,4,1,1.00442437942983
2,4,2,0.581625829280428
2,5,1,0.734511832365961
2,5,2,1.30351469218336
2,6,1,0.694346212592793
2,6,2,0.941904362551405
2,7,1,0.748281191453398
2,7,2,0.662824432425971
2,8,1,0.582548726032093
2,8,2,0.614788949268855
2,9,1,0.541007847381184
2,9,2,0.931033648603554
2,10,1,0.914011046680502
2,10,2,1.15593043031325
2,11,1,0.600306542444371
2,11,2,0.621010734406614
2,12,1,0.748427059206704
2,12,2,0.936149287530582
2,13,1,0.717495410032322
2,13,2,0.659286552299657
2,14,1,0.744910657312345
2,14,2,1.08929322503579
2,15,1,0.748360746968359
2,15,2,0.77108062674814
2,16,1,1.13297407555532
2,16,2,0.932390037092589
2,17,1,0.57190832963057
2,17,2,1.15138787521535
2,18,1,0.957652488809351
2,18,2,0.787137563157269
2,19,1,0.58337074905179
2,19,2,1.06934761337192
2,20,1,1.01497811415413
2,20,2,0.425478307379526
2,21,1,1.20502547976536
2,21,2,0.890167050472949
2,22,1,0.901249275505167
2,22,2,0.723078801575975
2,23,1,0.941757043678458
2,23,2,1.02109961797863
2,24,1,1.05274880005017
2,24,2,0.921783845635022
2,25,1,0.412405284481517
2,25,2,1.04851632996541
2,26,1,1.04601202202353
2,26,2,0.765782603039102
2,27,1,0.777920107236762
2,27,2,0.783960656211249
2,28,1,1.06012124743402
2,28,2,0.361331792444114
2,29,1,0.675382781870226
2,29,2,0.791253565001741
2,30,1,0.709186404948823
2,30,2,0.765209672878406
2,31,1,0.836051737138092
2,31,2,1.04986230880706
2,32,1,1.3094781765976
2,32,2,0.731600429705075
2,33,1,0.73347650329916
2,33,2,0.818158663993833
2,34,1,1.0097389624247
2,34,2,0.905651346645209
2,35,1,1.0948141865425
2,35,2,0.466715660650689
2,36,1,1.11063698282861
2,36,2,0.448215683690095
2,37,1,0.844494324087406
2,37,2,0.458908791780167
2,38,1,0.803655236932472
2,38,2,0.457125071928475
2,39,1,0.415526646013667
2,39,2,0.442399204932435
2,40,1,1.30853304489193
2,40,2,0.164307780962785
2,41,1,0.346766063324428
2,41,2,0.223196940558743
2,42,1,0.370400616628428
2,42,2,0.515373348306414
2,43,1,1.10465647968718
2,43,2,0.385485908695634
2,44,1,0.95013774883893
