simulation,bout,bee,distance_with_previous_learning_array,number_of_resources_foraged,absolute_quality
0,0,0,,3,0.00468338
0,0,1,,5,0.0217152
0,1,0,,3,0.00697267
0,1,1,,5,0.01145755
0,2,0,,4,0.00490568
0,2,1,,5,0.01613493
0,3,0,,2,0.00483846
0,3,1,,5,0.01613493
0,4,0,,2,0.00483846
0,4,1,,5,0.02328972
0,5,0,,5,0.01226643
0,5,1,,3,0.00923437
0,6,0,,5,0.01226643
0,6,1,,3,0.0026527
0,7,0,,5,0.00802799
0,7,1,,3,0.0051556
0,8,0,,5,0.01226643
0,8,1,,4,0.00505035
0,9,0,,4,0.00471796
0,9,1,,3,0.00923437
0,10,0,,4,0.00438769
0,10,1,,5,0.01279588
0,11,0,,5,0.01339392
0,11,1,,4,0.00475006
0,12,0,,5,0.01339392
0,12,1,,4,0.00544721
0,13,0,,5,0.01339392
0,13,1,,4,0.01591515
0,14,0,,5,0.01031858
0,14,1,,5,0.01904538
0,15,0,,5,0.01011381
0,15,1,,5,0.01904538
0,16,0,,4,0.0048596
0,16,1,,5,0.01904538
0,17,0,,4,0.00931601
0,17,1,,5,0.01904538
0,18,0,,5,0.00678718
0,18,1,,5,0.01904538
0,19,0,,4,0.00482318
0,19,1,,5,0.01904538
0,20,0,,4,0.0047981
0,20,1,,5,0.01904538
0,21,0,,4,0.00482318
0,21,1,,5,0.01904538
0,22,0,,4,0.00443487
0,22,1,,5,0.01904538
0,23,0,,5,0.00922445
0,23,1,,5,0.01904538
0,24,0,,5,0.00972671
0,24,1,,5,0.01904538
0,25,0,,5,0.01082749
0,25,1,,5,0.01904538
0,26,0,,4,0.00465611
0,26,1,,5,0.01904538
0,27,0,,5,0.01181796
0,27,1,,5,0.01904538
0,28,0,,4,0.00545103
0,28,1,,5,0.01904538
0,29,0,,5,0.0070037
0,29,1,,5,0.01904538
1,0,0,,5,0.01312892
1,0,1,,4,0.00458158
1,1,0,,5,0.02562573
1,1,1,,4,0.00495705
1,2,0,,5,0.02562573
1,2,1,,4,0.00941268
1,3,0,,5,0.02562573
1,3,1,,4,0.00492484
1,4,0,,5,0.02562573
1,4,1,,5,0.01574457
1,5,0,,5,0.02562573
1,5,1,,5,0.01574457
1,6,0,,5,0.02562573
1,6,1,,5,0.01574457
1,7,0,,5,0.02562573
1,7,1,,5,0.01574457
1,8,0,,5,0.02562573
1,8,1,,5,0.01574457
1,9,0,,5,0.02562573
1,9,1,,5,0.01574457
1,10,0,,5,0.02562573
1,10,1,,5,0.01574457
1,11,0,,5,0.02562573
1,11,1,,5,0.01574457
1,12,0,,5,0.02562573
1,12,1,,5,0.01574457
1,13,0,,5,0.02562573
1,13,1,,5,0.01574457
1,14,0,,5,0.02562573
1,14,1,,5,0.01574457
1,15,0,,5,0.02562573
1,15,1,,5,0.01574457
1,16,0,,5,0.02562573
1,16,1,,5,0.01574457
1,17,0,,5,0.02562573
1,17,1,,5,0.01574457
1,18,0,,5,0.02562573
1,18,1,,5,0.01574457
1,19,0,,5,0.02562573
1,19,1,,5,0.01574457
1,20,0,,5,0.02562573
1,20,1,,5,0.01574457
1,21,0,,5,0.02562573
1,21,1,,5,0.01574457
1,22,0,,5,0.02562573
1,22,1,,5,0.01574457
1,23,0,,5,0.02562573
1,23,1,,5,0.01574457
1,24,0,,5,0.02562573
1,24,1,,5,0.01574457
1,25,0,,5,0.02562573
1,25,1,,5,0.01574457
1,26,0,,5,0.02562573
1,26,1,,5,0.01574457
1,27,0,,5,0.02562573
1,27,1,,5,0.01574457
1,28,0,,5,0.02562573
1,28,1,,5,0.01574457
1,29,0,,5,0.02562573
1,29,1,,5,0.01574457
2,0,0,,4,0.00488898
2,0,1,,5,0.01839506
2,1,0,,3,0.00615519
2,1,1,,5,0.00833346
2,2,0,,3,0.00678627
2,2,1,,3,0.00339758
2,3,0,,4,0.00498745
2,3,1,,5,0.01347332
2,4,0,,4,0.01495545
2,4,1,,3,0.00885486
2,5,0,,5,0.00850972
2,5,1,,3,0.00505209
2,6,0,,5,0.01864142
2,6,1,,4,0.00772954
2,7,0,,5,0.01864142
2,7,1,,5,0.01181079
2,8,0,,5,0.01864142
2,8,1,,4,0.01226121
2,9,0,,5,0.01864142
2,9,1,,4,0.01226121
2,10,0,,5,0.01864142
2,10,1,,4,0.01226121
2,11,0,,5,0.01864142
2,11,1,,4,0.01226121
2,12,0,,5,0.01864142
2,12,1,,4,0.01226121
2,13,0,,5,0.01864142
2,13,1,,4,0.01226121
2,14,0,,5,0.01864142
2,14,1,,4,0.01226121
2,15,0,,5,0.01864142
2,15,1,,4,0.00652889
2,16,0,,5,0.01864142
2,16,1,,4,0.01226121
2,17,0,,5,0.01864142
2,17,1,,4,0.01226121
2,18,0,,5,0.01864142
2,18,1,,4,0.01226121
2,19,0,,5,0.01864142
2,19,1,,4,0.01226121
2,20,0,,5,0.01864142
2,20,1,,4,0.01226121
2,21,0,,5,0.01864142
2,21,1,,4,0.01226121
2,22,0,,5,0.01864142
2,22,1,,4,0.01226121
2,23,0,,5,0.01864142
2,23,1,,4,0.01226121
2,24,0,,5,0.01864142
2,24,1,,4,0.01226121
2,25,0,,5,0.01864142
2,25,1,,4,0.01226121
2,26,0,,5,0.01864142
2,26,1,,4,0.01226121
2,27,0,,5,0.01864142
2,27,1,,4,0.01226121
2,28,0,,5,0.01864142
2,28,1,,4,0.01226121
2,29,0,,5,0.01864142
2,29,1,,4,0.01226121
3,0,0,,2,0.00382513
3,0,1,,3,0.00520435
3,1,0,,3,0.00852757
3,1,1,,4,0.02093529
3,2,0,,3,0.00667669
3,2,1,,4,0.00843573
3,3,0,,5,0.00742318
3,3,1,,4,0.01023076
3,4,0,,5,0.01446961
3,4,1,,4,0.01553119
3,5,0,,5,0.01446961
3,5,1,,4,0.01553119
3,6,0,,5,0.01446961
3,6,1,,4,0.01238879
3,7,0,,5,0.01446961
3,7,1,,3,0.0172049
3,8,0,,5,0.01446961
3,8,1,,4,0.01954413
3,9,0,,5,0.01446961
3,9,1,,4,0.01954413
3,10,0,,5,0.01446961
3,10,1,,4,0.01954413
3,11,0,,5,0.01446961
3,11,1,,4,0.01954413
3,12,0,,5,0.01446961
3,12,1,,4,0.01954413
3,13,0,,5,0.01446961
3,13,1,,4,0.01954413
3,14,0,,5,0.01446961
3,14,1,,5,0.01698427
3,15,0,,5,0.01446961
3,15,1,,4,0.01954413
3,16,0,,5,0.01446961
3,16,1,,4,0.01954413
3,17,0,,5,0.01446961
3,17,1,,4,0.01954413
3,18,0,,5,0.01446961
3,18,1,,4,0.01954413
3,19,0,,5,0.01446961
3,19,1,,4,0.01954413
3,20,0,,5,0.01446961
3,20,1,,4,0.01954413
3,21,0,,5,0.01446961
3,21,1,,4,0.01026447
3,22,0,,5,0.01446961
3,22,1,,4,0.01954413
3,23,0,,5,0.01446961
3,23,1,,4,0.01954413
3,24,0,,5,0.01446961
3,24,1,,4,0.01954413
3,25,0,,5,0.01446961
3,25,1,,4,0.01954413
3,26,0,,5,0.01446961
3,26,1,,4,0.01018841
3,27,0,,5,0.01446961
3,27,1,,4,0.01954413
3,28,0,,5,0.01446961
3,28,1,,4,0.01954413
3,29,0,,5,0.01446961
3,29,1,,4,0.01954413
4,0,0,,4,0.0045521
4,0,1,,3,0.0025836
4,1,0,,4,0.01204025
4,1,1,,4,0.00778965
4,2,0,,5,0.00812089
4,2,1,,5,0.02014826
4,3,0,,4,0.00454598
4,3,1,,5,0.02014826
4,4,0,,5,0.01401586
4,4,1,,5,0.02014826
4,5,0,,4,0.01204025
4,5,1,,5,0.02014826
4,6,0,,5,0.01450788
4,6,1,,5,0.02014826
4,7,0,,4,0.01204025
4,7,1,,5,0.02014826
4,8,0,,4,0.01204025
4,8,1,,5,0.02014826
4,9,0,,4,0.01204025
4,9,1,,5,0.02014826
4,10,0,,4,0.01204025
4,10,1,,5,0.02014826
4,11,0,,4,0.01204025
4,11,1,,5,0.02014826
4,12,0,,4,0.01204025
4,12,1,,5,0.02014826
4,13,0,,4,0.01204025
4,13,1,,5,0.02014826
4,14,0,,4,0.01204025
4,14,1,,5,0.02014826
4,15,0,,4,0.01204025
4,15,1,,5,0.02014826
4,16,0,,4,0.00646294
4,16,1,,5,0.02014826
4,17,0,,4,0.01204025
4,17,1,,5,0.02014826
4,18,0,,5,0.01401586
4,18,1,,5,0.02014826
4,19,0,,4,0.01204025
4,19,1,,5,0.02014826
4,20,0,,5,0.01488256
4,20,1,,5,0.02014826
4,21,0,,5,0.01488256
4,21,1,,5,0.02014826
4,22,0,,5,0.01488256
4,22,1,,5,0.02014826
4,23,0,,5,0.01488256
4,23,1,,5,0.02014826
4,24,0,,5,0.01488256
4,24,1,,5,0.02014826
4,25,0,,5,0.01488256
4,25,1,,5,0.02014826
4,26,0,,5,0.01488256
4,26,1,,5,0.02014826
4,27,0,,5,0.01488256
4,27,1,,5,0.02014826
4,28,0,,5,0.01488256
4,28,1,,5,0.02014826
4,29,0,,5,0.01488256
4,29,1,,5,0.02014826
5,0,0,,3,0.01099357
5,0,1,,5,0.0141415
5,1,0,,5,0.02378725
5,1,1,,5,0.00869283
5,2,0,,5,0.02378725
5,2,1,,5,0.01147478
5,3,0,,5,0.02378725
5,3,1,,4,0.00902847
5,4,0,,4,0.00484786
5,4,1,,5,0.01665867
5,5,0,,5,0.01840528
5,5,1,,5,0.01665867
5,6,0,,5,0.02378725
5,6,1,,4,0.00936241
5,7,0,,5,0.02378725
5,7,1,,4,0.00498502
5,8,0,,5,0.02378725
5,8,1,,5,0.01544705
5,9,0,,5,0.01840528
5,9,1,,5,0.01665867
5,10,0,,5,0.01840528
5,10,1,,5,0.01665867
