simulation,bout,bee,distance_with_previous_learning_array,number_of_resources_foraged,relative_quality,absolute_quality
0,0,0,3.585087833151004,2,0.00106483,0.06396527902925452
0,0,1,3.585087833151004,5,0.01319497,0.7926335075388959
0,1,0,5.612888293403177,4,0.00751887,0.45166516489457564
0,1,1,5.955448838293103,3,0.00468729,0.28156965218958374
0,2,0,5.383933317825116,3,0.0075798,0.45532528383492527
0,2,1,6.5513871221766715,3,0.00255938,0.1537442181774494
0,3,0,6.463236341847216,3,0.00267011,0.1603958671232054
0,3,1,6.211667157249654,4,0.00500995,0.3009521235057368
0,4,0,6.419291067241639,3,0.0029683,0.17830840391662164
0,4,1,6.489057755519152,4,0.00402797,0.24196371718627982
0,5,0,7.2571332169168175,3,0.00346046,0.20787289001021206
0,5,1,8.361562674460501,4,0.00565585,0.33975190725055565
0,6,0,8.30367235185031,3,0.00256283,0.1539514627260167
0,6,1,8.083702526018383,4,0.00845783,0.5080693217997236
0,7,0,8.045230814313525,4,0.00441689,0.26532648525259805
0,7,1,9.044190297775637,3,0.00260144,0.1562707995434613
0,8,0,8.712107429168157,3,0.00223289,0.13413167537694481
0,8,1,8.601895115281497,4,0.00469681,0.28214152700186224
0,9,0,8.581383738508192,4,0.00812853,0.48828797981618316
0,9,1,9.044148759117759,3,0.00231695,0.13918123385595002
1,0,0,8.587553144157683,4,0.00515469,0.30964678320418093
1,0,1,8.893400178765958,3,0.00475753,0.2857890310566469
1,1,0,8.612406446136735,3,0.00552326,0.3317871087883703
1,1,1,8.622252334732467,3,0.00596465,0.358301796119421
1,2,0,8.8408726961786,4,0.0082349,0.49467771970925695
1,2,1,8.847017528416782,3,0.00279864,0.1681167777978014
1,3,0,8.974239761453179,4,0.00483533,0.2904625458040488
1,3,1,9.157747982218144,3,0.00336041,0.20186279810176008
1,4,0,9.33738878325589,3,0.00552326,0.3317871087883703
1,4,1,9.337388783255888,4,0.00845783,0.5080693217997236
1,5,0,9.67369989512385,3,0.00353493,0.2123463687150838
1,5,1,9.67369989512385,4,0.00457642,0.2749095933201178
1,6,0,10.085661268363463,4,0.00448245,0.2692647323842134
1,6,1,9.290651147047969,3,0.00598074,0.35926833663723196
1,7,0,9.709202983398104,4,0.00449256,0.26987204901784106
1,7,1,9.232196910608808,3,0.00596465,0.358301796119421
1,8,0,9.381839635904349,4,0.0084935,0.5102120502192588
1,8,1,9.287236087507324,3,0.00320514,0.19253559199855833
1,9,0,9.815111691781775,4,0.00566634,0.3403820508199676
1,9,1,9.244231538323447,3,0.00596465,0.358301796119421
2,0,0,9.298466320458154,4,0.0084935,0.5102120502192588
2,0,1,9.298466320458154,3,0.0048782,0.2930377845858113
2,1,0,9.375044548057623,4,0.00450913,0.2708674235598006
2,1,1,9.375044548057623,3,0.00598074,0.35926833663723196
2,2,0,9.358057409481734,3,0.00477759,0.2869940529825194
2,2,1,9.626980168866496,4,0.00867235,0.5209557277587554
2,3,0,9.241812176401183,4,0.0083804,0.5034180332792696
2,3,1,9.007079748857958,3,0.00243402,0.14621373220400072
2,4,0,8.650737473775836,3,0.00477759,0.2869940529825194
2,4,1,9.893206430624105,4,0.00382878,0.22999819787349074
2,5,0,8.53954548405461,3,0.00477759,0.2869940529825194
2,5,1,8.903718725412842,4,0.00867235,0.5209557277587554
2,6,0,9.1232710730869,4,0.0084935,0.5102120502192588
2,6,1,8.537343950895176,3,0.0048782,0.2930377845858113
2,7,0,8.52613461970751,3,0.00256839,0.1542854568390701
2,7,1,9.013451025031348,4,0.00483399,0.2903820508199676
2,8,0,9.070713333225097,4,0.00457858,0.27503934642878597
2,8,1,8.51090456630415,3,0.0048782,0.2930377845858113
2,9,0,8.828989293535125,4,0.0084935,0.5102120502192588
2,9,1,8.653494208338513,3,0.0048782,0.2930377845858113
3,0,0,8.65320888964105,3,0.00477759,0.2869940529825194
3,0,1,9.119581827692265,4,0.00867235,0.5209557277587554
3,1,0,8.426628904275649,3,0.00477759,0.2869940529825194
3,1,1,8.958979012924704,4,0.00480909,0.2888862858172644
3,2,0,8.193518215524197,3,0.00477759,0.2869940529825194
3,2,1,8.90448139080448,4,0.00496517,0.29826214933621675
3,3,0,8.430090840580476,3,0.0027214,0.1634769027452394
3,3,1,8.431807558617056,4,0.00867235,0.5209557277587554
3,4,0,8.46981459209751,3,0.00552326,0.3317871087883703
3,4,1,8.46981459209751,4,0.00867235,0.5209557277587554
3,5,0,8.855480470428066,3,0.0027121,0.16291824352736228
3,5,1,8.855480470428066,4,0.00867235,0.5209557277587554
3,6,0,9.076652022375702,3,0.00463213,0.2782561422478525
3,6,1,9.076652022375702,4,0.00867235,0.5209557277587554
3,7,0,9.075477249651573,3,0.00552326,0.3317871087883703
3,7,1,9.097205672712498,4,0.00483399,0.2903820508199676
3,8,0,9.204768087160815,3,0.00463213,0.2782561422478525
3,8,1,9.204768087160815,4,0.00867235,0.5209557277587554
3,9,0,9.385714188356204,3,0.00260387,0.15641677179071306
3,9,1,9.124900976698566,4,0.00480909,0.2888862858172644
4,0,0,9.075867251168042,3,0.00477759,0.2869940529825194
4,0,1,9.108428461167948,4,0.00373529,0.22438217096173488
4,1,0,9.170897466522659,3,0.00298382,0.1792407040307563
4,1,1,9.170897466522659,4,0.00476989,0.2865315071784706
4,2,0,9.246064395742172,3,0.00463213,0.2782561422478525
4,2,1,9.246064395742172,4,0.00867235,0.5209557277587554
4,3,0,9.226700872205367,4,0.00456602,0.2742848561302337
4,3,1,9.273250156320493,3,0.0048782,0.2930377845858113
4,4,0,8.808488492527736,3,0.00477759,0.2869940529825194
4,4,1,8.808488492527736,4,0.00867235,0.5209557277587554
4,5,0,8.80010962224014,4,0.0084935,0.5102120502192588
4,5,1,8.816867364521585,3,0.0048782,0.2930377845858113
4,6,0,8.649553165556192,3,0.00477759,0.2869940529825194
4,6,1,8.649553165556192,4,0.00867235,0.5209557277587554
4,7,0,8.926966891588002,3,0.00471397,0.2831723433651709
4,7,1,8.910499173337492,4,0.00476989,0.2865315071784706
4,8,0,8.939895277463373,3,0.00477759,0.2869940529825194
4,8,1,9.207388353517791,4,0.00500466,0.3006343485312669
4,9,0,9.417959086289654,3,0.00315006,0.1892268877275185
4,9,1,8.663398170807191,4,0.00417188,0.2506085180513006
