"ID","x","y","patch"
0,0,0,1
1,173.139920783713,-51.4334797423117,2
2,168.764914188353,-29.2002844746063,2
3,164.73554576062,-75.1711280375834,2
4,183.03898531087,-84.1050093229823,2
5,190.054072281944,-21.9009530815855,2
6,243.68080976762,-247.88111281785,3
7,269.671979823255,-220.266076909265,3
8,222.799296164739,-274.379821673339,3
9,-5.25433759159934,-53.3795446588226,4
10,17.0571670557331,-53.7379631928013,4
