"simulation";"bout";"interference";"exploitation1";"exploitation2"
1;1;0;7;0
1;2;1;65;2
1;3;0;10;3
1;4;4;27;53
1;5;0;1;1
1;6;5;62;39
1;7;13;70;37
1;8;0;49;4
1;9;3;3;26
1;10;0;0;0
1;11;1;45;4
1;12;7;12;9
1;13;4;14;65
1;14;5;32;71
1;15;0;3;24
1;16;1;2;15
1;17;0;2;4
1;18;1;7;4
1;19;0;1;6
1;20;4;11;12
1;21;1;1;0
1;22;2;3;11
1;23;1;11;6
1;24;10;13;7
1;25;0;1;16
1;26;0;1;22
1;27;5;8;4
1;28;1;1;1
1;29;0;0;0
1;30;4;7;9
1;31;1;3;4
1;32;0;14;0
1;33;2;3;17
1;34;5;5;10
1;35;0;4;0
1;36;2;7;2
1;37;0;3;4
1;38;0;0;3
1;39;0;0;6
1;40;2;5;4
1;41;0;0;5
1;42;0;0;4
1;43;0;0;12
1;44;0;0;4
1;45;0;0;1
1;46;0;8;0
1;47;1;2;0
1;48;1;0;0
1;49;0;0;6
1;50;0;0;4
2;1;0;5;3
2;2;0;0;5
2;3;0;0;1
2;4;5;90;4
2;5;0;15;2
2;6;0;2;0
2;7;0;80;0
2;8;18;64;71
2;9;0;1;4
2;10;8;47;82
2;11;5;44;60
2;12;0;14;0
2;13;0;0;0
2;14;1;18;30
2;15;0;3;6
2;16;8;59;13
2;17;0;2;0
2;18;0;0;0
2;19;12;29;75
2;20;0;4;0
2;21;2;5;12
2;22;5;12;9
2;23;1;64;13
2;24;0;2;7
2;25;6;41;14
2;26;0;0;6
2;27;1;0;25
2;28;0;0;4
2;29;3;8;10
2;30;0;1;48
2;31;0;19;12
2;32;0;6;0
2;33;6;16;19
2;34;4;9;8
2;35;0;3;23
2;36;5;1;18
2;37;1;14;9
2;38;0;1;17
2;39;3;0;13
2;40;1;8;0
2;41;1;1;2
2;42;1;17;10
2;43;0;4;3
2;44;0;0;15
2;45;2;3;3
2;46;2;1;4
2;47;0;11;0
2;48;2;6;6
2;49;1;2;6
2;50;1;2;0
3;1;22;56;64
3;2;0;11;58
3;3;2;35;13
3;4;0;1;2
3;5;0;4;29
3;6;14;72;55
3;7;2;84;7
3;8;13;19;27
3;9;8;72;23
3;10;3;12;8
3;11;2;12;5
3;12;1;28;20
3;13;1;11;58
3;14;1;36;1
3;15;1;0;23
3;16;1;5;2
3;17;1;15;7
3;18;0;1;3
3;19;3;7;13
3;20;3;29;23
3;21;1;0;2
3;22;0;8;0
3;23;0;12;6
3;24;1;7;7
3;25;0;13;0
3;26;0;0;0
3;27;0;0;12
3;28;2;5;9
3;29;0;0;16
3;30;0;0;0
3;31;2;4;0
3;32;0;0;0
3;33;1;0;3
3;34;1;2;4
3;35;0;5;0
3;36;1;0;7
3;37;1;1;0
3;38;1;4;13
3;39;1;9;0
3;40;1;18;0
3;41;0;1;0
3;42;1;2;5
3;43;1;0;0
3;44;1;0;13
3;45;1;0;11
3;46;0;6;0
3;47;0;0;2
3;48;1;0;0
3;49;0;0;0
3;50;0;0;0
4;1;14;70;44
4;2;0;3;6
4;3;1;1;52
4;4;0;0;2
4;5;0;1;9
4;6;0;3;5
4;7;0;0;2
4;8;5;60;14
4;9;14;66;38
4;10;6;11;12
4;11;1;7;75
4;12;0;1;2
4;13;0;1;1
4;14;7;51;36
4;15;8;73;17
4;16;0;10;5
4;17;3;2;79
4;18;0;3;14
4;19;1;2;28
4;20;1;46;2
4;21;5;38;28
4;22;10;27;16
4;23;2;2;31
4;24;2;75;2
4;25;1;0;2
4;26;4;11;9
4;27;0;7;3
4;28;0;3;8
4;29;1;10;2
4;30;0;3;0
4;31;1;7;3
4;32;1;1;0
4;33;2;14;0
4;34;3;12;1
4;35;4;6;14
4;36;1;5;15
4;37;0;3;4
4;38;3;3;1
4;39;1;2;1
4;40;1;11;7
4;41;1;1;6
4;42;2;14;8
4;43;1;2;0
4;44;2;1;1
4;45;1;2;10
4;46;1;1;0
4;47;1;13;2
4;48;3;0;0
4;49;4;0;9
4;50;1;1;1
5;1;0;0;4
5;2;12;19;76
5;3;7;74;30
5;4;11;49;37
5;5;0;1;1
5;6;0;1;2
5;7;1;34;78
5;8;4;34;17
5;9;0;3;3
5;10;0;8;16
5;11;5;56;15
5;12;1;13;0
5;13;0;6;2
5;14;0;12;11
5;15;0;65;9
5;16;0;2;1
5;17;0;3;4
5;18;10;74;76
5;19;0;1;3
5;20;2;17;58
5;21;1;74;7
5;22;1;11;19
5;23;1;44;0
5;24;5;28;5
5;25;0;12;30
5;26;0;2;4
5;27;4;16;9
5;28;0;11;0
5;29;0;4;18
5;30;2;0;3
5;31;0;19;0
5;32;0;43;12
5;33;0;2;12
5;34;0;12;16
5;35;0;6;4
5;36;1;14;2
5;37;0;29;3
5;38;0;4;1
5;39;1;9;1
5;40;0;3;0
5;41;0;1;1
5;42;0;1;0
5;43;0;1;15
5;44;0;1;6
5;45;0;1;7
5;46;0;1;0
5;47;0;11;0
5;48;0;3;0
5;49;1;6;0
5;50;0;0;0
6;1;2;1;0
6;2;0;3;2
6;3;13;72;74
6;4;2;84;3
6;5;0;6;3
6;6;0;0;0
6;7;0;3;3
6;8;4;7;40
6;9;0;5;0
6;10;4;29;36
6;11;0;2;4
6;12;18;67;67
6;13;11;74;38
6;14;0;8;12
6;15;1;5;7
6;16;1;4;12
6;17;4;6;47
6;18;0;0;0
6;19;0;46;1
6;20;6;78;12
6;21;0;89;0
6;22;2;86;3
6;23;0;0;0
6;24;0;0;3
6;25;1;4;60
6;26;15;90;27
6;27;0;0;4
6;28;0;1;1
6;29;2;16;3
6;30;0;3;2
6;31;0;0;2
6;32;0;0;8
6;33;0;58;4
6;34;0;1;0
6;35;0;104;0
6;36;0;39;0
6;37;0;58;6
6;38;0;75;8
6;39;1;6;0
6;40;0;20;1
6;41;0;6;17
6;42;4;8;28
6;43;0;24;6
6;44;0;89;0
6;45;0;13;1
6;46;0;6;0
6;47;1;41;2
6;48;2;7;18
6;49;0;46;0
6;50;1;10;2
7;1;0;0;0
7;2;18;69;68
7;3;0;4;0
7;4;0;5;0
7;5;0;6;10
7;6;7;80;28
7;7;8;76;69
7;8;17;68;73
7;9;0;42;5
7;10;14;70;52
7;11;2;13;7
7;12;0;0;2
7;13;0;3;0
7;14;0;4;0
7;15;0;4;18
7;16;1;11;28
7;17;0;34;2
7;18;3;3;58
7;19;1;85;9
7;20;0;0;0
7;21;3;11;57
7;22;0;2;4
7;23;0;73;0
7;24;0;7;5
7;25;8;12;19
7;26;4;3;1
7;27;0;0;29
7;28;1;4;11
7;29;1;16;8
7;30;0;16;0
7;31;0;13;3
7;32;1;12;2
7;33;0;3;1
7;34;4;7;8
7;35;0;0;0
7;36;0;0;6
7;37;1;0;0
7;38;0;9;0
7;39;0;0;3
7;40;1;4;10
7;41;0;1;7
7;42;1;4;1
7;43;1;12;0
7;44;0;4;0
7;45;1;1;2
7;46;0;0;0
7;47;1;1;0
7;48;0;8;0
7;49;1;12;6
7;50;0;0;2
8;1;9;74;70
8;2;0;0;2
8;3;1;9;5
8;4;0;1;2
8;5;24;58;57
8;6;1;9;67
8;7;4;20;34
8;8;0;10;3
8;9;0;1;1
8;10;4;9;20
8;11;3;8;26
8;12;0;24;0
8;13;9;15;2
8;14;0;7;0
8;15;3;4;76
8;16;13;74;44
8;17;0;10;45
8;18;1;55;11
8;19;0;6;11
8;20;0;20;1
8;21;1;3;3
8;22;0;1;12
8;23;3;27;2
8;24;1;7;1
8;25;4;13;20
8;26;0;7;0
8;27;5;12;25
8;28;0;0;12
8;29;1;18;0
8;30;4;6;13
8;31;0;16;3
8;32;1;30;3
8;33;0;4;1
8;34;0;8;1
8;35;0;7;12
8;36;0;0;4
8;37;0;3;1
8;38;0;1;0
8;39;0;17;0
8;40;0;5;0
8;41;0;0;0
8;42;0;1;15
8;43;0;4;7
8;44;0;4;0
8;45;0;0;4
8;46;0;0;6
8;47;0;1;0
8;48;0;0;0
8;49;0;12;1
8;50;0;12;0
9;1;0;0;0
9;2;11;68;79
9;3;0;3;3
9;4;0;1;5
9;5;6;11;81
9;6;0;3;0
9;7;0;1;5
9;8;0;0;3
9;9;0;0;3
9;10;15;74;69
9;11;0;0;8
9;12;0;8;66
9;13;0;3;0
9;14;0;3;0
9;15;0;5;0
9;16;9;27;78
9;17;3;29;85
9;18;0;0;0
9;19;0;5;0
9;20;2;0;6
9;21;0;2;0
9;22;0;4;0
9;23;0;2;0
9;24;0;0;0
9;25;0;0;0
9;26;0;1;0
9;27;3;84;7
9;28;0;8;0
9;29;0;14;0
9;30;0;2;0
9;31;0;2;0
9;32;0;0;0
9;33;0;0;0
9;34;0;0;0
9;35;0;0;0
9;36;0;3;0
9;37;0;1;0
9;38;0;2;0
9;39;0;0;0
9;40;0;0;0
9;41;0;0;0
9;42;0;0;0
9;43;0;0;0
9;44;0;0;0
9;45;0;3;0
9;46;0;0;0
9;47;0;0;0
9;48;0;0;0
9;49;0;0;0
9;50;0;0;0
10;1;0;6;8
10;2;4;2;10
10;3;7;75;20
10;4;5;29;32
10;5;1;6;62
10;6;3;6;47
10;7;3;12;65
10;8;1;15;0
10;9;0;2;2
10;10;5;7;33
10;11;0;3;3
10;12;0;3;1
10;13;5;76;19
10;14;1;64;7
10;15;1;1;13
10;16;1;71;3
10;17;0;55;0
10;18;7;30;28
10;19;0;4;2
10;20;0;18;2
10;21;0;0;42
10;22;4;36;12
10;23;0;0;6
10;24;1;0;11
10;25;0;0;1
10;26;0;5;0
10;27;0;14;0
10;28;2;3;12
10;29;0;0;22
10;30;1;4;3
10;31;0;18;3
10;32;0;0;3
10;33;0;0;18
10;34;0;6;7
10;35;0;1;21
10;36;1;16;6
10;37;1;5;16
10;38;0;15;0
10;39;0;0;17
10;40;0;3;4
10;41;1;2;0
10;42;2;6;4
10;43;0;0;0
10;44;1;7;10
10;45;1;8;0
10;46;1;8;2
10;47;2;1;4
10;48;3;1;1
10;49;0;0;0
10;50;0;0;9
11;1;0;1;6
11;2;0;32;1
11;3;0;3;0
11;4;0;0;2
11;5;0;0;3
11;6;0;2;7
11;7;5;42;15
11;8;5;17;82
11;9;4;34;78
11;10;7;54;27
11;11;20;41;43
11;12;2;6;53
11;13;0;0;4
11;14;0;3;2
11;15;9;45;6
11;16;11;61;52
11;17;2;17;8
11;18;1;18;49
11;19;3;22;38
11;20;2;30;21
11;21;0;6;0
11;22;1;18;10
11;23;5;5;9
11;24;0;4;0
11;25;0;3;7
11;26;2;15;2
11;27;4;7;3
11;28;0;1;0
11;29;2;2;2
11;30;1;4;2
11;31;0;5;0
11;32;0;3;6
11;33;0;3;0
11;34;3;0;0
11;35;0;2;0
11;36;0;0;3
11;37;0;0;3
11;38;0;7;4
11;39;0;0;0
11;40;0;0;3
11;41;0;0;0
11;42;1;11;2
11;43;0;0;7
11;44;0;0;0
11;45;0;2;0
11;46;1;11;0
11;47;0;0;26
11;48;0;0;1
11;49;0;1;0
11;50;0;0;0
12;1;0;3;4
12;2;0;1;3
12;3;0;5;0
12;4;11;59;60
12;5;0;1;0
12;6;0;5;14
12;7;11;15;70
12;8;1;25;55
12;9;4;7;5
12;10;0;0;0
12;11;9;52;20
12;12;0;5;0
12;13;0;8;0
12;14;6;38;17
12;15;2;62;5
12;16;8;32;72
12;17;0;4;10
12;18;0;1;13
12;19;3;9;6
12;20;9;18;22
12;21;7;17;61
12;22;1;5;19
12;23;3;14;32
12;24;0;2;20
12;25;2;20;16
12;26;2;8;9
12;27;2;1;10
12;28;2;2;10
12;29;2;7;5
12;30;1;2;5
12;31;2;30;4
12;32;3;14;5
12;33;2;4;13
12;34;2;5;22
12;35;1;14;1
12;36;1;12;1
12;37;1;1;3
12;38;1;3;13
12;39;1;4;1
12;40;1;7;6
12;41;2;2;0
12;42;1;1;3
12;43;1;6;1
12;44;1;24;0
12;45;1;5;0
12;46;2;1;1
12;47;1;1;0
12;48;1;1;1
12;49;1;5;0
12;50;1;1;6
13;1;11;72;50
13;2;14;47;74
13;3;9;33;38
13;4;0;7;1
13;5;1;6;63
13;6;1;0;80
13;7;3;2;15
13;8;2;33;7
13;9;7;18;28
13;10;0;5;0
13;11;2;12;2
13;12;15;70;73
13;13;0;9;4
13;14;13;74;32
13;15;1;32;8
13;16;5;14;21
13;17;5;2;0
13;18;0;0;0
13;19;0;4;14
13;20;1;1;2
13;21;12;31;7
13;22;0;70;2
13;23;0;13;0
13;24;0;2;3
13;25;4;12;21
13;26;0;24;0
13;27;0;1;0
13;28;0;6;5
13;29;2;2;10
13;30;0;19;0
13;31;0;1;23
13;32;0;0;10
13;33;0;0;3
13;34;0;0;4
13;35;0;0;2
13;36;1;14;0
13;37;0;3;2
13;38;0;9;0
13;39;2;2;6
13;40;0;0;4
13;41;0;1;9
13;42;0;0;9
13;43;1;0;3
13;44;2;1;5
13;45;1;1;1
13;46;0;18;0
13;47;1;1;4
13;48;0;0;12
13;49;2;10;0
13;50;1;0;3
14;1;10;31;78
14;2;0;9;0
14;3;0;2;2
