"ID","maxDistance","maxCrop","learningFactor","abandonFactor","maxFails","routeCompare","leaveAfterMaxFail","allowNestReturn","forbidReverseVector","differentExperienceSimulation","startingBoutForNaive","winProbabilities","arrayID"
1,3000,5,1.5,1,2,FALSE,FALSE,TRUE,TRUE,FALSE,1,1,"plos"
