"1","2","3","4","5","6","7","8","9","10","11"
0,0.0737437921943763,0.0721273594674443,0.056321565803867,0.040249172836145,0.0523060340121102,0.0832780057428518,0.166937043013619,0.145607244162444,0.273314960076145,0.0361148226909969
0.0185594921796974,0,0.0753207556901932,0.159702714174421,0.147704979836209,0.191504822043999,0.0789981697225009,0.119846085882454,0.150179387546139,0.0208150066939834,0.0373685862304036
0.0330731446719766,0.137230139227888,0,0.0482745757826666,0.0799618851784075,0.286395386570509,0.038447623340751,0.210882115484517,0.0729099281331147,0.0692230592454494,0.0236021423647197
0.0167662796056506,0.18890074006134,0.0313404330434583,0,0.113874537007024,0.0611687047602762,0.245943971645578,0.0489125896450012,0.115999698932494,0.0148248618717176,0.16226818342746
0.015509654005875,0.226151600497957,0.0671974382840939,0.147404176860112,0,0.295197654553926,0.0556649634969958,0.0543664422729034,0.0595605600697203,0.0181934621896039,0.0607540477688119
0.0166698975138631,0.242504738905357,0.199054361731293,0.0654859961318555,0.244145593641632,0,0.0373119129777332,0.0858599209019641,0.0576426280426019,0.0239350528967362,0.027389897256964
0.0291036308614955,0.109696624535939,0.0293029199203239,0.288729430654247,0.0504839857407252,0.0409150639833018,0,0.061984099138408,0.261929973897069,0.0201232342142044,0.107731037054286
0.0594336327143575,0.169536335739811,0.163735877584529,0.0584976247415283,0.0502302481213449,0.0959155244362844,0.0631455857948306,0,0.229301628996422,0.0854902937465258,0.0247132481243661
0.0446885455556643,0.183139888240656,0.0488005201197142,0.119593648616537,0.0474380535410158,0.0555105937936841,0.230028464743269,0.197670025549316,0,0.033393275478205,0.0397369843619387
0.244994132568694,0.0741358399764071,0.13532175169915,0.0446396674927381,0.0423216393805827,0.0673202210582583,0.051614675932716,0.215243244306118,0.0975299635588607,0,0.0268788640264754
0.0231222814626167,0.0950629400782224,0.0329549885247224,0.348992895856811,0.100942780843172,0.0550242918120313,0.197364564316891,0.0444421915025815,0.0828947190446328,0.0191983465583189,0
