"arrayNumber","simulation","bout","bee","similarityIndex"
1,2,20,2,0.514285714285714
1,2,21,1,0.8125
1,2,21,2,0.727272727272727
1,2,22,1,0.541666666666667
1,2,22,2,0.409090909090909
1,2,23,1,0.490740740740741
1,2,23,2,0.444444444444444
1,2,24,1,0.826923076923077
1,2,24,2,0.53125
1,2,25,1,0.846153846153846
1,2,25,2,0.479166666666667
1,2,26,1,0.491379310344828
1,2,26,2,0.469387755102041
1,2,27,1,0.681818181818182
1,2,27,2,0.822368421052632
1,2,28,1,0.722222222222222
1,2,28,2,0.5
1,2,29,1,0.67948717948718
1,2,29,2,0.3
1,2,30,1,0.5
1,2,30,2,0.59375
1,2,31,1,0.491666666666667
1,2,31,2,0.805555555555556
1,2,32,1,0.516666666666667
1,2,32,2,0.611111111111111
1,2,33,1,0.50625
1,2,33,2,0.272727272727273
1,2,34,1,0.5125
1,2,34,2,0.537037037037037
1,2,35,1,0.5
1,2,35,2,0.931034482758621
1,2,36,1,0.651785714285714
1,2,36,2,0.689655172413793
1,2,37,1,0.723214285714286
1,2,37,2,0.575
1,2,38,1,0.64
1,2,38,2,0.89375
1,2,39,1,0.579545454545455
1,2,39,2,0.934210526315789
1,2,40,1,0.761363636363636
1,2,40,2,0.967105263157895
1,2,41,1,0.645569620253165
1,2,41,2,0.974025974025974
1,2,42,1,0.987654320987654
1,2,42,2,0.967532467532468
1,2,43,1,0.839506172839506
1,2,43,2,0.967532467532468
1,2,44,1,0.84375
1,2,44,2,0.955696202531646
1,2,45,1,0.75625
1,2,45,2,0.848101265822785
1,2,46,1,0.746913580246914
1,2,46,2,0.641666666666667
1,2,47,1,0.722222222222222
1,2,47,2,0.956521739130435
1,2,48,1,0.716049382716049
1,2,48,2,0.714285714285714
1,2,49,1,0.993827160493827
1,2,49,2,0.557142857142857
1,3,1,1,0.625
1,3,1,2,0
1,3,2,1,0
1,3,2,2,0
1,3,3,1,0
1,3,3,2,0
1,3,4,1,0.391304347826087
1,3,4,2,0.385714285714286
1,3,5,1,0.521739130434783
1,3,5,2,0.542857142857143
1,3,6,1,0.5
1,3,6,2,0.346153846153846
1,3,7,1,0.3
1,3,7,2,0.467741935483871
1,3,8,1,0
1,3,8,2,0.564516129032258
1,3,9,1,0.416666666666667
1,3,9,2,0
1,3,10,1,0.555555555555556
1,3,10,2,0
1,3,11,1,0.682539682539683
1,3,11,2,0
1,3,12,1,0.553571428571429
1,3,12,2,0.304347826086957
1,3,13,1,0.452380952380952
1,3,13,2,0
1,3,14,1,0.452380952380952
1,3,14,2,0
1,3,15,1,0.590909090909091
1,3,15,2,0.6
1,3,16,1,0.629032258064516
1,3,16,2,0.771428571428571
1,3,17,1,0.890625
1,3,17,2,0.471428571428571
1,3,18,1,0.59375
1,3,18,2,0.510416666666667
1,3,19,1,0.75
1,3,19,2,0.541666666666667
1,3,20,1,0.734375
1,3,20,2,0.557142857142857
1,3,21,1,0.705882352941177
1,3,21,2,0
1,3,22,1,0.566666666666667
1,3,22,2,0
1,3,23,1,0.575
1,3,23,2,0
1,3,24,1,0.6
1,3,24,2,0.315789473684211
1,3,25,1,0.580645161290323
1,3,25,2,0.315789473684211
1,3,26,1,0.67741935483871
1,3,26,2,0.511904761904762
1,3,27,1,0.785714285714286
1,3,27,2,0.511904761904762
1,3,28,1,0.663636363636364
1,3,28,2,0.35
1,3,29,1,0.844155844155844
1,3,29,2,0
1,3,30,1,0.88961038961039
1,3,30,2,0
1,3,31,1,0.625
1,3,31,2,0.5
1,3,32,1,0.815789473684211
1,3,32,2,0.722222222222222
1,3,33,1,0.833333333333333
1,3,33,2,0.416666666666667
1,3,34,1,0.592592592592593
1,3,34,2,0.388888888888889
1,3,35,1,0.925925925925926
1,3,35,2,0.577922077922078
1,3,36,1,0.576388888888889
1,3,36,2,0.493506493506494
1,3,37,1,0.642857142857143
1,3,37,2,0
1,3,38,1,0.989795918367347
1,3,38,2,0
1,3,39,1,0.645833333333333
1,3,39,2,0.390625
1,3,40,1,0.85
1,3,40,2,0.546875
1,3,41,1,0.7
1,3,41,2,0.416666666666667
1,3,42,1,0.8125
1,3,42,2,0.506756756756757
1,3,43,1,0.602941176470588
1,3,43,2,0.547297297297297
1,3,44,1,0.632352941176471
1,3,44,2,0.560975609756098
1,3,45,1,0.722222222222222
1,3,45,2,0.536585365853659
1,3,46,1,0.538461538461538
1,3,46,2,0.888888888888889
1,3,47,1,0.84375
1,3,47,2,0.583333333333333
1,3,48,1,0.65625
1,3,48,2,0
1,3,49,1,0.602564102564103
1,3,49,2,0
1,4,1,1,0
1,4,1,2,0
1,4,2,1,0
1,4,2,2,0
1,4,3,1,0.40625
1,4,3,2,0
1,4,4,1,0.65625
1,4,4,2,0
1,4,5,1,0
1,4,5,2,0.444444444444444
1,4,6,1,0
1,4,6,2,0.333333333333333
1,4,7,1,0.602941176470588
1,4,7,2,0
1,4,8,1,0.705882352941177
1,4,8,2,0.307692307692308
1,4,9,1,0.514705882352941
1,4,9,2,0.525641025641026
1,4,10,1,0.45
1,4,10,2,0.551282051282051
1,4,11,1,0.325
1,4,11,2,0.565789473684211
1,4,12,1,0.261904761904762
1,4,12,2,0.513157894736842
1,4,13,1,0.640625
1,4,13,2,0.666666666666667
1,4,14,1,0.5625
1,4,14,2,0.615384615384615
1,4,15,1,0.3
1,4,15,2,0.527777777777778
1,4,16,1,0.552631578947368
1,4,16,2,0.830769230769231
1,4,17,1,0.72972972972973
1,4,17,2,0.630769230769231
1,4,18,1,0.807692307692308
1,4,18,2,0.790322580645161
1,4,19,1,0.682692307692308
1,4,19,2,0.532258064516129
1,4,20,1,0.592592592592593
1,4,20,2,0.625
1,4,21,1,0.571428571428571
1,4,21,2,0.521739130434783
1,4,22,1,0.585714285714286
1,4,22,2,0.635135135135135
1,4,23,1,0.662162162162162
1,4,23,2,0.540540540540541
1,4,24,1,0.635135135135135
1,4,24,2,0.534722222222222
1,4,25,1,0.616666666666667
1,4,25,2,0.833333333333333
1,4,26,1,0.583333333333333
1,4,26,2,0.489795918367347
1,4,27,1,0.6875
1,4,27,2,0.53125
1,4,28,1,0.565217391304348
1,4,28,2,0.579710144927536
1,4,29,1,0.96
1,4,29,2,0.579710144927536
1,4,30,1,0.828947368421053
1,4,30,2,0.612068965517241
1,4,31,1,0.552631578947368
1,4,31,2,0.5
1,4,32,1,0.528571428571429
1,4,32,2,0.513698630136986
1,4,33,1,0.707142857142857
1,4,33,2,0.541095890410959
1,4,34,1,0.951612903225806
1,4,34,2,0.575
1,4,35,1,0.806451612903226
1,4,35,2,0.7375
1,4,36,1,0.75
1,4,36,2,0.619047619047619
1,4,37,1,0.8
1,4,37,2,0.5
1,4,38,1,0.842105263157895
1,4,38,2,0.514285714285714
1,4,39,1,0.904761904761905
1,4,39,2,0.544117647058823
1,4,40,1,0.851851851851852
1,4,40,2,0.522058823529412
1,4,41,1,0.701612903225806
1,4,41,2,0.6875
1,4,42,1,0.766129032258065
1,4,42,2,0.545454545454545
1,4,43,1,0.602941176470588
1,4,43,2,0.871428571428571
1,4,44,1,0.65
1,4,44,2,0.585714285714286
1,4,45,1,0.833333333333333
1,4,45,2,0.579365079365079
1,4,46,1,0.75
1,4,46,2,0.531746031746032
1,4,47,1,0.65
1,4,47,2,0.5234375
1,4,48,1,0.722222222222222
1,4,48,2,0.914285714285714
1,4,49,1,0.722222222222222
1,4,49,2,0.685714285714286
1,5,1,1,0.805555555555556
1,5,1,2,0.375
1,5,2,1,0.633333333333333
1,5,2,2,0.566666666666667
1,5,3,1,0.62037037037037
1,5,3,2,0.366666666666667
1,5,4,1,0.490740740740741
1,5,4,2,0
1,5,5,1,0
1,5,5,2,0
1,5,6,1,0.266666666666667
1,5,6,2,0.5
1,5,7,1,0.433333333333333
1,5,7,2,0.357142857142857
1,5,8,1,0.548387096774194
1,5,8,2,0
1,5,9,1,0.82258064516129
1,5,9,2,0
1,5,10,1,0.454545454545455
1,5,10,2,0
1,5,11,1,0.566666666666667
1,5,11,2,0
1,5,12,1,0.766666666666667
1,5,12,2,0.384615384615385
1,5,13,1,0.5875
1,5,13,2,0.42
1,5,14,1,0.830508474576271
1,5,14,2,0.36
1,5,15,1,0.754237288135593
1,5,15,2,0.346153846153846
1,5,16,1,0.544117647058823
1,5,16,2,0.730769230769231
1,5,17,1,0.458333333333333
1,5,17,2,0.625
1,5,18,1,0.547619047619048
1,5,18,2,0.844827586206897
1,5,19,1,0.663793103448276
1,5,19,2,0.827586206896552
1,5,20,1,0.862068965517241
1,5,20,2,0.727272727272727
1,5,21,1,0.795454545454545
1,5,21,2,0.864406779661017
1,5,22,1,0.707547169811321
1,5,22,2,0.533898305084746
1,5,23,1,0.566037735849057
1,5,23,2,0.461538461538462
1,5,24,1,0.45
1,5,24,2,0.442307692307692
1,5,25,1,0.585714285714286
1,5,25,2,0.583333333333333
1,5,26,1,0.628571428571429
1,5,26,2,0.583333333333333
1,5,27,1,0.569620253164557
1,5,27,2,0.583333333333333
1,5,28,1,0.987654320987654
1,5,28,2,0.803571428571429
1,5,29,1,0.623456790123457
1,5,29,2,0.946428571428571
1,5,30,1,0.661016949152542
1,5,30,2,0.615384615384615
1,5,31,1,0.906779661016949
1,5,31,2,0.733333333333333
1,5,32,1,0.583333333333333
1,5,32,2,0.617021276595745
1,5,33,1,0.608695652173913
1,5,33,2,0.872340425531915
1,5,34,1,0.775641025641026
1,5,34,2,0.5
1,5,35,1,0.564102564102564
1,5,35,2,0.4375
1,5,36,1,0.565573770491803
1,5,36,2,0.848484848484849
1,5,37,1,0.875
1,5,37,2,0.797297297297297
1,5,38,1,0.725
1,5,38,2,0.891891891891892
1,5,39,1,0.861111111111111
1,5,39,2,0.756756756756757
1,5,40,1,0.648148148148148
1,5,40,2,0.652173913043478
1,5,41,1,0.594594594594595
1,5,41,2,0.510869565217391
1,5,42,1,0.648648648648649
1,5,42,2,0.660714285714286
1,5,43,1,0.576923076923077
1,5,43,2,0.464285714285714
1,5,44,1,0.514285714285714
1,5,44,2,0.413793103448276
1,5,45,1,0.785714285714286
1,5,45,2,0.603448275862069
1,5,46,1,0.85
1,5,46,2,0.5625
1,5,47,1,0.725490196078431
1,5,47,2,0.523809523809524
1,5,48,1,0.509803921568627
1,5,48,2,0.60625
1,5,49,1,0.833333333333333
1,5,49,2,0.89375
1,6,1,1,0.888888888888889
1,6,1,2,0
1,6,2,1,0.5
1,6,2,2,0
1,6,3,1,0.394736842105263
1,6,3,2,0
1,6,4,1,0.8125
1,6,4,2,0
1,6,5,1,0.729166666666667
1,6,5,2,0
1,6,6,1,0.564516129032258
1,6,6,2,0
1,6,7,1,0.368421052631579
1,6,7,2,0.571428571428571
1,6,8,1,0.708333333333333
1,6,8,2,0.214285714285714
1,6,9,1,0.569444444444444
1,6,9,2,0
1,6,10,1,0.56
1,6,10,2,0
1,6,11,1,0.66
1,6,11,2,0
1,6,12,1,0.638888888888889
1,6,12,2,0.519480519480519
1,6,13,1,0.5
1,6,13,2,0.714285714285714
1,6,14,1,0.375
1,6,14,2,0.970588235294118
1,6,15,1,0.375
1,6,15,2,0.529411764705882
1,6,16,1,0.5
1,6,16,2,0.5
1,6,17,1,0.326086956521739
1,6,17,2,0.471428571428571
1,6,18,1,0
1,6,18,2,0.614285714285714
1,6,19,1,0
1,6,19,2,0.545454545454545
1,6,20,1,0.566666666666667
1,6,20,2,0.53
1,6,21,1,0.52
1,6,21,2,0.57
1,6,22,1,0.467741935483871
1,6,22,2,0.526315789473684
1,6,23,1,0.596774193548387
1,6,23,2,0.5
1,6,24,1,0.7
1,6,24,2,0.727272727272727
1,6,25,1,0.5
1,6,25,2,0.681818181818182
1,6,26,1,0.85
1,6,26,2,0.475
1,6,27,1,0.9
1,6,27,2,0.769230769230769
1,6,28,1,0.676056338028169
1,6,28,2,0.776315789473684
1,6,29,1,0.683098591549296
1,6,29,2,0.909090909090909
1,6,30,1,0.852272727272727
1,6,30,2,0.915094339622642
1,6,31,1,0.556818181818182
1,6,31,2,0.924528301886792
1,6,32,1,0.657894736842105
1,6,32,2,0.9
1,6,33,1,0.815789473684211
1,6,33,2,0.72972972972973
1,6,34,1,0.576923076923077
1,6,34,2,0.77027027027027
1,6,35,1,0.65625
1,6,35,2,0.904255319148936
1,6,36,1,0.571428571428571
1,6,36,2,0.533333333333333
1,6,37,1,0.468253968253968
1,6,37,2,0.6
1,6,38,1,0.5
1,6,38,2,0.59375
1,6,39,1,0.596774193548387
1,6,39,2,0.84375
1,6,40,1,0.722222222222222
1,6,40,2,0.761904761904762
1,6,41,1,0.621428571428571
1,6,41,2,0.738095238095238
1,6,42,1,0.521428571428571
1,6,42,2,0.681818181818182
1,6,43,1,0.52112676056338
1,6,43,2,0.575757575757576
1,6,44,1,0.704225352112676
1,6,44,2,0.532258064516129
1,6,45,1,0.551724137931034
1,6,45,2,0.5
1,6,46,1,0.75
1,6,46,2,0.428571428571429
1,6,47,1,0.558139534883721
1,6,47,2,0.476190476190476
1,6,48,1,0.662790697674419
1,6,48,2,0.865384615384615
1,6,49,1,0.7125
1,6,49,2,0.817307692307692
1,7,1,1,0.3
1,7,1,2,0.5
1,7,2,1,0.3
1,7,2,2,0.3
1,7,3,1,0
1,7,3,2,0
1,7,4,1,0.470588235294118
1,7,4,2,0.230769230769231
1,7,5,1,0.647058823529412
1,7,5,2,0.461538461538462
1,7,6,1,0
1,7,6,2,0
1,7,7,1,0
1,7,7,2,0.45
1,7,8,1,0.25
1,7,8,2,0.72
1,7,9,1,0.519230769230769
1,7,9,2,0.689189189189189
1,7,10,1,0.480769230769231
1,7,10,2,0.486486486486487
1,7,11,1,0.5
1,7,11,2,0.571428571428571
1,7,12,1,0.882352941176471
1,7,12,2,0.553030303030303
1,7,13,1,0.791666666666667
1,7,13,2,0.583333333333333
1,7,14,1,0.803030303030303
1,7,14,2,0.791666666666667
1,7,15,1,0.714285714285714
1,7,15,2,0.583333333333333
1,7,16,1,0.628571428571429
1,7,16,2,0
1,7,17,1,0.729166666666667
1,7,17,2,0
1,7,18,1,0.5
1,7,18,2,0
1,7,19,1,0.526315789473684
1,7,19,2,0
1,7,20,1,0.736842105263158
1,7,20,2,0.516666666666667
1,7,21,1,0.725
1,7,21,2,0.806122448979592
1,7,22,1,0.791666666666667
1,7,22,2,0.530612244897959
1,7,23,1,0.65
1,7,23,2,0
1,7,24,1,0.458333333333333
1,7,24,2,0.25
1,7,25,1,0.75
1,7,25,2,0
1,7,26,1,0.934210526315789
1,7,26,2,0.283333333333333
1,7,27,1,0.647058823529412
1,7,27,2,0.842857142857143
1,7,28,1,0.545454545454545
1,7,28,2,0.7
1,7,29,1,0.620689655172414
1,7,29,2,0.625
1,7,30,1,0.672413793103448
1,7,30,2,0.901515151515151
1,7,31,1,0.708333333333333
1,7,31,2,0.734848484848485
1,7,32,1,0.55
1,7,32,2,0.810810810810811
1,7,33,1,0.527397260273973
1,7,33,2,0.58695652173913
1,7,34,1,0.980263157894737
1,7,34,2,0.333333333333333
1,7,35,1,0.980263157894737
1,7,35,2,0.444444444444444
1,7,36,1,0.986486486486487
1,7,36,2,0.583333333333333
1,7,37,1,0.594594594594595
1,7,37,2,0.521739130434783
1,7,38,1,0.6875
1,7,38,2,0.816666666666667
1,7,39,1,0.581632653061224
1,7,39,2,0.745614035087719
1,7,40,1,0.846938775510204
1,7,40,2,0.614035087719298
1,7,41,1,0.538461538461538
1,7,41,2,0.65625
1,7,42,1,0.553571428571429
1,7,42,2,0.592592592592593
1,7,43,1,0.713114754098361
1,7,43,2,0.787234042553192
1,7,44,1,0.680327868852459
1,7,44,2,0.627659574468085
1,7,45,1,0.916666666666667
1,7,45,2,0.622641509433962
1,7,46,1,0.666666666666667
1,7,46,2,0.811320754716981
1,7,47,1,0.627272727272727
1,7,47,2,0.72972972972973
1,7,48,1,0.536363636363636
1,7,48,2,0.884615384615385
1,7,49,1,0.507936507936508
1,7,49,2,0.903846153846154
1,8,1,1,0.5
1,8,1,2,0.333333333333333
1,8,2,1,0.772727272727273
1,8,2,2,0.428571428571429
1,8,3,1,0.471428571428571
1,8,3,2,0
1,8,4,1,0.857142857142857
1,8,4,2,0
1,8,5,1,0.555555555555556
1,8,5,2,0.538461538461538
1,8,6,1,0.375
1,8,6,2,0.586538461538462
1,8,7,1,0.375
1,8,7,2,0.480769230769231
1,8,8,1,0.333333333333333
1,8,8,2,0.5
1,8,9,1,0.455882352941176
1,8,9,2,0.532894736842105
1,8,10,1,0.411764705882353
1,8,10,2,0.527777777777778
1,8,11,1,0.402777777777778
1,8,11,2,0.222222222222222
1,8,12,1,0.402777777777778
1,8,12,2,0.333333333333333
1,8,13,1,0
1,8,13,2,0.333333333333333
1,8,14,1,0.5
1,8,14,2,0.30952380952381
1,8,15,1,0.696078431372549
1,8,15,2,0.80952380952381
1,8,16,1,0.538461538461538
1,8,16,2,0.184210526315789
1,8,17,1,0.705882352941177
1,8,17,2,0
1,8,18,1,0.529411764705882
1,8,18,2,0.433333333333333
1,8,19,1,0.557692307692308
1,8,19,2,0.666666666666667
1,8,20,1,0.903846153846154
1,8,20,2,0.5
1,8,21,1,0.697674418604651
1,8,21,2,0.85
1,8,22,1,0.651162790697674
1,8,22,2,0.553571428571429
1,8,23,1,0.666666666666667
1,8,23,2,0.392857142857143
1,8,24,1,0.57258064516129
1,8,24,2,0.544117647058823
1,8,25,1,0.5
1,8,25,2,0.720779220779221
1,8,26,1,0.625
1,8,26,2,0.571428571428571
1,8,27,1,0.71875
1,8,27,2,0.416666666666667
1,8,28,1,0.363636363636364
1,8,28,2,0.507142857142857
1,8,29,1,0.653846153846154
1,8,29,2,0.635714285714286
1,8,30,1,0.892857142857143
1,8,30,2,0.659090909090909
1,8,31,1,0.558441558441558
1,8,31,2,0.75
1,8,32,1,0.532467532467532
1,8,32,2,0.58
1,8,33,1,0.785714285714286
1,8,33,2,0.716666666666667
1,8,34,1,0.75
1,8,34,2,0.65
1,8,35,1,0.818181818181818
1,8,35,2,0.818181818181818
1,8,36,1,0.596153846153846
1,8,36,2,0.382352941176471
1,8,37,1,0.829113924050633
1,8,37,2,0.657894736842105
1,8,38,1,0.594936708860759
1,8,38,2,0.802631578947368
1,8,39,1,0.593333333333333
1,8,39,2,0.833333333333333
1,8,40,1,0.974358974358974
1,8,40,2,0.583333333333333
1,8,41,1,0.782051282051282
1,8,41,2,0.544871794871795
1,8,42,1,0.875
1,8,42,2,0.525641025641026
1,8,43,1,0.742424242424242
1,8,43,2,0.551282051282051
1,8,44,1,0.526315789473684
1,8,44,2,0.67948717948718
1,8,45,1,0.520833333333333
1,8,45,2,0.818181818181818
1,8,46,1,0.770833333333333
1,8,46,2,0.659090909090909
1,8,47,1,0.625
1,8,47,2,0.727272727272727
1,8,48,1,0.785714285714286
1,8,48,2,0.636363636363636
1,8,49,1,0.785714285714286
1,8,49,2,0.5
1,9,1,1,0.46875
1,9,1,2,0.5
1,9,2,1,0.340909090909091
1,9,2,2,0.575
1,9,3,1,0.568181818181818
1,9,3,2,0
1,9,4,1,0.416666666666667
1,9,4,2,0.480392156862745
1,9,5,1,0.75
1,9,5,2,0.480392156862745
1,9,6,1,0.622641509433962
1,9,6,2,0.416666666666667
1,9,7,1,0.830188679245283
1,9,7,2,0
1,9,8,1,0.564102564102564
1,9,8,2,0
1,9,9,1,0.38
1,9,9,2,0
1,9,10,1,0.24
1,9,10,2,0.7
1,9,11,1,0
1,9,11,2,0.794871794871795
1,9,12,1,0
1,9,12,2,0.67948717948718
1,9,13,1,0.394736842105263
1,9,13,2,0.586206896551724
1,9,14,1,0
1,9,14,2,0.551724137931034
1,9,15,1,0
1,9,15,2,0.571428571428571
1,9,16,1,0.458333333333333
1,9,16,2,0.673469387755102
1,9,17,1,0.625
1,9,17,2,0.804347826086957
1,9,18,1,0.315789473684211
1,9,18,2,0.456521739130435
1,9,19,1,0.233333333333333
1,9,19,2,0.4
1,9,20,1,0.58
1,9,20,2,0.966666666666667
1,9,21,1,0.62
1,9,21,2,0.6
1,9,22,1,0.45
1,9,22,2,0.75
1,9,23,1,0.512820512820513
1,9,23,2,0.791666666666667
1,9,24,1,0.628205128205128
1,9,24,2,0.766666666666667
1,9,25,1,0.6
1,9,25,2,0.666666666666667
1,9,26,1,0.678571428571429
1,9,26,2,0.629032258064516
1,9,27,1,0.357142857142857
1,9,27,2,0.580645161290323
1,9,28,1,0.5
1,9,28,2,0.552238805970149
1,9,29,1,0.6875
1,9,29,2,0.962686567164179
1,9,30,1,0.5
1,9,30,2,0.523809523809524
1,9,31,1,0.802631578947368
1,9,31,2,0.511111111111111
1,9,32,1,0.861842105263158
1,9,32,2,0.511111111111111
1,9,33,1,0.966666666666667
1,9,33,2,0
1,9,34,1,0.886666666666667
1,9,34,2,0.586206896551724
1,9,35,1,0.746666666666667
1,9,35,2,0.482758620689655
1,9,36,1,0.9125
1,9,36,2,0.46875
1,9,37,1,0
1,9,37,2,0.758333333333333
1,9,38,1,0
1,9,38,2,0.558333333333333
1,9,39,1,0.662162162162162
1,9,39,2,0.714285714285714
1,9,40,1,0.527027027027027
1,9,40,2,0.625
1,9,41,1,0.533333333333333
1,9,41,2,0.545454545454545
1,9,42,1,0.986666666666667
1,9,42,2,0.551948051948052
1,9,43,1,0.98
1,9,43,2,0.666666666666667
1,9,44,1,0.786666666666667
1,9,44,2,0.538461538461538
1,9,45,1,0.720930232558139
1,9,45,2,0.82051282051282
1,9,46,1,0.391304347826087
1,9,46,2,0.803571428571429
1,9,47,1,0
1,9,47,2,0.651162790697674
1,9,48,1,0.571428571428571
1,9,48,2,0.705882352941177
1,9,49,1,0.55
1,9,49,2,0.58695652173913
1,10,1,1,0.285714285714286
1,10,1,2,0
1,10,2,1,0.388888888888889
1,10,2,2,0
1,10,3,1,0.388888888888889
1,10,3,2,0.222222222222222
1,10,4,1,0.431034482758621
1,10,4,2,0
1,10,5,1,0.916666666666667
1,10,5,2,0.392857142857143
1,10,6,1,0.516666666666667
1,10,6,2,0.839285714285714
1,10,7,1,0.5
1,10,7,2,0.635135135135135
1,10,8,1,0.65625
1,10,8,2,0.486486486486487
1,10,9,1,0.769230769230769
1,10,9,2,0.147058823529412
1,10,10,1,0.540540540540541
1,10,10,2,0.602941176470588
1,10,11,1,0.486486486486487
1,10,11,2,0.741379310344828
1,10,12,1,0.75
1,10,12,2,0.708333333333333
1,10,13,1,0.522727272727273
1,10,13,2,0.486111111111111
1,10,14,1,0.704545454545455
1,10,14,2,0.807692307692308
1,10,15,1,0.607142857142857
1,10,15,2,0.5
1,10,16,1,0.7
1,10,16,2,0.4
1,10,17,1,0.55
1,10,17,2,0.866666666666667
1,10,18,1,0.516666666666667
1,10,18,2,0.7
1,10,19,1,0.7
1,10,19,2,0.71875
1,10,20,1,0.608695652173913
1,10,20,2,0.375
1,10,21,1,0.985507246376812
1,10,21,2,0.6
1,10,22,1,0.572463768115942
1,10,22,2,0.625
1,10,23,1,0.5
1,10,23,2,0.59375
1,10,24,1,0.525862068965517
1,10,24,2,0.8125
1,10,25,1,0.594827586206897
1,10,25,2,0.611111111111111
1,10,26,1,0.610294117647059
1,10,26,2,0.675925925925926
1,10,27,1,0.691176470588235
1,10,27,2,0.65
1,10,28,1,0.745098039215686
1,10,28,2,0.9375
1,10,29,1,0.96078431372549
1,10,29,2,0.581081081081081
1,10,30,1,0.645833333333333
1,10,30,2,0.593220338983051
1,10,31,1,0.766666666666667
1,10,31,2,0.8375
1,10,32,1,0.710526315789474
1,10,32,2,0.54375
1,10,33,1,0.605263157894737
1,10,33,2,0.563291139240506
1,10,34,1,0.483870967741935
1,10,34,2,0.544303797468354
1,10,35,1,0.580645161290323
1,10,35,2,0.53125
1,10,36,1,0.692307692307692
1,10,36,2,0.754545454545455
1,10,37,1,0.526315789473684
