"ArrayNumber","Simulation","Bout","Q1","Q2","Qall","QallRelative"
10,1,1,0.00837087,0.02745577,0.036,0.563472518349639
10,1,2,0.00837087,0.00837087,0.017,0.266084244776219
10,1,3,0.02211894,0.03348347,0.056,0.876512806321661
10,1,4,0.00837087,0.01333135,0.022,0.344344316769224
10,1,5,0.00837087,0.00837087,0.017,0.266084244776219
10,1,6,0,0.03348347,0.033,0.516516475153836
10,1,7,0.03348347,0,0.033,0.516516475153836
10,1,8,0.02885056,0.00837087,0.037,0.57912453274824
10,1,9,0.00837087,0.00837087,0.017,0.266084244776219
10,1,10,0.00837087,0.00837087,0.017,0.266084244776219
10,1,11,0.00837087,0.0295106,0.038,0.594776547146841
10,1,12,0.00837087,0.00837087,0.017,0.266084244776219
10,1,13,0.00837087,0.01142726,0.02,0.313040287972022
10,1,14,0,0.03137827,0.031,0.485212446356634
10,1,15,0.00837087,0.00837087,0.017,0.266084244776219
10,1,16,0.00837087,0.00837087,0.017,0.266084244776219
10,1,17,0.0262741,0.0311437,0.057,0.892164820720262
10,1,18,0.03348347,0.0222282,0.056,0.876512806321661
10,1,19,0.02896977,0.00837087,0.037,0.57912453274824
10,1,20,0.00837087,0.00837087,0.017,0.266084244776219
10,1,21,0.00837087,0.00837087,0.017,0.266084244776219
10,1,22,0.03114168,0.02208732,0.053,0.829556763125858
10,1,23,0.00837087,0.00837087,0.017,0.266084244776219
10,1,24,0.00837087,0.03045852,0.039,0.610428561545442
10,1,25,0.00895813,0.03348347,0.042,0.657384604741246
10,1,26,0.00584652,0.00638315,0.012,0.187824172783213
10,1,27,0.01141052,0.00837087,0.02,0.313040287972022
10,1,28,0.01253077,0.01228805,0.025,0.391300359965027
10,1,29,0.00837087,0.00837087,0.017,0.266084244776219
10,1,30,0.03348347,0.02908822,0.063,0.986076907111868
10,1,31,0.00837087,0.00837087,0.017,0.266084244776219
10,1,32,0.01159623,0.00630207,0.018,0.28173625917482
10,1,33,0.00837087,0.00837087,0.017,0.266084244776219
10,1,34,0.02990315,0.00837087,0.038,0.594776547146841
10,1,35,0.00837087,0.02934165,0.038,0.594776547146841
10,1,36,0.00837087,0.00837087,0.017,0.266084244776219
10,1,37,0.00837087,0.00837087,0.017,0.266084244776219
10,1,38,0.02912279,0.00837087,0.037,0.57912453274824
10,1,39,0.03348347,0.02628815,0.06,0.939120863916065
10,1,40,0.01345321,0.00837087,0.022,0.344344316769224
10,1,41,0.00310985,0.01269522,0.016,0.250432230377617
10,1,42,0.00837087,0.03137988,0.04,0.626080575944044
10,1,43,0.03129888,0.00837087,0.04,0.626080575944044
10,1,44,0.02783294,0.00429465,0.032,0.500864460755235
10,1,45,0.01155921,0.00275044,0.014,0.219128201580415
10,1,46,0.0026679,0.00902387,0.012,0.187824172783213
10,1,47,0.0046085,0.01592958,0.021,0.328692302370623
10,1,48,0.02777968,0.00467505,0.032,0.500864460755235
10,1,49,0.03348347,0.00868269,0.042,0.657384604741246
10,1,50,0.01669885,0.03348347,0.05,0.782600719930054
10,2,1,0,0.03348347,0.033,0.516516475153836
10,2,2,0.00837087,0.00837087,0.017,0.266084244776219
10,2,3,0.00470153,0.00325484,0.008,0.125216115188809
10,2,4,0,0.03137827,0.031,0.485212446356634
10,2,5,0.03348347,0,0.033,0.516516475153836
10,2,6,0.00837087,0.00837087,0.017,0.266084244776219
10,2,7,0.00837087,0.00837087,0.017,0.266084244776219
10,2,8,0.02284475,0.03348347,0.056,0.876512806321661
10,2,9,0.00837087,0.0200536,0.028,0.43825640316083
10,2,10,0.00593434,0.00837087,0.014,0.219128201580415
10,2,11,0.02504075,0.03348347,0.059,0.923468849517464
10,2,12,0.00810695,0.02716775,0.035,0.547820503951038
10,2,13,0.00837087,0.00837087,0.017,0.266084244776219
10,2,14,0.03348347,0,0.033,0.516516475153836
10,2,15,0.00837087,0.00837087,0.017,0.266084244776219
10,2,16,0.00553252,0.01473279,0.02,0.313040287972022
10,2,17,0.00837087,0.01214293,0.021,0.328692302370623
10,2,18,0.00932253,0.00408771,0.013,0.203476187181814
10,2,19,0.00837087,0.00557227,0.014,0.219128201580415
10,2,20,0.00601546,0.00837087,0.014,0.219128201580415
10,2,21,0.03348347,0.02726472,0.061,0.954772878314666
10,2,22,0.0299355,0.00837087,0.038,0.594776547146841
10,2,23,0.00837087,0.02877697,0.037,0.57912453274824
10,2,24,0.00837087,0.00837087,0.017,0.266084244776219
10,2,25,0.00311586,0.01244323,0.016,0.250432230377617
10,2,26,0.01266339,0.00622711,0.019,0.297388273573421
10,2,27,0.03348347,0.02440618,0.058,0.907816835118863
10,2,28,0.02485711,0.03348347,0.058,0.907816835118863
10,2,29,0.00548223,0.00837087,0.014,0.219128201580415
10,2,30,0.03348347,0,0.033,0.516516475153836
10,2,31,0.00548059,0.03348347,0.039,0.610428561545442
10,2,32,0.01563958,0.01493975,0.031,0.485212446356634
10,2,33,0.03044812,0.00837087,0.039,0.610428561545442
10,2,34,0.00837087,0.00837087,0.017,0.266084244776219
10,2,35,0.00604989,0.00803667,0.014,0.219128201580415
10,2,36,0.00837087,0.02869985,0.037,0.57912453274824
10,2,37,0.01514413,0.00837087,0.024,0.375648345566426
10,2,38,0.02526442,0.01405406,0.039,0.610428561545442
10,2,39,0,0.03348347,0.033,0.516516475153836
