0,0,0,0,10,1,9,7,1,9,7,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0,0,1,0,10,1,9,7,1,10,9,1,10,9,1,10,9,1,10,9,1,10,9,1,10,9,1,10,9,1,10,9,1,10,9,1,10,9
