"simulation";"bout";"interference";"exploitation1";"exploitation2"
1;1;0;4;12
1;2;0;3;0
1;3;0;8;0
1;4;0;1;10
1;5;1;10;1
1;6;0;4;10
1;7;0;0;3
1;8;0;0;32
1;9;2;18;2
1;10;1;5;10
1;11;0;16;0
1;12;0;13;0
1;13;0;1;15
1;14;0;1;2
1;15;1;18;4
1;16;1;13;0
1;17;0;4;1
1;18;0;1;1
1;19;0;2;3
1;20;0;2;9
1;21;3;0;7
1;22;3;3;16
1;23;0;2;4
1;24;4;31;17
1;25;0;4;41
1;26;0;1;3
1;27;4;0;15
1;28;2;4;3
1;29;0;11;1
1;30;2;7;5
1;31;0;4;7
1;32;0;1;3
1;33;0;3;5
1;34;2;0;7
1;35;0;2;2
1;36;0;0;5
1;37;0;1;5
1;38;0;1;0
1;39;0;2;0
1;40;0;1;0
1;41;0;1;1
1;42;0;1;0
1;43;0;1;0
1;44;0;1;4
1;45;0;1;0
1;46;1;1;10
1;47;0;1;0
1;48;0;2;8
1;49;0;1;0
1;50;1;2;103
2;1;1;0;9
2;2;0;0;1
2;3;0;6;0
2;4;0;1;3
2;5;4;0;28
2;6;0;1;26
2;7;2;0;17
2;8;0;6;36
2;9;0;1;0
2;10;1;1;1
2;11;0;13;3
2;12;0;0;20
2;13;0;45;2
2;14;0;11;9
2;15;1;2;5
2;16;1;0;0
2;17;0;2;1
2;18;3;0;25
2;19;1;11;0
2;20;1;1;4
2;21;0;15;2
2;22;0;2;2
2;23;0;2;6
2;24;0;9;11
2;25;1;16;1
2;26;2;5;0
2;27;1;0;14
2;28;1;1;6
2;29;3;0;43
2;30;0;3;0
2;31;2;2;8
2;32;5;12;0
2;33;1;0;3
2;34;1;1;9
2;35;1;2;4
2;36;3;0;29
2;37;2;0;1
2;38;2;0;12
2;39;2;6;0
2;40;0;7;2
2;41;2;9;0
2;42;3;0;9
2;43;1;2;9
2;44;2;0;0
2;45;2;15;5
2;46;1;10;13
2;47;3;2;10
2;48;3;4;0
2;49;1;2;5
2;50;4;6;21
3;1;1;2;8
3;2;0;10;0
3;3;0;0;5
3;4;1;1;7
3;5;1;1;1
3;6;0;1;5
3;7;0;1;7
3;8;2;12;35
3;9;2;5;14
3;10;2;17;3
3;11;1;2;12
3;12;0;12;4
3;13;1;2;8
3;14;2;7;20
3;15;1;1;6
3;16;0;1;33
3;17;1;5;14
3;18;0;0;6
3;19;0;0;12
3;20;0;4;33
3;21;0;9;0
3;22;0;0;39
3;23;2;7;2
3;24;0;0;12
3;25;3;4;7
3;26;0;8;1
3;27;1;7;0
3;28;2;3;8
3;29;0;2;1
3;30;0;4;2
3;31;0;2;2
3;32;0;1;12
3;33;1;0;23
3;34;2;0;29
3;35;2;1;14
3;36;0;72;4
3;37;0;0;12
3;38;0;0;11
3;39;3;25;5
3;40;0;0;10
3;41;0;1;15
3;42;0;1;1
3;43;0;1;4
3;44;0;0;1
3;45;0;1;0
3;46;0;1;1
3;47;0;1;1
3;48;0;1;5
3;49;0;1;7
3;50;0;1;1
4;1;1;4;11
4;2;1;0;2
4;3;0;1;0
4;4;1;9;3
4;5;0;6;4
4;6;0;5;1
4;7;1;2;1
4;8;0;0;8
4;9;0;14;5
4;10;0;3;11
4;11;1;4;5
4;12;0;15;0
4;13;1;12;1
4;14;1;0;31
4;15;2;0;3
4;16;1;3;9
4;17;2;3;14
4;18;0;0;2
4;19;0;2;0
4;20;0;4;0
4;21;0;2;17
4;22;0;7;10
4;23;1;3;2
4;24;1;13;0
4;25;0;1;15
4;26;0;7;0
4;27;0;25;0
4;28;0;5;11
4;29;2;4;12
4;30;1;4;8
4;31;1;3;5
4;32;0;13;3
4;33;0;7;17
4;34;0;14;0
4;35;1;1;13
4;36;0;4;0
4;37;0;1;3
4;38;0;1;8
4;39;0;1;12
4;40;0;1;3
4;41;0;1;7
4;42;0;1;5
4;43;1;4;4
4;44;0;5;0
4;45;0;1;0
4;46;0;1;0
4;47;1;3;4
4;48;0;0;2
4;49;0;1;0
4;50;0;2;0
5;1;0;5;6
5;2;0;14;1
5;3;1;0;42
5;4;1;7;5
5;5;4;4;0
5;6;1;4;12
5;7;1;7;3
5;8;0;5;0
5;9;0;0;4
5;10;0;10;2
5;11;1;0;21
5;12;0;3;10
5;13;1;25;0
5;14;5;1;12
5;15;1;1;24
5;16;2;2;45
5;17;2;5;7
5;18;1;1;27
5;19;0;0;12
5;20;2;1;15
5;21;0;5;1
5;22;0;21;2
5;23;0;9;1
5;24;2;20;2
5;25;0;1;1
5;26;3;0;11
5;27;1;4;0
5;28;1;4;18
5;29;2;1;2
5;30;0;3;22
5;31;1;11;4
5;32;0;11;0
5;33;1;0;3
5;34;0;5;0
5;35;0;0;3
5;36;0;3;1
5;37;1;0;0
5;38;0;2;0
5;39;0;10;0
5;40;1;0;5
5;41;0;3;0
5;42;0;3;0
5;43;1;2;4
5;44;1;3;0
5;45;0;2;6
5;46;0;3;0
5;47;0;0;0
5;48;0;8;0
5;49;0;2;1
5;50;0;2;0
6;1;2;1;2
6;2;0;24;2
6;3;1;0;20
6;4;4;29;12
6;5;4;7;0
6;6;0;0;11
6;7;2;8;2
6;8;0;1;3
6;9;1;0;8
6;10;0;15;0
6;11;0;9;1
6;12;2;1;4
6;13;0;1;3
6;14;2;21;2
6;15;0;0;3
6;16;2;1;1
6;17;1;4;12
6;18;0;2;3
6;19;1;0;10
6;20;0;0;11
6;21;1;0;16
6;22;3;0;3
6;23;0;12;2
6;24;3;2;1
6;25;1;53;5
6;26;0;0;8
6;27;0;0;14
6;28;2;9;2
6;29;2;30;1
6;30;0;5;10
6;31;1;1;4
6;32;2;23;1
6;33;0;4;0
6;34;1;5;22
6;35;2;0;10
6;36;1;4;0
6;37;1;0;0
6;38;1;1;3
6;39;0;38;1
6;40;1;3;2
6;41;1;0;6
6;42;1;10;2
6;43;1;0;9
6;44;1;10;0
6;45;1;0;10
6;46;2;7;9
6;47;0;0;4
6;48;1;44;0
6;49;1;0;1
6;50;3;6;0
7;1;0;3;0
7;2;0;27;1
7;3;4;10;9
7;4;1;2;9
7;5;1;6;3
7;6;0;3;11
7;7;1;0;41
7;8;1;10;1
7;9;0;5;0
7;10;0;27;0
7;11;0;6;18
7;12;1;6;0
7;13;0;8;0
7;14;0;2;3
7;15;2;3;9
7;16;0;1;1
7;17;0;9;1
7;18;1;0;16
7;19;0;0;13
7;20;2;10;0
7;21;0;1;11
7;22;1;6;0
7;23;0;0;1
7;24;2;2;0
7;25;2;1;2
7;26;2;5;2
7;27;0;4;8
7;28;1;8;0
7;29;1;3;1
7;30;0;0;3
7;31;0;3;16
7;32;0;7;1
7;33;1;13;0
7;34;0;1;28
7;35;0;0;3
7;36;2;0;11
7;37;0;0;4
7;38;0;0;5
7;39;0;1;2
7;40;0;0;0
7;41;0;3;1
7;42;0;0;3
7;43;0;1;7
7;44;0;1;5
7;45;0;0;3
7;46;1;7;3
7;47;0;0;6
7;48;0;0;3
7;49;0;2;8
7;50;0;0;3
8;1;0;4;19
8;2;2;4;5
8;3;0;1;23
8;4;0;11;3
8;5;0;2;15
8;6;0;1;13
8;7;0;4;1
8;8;1;3;3
8;9;0;11;2
8;10;0;10;1
8;11;0;3;1
8;12;0;2;1
8;13;2;43;4
8;14;1;2;2
8;15;0;2;10
8;16;0;0;28
8;17;0;17;2
8;18;2;1;0
8;19;0;0;6
8;20;1;3;2
8;21;0;0;15
8;22;2;48;0
8;23;0;3;3
8;24;1;6;1
8;25;1;0;10
8;26;0;38;0
8;27;1;2;1
8;28;1;1;6
8;29;0;0;4
8;30;0;0;6
8;31;1;0;2
8;32;0;8;0
8;33;0;3;5
8;34;2;13;2
8;35;0;4;22
8;36;1;0;31
8;37;0;0;6
8;38;1;2;9
8;39;0;1;20
8;40;1;0;43
8;41;0;0;18
8;42;1;0;9
8;43;1;0;4
8;44;0;0;10
8;45;0;0;4
8;46;0;0;9
8;47;0;0;16
8;48;0;0;10
8;49;0;1;2
8;50;0;0;7
9;1;0;15;7
9;2;0;3;7
9;3;0;0;4
9;4;2;10;2
9;5;0;0;1
9;6;0;2;4
9;7;0;5;1
9;8;2;2;4
9;9;2;3;5
9;10;0;1;7
9;11;1;12;2
9;12;0;1;7
9;13;0;0;16
9;14;0;8;0
9;15;0;0;22
9;16;0;7;10
9;17;0;0;3
9;18;2;0;0
9;19;0;0;94
9;20;0;1;0
9;21;0;12;0
9;22;1;43;2
9;23;4;9;14
9;24;0;6;0
9;25;0;0;3
9;26;1;5;16
9;27;0;0;1
9;28;1;0;1
9;29;0;1;1
9;30;0;0;0
9;31;1;2;6
9;32;0;11;0
9;33;0;0;0
9;34;0;0;0
9;35;1;2;0
9;36;0;0;0
9;37;0;0;0
9;38;0;0;0
9;39;0;0;0
9;40;0;0;0
9;41;0;0;0
9;42;0;0;0
9;43;0;0;0
9;44;0;0;0
9;45;0;0;0
9;46;0;0;0
9;47;0;0;0
9;48;0;0;0
9;49;0;0;0
9;50;0;0;0
10;1;0;3;6
10;2;0;10;3
10;3;0;17;0
10;4;2;10;2
10;5;2;0;3
10;6;0;29;1
10;7;1;4;0
10;8;0;1;15
10;9;0;8;0
10;10;3;1;7
10;11;2;7;5
10;12;1;1;2
10;13;0;10;0
10;14;0;0;9
10;15;0;3;6
10;16;0;0;1
10;17;0;4;0
10;18;0;0;10
10;19;1;7;4
10;20;2;9;1
10;21;0;17;0
10;22;0;1;54
10;23;1;14;2
10;24;0;14;0
10;25;2;4;65
10;26;0;5;0
