simulation,bout,bee,distance_with_previous_learning_array,number_of_resources_foraged,absolute_quality
0,0,0,,3,0.00737845
0,0,1,,5,0.02667474
0,1,0,,5,0.01988857
0,1,1,,4,0.00471323
0,2,0,,5,0.01988857
0,2,1,,4,0.01707183
0,3,0,,5,0.01988857
0,3,1,,5,0.01362953
0,4,0,,5,0.007784
0,4,1,,5,0.02667474
0,5,0,,4,0.0049862
0,5,1,,5,0.02667474
0,6,0,,4,0.01272869
0,6,1,,5,0.02667474
0,7,0,,5,0.00873145
0,7,1,,5,0.02667474
0,8,0,,4,0.00989422
0,8,1,,5,0.02667474
0,9,0,,4,0.01307364
0,9,1,,5,0.02667474
0,10,0,,5,0.01499382
0,10,1,,5,0.02667474
0,11,0,,5,0.01382376
0,11,1,,5,0.02667474
0,12,0,,5,0.00931703
0,12,1,,5,0.02667474
0,13,0,,5,0.0087021
0,13,1,,5,0.02667474
0,14,0,,5,0.01988857
0,14,1,,4,0.00534895
0,15,0,,5,0.01988857
0,15,1,,4,0.00639588
0,16,0,,5,0.01988857
0,16,1,,4,0.0109198
0,17,0,,5,0.01988857
0,17,1,,4,0.00709252
0,18,0,,5,0.01988857
0,18,1,,5,0.01041701
0,19,0,,5,0.01988857
0,19,1,,4,0.01334979
0,20,0,,5,0.01988857
0,20,1,,4,0.01784596
0,21,0,,5,0.01988857
0,21,1,,5,0.02077707
0,22,0,,5,0.01988857
0,22,1,,5,0.02077707
0,23,0,,5,0.01988857
0,23,1,,5,0.02077707
0,24,0,,5,0.01988857
0,24,1,,5,0.02077707
0,25,0,,5,0.01988857
0,25,1,,5,0.02077707
0,26,0,,5,0.01988857
0,26,1,,5,0.02077707
0,27,0,,5,0.01988857
0,27,1,,5,0.02077707
0,28,0,,5,0.01988857
0,28,1,,5,0.02077707
0,29,0,,5,0.01988857
0,29,1,,5,0.02077707
1,0,0,,1,0.00097223
1,0,1,,4,0.02093529
1,1,0,,5,0.01127355
1,1,1,,2,0.00523382
1,2,0,,3,0.00308515
1,2,1,,5,0.02038171
1,3,0,,3,0.00272014
1,3,1,,5,0.02237271
1,4,0,,3,0.01084171
1,4,1,,5,0.02237271
1,5,0,,3,0.00636713
1,5,1,,5,0.02237271
1,6,0,,3,0.00442975
1,6,1,,5,0.02237271
1,7,0,,4,0.01602234
1,7,1,,5,0.02237271
1,8,0,,4,0.01602234
