simulation,bout,bee,distance_with_previous_learning_array,number_of_resources_foraged,relative_quality,absolute_quality
0,0,0,1.0889917597558505,3,0.01137724,0.6834408602150538
0,0,1,1.0889917597558505,1,0.00127455,0.07656334474680122
0,1,0,2.037952529328062,3,0.00427863,0.2570210848801586
0,1,1,2.069051634106831,2,0.00509821,0.30625397969604135
0,2,0,4.300835473633532,2,0.00102762,0.061730041448909714
0,2,1,4.194042194252453,5,0.01252762,0.7525452033399411
0,3,0,5.418684081924378,3,0.00253605,0.15234276446206527
0,3,1,6.125281108196553,4,0.00489905,0.29429026250976154
0,4,0,6.210478457698814,3,0.0044121,0.26503874571994956
0,4,1,6.434218648303369,4,0.0047983,0.2882381209827597
0,5,0,7.0910506312855865,3,0.00255346,0.15338859854628464
0,5,1,6.574803368749036,4,0.00677642,0.4070655373340542
0,6,0,6.909535997131528,5,0.01555081,0.9341508980597105
0,6,1,7.69589655759919,2,0.00107102,0.06433711779900284
0,7,0,7.205202869961536,5,0.01555081,0.9341508980597105
0,7,1,7.205202869961536,2,0.00509821,0.30625397969604135
0,8,0,7.607276599435085,5,0.01555081,0.9341508980597105
0,8,1,8.226295028087733,2,0.00121045,0.07271280110530427
0,9,0,7.738383055206661,5,0.01555081,0.9341508980597105
0,9,1,7.738383055206661,2,0.00509821,0.30625397969604135
1,0,0,7.457074368115934,5,0.01555081,0.9341508980597105
1,0,1,8.281633588887136,2,0.0013396,0.08047095572775877
1,1,0,7.5042726921937,5,0.01555081,0.9341508980597105
1,1,1,7.5042726921937,2,0.00509821,0.30625397969604135
1,2,0,8.059253768864991,5,0.01555081,0.9341508980597105
1,2,1,8.059253768864993,2,0.00140201,0.08421997957589956
1,3,0,8.076245165532988,5,0.01555081,0.9341508980597105
1,3,1,8.076245165532988,2,0.00509821,0.30625397969604135
1,4,0,8.113574345200377,5,0.01555081,0.9341508980597105
1,4,1,8.113574345200377,2,0.00337039,0.20246230552051422
1,5,0,8.119691248000855,5,0.01555081,0.9341508980597105
1,5,1,8.119691248000855,2,0.00509821,0.30625397969604135
1,6,0,9.26077517200892,4,0.0042965,0.25809455157085365
1,6,1,8.202852321378476,3,0.00249361,0.14979335616026912
1,7,0,8.892556311656994,3,0.00269995,0.16218838229110352
1,7,1,8.070431521935006,4,0.00472419,0.2837862677959993
1,8,0,8.111402261123324,3,0.00456119,0.27399471376223944
1,8,1,7.608441885385796,4,0.00393217,0.2362089265333093
1,9,0,8.005845437729251,3,0.00246182,0.14788370276926774
1,9,1,7.822294697442217,4,0.00454597,0.2730804349131976
2,0,0,8.193168350920065,4,0.00497542,0.29887787589355447
2,0,1,8.301577637921575,3,0.00285838,0.17170541238661624
2,1,0,7.854424704110695,4,0.00464089,0.27878236318856253
2,1,1,8.239224632710396,3,0.00267908,0.1609347029494804
2,2,0,8.041310341549604,4,0.00450678,0.27072625698324027
2,2,1,7.864832767995443,3,0.00243711,0.1463993512344567
2,3,0,7.862326216434532,4,0.00456317,0.274113654111852
2,3,1,7.9345257577740895,3,0.00500959,0.30093049798762544
2,4,0,8.009514150269148,4,0.0045962,0.2760977953985703
2,4,1,8.021335447870175,3,0.00276624,0.166170481167778
2,5,0,8.149640894389394,4,0.01010043,0.6067417552712201
2,5,1,8.149640894389394,3,0.00246682,0.14818405718748126
2,6,0,8.257403674940324,4,0.00460423,0.2765801645942212
2,6,1,8.165214873157893,3,0.00509498,0.3060599507418754
2,7,0,8.129081366116917,4,0.01015493,0.6100156184297472
2,7,1,8.269290674824951,3,0.00266946,0.16035682104883764
2,8,0,8.155589365784474,4,0.00434646,0.26109569291764284
2,8,1,8.420887005681495,3,0.00309605,0.18598245930197635
2,9,0,8.165434085002905,4,0.00658671,0.3956694899981979
2,9,1,8.332174882774922,3,0.00235529,0.1414843515348111
3,0,0,8.151802535549077,4,0.01060833,0.6372517570733466
3,0,1,8.197241620038682,3,0.00262314,0.15757433771850785
3,1,0,8.113031961895727,4,0.01060833,0.6372517570733466
3,1,1,8.27068847411243,3,0.00276688,0.16620892653330932
3,2,0,8.140743120033955,4,0.01060833,0.6372517570733466
3,2,1,8.231081360227607,3,0.00245937,0.14773652910434312
3,3,0,8.206122208544727,4,0.00853886,0.5129368655012916
3,3,1,8.078011883566864,3,0.00509498,0.3060599507418754
3,4,0,8.067637821011616,4,0.00865631,0.5199921907851265
3,4,1,8.125469673622408,3,0.00307965,0.1849972968102361
3,5,0,8.710635001651646,3,0.00596718,0.358453775455037
3,5,1,8.094930327385462,4,0.00835167,0.5016921967922149
3,6,0,8.409507751763552,3,0.00363053,0.21808914519132577
3,6,1,7.929007979008433,4,0.00425126,0.25537694479485795
3,7,0,8.22100325831874,3,0.00596718,0.358453775455037
3,7,1,7.933329751708417,4,0.00759469,0.45621973929236503
3,8,0,8.265464536437184,3,0.00238501,0.1432696581966721
3,8,1,7.953276182738741,4,0.00615253,0.3695879137382111
3,9,0,8.063636602089986,3,0.00394214,0.23680783324322704
3,9,1,7.878901314049881,4,0.0073817,0.4434252417853067
4,0,0,7.967142936381444,3,0.00305532,0.18353577221120923
4,0,1,7.894767051592471,4,0.00847243,0.508946356700907
4,1,0,8.34016593755071,3,0.00506003,0.30396047335856313
4,1,1,7.511351116632205,4,0.00437206,0.2626335075388959
4,2,0,8.219653532173659,3,0.00264594,0.15894395386556137
4,2,1,7.754070624890105,4,0.00890594,0.5349876854688532
4,3,0,8.179836467853963,3,0.00270937,0.16275425001501773
4,3,1,7.922934523263196,4,0.00452613,0.27188862858172647
4,4,0,8.073931659317903,3,0.00603101,0.3622880999579504
4,4,1,8.073931659317903,4,0.00888585,0.5337808614164715
4,5,0,8.586274686094558,3,0.003457,0.20766504475280834
4,5,1,7.715413114868073,4,0.00493742,0.2965951823151319
4,6,0,7.876809427993239,3,0.00917782,0.5513197573136301
4,6,1,7.876809427993239,4,0.00890594,0.5349876854688532
4,7,0,8.00689964000338,3,0.00400468,0.24056466630624138
4,7,1,7.99499452057704,4,0.00890594,0.5349876854688532
4,8,0,8.042111199620656,4,0.00645427,0.38771370216855894
4,8,1,8.815277426526126,3,0.00500959,0.30093049798762544
4,9,0,8.044129820245189,4,0.01060833,0.6372517570733466
4,9,1,8.524853933357988,3,0.00217702,0.13077551510782726
