simulation,bout,bee,distance_with_previous_learning_array,number_of_resources_foraged,absolute_quality
0,0,0,,5,0.01501315
0,0,1,,2,0.00488603
0,1,0,,5,0.0327114
0,1,1,,3,0.00735456
0,2,0,,5,0.0327114
0,2,1,,3,0.00671773
0,3,0,,5,0.00905981
0,3,1,,5,0.01223659
0,4,0,,5,0.01966494
0,4,1,,4,0.01099712
0,5,0,,5,0.01966494
0,5,1,,5,0.00755912
0,6,0,,4,0.02237756
0,6,1,,5,0.01162134
0,7,0,,5,0.01966494
0,7,1,,5,0.01257764
0,8,0,,5,0.01966494
0,8,1,,5,0.00820599
0,9,0,,4,0.01146039
0,9,1,,5,0.01402647
0,10,0,,5,0.01504306
0,10,1,,5,0.01402647
0,11,0,,5,0.01967769
0,11,1,,5,0.01402647
0,12,0,,5,0.0153587
0,12,1,,5,0.01402647
0,13,0,,4,0.01553119
0,13,1,,5,0.01402647
0,14,0,,4,0.01553119
0,14,1,,5,0.01402647
0,15,0,,4,0.01045603
0,15,1,,5,0.01402647
0,16,0,,5,0.01297334
0,16,1,,5,0.01402647
0,17,0,,5,0.02314734
0,17,1,,5,0.01402647
0,18,0,,5,0.02314734
0,18,1,,5,0.01402647
0,19,0,,5,0.02314734
0,19,1,,5,0.01402647
0,20,0,,5,0.02314734
0,20,1,,5,0.01402647
0,21,0,,5,0.02314734
0,21,1,,5,0.01402647
0,22,0,,5,0.02314734
0,22,1,,5,0.01402647
0,23,0,,5,0.02314734
0,23,1,,5,0.01402647
0,24,0,,5,0.02314734
0,24,1,,5,0.01402647
0,25,0,,5,0.02314734
0,25,1,,5,0.01402647
0,26,0,,5,0.02314734
0,26,1,,5,0.01402647
0,27,0,,5,0.02314734
0,27,1,,5,0.01402647
0,28,0,,5,0.02314734
0,28,1,,5,0.01402647
0,29,0,,5,0.02314734
0,29,1,,5,0.01402647
1,0,0,,2,0.00444462
1,0,1,,4,0.01954413
1,1,0,,5,0.01571568
1,1,1,,4,0.01954413
1,2,0,,5,0.01611762
1,2,1,,4,0.01954413
1,3,0,,5,0.01611762
1,3,1,,4,0.01954413
1,4,0,,3,0.00888419
1,4,1,,4,0.01954413
1,5,0,,5,0.01653016
1,5,1,,4,0.01954413
1,6,0,,3,0.00588926
1,6,1,,4,0.01954413
1,7,0,,5,0.01574457
1,7,1,,4,0.01954413
1,8,0,,5,0.01574457
1,8,1,,4,0.01954413
1,9,0,,5,0.01574457
1,9,1,,4,0.01954413
1,10,0,,5,0.01574457
1,10,1,,4,0.01954413
1,11,0,,5,0.01574457
1,11,1,,4,0.01954413
1,12,0,,5,0.01574457
1,12,1,,4,0.01954413
1,13,0,,5,0.01574457
1,13,1,,4,0.01954413
1,14,0,,5,0.01574457
1,14,1,,4,0.01954413
1,15,0,,5,0.01574457
1,15,1,,4,0.01954413
1,16,0,,5,0.01574457
1,16,1,,4,0.01954413
1,17,0,,5,0.01574457
1,17,1,,4,0.01954413
1,18,0,,5,0.01574457
1,18,1,,4,0.01954413
1,19,0,,5,0.01574457
1,19,1,,4,0.01954413
1,20,0,,5,0.01574457
1,20,1,,4,0.01954413
1,21,0,,5,0.01574457
1,21,1,,4,0.01954413
1,22,0,,5,0.01574457
1,22,1,,4,0.01954413
1,23,0,,5,0.01574457
1,23,1,,4,0.01018841
1,24,0,,5,0.01574457
1,24,1,,4,0.01954413
1,25,0,,5,0.01574457
1,25,1,,4,0.01954413
1,26,0,,5,0.01574457
1,26,1,,4,0.01954413
1,27,0,,5,0.01574457
1,27,1,,4,0.01954413
1,28,0,,5,0.01574457
1,28,1,,4,0.01954413
1,29,0,,5,0.01574457
1,29,1,,4,0.01954413
2,0,0,,4,0.00484528
2,0,1,,2,0.00406248
2,1,0,,3,0.0172049
2,1,1,,2,0.00356706
2,2,0,,3,0.01148418
2,2,1,,2,0.00485608
2,3,0,,3,0.00822158
2,3,1,,5,0.01124606
2,4,0,,3,0.00298267
2,4,1,,5,0.01069843
2,5,0,,4,0.02085338
2,5,1,,3,0.006071
2,6,0,,4,0.00481826
2,6,1,,4,0.00457428
2,7,0,,4,0.02085338
2,7,1,,5,0.00737737
2,8,0,,4,0.00734359
2,8,1,,5,0.01094036
2,9,0,,5,0.01186395
2,9,1,,4,0.00429076
2,10,0,,4,0.02085338
2,10,1,,5,0.0067088
2,11,0,,5,0.01509164
2,11,1,,5,0.01095231
2,12,0,,4,0.02085338
2,12,1,,5,0.01095231
2,13,0,,4,0.02085338
2,13,1,,5,0.01095231
2,14,0,,4,0.02085338
2,14,1,,5,0.01095231
2,15,0,,4,0.01311843
2,15,1,,5,0.01095231
2,16,0,,4,0.01056496
2,16,1,,5,0.01095231
2,17,0,,4,0.01034209
2,17,1,,5,0.01095231
2,18,0,,5,0.01509164
2,18,1,,5,0.01095231
2,19,0,,4,0.00825951
2,19,1,,5,0.01095231
2,20,0,,5,0.01462009
2,20,1,,5,0.01095231
2,21,0,,5,0.01309908
2,21,1,,5,0.01095231
2,22,0,,4,0.01461614
2,22,1,,5,0.01095231
2,23,0,,5,0.01906128
2,23,1,,5,0.01095231
2,24,0,,5,0.01906128
2,24,1,,5,0.01095231
2,25,0,,5,0.01906128
2,25,1,,5,0.01095231
2,26,0,,5,0.01906128
2,26,1,,5,0.01095231
2,27,0,,5,0.01906128
2,27,1,,5,0.01095231
2,28,0,,5,0.01906128
2,28,1,,5,0.01095231
2,29,0,,5,0.01906128
2,29,1,,5,0.01095231
3,0,0,,2,0.00450112
3,0,1,,5,0.01440167
3,1,0,,4,0.0046951
3,1,1,,5,0.01440167
3,2,0,,4,0.0050508
3,2,1,,5,0.01183259
3,3,0,,2,0.00440385
3,3,1,,5,0.01740365
3,4,0,,4,0.01873764
3,4,1,,5,0.00715527
3,5,0,,4,0.00500921
3,5,1,,5,0.01740365
3,6,0,,4,0.01402746
3,6,1,,5,0.01740365
3,7,0,,4,0.0046958
3,7,1,,5,0.01740365
3,8,0,,5,0.02191791
3,8,1,,5,0.01628351
3,9,0,,5,0.02191791
3,9,1,,5,0.01628351
3,10,0,,5,0.02191791
3,10,1,,5,0.01628351
3,11,0,,4,0.00774668
3,11,1,,5,0.01740365
3,12,0,,4,0.01402746
3,12,1,,5,0.01740365
3,13,0,,5,0.00820383
3,13,1,,5,0.01740365
3,14,0,,2,0.01004721
3,14,1,,5,0.01740365
3,15,0,,4,0.01047011
3,15,1,,5,0.01740365
3,16,0,,4,0.00504018
3,16,1,,5,0.01740365
3,17,0,,5,0.01031802
3,17,1,,4,0.00480889
3,18,0,,5,0.0095527
3,18,1,,5,0.00711545
3,19,0,,5,0.01465265
3,19,1,,5,0.01213682
3,20,0,,5,0.01597855
3,20,1,,5,0.01551092
3,21,0,,5,0.01597855
3,21,1,,5,0.01551092
3,22,0,,5,0.01594856
3,22,1,,5,0.01150254
3,23,0,,5,0.00650783
3,23,1,,5,0.01551092
3,24,0,,5,0.01599007
3,24,1,,5,0.01211214
3,25,0,,5,0.01599007
3,25,1,,5,0.01191899
3,26,0,,5,0.01599007
3,26,1,,5,0.01184445
3,27,0,,5,0.01599007
3,27,1,,5,0.01703935
3,28,0,,5,0.01599007
3,28,1,,5,0.01703935
3,29,0,,5,0.01599007
3,29,1,,5,0.01703935
4,0,0,,2,0.00829098
4,0,1,,5,0.0153155
4,1,0,,2,0.00510408
4,1,1,,5,0.02256763
4,2,0,,2,0.00510408
4,2,1,,5,0.01817054
4,3,0,,2,0.00510408
4,3,1,,5,0.01316215
4,4,0,,4,0.00976979
4,4,1,,4,0.00903098
4,5,0,,2,0.00506881
4,5,1,,5,0.01411091
4,6,0,,5,0.01176043
4,6,1,,3,0.00684933
4,7,0,,4,0.00460354
4,7,1,,5,0.01391039
4,8,0,,5,0.01687283
4,8,1,,5,0.01514779
4,9,0,,5,0.02006747
4,9,1,,4,0.00477319
4,10,0,,5,0.01687283
4,10,1,,5,0.01730507
4,11,0,,5,0.01687283
4,11,1,,5,0.01730507
4,12,0,,5,0.02006747
4,12,1,,4,0.00479101
4,13,0,,5,0.02006747
4,13,1,,4,0.00428011
4,14,0,,5,0.02006747
4,14,1,,4,0.00478715
