"ArrayNumber","Simulation","Bout","Q1","Q2","Qall","QallRelative"
1,1,1,0.01747581,0.00325335,0.021,0.435019392543063
1,1,2,0.01472064,0.00456504,0.019,0.393588974205629
1,1,3,0.01696136,0.00130334,0.018,0.372873765036911
1,1,4,0.01147357,0.00339659,0.015,0.31072813753076
1,1,5,0.00570084,0.01242935,0.018,0.372873765036911
1,1,6,0.01248935,0.00581635,0.018,0.372873765036911
1,1,7,0.00207275,0.02272122,0.025,0.517880229217933
1,1,8,0.01717545,0.00560686,0.023,0.476449810880498
1,1,9,0.01020658,0.02186284,0.032,0.662886693398954
1,1,10,0.01137271,0.00614099,0.018,0.372873765036911
1,1,11,0.01384099,0.00769073,0.022,0.455734601711781
1,1,12,0.0050955,0.01905081,0.024,0.497165020049215
1,1,13,0.01768579,0.00404192,0.022,0.455734601711781
1,1,14,0.00505521,0.02258769,0.028,0.580025856724084
1,1,15,0.01487196,0.00534604,0.02,0.414304183374346
1,1,16,0.00844594,0.00464105,0.013,0.269297719193325
1,1,17,0.01202376,0.00518102,0.017,0.352158555868194
1,1,18,0.00992138,0.00695933,0.017,0.352158555868194
1,1,19,0.02158188,0.01004721,0.032,0.662886693398954
1,1,20,0.00894655,0.00485608,0.014,0.290012928362042
1,1,21,0.00479315,0.02237271,0.027,0.559310647555367
1,1,22,0.01575073,0.00593604,0.022,0.455734601711781
1,1,23,0.00156868,0.01624237,0.018,0.372873765036911
1,1,24,0.02236971,0.00473454,0.027,0.559310647555367
1,1,25,0.01973638,0.01064002,0.03,0.621456275061519
1,1,26,0.00522766,0.00901336,0.014,0.290012928362042
1,1,27,0.01004721,0.01915562,0.029,0.600741065892802
1,1,28,0.00821536,0.02927756,0.037,0.76646273924254
1,1,29,0.0049347,0.02121212,0.026,0.53859543838665
1,1,30,0.01681007,0.00114473,0.018,0.372873765036911
1,2,1,0.01526961,0.00502767,0.02,0.414304183374346
1,2,2,0.00481707,0.01896983,0.024,0.497165020049215
1,2,3,0.00445595,0.02114219,0.026,0.53859543838665
1,2,4,0.00754044,0.01366327,0.021,0.435019392543063
1,2,5,0.01621485,0.00543439,0.022,0.455734601711781
1,2,6,0.00123837,0.02040403,0.022,0.455734601711781
1,2,7,0.00483846,0.02403388,0.029,0.600741065892802
1,2,8,0.01481588,0.0058717,0.021,0.435019392543063
1,2,9,0.00796944,0.00825063,0.016,0.331443346699477
1,2,10,0.00398215,0.02162951,0.026,0.53859543838665
1,2,11,0.00883252,0.00331094,0.012,0.248582510024608
1,2,12,0.01482077,0.00941079,0.024,0.497165020049215
