"simulation";"bout";"interference";"exploitation1";"exploitation2"
1;1;0;1;1
1;2;0;4;1
1;3;0;7;1
1;4;1;0;2
1;5;0;0;0
1;6;1;9;0
1;7;0;0;18
1;8;1;3;0
1;9;1;0;5
1;10;0;11;3
1;11;1;0;6
1;12;1;0;25
1;13;0;1;45
1;14;1;5;5
1;15;0;2;0
1;16;1;17;0
1;17;2;3;7
1;18;3;2;3
1;19;3;7;0
1;20;0;7;0
1;21;1;0;2
1;22;0;4;1
1;23;0;1;0
1;24;0;0;30
1;25;0;3;0
1;26;1;0;1
1;27;0;0;0
1;28;0;0;0
1;29;0;24;0
1;30;0;17;3
1;31;0;1;1
1;32;0;0;20
1;33;0;0;1
1;34;0;0;16
1;35;0;2;12
1;36;0;5;0
1;37;0;0;1
1;38;0;0;4
1;39;0;0;1
1;40;1;0;1
1;41;1;0;0
1;42;0;0;7
1;43;1;0;0
1;44;0;0;9
1;45;1;0;0
1;46;1;0;0
1;47;1;0;0
1;48;1;0;0
1;49;1;0;1
1;50;0;8;0
2;1;1;5;3
2;2;1;7;2
2;3;0;1;7
2;4;0;3;5
2;5;0;0;7
2;6;1;0;5
2;7;2;1;8
2;8;0;6;4
2;9;0;14;3
2;10;1;23;1
2;11;1;3;1
2;12;1;26;4
2;13;0;1;3
2;14;0;1;5
2;15;1;4;2
2;16;0;9;0
2;17;0;1;2
2;18;2;0;10
2;19;1;2;6
2;20;0;0;0
2;21;0;1;1
2;22;0;17;4
2;23;1;0;3
2;24;0;13;0
2;25;0;11;0
2;26;0;6;0
2;27;0;13;12
2;28;0;0;5
2;29;0;3;1
2;30;0;0;3
2;31;1;0;0
2;32;0;3;0
2;33;0;0;0
2;34;0;2;2
2;35;1;0;0
2;36;0;4;0
2;37;0;3;0
2;38;0;26;0
2;39;0;0;0
2;40;0;3;0
2;41;1;4;0
2;42;1;2;0
2;43;0;0;12
2;44;0;3;0
2;45;0;0;2
2;46;0;5;0
2;47;1;5;0
2;48;0;1;0
2;49;1;13;0
2;50;0;0;0
3;1;0;0;1
3;2;0;0;1
3;3;0;2;5
3;4;1;0;0
3;5;0;5;1
3;6;1;0;0
3;7;1;0;2
3;8;1;5;11
3;9;0;3;31
3;10;3;9;6
3;11;1;9;2
3;12;0;8;44
3;13;3;2;29
3;14;1;1;0
3;15;1;5;4
3;16;1;2;14
3;17;2;7;7
3;18;1;4;0
3;19;0;2;3
3;20;0;14;1
3;21;0;1;2
3;22;0;1;7
3;23;0;0;31
3;24;2;3;2
3;25;0;5;3
3;26;0;11;0
3;27;0;2;0
3;28;0;43;2
3;29;0;4;2
3;30;1;0;1
3;31;2;2;0
3;32;0;1;4
3;33;2;108;2
3;34;0;0;8
3;35;0;0;0
3;36;0;0;0
3;37;0;5;3
3;38;0;0;0
3;39;0;0;3
3;40;0;0;2
3;41;0;0;4
3;42;0;0;5
3;43;0;0;0
3;44;0;0;0
3;45;0;0;0
3;46;1;0;5
3;47;0;0;0
3;48;0;0;12
3;49;1;0;7
3;50;0;0;0
4;1;0;8;1
4;2;1;1;23
4;3;0;1;2
4;4;0;1;4
4;5;1;2;3
4;6;1;0;3
4;7;0;0;1
4;8;5;3;1
4;9;0;1;0
4;10;0;9;16
4;11;0;1;11
4;12;1;6;8
4;13;0;1;1
4;14;3;0;14
4;15;1;3;12
4;16;1;14;0
4;17;1;0;0
4;18;1;0;8
4;19;1;2;0
4;20;1;2;5
4;21;0;5;1
4;22;0;1;1
4;23;0;3;22
4;24;2;4;14
4;25;1;4;4
4;26;1;3;6
4;27;0;0;0
4;28;0;5;0
4;29;0;3;0
4;30;1;0;1
4;31;0;0;2
4;32;0;3;6
4;33;1;19;2
4;34;0;0;2
4;35;0;0;0
4;36;0;0;9
4;37;0;0;0
4;38;0;4;0
4;39;0;0;0
4;40;1;0;0
4;41;1;0;13
4;42;1;10;0
4;43;0;0;2
4;44;1;1;0
4;45;0;0;0
4;46;1;0;4
4;47;1;4;0
4;48;1;11;0
4;49;1;3;0
4;50;1;6;0
5;1;1;0;10
5;2;2;14;1
5;3;1;1;4
5;4;0;7;9
5;5;1;2;16
5;6;0;5;1
5;7;3;5;3
5;8;0;5;1
5;9;0;1;5
5;10;4;0;3
5;11;3;11;0
5;12;0;1;10
5;13;0;2;6
5;14;0;1;4
5;15;1;21;9
5;16;0;6;2
5;17;0;4;0
5;18;0;4;4
5;19;1;0;2
5;20;3;1;0
5;21;1;22;5
5;22;0;3;0
5;23;1;1;10
5;24;1;18;3
5;25;1;0;0
5;26;1;1;0
5;27;0;7;2
5;28;0;3;16
5;29;0;7;1
5;30;0;42;0
5;31;1;0;1
5;32;0;4;0
5;33;1;2;0
5;34;1;13;0
5;35;0;1;2
5;36;1;0;2
5;37;1;4;1
5;38;1;5;1
5;39;0;4;54
5;40;1;9;0
5;41;0;11;0
5;42;1;1;3
5;43;1;0;12
5;44;0;5;22
5;45;2;7;0
5;46;1;0;19
5;47;0;1;0
5;48;1;21;0
5;49;0;2;6
5;50;2;0;15
6;1;1;1;6
6;2;1;3;0
6;3;0;0;16
6;4;1;0;0
6;5;0;1;45
6;6;1;4;8
6;7;0;0;0
6;8;1;4;1
6;9;0;0;2
6;10;2;1;3
6;11;0;3;0
6;12;0;1;46
6;13;2;1;44
6;14;0;19;0
6;15;1;26;5
6;16;0;3;6
6;17;0;21;1
6;18;2;0;6
6;19;0;2;31
6;20;0;6;2
6;21;0;0;4
6;22;1;0;3
6;23;1;17;10
6;24;1;2;3
6;25;0;0;0
6;26;0;0;0
6;27;1;0;14
6;28;0;0;6
6;29;0;0;3
6;30;0;0;0
6;31;0;0;9
6;32;2;8;3
6;33;0;0;23
6;34;0;1;14
6;35;0;25;2
6;36;0;0;0
6;37;0;0;0
6;38;0;0;9
6;39;1;0;3
6;40;0;0;15
6;41;0;0;19
6;42;2;7;1
6;43;0;26;1
6;44;0;0;31
6;45;1;16;0
6;46;0;0;1
6;47;0;0;2
6;48;0;0;32
6;49;0;0;2
6;50;0;0;36
7;1;0;2;6
7;2;0;17;0
7;3;3;0;0
7;4;2;4;10
7;5;3;0;14
7;6;1;2;6
7;7;1;13;0
7;8;1;1;4
7;9;1;1;0
7;10;4;3;14
7;11;0;1;4
7;12;0;8;1
7;13;0;5;1
7;14;1;2;1
7;15;1;0;0
7;16;0;0;3
7;17;1;7;0
7;18;2;4;1
7;19;1;3;7
7;20;2;0;2
7;21;1;3;1
7;22;0;15;4
7;23;2;1;3
7;24;2;2;2
7;25;1;39;2
7;26;1;0;1
7;27;2;15;0
7;28;1;12;1
7;29;1;3;13
7;30;1;0;3
7;31;1;0;2
7;32;3;9;2
7;33;1;0;4
7;34;1;9;3
7;35;2;4;1
7;36;1;0;29
7;37;2;1;3
7;38;2;0;7
7;39;1;0;18
7;40;1;11;0
7;41;1;2;1
7;42;1;0;0
7;43;1;0;3
7;44;1;0;7
7;45;1;4;0
7;46;1;10;0
7;47;1;0;0
7;48;1;0;3
7;49;1;2;5
7;50;1;0;0
8;1;0;30;2
8;2;0;3;0
8;3;1;0;0
8;4;1;0;0
8;5;0;1;3
8;6;3;2;10
8;7;0;0;0
8;8;0;7;2
8;9;0;12;2
8;10;0;2;21
8;11;2;0;8
8;12;1;1;0
8;13;0;1;2
8;14;0;0;27
8;15;1;1;3
8;16;2;9;8
8;17;2;7;2
8;18;2;5;3
8;19;0;0;1
8;20;0;0;4
8;21;2;12;41
8;22;0;12;6
8;23;4;8;21
8;24;0;3;1
8;25;1;47;5
8;26;1;0;11
8;27;0;26;0
8;28;0;0;9
8;29;1;24;0
8;30;2;3;42
8;31;1;52;3
8;32;1;0;7
8;33;1;0;0
8;34;1;96;1
8;35;0;0;0
8;36;1;10;0
8;37;2;13;10
8;38;1;4;0
8;39;1;13;6
8;40;1;1;0
8;41;1;1;0
8;42;0;5;0
8;43;1;0;3
8;44;0;1;9
8;45;1;1;0
8;46;1;11;0
8;47;1;0;6
8;48;1;7;0
8;49;1;0;8
8;50;1;0;0
9;1;0;0;1
9;2;0;3;3
9;3;0;6;0
9;4;0;0;29
9;5;1;9;0
9;6;1;43;6
9;7;1;0;0
9;8;0;2;1
9;9;0;1;15
9;10;3;0;20
9;11;2;5;5
9;12;4;0;1
9;13;1;1;0
9;14;1;0;5
9;15;0;1;11
9;16;1;0;8
9;17;0;2;0
9;18;1;7;13
9;19;1;8;3
9;20;1;13;10
9;21;0;4;2
9;22;0;26;1
9;23;1;9;1
9;24;1;1;5
9;25;2;1;0
9;26;3;0;0
9;27;1;2;7
9;28;0;0;4
9;29;1;38;0
9;30;1;2;1
9;31;2;16;0
9;32;0;4;0
9;33;2;2;9
9;34;2;7;0
9;35;2;17;2
9;36;1;1;24
9;37;1;2;26
9;38;1;9;0
9;39;1;34;0
9;40;2;6;0
9;41;1;0;1
9;42;2;9;0
9;43;0;0;2
9;44;1;3;0
9;45;1;3;0
9;46;1;9;0
9;47;2;81;0
9;48;2;6;0
9;49;2;16;0
9;50;1;1;0
10;1;0;2;1
10;2;0;1;2
10;3;0;2;1
10;4;0;32;0
10;5;1;2;0
10;6;1;3;64
10;7;0;8;0
10;8;2;10;0
10;9;1;3;4
10;10;1;1;2
10;11;1;4;7
10;12;0;1;0
10;13;0;0;0
10;14;0;26;2
10;15;0;1;0
10;16;1;1;5
10;17;2;3;1
10;18;0;7;2
10;19;0;9;6
10;20;2;4;1
10;21;0;0;0
10;22;2;0;4
10;23;0;7;0
10;24;0;8;0
10;25;5;8;1
10;26;0;1;1
10;27;0;2;5
10;28;4;6;0
10;29;1;23;0
10;30;0;2;8
10;31;0;0;4
10;32;1;0;35
10;33;0;22;0
10;34;0;1;0
10;35;1;2;5
10;36;1;0;78
10;37;0;4;0
