simulation,bout,bee,distance_with_previous_learning_array,number_of_resources_foraged,relative_quality,absolute_quality
0,0,0,5.2650869716611295,3,0.00436272,0.2620724454856731
0,0,1,4.985231648640834,3,0.0023608,0.14181534210368238
0,1,0,7.311886154822065,3,0.00389998,0.23427524478885087
0,1,1,7.197269418273091,4,0.00419697,0.25211569652189586
0,2,0,9.195996799164359,3,0.00249366,0.14979635970445127
0,2,1,7.886365963439715,4,0.00771497,0.46344506517690875
0,3,0,7.779338913259949,3,0.00917782,0.5513197573136301
0,3,1,8.089472932243927,4,0.00419697,0.25211569652189586
0,4,0,8.724891929436536,3,0.00241441,0.14503574217576742
0,4,1,9.42281269332457,4,0.00580673,0.348815402174566
0,5,0,9.851579043565224,3,0.00278198,0.16711599687631407
0,5,1,9.21515596360222,4,0.00473606,0.2844993091848381
0,6,0,9.532248858444012,3,0.00917782,0.5513197573136301
0,6,1,9.532248858444012,4,0.00861641,0.5175953625277828
0,7,0,9.847865951020651,3,0.00488296,0.29332372199195056
0,7,1,9.811752717539083,4,0.00861641,0.5175953625277828
0,8,0,9.935156254076974,3,0.00800562,0.4809046675076591
0,8,1,9.935156254076974,4,0.00861641,0.5175953625277828
0,9,0,10.191143368072828,3,0.00255336,0.15338259145792038
0,9,1,10.055446195790381,4,0.00861641,0.5175953625277828
1,0,0,10.14556382694904,3,0.00456119,0.27399471376223944
1,0,1,10.453502791036437,4,0.00458487,0.27541719228689854
1,1,0,9.971310662818599,3,0.00917782,0.5513197573136301
1,1,1,9.971310662818599,4,0.00470153,0.28242506157265573
1,2,0,10.147092682627818,3,0.00334204,0.20075929596924375
1,2,1,9.904048901665,4,0.00413215,0.24822190184417617
1,3,0,9.448853072234929,3,0.00240483,0.1444602631104704
1,3,1,9.337654331990091,4,0.00861641,0.5175953625277828
1,4,0,9.43411426104673,3,0.00917782,0.5513197573136301
1,4,1,9.48372895699646,4,0.00494679,0.297158046494864
1,5,0,9.507848621635132,3,0.00596718,0.358453775455037
1,5,1,9.507848621635132,4,0.00861641,0.5175953625277828
1,6,0,9.564087573576128,3,0.00475422,0.2855901964317895
1,6,1,9.564087573576128,4,0.00861641,0.5175953625277828
1,7,0,9.589855249955704,3,0.00652346,0.39187000660779725
1,7,1,9.589855249955704,4,0.00861641,0.5175953625277828
1,8,0,9.65338440389204,3,0.00474949,0.2853060611521596
1,8,1,9.59535553404628,4,0.00450136,0.27040067279389685
1,9,0,9.594540736849378,3,0.00917782,0.5513197573136301
1,9,1,9.594540736849378,4,0.00861641,0.5175953625277828
2,0,0,9.634561994933282,3,0.00537322,0.32277407340661984
2,0,1,9.624261215496846,4,0.00861641,0.5175953625277828
2,1,0,9.58894209875438,4,0.01053001,0.6325470054664504
2,1,1,10.443970982143396,3,0.00347893,0.20898239923109269
2,2,0,9.745829656447158,3,0.00602392,0.3618621973929237
2,2,1,9.416258822705135,4,0.00861641,0.5175953625277828
2,3,0,9.423338892646187,4,0.0107092,0.6433111071063856
2,3,1,10.031290442036882,3,0.00280461,0.16847540097314834
2,4,0,9.90587159650152,3,0.00331702,0.1992563224605034
2,4,1,9.45078047112904,4,0.00625074,0.37548747522076054
2,5,0,9.744357730106053,3,0.00407014,0.24449690634949242
2,5,1,9.419058098002777,4,0.00861641,0.5175953625277828
2,6,0,9.514964975285764,3,0.00917782,0.5513197573136301
2,6,1,9.514964975285766,4,0.00366957,0.22043431248873674
2,7,0,9.562098854738899,3,0.00917782,0.5513197573136301
2,7,1,9.5620988547389,4,0.00861641,0.5175953625277828
2,8,0,9.590379182410782,3,0.00917782,0.5513197573136301
2,8,1,9.59037918241078,4,0.00861641,0.5175953625277828
2,9,0,9.003948043264092,4,0.01053001,0.6325470054664504
2,9,1,10.879050017220582,3,0.00257423,0.15463627079954345
3,0,0,8.91183533375187,4,0.01053001,0.6325470054664504
3,0,1,9.324455074709286,3,0.00484673,0.29114735387757557
3,1,0,9.545597310734184,3,0.00246374,0.14799903886586172
3,1,1,8.71107097049343,4,0.00861641,0.5175953625277828
3,2,0,8.697681563913985,4,0.0107092,0.6433111071063856
3,2,1,9.183171386811473,3,0.00484673,0.29114735387757557
3,3,0,8.596628906366629,4,0.0107092,0.6433111071063856
3,3,1,9.080390891899588,3,0.00267168,0.16049017841052443
3,4,0,8.315423714543845,4,0.0107092,0.6433111071063856
3,4,1,9.254852895175297,3,0.00248034,0.14899621553433054
3,5,0,9.055089827971607,3,0.00270095,0.16224845317474623
3,5,1,8.281452136343862,4,0.00861641,0.5175953625277828
3,6,0,8.705354540099261,3,0.00592313,0.35580765303057615
3,6,1,8.284800884097013,4,0.00861641,0.5175953625277828
3,7,0,8.20617184908664,4,0.0107092,0.6433111071063856
3,7,1,9.007175012714841,3,0.00292573,0.17575118639995196
3,8,0,8.20554715293327,4,0.0107092,0.6433111071063856
3,8,1,8.535398166110376,3,0.00484673,0.29114735387757557
3,9,0,8.808011924937734,3,0.00602392,0.3618621973929237
3,9,1,8.205172335241247,4,0.00861641,0.5175953625277828
4,0,0,8.207997853533541,4,0.01053001,0.6325470054664504
4,0,1,8.646744218277298,3,0.00484673,0.29114735387757557
4,1,0,8.744885171455149,3,0.00602392,0.3618621973929237
4,1,1,8.207862919164413,4,0.00861641,0.5175953625277828
4,2,0,8.529995309917377,3,0.00602392,0.3618621973929237
4,2,1,8.207781958542936,4,0.00861641,0.5175953625277828
4,3,0,8.33001435534836,3,0.00800562,0.4809046675076591
4,3,1,8.334890977743255,4,0.0047105,0.2829638973989308
4,4,0,8.374760615585913,4,0.0107092,0.6433111071063856
4,4,1,9.059131716999074,3,0.00326629,0.19620892653330932
4,5,0,8.334184162407563,4,0.01053001,0.6325470054664504
4,5,1,8.790267773916604,3,0.00235046,0.14119420916681685
4,6,0,8.33015477108082,4,0.0107092,0.6433111071063856
4,6,1,8.576453795509444,3,0.00258446,0.15525079593920826
4,7,0,9.224114243620576,3,0.00242197,0.14548987805610622
4,7,1,8.173254855486034,4,0.00466408,0.2801754069802367
4,8,0,8.29612836209305,3,0.00917782,0.5513197573136301
4,8,1,8.29612836209305,4,0.00861641,0.5175953625277828
4,9,0,8.533944644611179,3,0.00602392,0.3618621973929237
4,9,1,8.293119458489452,4,0.00861641,0.5175953625277828
