simulation,bout,bee,distance_with_previous_learning_array,number_of_resources_foraged,absolute_quality
0,0,0,,5,0.02378478
0,0,1,,3,0.00539057
0,1,0,,5,0.0240177
0,1,1,,5,0.01654142
0,2,0,,5,0.0240177
0,2,1,,5,0.01641501
0,3,0,,5,0.0240177
0,3,1,,5,0.01573966
0,4,0,,5,0.0240177
0,4,1,,5,0.01671076
0,5,0,,5,0.0240177
0,5,1,,5,0.01671076
0,6,0,,5,0.0240177
0,6,1,,5,0.01671076
0,7,0,,5,0.0240177
0,7,1,,5,0.01671076
0,8,0,,5,0.0240177
0,8,1,,5,0.01671076
0,9,0,,5,0.0240177
0,9,1,,5,0.01671076
0,10,0,,5,0.0240177
0,10,1,,5,0.01671076
0,11,0,,5,0.0240177
0,11,1,,5,0.01671076
0,12,0,,5,0.0240177
0,12,1,,5,0.01671076
0,13,0,,5,0.0240177
0,13,1,,5,0.01671076
0,14,0,,5,0.0240177
0,14,1,,5,0.01671076
0,15,0,,5,0.0240177
0,15,1,,5,0.01671076
0,16,0,,5,0.0240177
0,16,1,,5,0.01671076
0,17,0,,5,0.0240177
0,17,1,,5,0.01671076
0,18,0,,5,0.0240177
0,18,1,,5,0.01671076
0,19,0,,5,0.0240177
0,19,1,,5,0.01671076
0,20,0,,5,0.0240177
0,20,1,,5,0.01671076
0,21,0,,5,0.0240177
0,21,1,,5,0.01671076
0,22,0,,5,0.0240177
0,22,1,,5,0.01671076
0,23,0,,5,0.0240177
0,23,1,,5,0.01671076
0,24,0,,5,0.0240177
0,24,1,,5,0.01671076
0,25,0,,5,0.0240177
0,25,1,,5,0.01671076
0,26,0,,5,0.0240177
0,26,1,,5,0.01671076
0,27,0,,5,0.0240177
0,27,1,,5,0.01671076
0,28,0,,5,0.0240177
0,28,1,,5,0.01671076
0,29,0,,5,0.0240177
0,29,1,,5,0.01671076
1,0,0,,5,0.01556231
1,0,1,,1,0.00144104
1,1,0,,5,0.01556231
1,1,1,,4,0.01111903
1,2,0,,5,0.01556231
1,2,1,,4,0.01106783
1,3,0,,5,0.01556231
1,3,1,,5,0.01036816
1,4,0,,5,0.01556231
