simulation,bout,bee,distance_with_previous_learning_array,number_of_resources_foraged,absolute_quality
0,0,0,,5,0.01367799
0,0,1,,5,0.01127234
0,1,0,,5,0.0186957
0,1,1,,5,0.00802372
0,2,0,,5,0.0186957
0,2,1,,5,0.01437787
0,3,0,,5,0.0186957
0,3,1,,5,0.01503156
0,4,0,,5,0.0186957
0,4,1,,5,0.01526991
0,5,0,,5,0.0186957
0,5,1,,5,0.01526991
0,6,0,,5,0.0186957
0,6,1,,5,0.01526991
0,7,0,,5,0.0186957
0,7,1,,5,0.01526991
0,8,0,,5,0.0186957
0,8,1,,5,0.01526991
0,9,0,,5,0.0186957
0,9,1,,5,0.01526991
0,10,0,,5,0.0186957
0,10,1,,5,0.01526991
0,11,0,,5,0.0186957
0,11,1,,5,0.01526991
0,12,0,,5,0.0186957
0,12,1,,5,0.01526991
0,13,0,,5,0.0186957
0,13,1,,5,0.01526991
0,14,0,,5,0.0186957
0,14,1,,5,0.01526991
0,15,0,,5,0.0186957
0,15,1,,5,0.01526991
0,16,0,,5,0.0186957
0,16,1,,5,0.01526991
0,17,0,,5,0.0186957
0,17,1,,5,0.01526991
0,18,0,,5,0.0186957
0,18,1,,5,0.01526991
0,19,0,,5,0.0186957
0,19,1,,5,0.01526991
0,20,0,,5,0.0186957
0,20,1,,5,0.01526991
0,21,0,,5,0.0186957
0,21,1,,5,0.01526991
0,22,0,,5,0.0186957
0,22,1,,5,0.01526991
0,23,0,,5,0.0186957
0,23,1,,5,0.01526991
0,24,0,,5,0.0186957
0,24,1,,5,0.01526991
0,25,0,,5,0.0186957
0,25,1,,5,0.01526991
0,26,0,,5,0.0186957
0,26,1,,5,0.01526991
0,27,0,,5,0.0186957
0,27,1,,5,0.01526991
0,28,0,,5,0.0186957
0,28,1,,5,0.01526991
0,29,0,,5,0.0186957
0,29,1,,5,0.01526991
1,0,0,,5,0.01136828
1,0,1,,3,0.00301554
1,1,0,,5,0.01405704
1,1,1,,5,0.01729927
1,2,0,,5,0.01182227
1,2,1,,5,0.01729927
1,3,0,,5,0.01647812
1,3,1,,5,0.01729927
1,4,0,,5,0.01647812
1,4,1,,5,0.01729927
1,5,0,,5,0.01647812
1,5,1,,5,0.01729927
1,6,0,,5,0.01647812
1,6,1,,5,0.01729927
1,7,0,,5,0.01647812
1,7,1,,5,0.01729927
1,8,0,,5,0.01647812
1,8,1,,5,0.01729927
1,9,0,,5,0.01647812
1,9,1,,5,0.01729927
1,10,0,,5,0.01647812
1,10,1,,5,0.01729927
1,11,0,,5,0.01647812
1,11,1,,5,0.01729927
1,12,0,,5,0.01647812
1,12,1,,5,0.01729927
1,13,0,,5,0.01647812
1,13,1,,5,0.01729927
1,14,0,,5,0.01647812
1,14,1,,5,0.01729927
1,15,0,,5,0.01647812
1,15,1,,5,0.01729927
1,16,0,,5,0.01647812
1,16,1,,5,0.01729927
1,17,0,,5,0.01647812
1,17,1,,5,0.01729927
1,18,0,,5,0.01647812
1,18,1,,5,0.01729927
1,19,0,,5,0.01647812
1,19,1,,5,0.01729927
1,20,0,,5,0.01647812
1,20,1,,5,0.01729927
1,21,0,,5,0.01647812
1,21,1,,5,0.01729927
1,22,0,,5,0.01647812
1,22,1,,5,0.01729927
1,23,0,,5,0.01647812
1,23,1,,5,0.01729927
1,24,0,,5,0.01647812
1,24,1,,5,0.01729927
1,25,0,,5,0.01647812
1,25,1,,5,0.01729927
1,26,0,,5,0.01647812
1,26,1,,5,0.01729927
1,27,0,,5,0.01647812
1,27,1,,5,0.01729927
1,28,0,,5,0.01647812
1,28,1,,5,0.01729927
1,29,0,,5,0.01647812
1,29,1,,5,0.01729927
2,0,0,,1,0.00153755
2,0,1,,5,0.0103643
2,1,0,,3,0.00418733
2,1,1,,5,0.01120243
2,2,0,,4,0.00477549
2,2,1,,3,0.00263266
2,3,0,,4,0.01611934
2,3,1,,3,0.01192772
2,4,0,,5,0.01526397
2,4,1,,4,0.00456719
2,5,0,,4,0.00467303
2,5,1,,5,0.01137366
2,6,0,,5,0.01327788
2,6,1,,5,0.01137366
2,7,0,,4,0.01611934
2,7,1,,4,0.01377877
2,8,0,,5,0.01531547
2,8,1,,5,0.01137366
2,9,0,,5,0.02153177
2,9,1,,4,0.00455793
2,10,0,,5,0.02153177
2,10,1,,4,0.01377877
2,11,0,,5,0.02153177
2,11,1,,4,0.00788678
2,12,0,,5,0.02153177
2,12,1,,5,0.01958642
2,13,0,,5,0.02153177
2,13,1,,5,0.01958642
2,14,0,,5,0.02153177
2,14,1,,5,0.01958642
2,15,0,,5,0.02153177
2,15,1,,5,0.01958642
2,16,0,,5,0.02153177
2,16,1,,5,0.01958642
2,17,0,,5,0.02153177
2,17,1,,5,0.01958642
2,18,0,,5,0.02153177
2,18,1,,5,0.01958642
2,19,0,,5,0.02153177
2,19,1,,5,0.01958642
2,20,0,,5,0.02153177
2,20,1,,5,0.01958642
2,21,0,,5,0.02153177
2,21,1,,5,0.01958642
2,22,0,,5,0.02153177
2,22,1,,5,0.01958642
2,23,0,,5,0.02153177
2,23,1,,5,0.01958642
2,24,0,,5,0.02153177
2,24,1,,5,0.01958642
2,25,0,,5,0.02153177
2,25,1,,5,0.01958642
2,26,0,,5,0.02153177
2,26,1,,5,0.01958642
2,27,0,,5,0.02153177
2,27,1,,5,0.01958642
2,28,0,,5,0.02153177
