0.000000000000000000e+00,1.787327367812392822e+02,2.690858992684649138e+02,3.675071252497443766e+02,1.637438468033024037e+02,1.832633632334263609e+02,2.983409645602140472e+02,3.122959784281797511e+02,4.391973225122471831e+02,2.382125770659108071e+02,1.523260802086307137e+02
1.787327367812392822e+02,0.000000000000000000e+00,3.596918409690260319e+02,2.024429536238316416e+02,3.045853452384471893e+02,1.721172486245629614e+02,2.280670851841564968e+02,1.731250218302013195e+02,2.758452586084601990e+02,6.550653181970133687e+01,6.706154573708784028e+01
2.690858992684649138e+02,3.596918409690260319e+02,0.000000000000000000e+00,5.574605694329509333e+02,3.938800163261992680e+02,2.010102884562606960e+02,5.538070616222770468e+02,3.678781276170911951e+02,6.297373153224310727e+02,3.818154081290994100e+02,3.801333509703990217e+02
3.675071252497443766e+02,2.024429536238316416e+02,5.574605694329509333e+02,0.000000000000000000e+00,4.486724401036178733e+02,3.600541322043549144e+02,2.020891071441304803e+02,2.563477428368785240e+02,7.340812055247047851e+01,1.785834860840270437e+02,2.162198472896087651e+02
1.637438468033024037e+02,3.045853452384471893e+02,3.938800163261992680e+02,4.486724401036178733e+02,0.000000000000000000e+00,3.469379864393296202e+02,3.030755021371045927e+02,4.637354333951292347e+02,5.113281202101536564e+02,3.700222637618980457e+02,2.491620015524904375e+02
1.832633632334263609e+02,1.721172486245629614e+02,2.010102884562606960e+02,3.600541322043549144e+02,3.469379864393296771e+02,0.000000000000000000e+00,3.919608501789654724e+02,1.782902182908834448e+02,4.312218553706633202e+02,1.822260069670193161e+02,2.132175697055838270e+02
2.983409645602140472e+02,2.280670851841564968e+02,5.538070616222770468e+02,2.020891071441304803e+02,3.030755021371045927e+02,3.919608501789654724e+02,0.000000000000000000e+00,3.789908090617000198e+02,2.396716496494783826e+02,2.628276701499988235e+02,1.791811238040330920e+02
3.122959784281797511e+02,1.731250218302013479e+02,3.678781276170911951e+02,2.563477428368785240e+02,4.637354333951292347e+02,1.782902182908834448e+02,3.789908090617000198e+02,0.000000000000000000e+00,3.139249476346942629e+02,1.178119140436578505e+02,2.401675800754368026e+02
4.391973225122471831e+02,2.758452586084601990e+02,6.297373153224310727e+02,7.340812055247047851e+01,5.113281202101537133e+02,4.312218553706633202e+02,2.396716496494783541e+02,3.139249476346942629e+02,0.000000000000000000e+00,2.490491991367221658e+02,2.871648947272101964e+02
2.382125770659108071e+02,6.550653181970136529e+01,3.818154081290994100e+02,1.785834860840270437e+02,3.700222637618980457e+02,1.822260069670193161e+02,2.628276701499988235e+02,1.178119140436578505e+02,2.490491991367221658e+02,0.000000000000000000e+00,1.287364923280934761e+02
1.523260802086307137e+02,6.706154573708784028e+01,3.801333509703990217e+02,2.162198472896087651e+02,2.491620015524904375e+02,2.132175697055838270e+02,1.791811238040330920e+02,2.401675800754368026e+02,2.871648947272101964e+02,1.287364923280934761e+02,0.000000000000000000e+00
