simulation,bout,bee,distance_with_previous_learning_array,number_of_resources_foraged,absolute_quality,relative_quality
1,21,1,7.107238211795609,2.0,0.00264652,0.05683515717008798
1,22,0,7.785158272630946,4.0,0.0051411,0.11040733738159521
1,22,1,7.545635742773589,5.0,0.03342477,0.7178113357632067
1,23,0,7.5503009900057325,5.0,0.0211315,0.4538080663436189
1,23,1,7.410722918951833,2.0,0.00289395,0.06214882301753855
1,24,0,7.6627582734212965,5.0,0.02366883,0.508298321222622
1,24,1,8.174371163236298,3.0,0.00299233,0.06426157590147416
1,25,0,8.170062479697972,4.0,0.00659742,0.14168243679136444
1,25,1,8.595101732838511,3.0,0.00445414,0.09565457542643761
1,26,0,8.175239210309481,5.0,0.02237014,0.48040839397279145
1,26,1,8.56681516419576,4.0,0.00472452,0.10146110241117547
1,27,0,8.453503044580977,5.0,0.01760895,0.3781597875134973
1,27,1,7.9107309880241115,2.0,0.01004721,0.21576816327512346
1,28,0,8.453137111093984,3.0,0.00328543,0.070556024674411
1,28,1,8.753240345746677,5.0,0.03219337,0.6913664902531609
1,29,0,8.170971980074428,2.0,0.00394901,0.08480669105702929
1,29,1,8.62486734326186,5.0,0.02920378,0.6271637570321298
2,0,0,0.9077245547128316,3.0,0.00760423,0.1633041152938569
2,0,1,0.9077245547128316,3.0,0.01260665,0.2707332399295262
2,1,0,1.7950770690776556,5.0,0.02152605,0.46228119757310454
2,1,1,1.216623937079658,2.0,0.00286681,0.06156597982512127
2,2,0,2.3902886517706623,4.0,0.0049267,0.10580300501408359
2,2,1,2.2052356243495668,4.0,0.00548961,0.11789173977619163
2,3,0,2.7425500502997786,5.0,0.01986242,0.4265540266003276
2,3,1,2.8073673666500394,3.0,0.00663738,0.14254059500687644
2,4,0,2.971425654370589,5.0,0.02547553,0.5470979820826185
2,4,1,3.392710591533257,5.0,0.01186326,0.25476861941327406
2,5,0,3.401041102729325,5.0,0.01648315,0.3539827474978975
2,5,1,3.7864439145980153,5.0,0.02045359,0.4392496570373698
2,6,0,3.5372598570283253,4.0,0.01343972,0.28862377708159204
2,6,1,4.010101687630455,3.0,0.00989923,0.2125902290225844
2,7,0,4.881175669880174,5.0,0.01270034,0.27274527304292245
2,7,1,4.753286689749796,3.0,0.00530657,0.11396087691915187
2,8,0,4.663969973875155,5.0,0.02660473,0.5713480385630015
2,8,1,5.436537991726667,4.0,0.00531874,0.11422223291221444
2,9,0,4.838583642755613,5.0,0.01460089,0.3135604030852463
2,9,1,5.282655036356599,4.0,0.00852531,0.18308470511226924
2,10,0,5.54211564024261,4.0,0.00527302,0.11324037621518725
2,10,1,5.4239124594365045,5.0,0.02639679,0.5668824374785782
2,11,0,6.281206313064183,4.0,0.005068,0.10883748338875425
2,11,1,5.616201310308655,4.0,0.00519492,0.1115631450682532
2,12,0,5.952809624088406,5.0,0.01578687,0.33902983452751045
2,12,1,6.193080160819721,3.0,0.01260665,0.2707332399295262
2,13,0,6.524772204002694,5.0,0.02879159,0.6183117992030037
2,13,1,6.369525469117188,2.0,0.00450112,0.09666349116629627
2,14,0,6.648840059565189,5.0,0.01131377,0.24296808493275185
2,14,1,6.751336761823845,4.0,0.00514567,0.11050548010043629
2,15,0,6.4171117183754465,4.0,0.00499968,0.1073702819552263
2,15,1,6.485872420933211,5.0,0.02030853,0.4361344310428212
2,16,0,6.241507276352227,5.0,0.01101659,0.23658601640207502
2,16,1,6.346388462313147,3.0,0.01192742,0.25614648305459653
2,17,0,6.542967290553956,4.0,0.00740673,0.15906271770717992
2,17,1,6.3925054432591475,5.0,0.01851424,0.3976012802792837
2,18,0,6.582317611365064,3.0,0.00731869,0.15717202077790882
2,18,1,6.476655227030929,2.0,0.00394853,0.08479638285023634
2,19,0,6.996978745892811,3.0,0.00867508,0.18630108038597362
2,19,1,7.237878202011889,5.0,0.01530352,0.3286496850413316
2,20,0,7.402282808927993,5.0,0.01134846,0.24371306762784967
2,20,1,7.491879525085711,5.0,0.02757246,0.5921304572291024
2,21,0,7.513313381988515,3.0,0.00748855,0.1608198374567592
2,21,1,7.616780835889969,5.0,0.01889465,0.405770748916994
2,22,0,7.847612334926688,4.0,0.00672855,0.14449851003460978
2,22,1,8.171744964060638,4.0,0.01209599,0.2597665964276909
2,23,0,8.066487720649897,4.0,0.00883575,0.1897515378556009
2,23,1,8.413932284982325,3.0,0.00780792,0.16767844579730112
2,24,0,8.162062993493505,5.0,0.02412553,0.5181061504774847
2,24,1,7.877546994486606,2.0,0.01004721,0.21576816327512346
2,25,0,8.192381301238527,4.0,0.0092547,0.19874866959706075
2,25,1,8.493921136202946,4.0,0.01414672,0.3038069066703547
2,26,0,8.647181582609388,4.0,0.00966785,0.20762124383977265
2,26,1,8.533508821026178,5.0,0.02685459,0.5767138897073414
2,27,0,8.622792338157437,3.0,0.01127358,0.2421049873681516
2,27,1,8.775405111029052,5.0,0.03336072,0.7164358344192743
2,28,0,8.74513421533871,5.0,0.01727832,0.3710593658219377
2,28,1,9.23140750508213,4.0,0.00514218,0.1104305308468793
2,29,0,9.535320893126032,5.0,0.00981472,0.21077534036410306
2,29,1,8.983096418087019,4.0,0.01105399,0.2373891975146913
3,0,0,0.8105879857326929,3.0,0.00981747,0.21083439779885424
3,0,1,0.8105879857326929,5.0,0.01808224,0.38832389416564084
3,1,0,2.2638397605159484,5.0,0.01082484,0.2324681025426051
3,1,1,2.2744251965529725,5.0,0.00998358,0.21440168161213483
3,2,0,2.750708025070688,5.0,0.0206822,0.444159155276814
3,2,1,2.6911440923722214,3.0,0.0055112,0.1183553943275656
3,3,0,3.346458611219691,4.0,0.02237756,0.48056774166946564
3,3,1,3.1768577513116525,5.0,0.01430592,0.3072257952566786
3,4,0,3.652427556865962,2.0,0.00829098,0.17805236740854258
3,4,1,3.7899071578917405,5.0,0.01429637,0.30702070489236083
3,5,0,5.18603361118255,4.0,0.00505948,0.10865451271817964
3,5,1,4.7879208142735505,4.0,0.00875693,0.18805884439847745
3,6,0,4.816777764223553,5.0,0.01399754,0.3006032019008333
3,6,1,4.436151806669441,2.0,0.00618179,0.13275660348022242
3,7,0,4.545338816155472,2.0,0.00662579,0.14229169476368866
3,7,1,4.910120348498666,4.0,0.0140506,0.30174268826006917
3,8,0,5.046401542046516,5.0,0.02789759,0.5991127640511595
3,8,1,5.103777140176702,4.0,0.00832037,0.17868353032030176
3,9,0,5.52761387899405,5.0,0.02270749,0.48765313055945214
3,9,1,5.679229350872213,4.0,0.00532849,0.11443161836269597
3,10,0,5.780279288484024,3.0,0.01057585,0.22712093502307748
3,10,1,5.776605326468918,3.0,0.00372191,0.07992962071812122
3,11,0,6.730378161485148,5.0,0.01343591,0.2885419556901731
3,11,1,5.996326575470234,3.0,0.00968365,0.20796055564670682
3,12,0,6.898140624571832,5.0,0.02012667,0.4322289091941473
3,12,1,6.90173069881593,5.0,0.01215469,0.26102720421674375
3,13,0,7.455394765467974,3.0,0.00401747,0.08627689905087187
3,13,1,7.340928195912339,5.0,0.02408798,0.5172997480502456
3,14,0,7.796734119614891,5.0,0.00843775,0.1812043163897911
3,14,1,6.957965594233155,3.0,0.00698651,0.1500383121685804
3,15,0,7.338785428102634,3.0,0.01365499,0.2932467930739158
3,15,1,7.562829908692397,3.0,0.00714331,0.15340565972093964
3,16,0,7.9739174464051645,5.0,0.02160086,0.46388777455264524
3,16,1,8.259479628801785,4.0,0.01084499,0.23290083247360024
3,17,0,8.37278351448877,4.0,0.0117424,0.2521730988445359
3,17,1,8.670987381718648,4.0,0.01002594,0.21531138086161147
3,18,0,9.673517808867109,4.0,0.00528444,0.11348562563513585
3,18,1,9.272102868419305,4.0,0.00623984,0.13400325223924317
3,19,0,9.90264021421009,4.0,0.00669544,0.14378745852020539
3,19,1,9.817712193183619,5.0,0.00931684,0.20008315286812967
3,20,0,9.93649473254175,5.0,0.01932842,0.41508614654318576
3,20,1,9.953386741062086,3.0,0.01127358,0.2421049873681516
3,21,0,10.248737406676785,5.0,0.01434479,0.3080605452525983
3,21,1,10.220884577791725,3.0,0.00984388,0.2114015639267739
3,22,0,10.328393271380092,3.0,0.00942751,0.20245983879682608
3,22,1,10.524651309419072,3.0,0.01127358,0.2421049873681516
3,23,0,11.073806594124887,5.0,0.02757625,0.5922118491119049
3,23,1,11.011455728731463,3.0,0.00796785,0.17111301144812266
3,24,0,11.341745774582638,5.0,0.01979382,0.42508081204617043
3,24,1,11.943149221518587,5.0,0.01225394,0.26315864072549155
3,25,0,11.724877603307553,4.0,0.01880152,0.4037707420448561
3,25,1,11.669988692510927,3.0,0.00588333,0.1263470463980978
3,26,0,12.147984067589265,5.0,0.021711,0.46625307850300785
3,26,1,12.171484350865022,3.0,0.00380474,0.08170843065282732
3,27,0,12.59700314093986,5.0,0.02757625,0.5922118491119049
3,27,1,12.702130354491121,3.0,0.00455345,0.09778730046103454
3,28,0,12.588116088331589,3.0,0.01365499,0.2932467930739158
3,28,1,12.858037908090063,5.0,0.02050325,0.44031612693182237
3,29,0,12.993760062657032,5.0,0.02757625,0.5922118491119049
3,29,1,12.934487072324812,3.0,0.01127358,0.2421049873681516
4,0,0,1.2350298152077448,5.0,0.0118075,0.2535711493908279
4,0,1,1.2350298152077448,3.0,0.00290101,0.06230043955911799
4,1,0,1.5073953276724688,3.0,0.00689378,0.14804689546877
4,1,1,1.9842064666805577,4.0,0.01191689,0.2559203467680765
4,2,0,2.094455412564322,5.0,0.02524684,0.5421867658087088
4,2,1,2.3610655367781983,3.0,0.00408159,0.08765390367496162
4,3,0,2.4839996099914905,5.0,0.01529899,0.32855240133972324
4,3,1,2.4689494309838587,1.0,0.00191166,0.041053722078718616
4,4,0,3.0160105437309674,5.0,0.01039307,0.22319565577805056
4,4,1,2.8011565554701496,5.0,0.01368965,0.29399113150608913
4,5,0,3.4316049729206846,2.0,0.00282586,0.060686560933098876
4,5,1,3.4777939939119067,5.0,0.01846032,0.39644332504954377
4,6,0,3.576152124956346,5.0,0.02653349,0.5698181288714832
4,6,1,4.1835938758524085,4.0,0.00527713,0.11332864023585176
4,7,0,3.885651630345923,3.0,0.0172049,0.3694826396912348
4,7,1,3.976875687264169,5.0,0.0132167,0.2838343265004239
4,8,0,3.9970885516809433,5.0,0.02470017,0.5304467920430952
4,8,1,4.048461178592483,3.0,0.00450584,0.09676485519976015
4,9,0,4.4021004973798,5.0,0.02507065,0.5384030096527767
4,9,1,3.86067721718645,3.0,0.00479312,0.10293431696533263
4,10,0,4.174213345211284,5.0,0.02314382,0.49702350528853956
4,10,1,4.300880479769447,5.0,0.00983939,0.21130513924239833
4,11,0,4.659157550875477,5.0,0.01470449,0.3157852577180551
4,11,1,4.766159255870212,5.0,0.01604766,0.34463041213069767
4,12,0,5.000862764693227,4.0,0.01219488,0.26189030178134404
4,12,1,4.5952610509524225,4.0,0.00838057,0.17997635125558253
4,13,0,4.7137752483528255,5.0,0.0238528,0.5122491562303231
4,13,1,4.689316844385928,1.0,0.00106408,0.02285157642547467
4,14,0,4.785828385384935,3.0,0.00751707,0.16143231674370617
4,14,1,5.370180970809809,5.0,0.04116233,0.8839787702481098
4,15,0,4.624461984062636,5.0,0.01321822,0.2838669691552682
4,15,1,5.229540155738268,5.0,0.00999796,0.21471049830730654
4,16,0,4.441616340301127,3.0,0.00531313,0.114101755745322
4,16,1,4.738807987262013,5.0,0.0175772,0.3774779425850062
4,17,0,4.462830530662143,3.0,0.01147357,0.24639985877756693
4,17,1,4.204926092850918,1.0,0.00145409,0.03122720919904374
4,18,0,5.215000298167107,4.0,0.00546357,0.11733251955767483
4,18,1,4.901238062191841,5.0,0.03243678,0.6965938248687206
4,19,0,6.156623418648808,4.0,0.00521733,0.11204440947289843
4,19,1,5.66394438116359,4.0,0.00738696,0.15863814843989585
4,20,0,6.1813028306703295,5.0,0.01628072,0.34963547603728473
4,20,1,6.085041779598633,4.0,0.0119087,0.255744462989672
4,21,0,6.457086291976279,5.0,0.02366883,0.508298321222622
4,21,1,6.377879961489143,4.0,0.01490855,0.32016753413090215
4,22,0,6.504093086515177,4.0,0.01175099,0.2523575727952678
4,22,1,6.952341715460669,4.0,0.00842537,0.1809384505562566
4,23,0,7.1813113465757095,4.0,0.00524615,0.11266333138909099
4,23,1,7.1739184224129,4.0,0.00831191,0.17850184817557624
4,24,0,6.55373626475221,2.0,0.00464289,0.09970806299345171
4,24,1,7.119682458403796,5.0,0.02153002,0.4623664550334544
4,25,0,7.396440414372005,5.0,0.02378937,0.5108869696534982
4,25,1,7.302366678296947,3.0,0.01383799,0.29717679691372284
4,26,0,7.828006281001347,3.0,0.00445891,0.09575701323144242
4,26,1,7.464498175796782,5.0,0.0301984,0.6485236500329433
4,27,0,8.092942786491585,5.0,0.02685339,0.5766881191903591
4,27,1,8.228715884511237,4.0,0.00963935,0.20700919406144205
4,28,0,8.58120203306023,2.0,0.00576414,0.12378738979882675
4,28,1,8.72645464439091,5.0,0.01770261,0.380171176363969
4,29,0,8.828624365536509,4.0,0.02211152,0.47485441805448053
4,29,1,8.62550937091907,1.0,0.0013986,0.03003553754291865
5,0,0,1.202886184702195,2.0,0.01004721,0.21576816327512346
5,0,1,1.202886184702195,5.0,0.01400776,0.3008226808037996
5,1,0,1.814295547740106,3.0,0.01021391,0.21934811759258702
5,1,1,1.9030744106024986,3.0,0.00491616,0.10557665397325536
5,2,0,2.738401761628981,2.0,0.01004721,0.21576816327512346
5,2,1,3.02605863654827,5.0,0.01349536,0.2898186700523399
5,3,0,3.365972745801045,5.0,0.03224175,0.6924054715961656
5,3,1,3.5326522770029287,3.0,0.00420994,0.09041027522053119
5,4,0,4.111531799340064,5.0,0.02569468,0.5518043227465186
5,4,1,4.291918158084511,3.0,0.00293022,0.06292773689332981
5,5,0,4.62257827378647,5.0,0.02654475,0.5700599422225009
5,5,1,4.569286109144683,2.0,0.00255708,0.054914394637670824
5,6,0,4.88942512491974,5.0,0.01044124,0.22423012728058334
5,6,1,4.618909617177407,2.0,0.00251738,0.054061820034171704
5,7,0,5.081705141869605,3.0,0.01131764,0.24305119485001989
5,7,1,4.593051290934133,2.0,0.00514135,0.11041270623929987
5,8,0,4.897526028753643,3.0,0.00796703,0.17109540159485137
5,8,1,5.188770525170384,5.0,0.01985267,0.42634464114984605
5,9,0,5.647163349808324,5.0,0.01674499,0.35960587430344443
5,9,1,4.912239412350144,2.0,0.00285762,0.06136862061589817
5,10,0,5.229822666638746,3.0,0.00757425,0.16266028187791476
5,10,1,4.979191809079315,3.0,0.00971232,0.20857625624827658
5,11,0,5.3778214354213585,5.0,0.0261292,0.5611358269458243
5,11,1,5.389449556957872,1.0,0.00148292,0.03184634586954448
5,12,0,5.34882302275803,4.0,0.01038077,0.22293150797898154
5,12,1,4.96170925708545,1.0,0.00176919,0.03799411744999016
5,13,0,5.60662069988224,5.0,0.0399028,0.8569298208691365
5,13,1,5.305145563951017,3.0,0.00547858,0.11765486577426229
5,14,0,5.072917209666692,2.0,0.0061222,0.13147688255774098
5,14,1,5.095247449016871,1.0,0.00182213,0.039131026757527776
5,15,0,5.676539368277812,5.0,0.0120791,0.25940387640116447
5,15,1,5.34038614864207,2.0,0.00598515,0.12853367476404942
5,16,0,5.7400664047925485,5.0,0.0241411,0.5184405229353305
5,16,1,5.587141955265373,4.0,0.0117253,0.25180586897753754
5,17,0,5.676743868105509,5.0,0.0201892,0.4335717678832355
5,17,1,5.717461393885024,4.0,0.00824849,0.17713987635305953
5,18,0,5.746200348960846,5.0,0.02200562,0.47258016993078894
5,18,1,6.202124887975988,5.0,0.01144893,0.24587070416219617
5,19,0,6.1718033978268485,4.0,0.01105583,0.2374287123073976
5,19,1,6.367913450748597,5.0,0.01674718,0.3596529054969372
5,20,0,6.366952324538775,2.0,0.01004721,0.21576816327512346
5,20,1,6.633799990462742,5.0,0.01690278,0.36299448253231403
5,21,0,6.925821130258851,5.0,0.03293592,0.7073130714075254
5,21,1,7.320285674415321,3.0,0.00538602,0.11566709989769104
5,22,0,7.222314982434344,5.0,0.00848342,0.18218509931527735
5,22,1,7.567151329482968,4.0,0.00602196,0.12932418537248275
5,23,0,7.507907002723455,4.0,0.00550269,0.11817263841129917
5,23,1,7.1858253438513575,5.0,0.02132223,0.45790407526365384
5,24,0,6.940815370635814,4.0,0.01433438,0.3078369860177765
5,24,1,7.181327969760124,4.0,0.01063312,0.2283508329460597
5,25,0,7.410019891441891,4.0,0.01395966,0.29978971258142406
5,25,1,7.74398800120601,4.0,0.00526403,0.11304731209212787
5,26,0,8.028499119640223,4.0,0.00519211,0.11150279910765289
5,26,1,7.256922284633707,5.0,0.00936514,0.2011204161766689
5,27,0,7.7049447964128746,4.0,0.00524146,0.11256261161855168
5,27,1,7.611113690893402,5.0,0.01208807,0.25959651101560743
5,28,0,7.5802582826623155,4.0,0.01808205,0.3883198138337853
5,28,1,8.153295246461342,3.0,0.00304434,0.06537851305835046
5,29,0,8.368117484609641,5.0,0.01087195,0.23347981008847016
5,29,1,8.308772745352787,4.0,0.01097995,0.2357991566168809
6,0,0,1.4276112806192987,5.0,0.01227435,0.26359695426849955
6,0,1,1.4276112806192987,4.0,0.00568081,0.12199784214871133
6,1,0,1.4948968186015463,3.0,0.01145998,0.2461080076727419
6,1,1,1.4273669942545837,1.0,0.00112472,0.024153846550315647
6,2,0,2.208675210233749,3.0,0.0172049,0.3694826396912348
6,2,1,2.2754954928095508,4.0,0.00838621,0.18009747268539952
6,3,0,3.3271162036902746,5.0,0.01939919,0.41660596278221934
6,3,1,3.3541475454429177,4.0,0.00501738,0.10775039708071583
6,4,0,3.3702439029628652,4.0,0.01641264,0.35246851487087677
6,4,1,2.966457600314083,2.0,0.00728854,0.15652453653872747
6,5,0,3.442276842954176,4.0,0.01499753,0.3220784179651428
6,5,1,3.527843213484261,4.0,0.00518139,0.11127258248927731
6,6,0,3.8438198342167884,5.0,0.01731946,0.37194286504581564
6,6,1,3.3188429105993738,2.0,0.00483846,0.10390801299864877
6,7,0,3.723278154452897,5.0,0.0273955,0.5883301649914399
6,7,1,3.3057953753627176,2.0,0.0061222,0.13147688255774098
6,8,0,4.319712586323909,5.0,0.00941875,0.202271714022855
6,8,1,4.18156065867057,5.0,0.02109066,0.45293100974898653
6,9,0,5.004785758051693,5.0,0.00961833,0.2065577805056347
6,9,1,4.556418187478658,3.0,0.00873538,0.18759604886433623
6,10,0,5.326814120717864,5.0,0.01608325,0.34539472271353233
6,10,1,5.337573634664517,4.0,0.00524165,0.11256669195040721
6,11,0,4.972716407651581,3.0,0.00489243,0.10506704199992954
6,11,1,5.285817117213634,5.0,0.0226366,0.4861307372687203
6,12,0,6.0861877690284,5.0,0.04116233,0.8839787702481098
6,12,1,6.27013110987532,3.0,0.00298585,0.06412241510976951
6,13,0,6.138460565637237,2.0,0.00567263,0.12182217312461503
6,13,1,6.3256465560288,2.0,0.00417796,0.08972349094295179
6,14,0,7.2160172536744165,5.0,0.01323097,0.2841407808982056
6,14,1,7.379842443769412,4.0,0.00788068,0.16924099814366372
6,15,0,8.00437401197388,5.0,0.04656484,1.0
6,15,1,7.718370633517209,2.0,0.0061222,0.13147688255774098
6,16,0,7.909116969738516,2.0,0.01004721,0.21576816327512346
6,16,1,8.086627514488685,2.0,0.0061222,0.13147688255774098
6,17,0,8.586890383742078,5.0,0.03334174,0.7160282307423369
6,17,1,8.658041271133682,4.0,0.01003924,0.21559700409149907
6,18,0,8.96688295594656,5.0,0.03458045,0.7426300616516667
6,18,1,8.777870890452348,2.0,0.00132657,0.028488662261053618
6,19,0,8.864498847873136,4.0,0.01187927,0.2551124410606801
6,19,1,8.93069548672427,2.0,0.0061222,0.13147688255774098
6,20,0,9.594154237119124,4.0,0.00522133,0.1121303111961729
6,20,1,9.583210735813944,5.0,0.01354443,0.29087246944260947
6,21,0,9.487027384407396,3.0,0.00960291,0.2062266293624116
6,21,1,9.65803462996143,3.0,0.00955518,0.20520160704943902
6,22,0,9.808411093587244,4.0,0.0180728,0.38812116609871306
6,22,1,9.797668555012805,2.0,0.00282006,0.06056200343435089
6,23,0,10.077548670848175,5.0,0.04116233,0.8839787702481098
6,23,1,10.554325386541594,4.0,0.00685909,0.14730191277367213
6,24,0,10.443447362084113,5.0,0.03756197,0.8066594881459916
6,24,1,10.531884241520848,5.0,0.01060814,0.22781437668421065
6,25,0,10.537141673819093,5.0,0.03334174,0.7160282307423369
6,25,1,10.47146505286455,2.0,0.0061222,0.13147688255774098
6,26,0,10.526974385642328,3.0,0.0172049,0.3694826396912348
6,26,1,10.64622050425309,3.0,0.00955518,0.20520160704943902
6,27,0,10.923049139142742,5.0,0.03132085,0.6726287473553005
6,27,1,10.482310812997298,2.0,0.0061222,0.13147688255774098
6,28,0,10.883498195927773,5.0,0.04656484,1.0
6,28,1,10.6845331714043,3.0,0.00955518,0.20520160704943902
