"simulation";"bout";"interference";"exploitation1";"exploitation2"
1;1;0;5;0
1;2;1;9;0
1;3;1;0;6
1;4;2;1;4
1;5;0;30;0
1;6;0;9;1
1;7;0;29;2
1;8;0;0;46
1;9;2;13;3
1;10;1;14;1
1;11;0;2;13
1;12;0;2;9
1;13;1;2;11
1;14;1;2;0
1;15;0;2;13
1;16;0;2;0
1;17;1;5;1
1;18;1;0;11
1;19;1;0;11
1;20;0;0;4
1;21;1;3;3
1;22;1;12;1
1;23;1;5;5
1;24;1;13;0
1;25;1;0;4
1;26;1;6;9
1;27;1;8;0
1;28;3;4;0
1;29;1;0;20
1;30;0;3;0
1;31;1;4;23
1;32;0;0;2
1;33;0;7;3
1;34;0;0;0
1;35;1;3;1
1;36;0;3;10
1;37;1;5;22
1;38;0;0;9
1;39;1;3;1
1;40;0;2;21
1;41;0;0;4
1;42;0;10;0
1;43;0;0;0
1;44;1;0;13
1;45;1;0;1
1;46;0;0;0
1;47;8;15;9
1;48;0;15;7
1;49;1;2;8
1;50;0;1;0
2;1;0;0;2
2;2;1;7;2
2;3;0;20;5
2;4;0;4;6
2;5;1;1;1
2;6;0;0;0
2;7;0;1;25
2;8;0;17;0
2;9;0;0;1
2;10;0;6;9
2;11;1;3;7
2;12;0;33;0
2;13;0;12;2
2;14;0;1;7
2;15;1;2;12
2;16;2;8;2
2;17;1;0;5
2;18;0;1;1
2;19;1;1;0
2;20;0;2;1
2;21;0;0;0
2;22;1;6;11
2;23;1;9;4
2;24;1;37;2
2;25;1;0;0
2;26;5;7;4
2;27;1;2;3
2;28;0;2;0
2;29;0;3;15
2;30;2;3;0
2;31;1;4;6
2;32;1;1;0
2;33;0;0;10
2;34;0;1;11
2;35;1;0;14
2;36;1;13;2
2;37;0;6;0
2;38;2;0;4
2;39;0;13;0
2;40;0;2;0
2;41;1;2;7
2;42;1;1;19
2;43;1;1;5
2;44;0;2;0
2;45;1;0;10
2;46;1;4;0
2;47;1;3;0
2;48;0;0;8
2;49;1;1;5
2;50;1;5;3
3;1;0;7;0
3;2;0;8;1
3;3;1;1;19
3;4;0;3;1
3;5;1;4;2
3;6;0;2;4
3;7;0;19;2
3;8;0;13;2
3;9;0;8;13
3;10;0;2;2
3;11;2;16;2
3;12;1;2;16
3;13;1;16;0
3;14;1;10;1
3;15;0;0;2
3;16;0;4;9
3;17;1;3;10
3;18;2;6;4
3;19;2;21;6
3;20;0;45;1
3;21;2;7;14
3;22;1;4;1
3;23;0;8;0
3;24;1;4;0
3;25;0;0;3
3;26;0;1;6
3;27;0;0;7
3;28;0;4;0
3;29;1;0;1
3;30;1;7;1
3;31;1;0;19
3;32;0;1;0
3;33;1;14;1
3;34;1;7;3
3;35;0;4;5
3;36;1;7;1
3;37;1;2;23
3;38;1;4;4
3;39;4;3;2
3;40;0;0;7
3;41;0;3;12
3;42;1;3;18
3;43;0;13;0
3;44;0;3;4
3;45;0;5;0
3;46;0;7;4
3;47;1;2;2
3;48;1;6;34
3;49;2;8;28
3;50;0;1;0
4;1;0;7;1
4;2;3;17;5
4;3;2;0;27
4;4;0;3;1
4;5;1;6;2
4;6;1;1;15
4;7;0;7;7
4;8;2;5;5
4;9;0;10;4
4;10;3;1;5
4;11;0;4;10
4;12;0;3;0
4;13;1;5;0
4;14;0;1;9
4;15;1;2;0
4;16;2;22;2
4;17;0;5;2
4;18;0;0;1
4;19;0;5;1
4;20;2;0;6
4;21;0;0;4
4;22;0;1;6
4;23;2;3;15
4;24;0;21;0
4;25;0;1;5
4;26;0;2;2
4;27;0;4;10
4;28;1;2;8
4;29;0;3;0
4;30;0;2;1
4;31;0;10;2
4;32;0;11;3
4;33;1;1;3
4;34;0;5;2
4;35;0;15;4
4;36;1;40;5
4;37;1;0;2
4;38;1;2;3
4;39;0;2;1
4;40;0;3;5
4;41;2;4;6
4;42;1;11;0
4;43;0;4;1
4;44;4;3;6
4;45;1;6;1
4;46;1;7;3
4;47;0;6;1
4;48;1;0;12
4;49;0;8;0
4;50;1;4;0
5;1;0;6;3
5;2;0;11;0
5;3;1;2;5
5;4;0;3;22
5;5;1;3;7
5;6;1;0;0
5;7;0;4;0
5;8;0;2;5
5;9;1;6;1
5;10;1;4;1
5;11;1;0;0
5;12;0;4;0
5;13;0;11;0
5;14;1;2;0
5;15;2;1;3
5;16;2;9;6
5;17;1;2;0
5;18;0;0;1
5;19;1;4;3
5;20;1;14;1
5;21;0;0;7
5;22;2;0;2
5;23;2;5;0
5;24;5;4;21
5;25;1;0;3
5;26;3;2;1
5;27;0;1;3
5;28;1;1;4
5;29;0;18;1
5;30;1;4;7
5;31;0;7;1
5;32;0;1;6
5;33;0;4;13
5;34;0;17;0
5;35;0;21;0
5;36;0;10;0
5;37;0;4;2
5;38;0;20;0
5;39;0;29;2
5;40;0;0;9
5;41;0;5;2
5;42;1;0;3
5;43;1;1;4
5;44;0;0;3
5;45;0;8;1
5;46;0;7;2
5;47;0;5;4
5;48;1;3;6
5;49;0;1;10
5;50;0;3;1
6;1;0;0;4
6;2;1;1;3
6;3;0;1;1
6;4;1;1;5
6;5;1;4;16
6;6;0;3;15
6;7;0;12;1
6;8;0;11;4
6;9;4;7;29
6;10;0;1;7
6;11;0;4;14
6;12;0;0;2
6;13;1;10;1
6;14;2;3;8
6;15;0;8;4
6;16;0;11;1
6;17;0;0;16
6;18;0;0;16
6;19;1;14;1
6;20;1;5;1
6;21;0;13;1
6;22;1;6;0
6;23;0;1;12
6;24;0;0;6
6;25;1;7;2
6;26;0;1;12
6;27;0;0;9
6;28;0;1;0
6;29;0;0;13
6;30;0;1;3
6;31;2;11;4
6;32;3;6;2
6;33;0;2;0
6;34;1;1;1
6;35;0;0;16
6;36;3;4;0
6;37;0;1;1
6;38;2;7;32
6;39;1;19;3
6;40;1;0;2
6;41;2;0;17
6;42;0;1;0
6;43;1;13;2
6;44;0;2;16
6;45;0;2;6
6;46;0;5;0
6;47;2;3;0
6;48;0;3;1
6;49;0;2;2
6;50;0;0;1
7;1;1;15;0
7;2;0;3;1
7;3;1;1;0
7;4;2;24;0
7;5;0;0;1
7;6;0;1;0
7;7;1;5;30
7;8;0;1;29
7;9;2;1;21
7;10;0;0;1
7;11;0;0;0
7;12;1;0;7
7;13;0;5;8
7;14;3;10;15
7;15;1;17;0
7;16;0;2;10
