"ID","x","y","patch"
0,0,0,1
1,60.0086988615545,38.6405920030392,2
2,41.1292010438394,12.7594601513103,2
3,70.9585304505273,57.475863226862,2
4,27.2369319007496,28.4723739348391,2
5,51.7741071583583,72.2526980239503,2
6,-478.221158819324,-99.8943812410111,3
7,-500.701339218208,-101.506830349427,3
8,-452.722473620854,-117.852354045629,3
9,164.66429381673,-152.035896775362,4
10,155.818826120393,-182.28616595645,4
