"simulation";"bout";"interference";"exploitation1";"exploitation2"
1;1;0;2;0
1;2;0;4;0
1;3;0;1;5
1;4;2;4;2
1;5;1;0;0
1;6;0;1;0
1;7;1;15;4
1;8;1;0;11
1;9;0;2;5
1;10;1;0;1
1;11;1;1;1
1;12;1;1;0
1;13;1;3;2
1;14;0;1;1
1;15;0;0;0
1;16;0;13;0
1;17;0;0;3
1;18;1;3;0
1;19;0;0;5
1;20;0;1;4
1;21;0;0;4
1;22;0;0;0
1;23;0;0;6
1;24;1;1;2
1;25;0;0;15
1;26;0;0;0
1;27;0;1;0
1;28;0;2;3
1;29;1;0;1
1;30;1;0;0
1;31;0;0;0
1;32;1;0;0
1;33;1;1;0
1;34;1;0;8
1;35;0;0;0
1;36;0;2;0
1;37;0;11;0
1;38;0;0;0
1;39;1;0;3
1;40;0;2;0
1;41;1;0;0
1;42;1;10;5
1;43;1;4;1
1;44;0;0;3
1;45;1;2;0
1;46;0;0;0
1;47;0;5;0
1;48;1;0;2
1;49;0;0;0
1;50;0;0;0
2;1;0;0;5
2;2;1;1;1
2;3;1;1;0
2;4;0;0;2
2;5;0;0;2
2;6;1;0;0
2;7;0;2;0
2;8;2;0;5
2;9;1;1;0
2;10;0;4;0
2;11;1;3;0
2;12;1;3;0
2;13;1;2;0
2;14;1;0;7
2;15;0;0;1
2;16;0;9;1
2;17;1;2;2
2;18;0;3;1
2;19;0;0;5
2;20;1;1;10
2;21;1;15;0
2;22;0;0;1
2;23;0;1;3
2;24;1;5;0
2;25;0;0;2
2;26;0;1;1
2;27;1;6;2
2;28;0;0;4
2;29;0;1;1
2;30;1;1;0
2;31;0;0;0
2;32;1;4;5
2;33;1;0;0
2;34;0;0;10
2;35;0;0;0
2;36;1;0;0
2;37;0;2;0
2;38;0;2;0
2;39;4;0;1
2;40;1;0;0
2;41;0;6;3
2;42;0;0;0
2;43;0;3;0
2;44;0;0;1
2;45;0;5;0
2;46;1;0;0
2;47;0;0;0
2;48;0;0;1
2;49;0;0;0
2;50;0;0;0
3;1;1;3;2
3;2;0;5;1
3;3;0;1;0
3;4;1;6;1
3;5;0;10;1
3;6;1;3;0
3;7;1;1;2
3;8;0;7;0
3;9;2;2;0
3;10;0;0;0
3;11;0;1;2
3;12;0;1;2
3;13;2;4;5
3;14;0;0;2
3;15;1;11;1
3;16;1;0;2
3;17;2;0;3
3;18;0;1;3
3;19;0;1;1
3;20;0;3;3
3;21;1;0;1
3;22;2;0;0
3;23;1;0;1
3;24;0;1;2
3;25;0;1;9
3;26;1;0;4
3;27;2;0;0
3;28;0;8;2
3;29;1;1;3
3;30;0;7;0
3;31;0;12;0
3;32;0;0;5
3;33;2;3;9
3;34;0;1;4
3;35;0;0;1
3;36;1;2;0
3;37;0;2;0
3;38;1;2;3
3;39;0;0;1
3;40;0;1;1
3;41;0;0;0
3;42;0;4;0
3;43;0;0;0
3;44;0;2;1
3;45;0;0;0
3;46;0;2;0
3;47;0;0;0
3;48;1;3;0
3;49;0;0;3
3;50;0;12;0
4;1;3;0;0
4;2;1;4;0
4;3;0;0;2
4;4;0;1;6
4;5;0;0;1
4;6;2;0;1
4;7;2;1;9
4;8;1;2;0
4;9;0;0;2
4;10;0;0;4
4;11;0;3;6
4;12;1;0;0
4;13;2;3;0
4;14;0;4;0
4;15;1;3;0
4;16;0;0;12
4;17;0;0;2
4;18;0;5;0
4;19;0;0;1
4;20;3;0;0
4;21;1;13;0
4;22;0;1;8
4;23;0;1;4
4;24;0;0;0
4;25;0;1;4
4;26;0;0;4
4;27;0;3;0
4;28;0;1;1
4;29;0;1;0
4;30;1;0;2
4;31;0;0;0
4;32;1;0;3
4;33;0;0;0
4;34;1;1;2
4;35;1;1;1
4;36;0;0;0
4;37;0;0;1
4;38;0;1;3
4;39;0;0;1
4;40;0;0;0
4;41;1;2;0
4;42;0;0;0
4;43;3;0;1
4;44;0;1;3
4;45;0;0;0
