"ID","x","y","patch"
0,0,0,1
1,-58.3289192480309,-93.0868380529951,2
2,-25.5170568398734,-112.776603758435,2
3,-34.1558505556602,-78.1834903957854,2
4,-80.4620358511951,-104.907971031194,2
5,-76.4801441581518,-83.3005277402995,2
6,-56.4635259470353,-72.4142091546977,2
7,-53.4483022157586,-121.742313046552,2
8,-74.7070100636762,-59.4054157885012,2
9,-18.4923047465729,-90.9183176180777,2
10,-97.9396958092233,-87.8311396420046,2
