simulation,bout,bee,distance_with_previous_learning_array,number_of_resources_foraged,absolute_quality
0,0,0,,3,0.00783524
0,0,1,,3,0.00961749
0,1,0,,5,0.01114729
0,1,1,,2,0.00324343
0,2,0,,5,0.00695871
0,2,1,,3,0.00859474
0,3,0,,5,0.02031458
0,3,1,,2,0.00707674
0,4,0,,5,0.02031458
0,4,1,,2,0.00707674
0,5,0,,5,0.02031458
0,5,1,,2,0.00707674
0,6,0,,5,0.00966334
0,6,1,,5,0.01761484
0,7,0,,5,0.012749
0,7,1,,5,0.01761484
0,8,0,,4,0.0044941
0,8,1,,5,0.01761484
0,9,0,,5,0.02474176
0,9,1,,5,0.01761484
0,10,0,,5,0.02474176
0,10,1,,5,0.01761484
0,11,0,,5,0.02474176
0,11,1,,5,0.01761484
0,12,0,,5,0.02474176
0,12,1,,5,0.01761484
0,13,0,,5,0.02474176
0,13,1,,5,0.01761484
0,14,0,,5,0.02474176
0,14,1,,5,0.01761484
0,15,0,,5,0.02474176
0,15,1,,5,0.01761484
0,16,0,,5,0.02474176
0,16,1,,5,0.01761484
0,17,0,,5,0.02474176
0,17,1,,5,0.01761484
0,18,0,,5,0.02474176
0,18,1,,5,0.01761484
0,19,0,,5,0.02474176
0,19,1,,5,0.01761484
0,20,0,,5,0.02474176
0,20,1,,5,0.01761484
0,21,0,,5,0.02474176
0,21,1,,5,0.01761484
0,22,0,,5,0.02474176
0,22,1,,5,0.01761484
0,23,0,,5,0.02474176
0,23,1,,5,0.01761484
0,24,0,,5,0.02474176
0,24,1,,5,0.01761484
0,25,0,,5,0.02474176
0,25,1,,5,0.01761484
0,26,0,,5,0.02474176
0,26,1,,5,0.01761484
0,27,0,,5,0.02474176
0,27,1,,5,0.01761484
0,28,0,,5,0.02474176
0,28,1,,5,0.01761484
0,29,0,,5,0.02474176
0,29,1,,5,0.01761484
1,0,0,,3,0.00659405
1,0,1,,5,0.02556755
1,1,0,,5,0.00896316
1,1,1,,5,0.02556755
1,2,0,,5,0.01352042
1,2,1,,5,0.02556755
1,3,0,,5,0.01241314
1,3,1,,5,0.02556755
1,4,0,,5,0.01352042
1,4,1,,5,0.02556755
1,5,0,,5,0.01352042
1,5,1,,5,0.02556755
1,6,0,,5,0.01352042
1,6,1,,5,0.02556755
1,7,0,,5,0.01352042
1,7,1,,5,0.02556755
1,8,0,,5,0.01352042
1,8,1,,5,0.02556755
1,9,0,,5,0.01352042
1,9,1,,5,0.02556755
1,10,0,,5,0.01352042
1,10,1,,5,0.02556755
1,11,0,,5,0.01352042
1,11,1,,5,0.02556755
1,12,0,,5,0.01352042
1,12,1,,5,0.02556755
1,13,0,,5,0.01352042
1,13,1,,5,0.02556755
1,14,0,,5,0.01352042
1,14,1,,5,0.02556755
1,15,0,,5,0.01352042
1,15,1,,5,0.02556755
1,16,0,,5,0.01352042
1,16,1,,5,0.02556755
1,17,0,,5,0.01352042
1,17,1,,5,0.02556755
1,18,0,,5,0.01352042
1,18,1,,5,0.02556755
1,19,0,,5,0.01352042
1,19,1,,5,0.02556755
1,20,0,,5,0.01352042
1,20,1,,5,0.02556755
1,21,0,,5,0.01352042
1,21,1,,5,0.02556755
1,22,0,,5,0.01352042
1,22,1,,5,0.02556755
1,23,0,,5,0.01352042
1,23,1,,5,0.02556755
1,24,0,,5,0.01352042
1,24,1,,5,0.02556755
1,25,0,,5,0.01352042
1,25,1,,5,0.02556755
1,26,0,,5,0.01352042
1,26,1,,5,0.02556755
1,27,0,,5,0.01352042
1,27,1,,5,0.02556755
1,28,0,,5,0.01352042
1,28,1,,5,0.02556755
1,29,0,,5,0.01352042
1,29,1,,5,0.02556755
2,0,0,,3,0.00919416
2,0,1,,2,0.00402164
2,1,0,,2,0.00322819
2,1,1,,3,0.01565849
2,2,0,,4,0.00480155
2,2,1,,3,0.01565849
2,3,0,,5,0.01185117
2,3,1,,3,0.00285516
2,4,0,,5,0.01843965
2,4,1,,3,0.01565849
2,5,0,,4,0.01180138
2,5,1,,4,0.01915369
2,6,0,,4,0.0116577
2,6,1,,4,0.01915369
2,7,0,,4,0.01180138
2,7,1,,4,0.01915369
2,8,0,,4,0.01180138
2,8,1,,4,0.01915369
2,9,0,,4,0.01440319
2,9,1,,4,0.01915369
2,10,0,,4,0.00925104
2,10,1,,4,0.01915369
2,11,0,,5,0.01152358
2,11,1,,4,0.01915369
2,12,0,,5,0.02009989
2,12,1,,4,0.01915369
2,13,0,,5,0.02009989
2,13,1,,4,0.01915369
2,14,0,,5,0.02009989
2,14,1,,4,0.01915369
2,15,0,,5,0.02009989
2,15,1,,4,0.01915369
2,16,0,,5,0.02009989
2,16,1,,4,0.01915369
2,17,0,,5,0.02009989
2,17,1,,4,0.01915369
2,18,0,,5,0.02009989
2,18,1,,4,0.01915369
2,19,0,,5,0.02009989
2,19,1,,4,0.00586288
2,20,0,,5,0.02009989
2,20,1,,4,0.01915369
2,21,0,,4,0.00596165
2,21,1,,5,0.01963833
2,22,0,,4,0.00532514
2,22,1,,5,0.01963833
2,23,0,,4,0.0090963
2,23,1,,5,0.01963833
2,24,0,,5,0.02009989
2,24,1,,4,0.00842027
2,25,0,,4,0.00493082
2,25,1,,5,0.01963833
2,26,0,,5,0.02009989
2,26,1,,4,0.01021211
2,27,0,,5,0.02009989
2,27,1,,4,0.01915369
2,28,0,,5,0.02009989
2,28,1,,4,0.01021211
2,29,0,,5,0.02009989
2,29,1,,4,0.01915369
3,0,0,,3,0.00376405
3,0,1,,5,0.01281557
3,1,0,,3,0.00573098
3,1,1,,5,0.01072053
3,2,0,,3,0.00684933
3,2,1,,5,0.01386669
3,3,0,,4,0.0106094
3,3,1,,5,0.02005647
3,4,0,,3,0.01044567
3,4,1,,5,0.02005647
3,5,0,,3,0.00981747
3,5,1,,5,0.02005647
3,6,0,,4,0.01103858
3,6,1,,5,0.02005647
3,7,0,,3,0.00981747
3,7,1,,5,0.02005647
3,8,0,,3,0.00830014
3,8,1,,5,0.02005647
3,9,0,,5,0.00975442
3,9,1,,5,0.02005647
3,10,0,,5,0.01599142
3,10,1,,5,0.02005647
3,11,0,,5,0.01240303
3,11,1,,5,0.02005647
3,12,0,,5,0.01624179
3,12,1,,5,0.02005647
3,13,0,,5,0.01624179
3,13,1,,5,0.02005647
3,14,0,,5,0.01624179
3,14,1,,5,0.02005647
3,15,0,,5,0.01624179
3,15,1,,5,0.02005647
3,16,0,,5,0.01624179
3,16,1,,5,0.02005647
3,17,0,,5,0.01624179
3,17,1,,5,0.02005647
3,18,0,,5,0.01624179
3,18,1,,5,0.02005647
3,19,0,,5,0.01624179
3,19,1,,5,0.02005647
3,20,0,,5,0.01624179
3,20,1,,5,0.02005647
3,21,0,,5,0.01624179
3,21,1,,5,0.02005647
3,22,0,,5,0.01624179
3,22,1,,5,0.02005647
3,23,0,,5,0.01624179
3,23,1,,5,0.02005647
3,24,0,,5,0.01624179
3,24,1,,5,0.02005647
3,25,0,,5,0.01624179
3,25,1,,5,0.02005647
3,26,0,,5,0.01624179
3,26,1,,5,0.02005647
3,27,0,,5,0.01624179
3,27,1,,5,0.02005647
3,28,0,,5,0.01624179
3,28,1,,5,0.02005647
3,29,0,,5,0.01624179
3,29,1,,5,0.02005647
4,0,0,,3,0.00383619
4,0,1,,5,0.01649357
4,1,0,,5,0.01790685
4,1,1,,5,0.01649357
4,2,0,,5,0.02404609
4,2,1,,5,0.01649357
4,3,0,,5,0.02404609
4,3,1,,5,0.01649357
4,4,0,,5,0.02404609
4,4,1,,5,0.01649357
4,5,0,,5,0.02404609
4,5,1,,5,0.01649357
4,6,0,,5,0.02404609
4,6,1,,5,0.01649357
4,7,0,,5,0.02404609
4,7,1,,5,0.01649357
4,8,0,,5,0.02404609
4,8,1,,5,0.01649357
4,9,0,,5,0.02404609
4,9,1,,5,0.01649357
4,10,0,,5,0.02404609
4,10,1,,5,0.01649357
4,11,0,,5,0.02404609
4,11,1,,5,0.01649357
4,12,0,,5,0.02404609
4,12,1,,5,0.01649357
4,13,0,,5,0.02404609
4,13,1,,5,0.01649357
4,14,0,,5,0.02404609
4,14,1,,5,0.01649357
4,15,0,,5,0.02404609
4,15,1,,5,0.01649357
4,16,0,,5,0.02404609
4,16,1,,5,0.01649357
4,17,0,,5,0.02404609
4,17,1,,5,0.01649357
4,18,0,,5,0.02404609
4,18,1,,5,0.01649357
4,19,0,,5,0.02404609
4,19,1,,5,0.01649357
4,20,0,,5,0.02404609
4,20,1,,5,0.01649357
4,21,0,,5,0.02404609
4,21,1,,5,0.01649357
4,22,0,,5,0.02404609
4,22,1,,5,0.01649357
4,23,0,,5,0.02404609
4,23,1,,5,0.01649357
4,24,0,,5,0.02404609
4,24,1,,5,0.01649357
4,25,0,,5,0.02404609
4,25,1,,5,0.01649357
4,26,0,,5,0.02404609
4,26,1,,5,0.01649357
4,27,0,,5,0.02404609
4,27,1,,5,0.01649357
4,28,0,,5,0.02404609
4,28,1,,5,0.01649357
4,29,0,,5,0.02404609
4,29,1,,5,0.01649357
5,0,0,,3,0.00535537
5,0,1,,5,0.02048406
5,1,0,,4,0.0072047
5,1,1,,5,0.02606456
5,2,0,,5,0.01522667
5,2,1,,4,0.00509559
5,3,0,,5,0.01522667
5,3,1,,4,0.01668132
5,4,0,,5,0.01167321
5,4,1,,5,0.02606456
5,5,0,,5,0.01522667
5,5,1,,4,0.00799004
5,6,0,,5,0.01522667
5,6,1,,4,0.00540702
5,7,0,,5,0.01522667
5,7,1,,4,0.01423861
5,8,0,,4,0.00974507
5,8,1,,5,0.02606456
5,9,0,,5,0.00690574
5,9,1,,5,0.02606456
5,10,0,,5,0.01522667
5,10,1,,4,0.01668132
5,11,0,,5,0.01271279
5,11,1,,5,0.02606456
5,12,0,,5,0.01522667
5,12,1,,4,0.00476855
5,13,0,,5,0.01522667
5,13,1,,5,0.00707036
5,14,0,,5,0.01522667
5,14,1,,5,0.00990526
5,15,0,,5,0.01271279
5,15,1,,5,0.02606456
5,16,0,,5,0.01522667
5,16,1,,4,0.00631717
5,17,0,,5,0.01522667
5,17,1,,5,0.01490827
5,18,0,,5,0.01271279
5,18,1,,5,0.02606456
5,19,0,,5,0.01522667
5,19,1,,4,0.01255552
5,20,0,,5,0.01271279
5,20,1,,5,0.02606456
5,21,0,,5,0.01369421
5,21,1,,5,0.02606456
5,22,0,,5,0.01007377
5,22,1,,5,0.02606456
5,23,0,,5,0.01522667
5,23,1,,4,0.01668132
5,24,0,,5,0.01522667
5,24,1,,5,0.00874756
5,25,0,,5,0.01271279
5,25,1,,5,0.02606456
5,26,0,,5,0.01522667
5,26,1,,4,0.01139894
5,27,0,,5,0.01271279
5,27,1,,5,0.02606456
5,28,0,,5,0.01271279
5,28,1,,5,0.02606456
5,29,0,,5,0.01369421
5,29,1,,5,0.02606456
6,0,0,,5,0.01105277
6,0,1,,2,0.00123315
6,1,0,,3,0.00292625
6,1,1,,5,0.0204957
6,2,0,,5,0.01571704
6,2,1,,3,0.00737845
6,3,0,,4,0.00470006
6,3,1,,5,0.01180352
6,4,0,,3,0.00912866
6,4,1,,4,0.01421824
6,5,0,,3,0.00731223
6,5,1,,4,0.01421824
6,6,0,,3,0.00909522
6,6,1,,4,0.01421824
6,7,0,,3,0.00912866
6,7,1,,4,0.01421824
6,8,0,,4,0.00472742
6,8,1,,4,0.01421824
6,9,0,,4,0.00874432
6,9,1,,4,0.00732694
6,10,0,,5,0.01202441
6,10,1,,4,0.01421824
6,11,0,,5,0.01598532
6,11,1,,4,0.01421824
6,12,0,,5,0.01598532
6,12,1,,4,0.01421824
6,13,0,,5,0.01598532
6,13,1,,4,0.01421824
6,14,0,,5,0.01598532
6,14,1,,4,0.01421824
6,15,0,,5,0.01598532
6,15,1,,4,0.01421824
6,16,0,,5,0.01598532
6,16,1,,4,0.01421824
6,17,0,,5,0.01598532
6,17,1,,4,0.00493503
6,18,0,,5,0.01598532
6,18,1,,4,0.01421824
6,19,0,,5,0.01598532
6,19,1,,4,0.01421824
6,20,0,,5,0.01598532
6,20,1,,4,0.01421824
6,21,0,,5,0.01598532
6,21,1,,5,0.01148127
6,22,0,,5,0.01598532
6,22,1,,4,0.01421824
6,23,0,,5,0.01598532
6,23,1,,4,0.01421824
