"1","2","3","4","5","6","7","8","9","10","11"
0,0.0545943563313064,0.0533876533052648,0.047510613776928,0.060371737411063,0.0573505509973953,0.151052100069207,0.120329922894345,0.175785756042656,0.141357719681613,0.138259589490221
0.00102289258636351,0,0.295285703817004,0.159242690221998,0.206196673030094,0.336232740679518,0.000408111473141445,0.000371888757695552,0.000441499314968594,0.000393770442119402,0.000404029677097301
0.00111503822333109,0.329161523611981,0,0.266449798005991,0.311096523411093,0.0899761900354435,0.000445183939229833,0.00040625253615994,0.000479712742248417,0.000430601761870562,0.000439175732651503
0.00167744903700862,0.300079217433819,0.450427777596396,0,0.128804139716995,0.115544034141772,0.000700777797398612,0.000641348574464514,0.000754349625818896,0.000677914428597419,0.000692991647729389
0.00172244773103404,0.313987059836229,0.424970331358217,0.104083887605281,0,0.151989983938771,0.00065689753988027,0.000597349823522393,0.00070990007627505,0.000634541839602784,0.000647600251187424
0.00184865303802298,0.578462930935922,0.138866180298866,0.10548887165573,0.171719812572651,0,0.00072986332585993,0.00066370075747528,0.000792826459407235,0.000702492119252152,0.000724668836813343
0.0036067189357082,0.000520094253772096,0.000508951146126028,0.000473922330409056,0.000549757028421314,0.000540641351447054,0,0.226079467633919,0.163867642333014,0.421031154031366,0.182821650955817
0.00392962729003497,0.000648199201219118,0.00063522105437453,0.000593216418984302,0.000683744876561161,0.000672406993864795,0.309209844441265,0,0.0731307227975908,0.480415469759772,0.130081547166333
0.00770120074540411,0.00103233943155536,0.0010062527813798,0.000936027802473535,0.00109008310451205,0.0010775441776087,0.300664695764124,0.0981063020644077,0,0.115726396994815,0.47265915713372
0.00369456694203316,0.000549293982738183,0.00053885372335117,0.000501834128243015,0.000581288719604946,0.000569596945566603,0.460863919875829,0.384488425131064,0.069040142378864,0,0.0791720781727064
0.00537899177431736,0.000838951012514905,0.000818078591973818,0.000763615831526355,0.000883080405136444,0.000874636079907801,0.297884366476591,0.154968556613381,0.419738619925711,0.11785110328894,0
