simulation,bout,bee,distance_with_previous_learning_array,number_of_resources_foraged,relative_quality,absolute_quality
0,0,0,1.359534816189373,2,0.00101495,0.39948281155290355
0,0,1,1.359534816189373,3,0.00245276,0.9654026906394401
0,1,0,1.1917621012981563,2,0.0025445,1.0015114182928844
0,1,1,1.7599315887119271,3,0.00245992,0.9682208559980477
0,2,0,1.292886497267073,2,0.00332956,1.3105098675147402
0,2,1,1.7722343862849406,3,0.00220576,0.8681838577377532
0,3,0,1.2945156090983203,2,0.00108006,0.4251100107845993
0,3,1,1.7073205683733859,3,0.00244933,0.9640526477372021
0,4,0,1.7832028169075285,2,0.00108478,0.42696779576960314
0,4,1,1.3045846325685446,3,0.00221269,0.8709114954381931
0,5,0,1.9639894130385351,3,0.00246188,0.9689923090850409
0,5,1,1.9632642173716355,2,0.00099949,0.39339777852998825
0,6,0,2.21113167132763,3,0.00274297,1.0796289153212157
0,6,1,2.059686585337663,2,0.00128663,0.5064156557744838
0,7,0,1.7845885160481894,2,0.00201994,0.7950453819086378
0,7,1,1.3643861051790793,2,0.00286665,1.1283091795045381
0,8,0,2.0203265318353356,3,0.00293,1.153243645351995
0,8,1,1.310991624187756,2,0.00297437,1.1707076114080592
0,9,0,1.4753116474397427,3,0.00445538,1.7536309462895467
0,9,1,2.0109247805673216,2,0.00103175,0.4060952665842733
1,0,0,1.9730768215962562,3,0.00229693,0.9040682342383475
1,0,1,1.255860000314126,2,0.00256521,1.0096628435131028
1,1,0,1.3413660837425074,2,0.00297437,1.1707076114080592
1,1,1,1.8089358636840083,3,0.00239691,0.9434202136452732
1,2,0,2.024056453916451,2,0.00102193,0.4022301291790322
1,2,1,2.091640543908473,3,0.00306489,1.2063361488747018
1,3,0,2.4085416139566633,2,0.00160908,0.633331496540269
1,3,1,2.1927158154919413,3,0.00269492,1.0607165067344706
1,4,0,2.4198151121969893,2,0.00169132,0.6657010383128793
1,4,1,1.972279369267052,3,0.00459348,1.8079869010414613
1,5,0,1.8029318495844833,2,0.0020577,0.809907661788669
1,5,1,1.8393379977588378,3,0.00500206,1.9688033817984303
1,6,0,2.138787790421506,3,0.00320004,1.259530988010989
1,6,1,1.9906046925137173,2,0.00192116,0.7561657207182385
1,7,0,2.478090006582841,2,0.00104651,0.41190478064754826
1,7,1,2.202195305075406,3,0.00462201,1.8192162666393772
1,8,0,2.165189622831212,4,0.00709217,2.7914675714184503
1,8,1,2.7565058991313993,1,0.00027074,0.10656286161863453
1,9,0,1.9855999487707812,3,0.00462201,1.8192162666393772
1,9,1,2.4324894467613563,2,0.00242579,0.954787338723009
2,0,0,2.331557147742326,2,0.00165449,0.6512048050506561
2,0,1,2.2458147978766476,3,0.0049182,1.9357962104335094
2,1,0,2.2154233632191,3,0.00455518,1.7929120779639935
2,1,1,2.6390622629180895,2,0.00094932,0.3736509410940464
2,2,0,2.3850787645158813,2,0.00194511,0.7655924051230781
2,2,1,2.7129877688729596,3,0.00255827,1.006931269827525
2,3,0,2.5991229120011097,4,0.00460047,1.810738154652728
2,3,1,2.7699829204371227,1,0.00046976,0.18489683782954033
2,4,0,3.169214913072878,3,0.00236082,0.9292152432832413
2,4,1,3.205943362744573,2,0.00242579,0.954787338723009
2,5,0,2.9947082270375716,2,0.00297437,1.1707076114080592
2,5,1,3.1250044151291836,3,0.00233161,0.9177182306959608
2,6,0,3.646845749247315,3,0.00239677,0.9433651098533451
2,6,1,3.165860601288747,2,0.00213502,0.840340698873521
2,7,0,3.5921876595907913,2,0.00116008,0.45660576385663565
2,7,1,3.6886902512423676,3,0.00278354,1.0955972070249462
2,8,0,3.6173576336600566,3,0.0024666,0.9708500940700449
2,8,1,2.688721356593919,2,0.00286872,1.129123928428046
2,9,0,2.719415554874904,2,0.0020577,0.809907661788669
2,9,1,2.751469228098256,2,0.00210325,0.8278360740909843
3,0,0,3.3567779395880857,3,0.00302529,1.19074964772933
3,0,1,2.797661498716088,2,0.00178572,0.7028567380129572
3,1,0,2.592120878358727,2,0.00222353,0.8751781033274818
3,1,1,2.613947898562289,1,0.00083239,0.32762746687868505
3,2,0,2.43967959161618,3,0.00645462,2.540528838963104
3,2,1,2.8993057972687,2,0.00175188,0.6895373643069123
3,3,0,2.3071003945326964,2,0.00286872,1.129123928428046
3,3,1,2.990025287321166,3,0.00298747,1.1758637519384725
3,4,0,2.625208148953926,3,0.0041338,1.6270575362307431
3,4,1,2.448314530702446,2,0.00104984,0.41321546369840906
3,5,0,2.315298123019559,1,0.0005343,0.21029968590838602
3,5,1,2.2605746754620473,2,0.00332956,1.3105098675147402
