simulation,bout,bee,distance_with_previous_learning_array,number_of_resources_foraged,relative_quality,absolute_quality
0,0,0,1.6443029194656087,1,0.00146539,0.07688360611442378
0,0,1,1.644302919465609,1,0.00146539,0.07688360611442378
0,1,0,2.2988160865305782,1,0.00146539,0.07688360611442378
0,1,1,2.309560840144294,2,0.00628921,0.3299716419594068
0,2,0,2.6973345757799247,2,0.00581829,0.3052642072209383
0,2,1,3.0007786157620675,1,0.0015723,0.08249277932407653
0,3,0,3.0158928470385598,2,0.00581829,0.3052642072209383
0,3,1,3.01589284703856,1,0.00146539,0.07688360611442378
0,4,0,3.120959188946283,2,0.00581829,0.3052642072209383
0,4,1,3.3129607600564928,1,0.0015723,0.08249277932407653
0,5,0,3.1839989940909166,2,0.00581829,0.3052642072209383
0,5,1,3.299199936757043,1,0.0015723,0.08249277932407653
0,6,0,3.918278697359973,1,0.00145457,0.0763159206394594
0,6,1,3.221822877177697,2,0.00628921,0.3299716419594068
0,7,0,3.6623906991391304,1,0.00145457,0.0763159206394594
0,7,1,3.244517207029765,2,0.00628921,0.3299716419594068
0,8,0,3.2581338049410054,2,0.00581829,0.3052642072209383
0,8,1,3.7950172085568896,1,0.0015723,0.08249277932407653
0,9,0,3.2663037636877505,2,0.00581829,0.3052642072209383
0,9,1,3.5884338058572807,1,0.0015723,0.08249277932407653
1,0,0,3.8734664132314203,1,0.00145457,0.0763159206394594
1,0,1,3.271205738935797,2,0.00628921,0.3299716419594068
1,1,0,3.2741469240846253,2,0.00581829,0.3052642072209383
1,1,1,3.710113739265656,1,0.0015723,0.08249277932407653
1,2,0,3.812725477920346,1,0.00145457,0.0763159206394594
1,2,1,3.275911635173922,2,0.00628921,0.3299716419594068
1,3,0,3.5990587674753547,1,0.00145457,0.0763159206394594
1,3,1,3.2769704618275006,2,0.00628921,0.3299716419594068
1,4,0,3.277605757819647,2,0.00581829,0.3052642072209383
1,4,1,3.88377458989875,1,0.0015723,0.08249277932407653
1,5,0,3.2779869354149356,2,0.00581829,0.3052642072209383
1,5,1,3.641688234662397,1,0.0015723,0.08249277932407653
1,6,0,3.8597867159920445,1,0.00145457,0.0763159206394594
1,6,1,3.2782156419721082,2,0.00628921,0.3299716419594068
1,7,0,3.278352865906412,2,0.00581829,0.3052642072209383
1,7,1,3.729285333635498,1,0.0015723,0.08249277932407653
1,8,0,3.807800786914171,1,0.00145457,0.0763159206394594
1,8,1,3.278435200266994,2,0.00628921,0.3299716419594068
1,9,0,3.5961039528716494,1,0.00145457,0.0763159206394594
1,9,1,3.2784846008833437,2,0.00628921,0.3299716419594068
2,0,0,3.2785142412531525,2,0.00581829,0.3052642072209383
2,0,1,3.887915654282635,1,0.0015723,0.08249277932407653
2,1,0,3.2785320254750387,2,0.00581829,0.3052642072209383
2,1,1,3.6441728732927285,1,0.0015723,0.08249277932407653
2,2,0,3.8591484760376438,1,0.00145457,0.0763159206394594
2,2,1,3.2785426960081705,2,0.00628921,0.3299716419594068
2,3,0,3.6269125663457333,1,0.00145457,0.0763159206394594
2,3,1,3.278549098328049,2,0.00628921,0.3299716419594068
2,4,0,3.4875710205305865,1,0.00145457,0.0763159206394594
2,4,1,3.278552939719976,2,0.00628921,0.3299716419594068
2,5,0,3.341372934339376,1,0.00146539,0.07688360611442378
2,5,1,3.3413729343393754,2,0.00628921,0.3299716419594068
2,6,0,3.4417029960295626,1,0.00145457,0.0763159206394594
2,6,1,3.316292147543196,2,0.00628921,0.3299716419594068
2,7,0,3.3012436754654884,2,0.00581829,0.3052642072209383
2,7,1,4.05609501486127,1,0.0015723,0.08249277932407653
2,8,0,3.657362497673956,1,0.00145457,0.0763159206394594
2,8,1,3.292214592218864,2,0.00628921,0.3299716419594068
2,9,0,3.5058858855439445,1,0.00145457,0.0763159206394594
2,9,1,3.2867971422708893,2,0.00628921,0.3299716419594068
3,0,0,3.4149999182659374,1,0.00145457,0.0763159206394594
3,0,1,3.2835466723021045,2,0.00628921,0.3299716419594068
3,1,0,3.2815963903208334,2,0.00581829,0.3052642072209383
3,1,1,4.0066251239065265,1,0.0015723,0.08249277932407653
3,2,0,3.647749389679051,1,0.00145457,0.0763159206394594
3,2,1,3.280426221132071,2,0.00628921,0.3299716419594068
3,3,0,3.279724119618814,2,0.00581829,0.3052642072209383
3,3,1,3.860734463709663,1,0.0015723,0.08249277932407653
3,4,0,3.731539199387772,1,0.00145457,0.0763159206394594
3,4,1,3.2793028587108592,2,0.00628921,0.3299716419594068
3,5,0,3.2790501021660865,2,0.00581829,0.3052642072209383
3,5,1,3.8082138260387923,1,0.0015723,0.08249277932407653
3,6,0,3.278898448239222,2,0.00581829,0.3052642072209383
3,6,1,3.5963966825628466,1,0.0015723,0.08249277932407653
3,7,0,3.888490505469318,1,0.00145457,0.0763159206394594
3,7,1,3.2788074558831046,2,0.00628921,0.3299716419594068
3,8,0,3.278752860469433,2,0.00581829,0.3052642072209383
3,8,1,3.713052224825938,1,0.0015723,0.08249277932407653
3,9,0,3.818206001072267,1,0.00145457,0.0763159206394594
3,9,1,3.2787201032212314,2,0.00628921,0.3299716419594068
4,0,0,3.6023919875829313,1,0.00145457,0.0763159206394594
4,0,1,3.2787004488723097,2,0.00628921,0.3299716419594068
4,1,0,3.2786886562629567,2,0.00581829,0.3052642072209383
4,1,1,3.8844973189639616,1,0.0015723,0.08249277932407653
4,2,0,3.2786815806973446,2,0.00581829,0.3052642072209383
4,2,1,3.6421667783179474,1,0.0015723,0.08249277932407653
4,3,0,3.8605947077194727,1,0.00145457,0.0763159206394594
4,3,1,3.278677335357978,2,0.00628921,0.3299716419594068
4,4,0,3.627825211571254,1,0.00145457,0.0763159206394594
4,4,1,3.2786747881543574,2,0.00628921,0.3299716419594068
4,5,0,3.278673259832185,2,0.00581829,0.3052642072209383
4,5,1,3.869186062518236,1,0.0015723,0.08249277932407653
4,6,0,3.2786723428388815,2,0.00581829,0.3052642072209383
4,6,1,3.6329800244505126,1,0.0015723,0.08249277932407653
4,7,0,3.2786717926429003,2,0.00581829,0.3052642072209383
4,7,1,3.4912564016098786,1,0.0015723,0.08249277932407653
4,8,0,3.9511213574001407,1,0.00145457,0.0763159206394594
4,8,1,3.278671462525311,2,0.00628921,0.3299716419594068
4,9,0,3.2786712644547573,2,0.00581829,0.3052642072209383
4,9,1,3.67520172368287,1,0.0015723,0.08249277932407653
