ID,x,y,patch
0.0,0.0,0.0,0.0
0.0,-229.62519602694957,-180.17064531964985,1.0
0.0,-35.23060457129364,-141.6473149000521,1.0
0.0,-175.72964043165172,-333.677207877738,1.0
0.0,-215.67656715222884,-246.67382620955453,1.0
