"simulation";"bout";"interference";"exploitation1";"exploitation2"
1;1;0;66;0
1;2;7;14;38
1;3;0;8;4
1;4;1;1;6
1;5;1;3;28
1;6;0;11;17
1;7;0;23;3
1;8;2;36;3
1;9;0;8;10
1;10;0;11;14
1;11;0;9;0
1;12;0;61;10
1;13;0;42;2
1;14;1;58;15
1;15;0;2;14
1;16;0;4;16
1;17;0;3;8
1;18;2;7;3
1;19;0;50;7
1;20;1;3;13
1;21;0;2;36
1;22;0;7;9
1;23;4;11;6
1;24;0;2;22
1;25;3;6;36
1;26;0;82;1
1;27;6;29;5
1;28;0;4;4
1;29;0;83;4
1;30;3;69;16
1;31;0;13;1
1;32;3;6;8
1;33;16;44;9
1;34;5;38;0
1;35;5;14;21
1;36;4;13;10
1;37;6;90;14
1;38;1;0;14
1;39;0;52;0
1;40;4;31;6
1;41;4;26;16
1;42;1;74;0
1;43;2;27;2
1;44;2;94;7
1;45;3;60;17
1;46;1;17;0
1;47;1;61;4
1;48;1;84;4
1;49;1;95;4
1;50;1;47;0
2;1;2;42;3
2;2;1;7;3
2;3;2;44;12
2;4;0;4;32
2;5;0;0;7
2;6;7;28;39
2;7;1;2;9
2;8;6;17;0
2;9;0;1;17
2;10;4;35;17
2;11;3;0;0
2;12;1;53;1
2;13;1;10;0
2;14;8;0;65
2;15;7;55;25
2;16;7;30;29
2;17;4;32;10
2;18;2;5;36
2;19;7;20;21
2;20;9;24;30
2;21;3;14;60
2;22;9;26;75
2;23;3;8;42
2;24;5;33;11
2;25;5;19;69
2;26;5;16;24
2;27;2;4;49
2;28;5;11;54
2;29;7;18;42
2;30;4;7;81
2;31;1;1;51
2;32;2;4;5
2;33;1;2;4
2;34;3;11;51
2;35;1;4;36
2;36;2;15;7
2;37;1;1;42
2;38;2;2;24
2;39;1;1;9
2;40;2;6;15
2;41;1;1;7
2;42;4;18;30
2;43;2;4;62
2;44;1;2;26
2;45;1;1;22
2;46;3;15;53
2;47;1;1;35
2;48;1;1;30
2;49;4;9;6
2;50;2;5;33
3;1;0;20;7
3;2;4;48;4
3;3;14;9;46
3;4;0;0;9
3;5;9;37;19
3;6;1;14;0
3;7;0;10;6
3;8;3;47;7
3;9;5;6;0
3;10;0;2;24
3;11;6;0;29
3;12;5;11;21
3;13;0;0;7
3;14;5;32;56
3;15;15;38;1
3;16;0;15;34
3;17;11;62;32
3;18;1;1;40
3;19;1;3;1
