"1","2","3","4","5","6","7","8","9","10","11"
0,0.0538038857682012,0.0469483930352751,0.0601956168602872,0.0523391060439442,0.0533296772746121,0.156870077647602,0.123711568503778,0.129668928138516,0.17741535205957,0.145717394668213
0.00150641220725117,0,0.170648964338531,0.345192724233038,0.271953785233122,0.167639461006903,0.00791508743006317,0.0124793681499631,0.00929398411371417,0.00633740611827065,0.00703280716914349
0.00207585895493194,0.26949491974957,0,0.147494408745325,0.106803525059526,0.421215523404013,0.00975336806676849,0.0140438112406372,0.0117252963348279,0.00812659269406876,0.00926669575033204
0.00204552931528693,0.418959736356518,0.113354635753074,0,0.111026713005679,0.281893968732952,0.013029541856146,0.0219961973480181,0.0159970696375634,0.0101384606608051,0.0115581473339566
0.00280830808226188,0.521174757370189,0.129606542739453,0.175309355514885,0,0.101382703053027,0.0130817426445928,0.020303962859358,0.0145733514873753,0.0105273482890591,0.0112319279597988
0.00194543435054073,0.21842065032726,0.347516062156526,0.302616476148772,0.0689275816329478,0,0.010931938101962,0.0164859218364032,0.0137657456320681,0.00891215223003722,0.0104780375834829
0.0035737697383519,0.00644038733921329,0.00502532274502928,0.00873523840172775,0.00555435466219728,0.0068270957695467,0,0.138728258740657,0.264817118717702,0.39033426269279,0.169964191192784
0.00665603545171637,0.0239810241112369,0.017088863729463,0.0348266805278473,0.0203595265396594,0.0243148125182068,0.327630098906478,0,0.295411947971763,0.129220380521655,0.120510629721974
0.00334186699170233,0.00855509785042498,0.00683439313510586,0.0121325708610544,0.00699993859150715,0.00972535259339867,0.299580016456915,0.141506367608274,0,0.156068413934836,0.355255981976781
0.0045532911784151,0.00580918999784408,0.00471699710532037,0.00765711920582144,0.00503540919604659,0.00627002392886719,0.439728328925274,0.0616396166221597,0.155416098900981,0,0.309173924939271
0.00394100147148249,0.00679350226705996,0.00566817164700389,0.00919904168502969,0.00566149410304689,0.00776832750597717,0.201774451638372,0.0605780433839122,0.372806399736348,0.325809566561768,0
