simulation,bout,bee,distance_with_previous_learning_array,number_of_resources_foraged,absolute_quality
0,0,0,,4,0.00500644
0,0,1,,2,0.00764662
0,1,0,,2,0.00576414
0,1,1,,5,0.01295445
0,2,0,,5,0.01406886
0,2,1,,4,0.00569629
0,3,0,,5,0.01759905
0,3,1,,4,0.00590303
0,4,0,,5,0.01759905
0,4,1,,4,0.01129814
0,5,0,,5,0.01759905
0,5,1,,4,0.00462428
0,6,0,,5,0.01759905
0,6,1,,4,0.01391136
0,7,0,,5,0.01759905
0,7,1,,5,0.01419328
0,8,0,,5,0.01759905
0,8,1,,4,0.01003499
0,9,0,,5,0.01759905
0,9,1,,4,0.01391136
0,10,0,,5,0.01759905
0,10,1,,4,0.00882836
0,11,0,,5,0.01759905
0,11,1,,4,0.01857008
0,12,0,,5,0.01759905
0,12,1,,4,0.00522664
0,13,0,,5,0.01759905
0,13,1,,4,0.01857008
0,14,0,,5,0.01759905
0,14,1,,4,0.01857008
0,15,0,,5,0.01759905
0,15,1,,4,0.01391136
0,16,0,,5,0.01759905
0,16,1,,4,0.00834979
0,17,0,,5,0.01759905
0,17,1,,4,0.01857008
0,18,0,,5,0.01759905
0,18,1,,4,0.01857008
0,19,0,,5,0.01759905
0,19,1,,4,0.00795276
0,20,0,,5,0.01759905
0,20,1,,4,0.01857008
0,21,0,,5,0.01759905
0,21,1,,4,0.01857008
0,22,0,,5,0.01759905
0,22,1,,4,0.01857008
0,23,0,,4,0.00739737
0,23,1,,5,0.0150471
0,24,0,,5,0.01759905
0,24,1,,4,0.0048575
0,25,0,,5,0.01759905
0,25,1,,5,0.01420241
0,26,0,,5,0.01759905
0,26,1,,4,0.01857008
0,27,0,,5,0.01759905
0,27,1,,4,0.01857008
0,28,0,,5,0.01759905
0,28,1,,5,0.01002774
0,29,0,,4,0.00464298
0,29,1,,5,0.0150471
1,0,0,,5,0.01187779
1,0,1,,4,0.00857728
1,1,0,,4,0.02460087
1,1,1,,3,0.00336845
1,2,0,,5,0.02610403
1,2,1,,2,0.00448534
1,3,0,,5,0.02610403
1,3,1,,4,0.00457228
1,4,0,,5,0.02610403
1,4,1,,4,0.00625506
1,5,0,,5,0.02610403
1,5,1,,4,0.01354195
1,6,0,,5,0.02610403
1,6,1,,5,0.01483107
1,7,0,,5,0.02610403
1,7,1,,4,0.01354195
1,8,0,,5,0.02610403
1,8,1,,5,0.01517967
1,9,0,,5,0.02610403
1,9,1,,4,0.00452281
1,10,0,,5,0.02610403
1,10,1,,5,0.00719754
1,11,0,,5,0.02610403
1,11,1,,4,0.00471932
1,12,0,,5,0.02610403
1,12,1,,5,0.01523332
1,13,0,,5,0.02610403
1,13,1,,5,0.01523332
