simulation,bout,bee,distance_with_previous_learning_array,number_of_resources_foraged,relative_quality,absolute_quality
0,0,0,1.7578897218790273,2,0.00258986,0.13588039779956296
0,0,1,1.7578897218790273,2,0.00328379,0.17228834434688625
0,1,0,2.228524041352137,1,0.00130406,0.06841921631072648
0,1,1,2.228524041352137,2,0.00540721,0.2836963564770971
0,2,0,3.279636525613223,3,0.00269445,0.14136784916985182
0,2,1,3.4390874420244564,1,0.00067352,0.03533710915878142
0,3,0,3.9544999359173527,2,0.00345107,0.1810649086955039
0,3,1,3.7278266488509817,2,0.00165446,0.08680341135948079
0,4,0,3.6146411917853998,3,0.01080847,0.567080538409274
0,4,1,3.960777655881548,1,0.00130406,0.06841921631072648
0,5,0,4.469556222975111,2,0.00476496,0.24999986883422484
0,5,1,4.044175768814747,2,0.00476496,0.24999986883422484
0,6,0,4.5987470682343385,2,0.00480376,0.2520355616649659
0,6,1,4.449208962806251,2,0.00214088,0.11232407390404436
0,7,0,4.6585274569406,2,0.00480376,0.2520355616649659
0,7,1,4.505390493442869,2,0.00293939,0.15421894715855583
0,8,0,4.695744462645846,2,0.00476496,0.24999986883422484
0,8,1,4.6038622845472075,2,0.00476496,0.24999986883422484
0,9,0,4.7129422037261275,2,0.00345107,0.1810649086955039
0,9,1,4.706800118989788,2,0.00495476,0.2599579744856334
1,0,0,4.726356373415001,2,0.00559777,0.29369433652415944
1,0,1,4.73849864143017,2,0.00477061,0.25029630348612397
1,1,0,4.705842523916684,2,0.00559777,0.29369433652415944
1,1,1,4.705842523916684,2,0.00525607,0.2757665983730197
1,2,0,4.715068383752491,2,0.00581829,0.3052642072209383
1,2,1,4.715068383752492,2,0.00525607,0.2757665983730197
1,3,0,4.720603899653975,2,0.00581829,0.3052642072209383
1,3,1,4.720603899653976,2,0.00525607,0.2757665983730197
1,4,0,4.774729844076598,2,0.00345107,0.1810649086955039
1,4,1,4.805492943412023,2,0.00210163,0.11026477123377153
1,5,0,4.748872268712689,2,0.00559777,0.29369433652415944
1,5,1,4.869240714665612,2,0.00365569,0.19180056506215948
1,6,0,4.766839938208078,2,0.00394529,0.2069948084586185
1,6,1,4.7668399382080775,2,0.00525607,0.2757665983730197
1,7,0,4.764515466972761,2,0.00480376,0.2520355616649659
1,7,1,4.805802402660733,2,0.00155126,0.08138888816019015
1,8,0,4.778164879349722,2,0.00384265,0.20160966639296743
1,8,1,4.778164879349721,2,0.00525607,0.2757665983730197
1,9,0,4.77842314437962,2,0.00581829,0.3052642072209383
1,9,1,4.778423144379621,2,0.00525607,0.2757665983730197
2,0,0,4.782850307267999,2,0.00581829,0.3052642072209383
2,0,1,4.782850307267999,2,0.00495476,0.2599579744856334
2,1,0,4.7813742554688,2,0.00581829,0.3052642072209383
2,1,1,4.795071701120829,2,0.00284472,0.14925196158416776
2,2,0,4.79450618100031,2,0.00559777,0.29369433652415944
2,2,1,4.8027246483915285,2,0.00424533,0.2227368001322151
2,3,0,4.79668307959887,2,0.00480376,0.2520355616649659
2,3,1,4.7966830795988695,2,0.00525607,0.2757665983730197
2,4,0,4.798696611124531,2,0.00559777,0.29369433652415944
2,4,1,4.79869661112453,2,0.00525607,0.2757665983730197
