"ArrayNumber","Simulation","Bout","Q1","Q2","Qall","QallRelative"
1,1,1,0.01811424,0.01516802,0.033,0.438108132256083
1,1,2,0.02641628,0.01536761,0.042,0.557592168325924
1,1,3,0.02499698,0.02360524,0.049,0.650524196380244
1,1,4,0.01845934,0.02356867,0.042,0.557592168325924
1,1,5,0.03935078,0.02814768,0.067,0.889492268519926
1,1,6,0.01955207,0.04084436,0.06,0.796560240465605
1,1,7,0.02326995,0.02539963,0.049,0.650524196380244
1,1,8,0.01334278,0.03195087,0.045,0.597420180349204
1,1,9,0.02222533,0.03026924,0.052,0.690352208403525
1,1,10,0.0260032,0.02724626,0.053,0.703628212411285
1,1,11,0.02283983,0.02542838,0.048,0.637248192372484
1,1,12,0.02173176,0.02775523,0.049,0.650524196380244
1,1,13,0.01056403,0.02102088,0.032,0.424832128248323
1,1,14,0.02802955,0.0414137,0.069,0.916044276535446
1,1,15,0.02504459,0.03367532,0.059,0.783284236457845
1,1,16,0.02523225,0.02319579,0.048,0.637248192372484
1,1,17,0.01821257,0.02213148,0.04,0.531040160310404
1,1,18,0.03005099,0.01111002,0.041,0.544316164318164
1,1,19,0.02872766,0.0239092,0.053,0.703628212411285
1,1,20,0.0160371,0.02447851,0.041,0.544316164318164
1,1,21,0.01627332,0.0302102,0.046,0.610696184356964
1,1,22,0.0293816,0.02518956,0.055,0.730180220426805
1,1,23,0.01956359,0.01412381,0.034,0.451384136263843
1,1,24,0.01024122,0.0302102,0.04,0.531040160310404
1,1,25,0.02042794,0.03128377,0.052,0.690352208403525
1,1,26,0.00770763,0.03098095,0.039,0.517764156302643
1,1,27,0.01832606,0.02774838,0.046,0.610696184356964
1,1,28,0.02658632,0.01251831,0.039,0.517764156302643
1,1,29,0.01504002,0.0302102,0.045,0.597420180349204
1,1,30,0.02010294,0.02422634,0.044,0.584144176341444
1,1,31,0.02689093,0.0302102,0.057,0.756732228442325
1,1,32,0.01549565,0.0302102,0.046,0.610696184356964
1,1,33,0.01229588,0.0302102,0.043,0.570868172333684
1,1,34,0.01738283,0.0302102,0.048,0.637248192372484
1,1,35,0.02778193,0.02723473,0.055,0.730180220426805
1,1,36,0.01233898,0.0302102,0.043,0.570868172333684
1,1,37,0.01786298,0.0289999,0.047,0.623972188364724
1,1,38,0.01455474,0.0302102,0.045,0.597420180349204
1,1,39,0.01460215,0.0302102,0.045,0.597420180349204
1,1,40,0.02106065,0.0302102,0.051,0.677076204395765
1,1,41,0.0158744,0.0302102,0.046,0.610696184356964
1,1,42,0.02531692,0.0302102,0.056,0.743456224434565
1,1,43,0.02778193,0.01282535,0.041,0.544316164318164
1,1,44,0.00810919,0.0302102,0.038,0.504488152294883
1,1,45,0.0217695,0.0302102,0.052,0.690352208403525
1,1,46,0.0194714,0.0295441,0.049,0.650524196380244
1,1,47,0.02330899,0.0302102,0.054,0.716904216419045
1,1,48,0.02235225,0.0302102,0.053,0.703628212411285
1,1,49,0.02778193,0.00466576,0.032,0.424832128248323
1,1,50,0.02359935,0.0302102,0.054,0.716904216419045
1,2,1,0.01480494,0.01521981,0.03,0.398280120232803
1,2,2,0.01158902,0.01085488,0.022,0.292072088170722
1,2,3,0.03044667,0.01713591,0.048,0.637248192372484
1,2,4,0.0251191,0.03199251,0.057,0.756732228442325
1,2,5,0.02664567,0.00583961,0.032,0.424832128248323
1,2,6,0.03078025,0.01031409,0.041,0.544316164318164
1,2,7,0.04064382,0.02522824,0.066,0.876216264512166
1,2,8,0.0290982,0.012003,0.041,0.544316164318164
1,2,9,0.04156696,0.01638594,0.058,0.770008232450085
1,2,10,0.01257039,0.02822117,0.041,0.544316164318164
1,2,11,0.01184196,0.02825704,0.04,0.531040160310404
1,2,12,0.02748572,0.01629268,0.044,0.584144176341444
1,2,13,0.02447341,0.01479694,0.039,0.517764156302643
1,2,14,0.03017624,0.00813307,0.038,0.504488152294883
1,2,15,0.0287663,0.02215004,0.051,0.677076204395765
1,2,16,0.01584228,0.02708421,0.043,0.570868172333684
1,2,17,0.02523722,0.0293479,0.055,0.730180220426805
1,2,18,0.02114297,0.01835287,0.039,0.517764156302643
1,2,19,0.02207299,0.02104184,0.043,0.570868172333684
1,2,20,0.0173681,0.02706165,0.044,0.584144176341444
1,2,21,0.02386147,0.01633346,0.04,0.531040160310404
1,2,22,0.02846812,0.00815683,0.037,0.491212148287123
1,2,23,0.02872319,0.02214831,0.051,0.677076204395765
1,2,24,0.01557929,0.02535052,0.041,0.544316164318164
1,2,25,0.01626309,0.0248113,0.041,0.544316164318164
1,2,26,0.02954147,0.02797665,0.058,0.770008232450085
1,2,27,0.03121423,0.01543561,0.047,0.623972188364724
1,2,28,0.03142769,0.02228203,0.054,0.716904216419045
1,2,29,0.02926783,0.0281867,0.057,0.756732228442325
1,2,30,0.02999192,0.02717387,0.057,0.756732228442325
1,2,31,0.03078025,0.02754231,0.058,0.770008232450085
1,2,32,0.02999192,0.02784988,0.058,0.770008232450085
1,2,33,0.03083082,0.02697133,0.058,0.770008232450085
1,2,34,0.02926783,0.02837204,0.058,0.770008232450085
1,2,35,0.02926783,0.01966225,0.049,0.650524196380244
1,2,36,0.02926783,0.02192383,0.051,0.677076204395765
1,2,37,0.03078025,0.02064194,0.051,0.677076204395765
1,2,38,0.02926783,0.0281867,0.057,0.756732228442325
1,2,39,0.02926783,0.02698327,0.056,0.743456224434565
1,2,40,0.02926783,0.0281867,0.057,0.756732228442325
1,2,41,0.02926783,0.02885612,0.058,0.770008232450085
1,2,42,0.01914473,0.02820184,0.047,0.623972188364724
1,2,43,0.02926783,0.02690188,0.056,0.743456224434565
1,2,44,0.02926783,0.0281867,0.057,0.756732228442325
1,2,45,0.02926783,0.01878617,0.048,0.637248192372484
1,2,46,0.02926783,0.02885612,0.058,0.770008232450085
1,2,47,0.02926783,0.0281867,0.057,0.756732228442325
1,2,48,0.02926783,0.02374964,0.053,0.703628212411285
1,2,49,0.02926783,0.02837204,0.058,0.770008232450085
1,2,50,0.02926783,0.0281867,0.057,0.756732228442325
1,3,1,0.01674512,0.0292774,0.046,0.610696184356964
1,3,2,0.01338322,0.01120195,0.025,0.331900100194002
1,3,3,0.01910089,0.02552805,0.045,0.597420180349204
1,3,4,0.04046671,0.02549368,0.066,0.876216264512166
1,3,5,0.02629783,0.04181432,0.068,0.902768272527686
1,3,6,0.01236596,0.0293757,0.042,0.557592168325924
1,3,7,0.02982849,0.02739661,0.057,0.756732228442325
1,3,8,0.02583072,0.0259993,0.052,0.690352208403525
1,3,9,0.03547548,0.02590323,0.061,0.809836244473365
1,3,10,0.01291396,0.01981262,0.033,0.438108132256083
1,3,11,0.01675393,0.00813307,0.025,0.331900100194002
1,3,12,0.02527243,0.01369124,0.039,0.517764156302643
1,3,13,0.01749799,0.02388588,0.041,0.544316164318164
1,3,14,0.02131968,0.02449443,0.046,0.610696184356964
1,3,15,0.02275767,0.02401777,0.047,0.623972188364724
1,3,16,0.0145429,0.02831406,0.043,0.570868172333684
1,3,17,0.02654826,0.04561224,0.072,0.955872288558726
1,3,18,0.01304014,0.02830867,0.041,0.544316164318164
1,3,19,0.03039899,0.02749785,0.058,0.770008232450085
1,3,20,0.02741786,0.02411046,0.052,0.690352208403525
1,3,21,0.01989609,0.02689968,0.047,0.623972188364724
1,3,22,0.01128722,0.00738051,0.019,0.252244076147442
1,3,23,0.02126119,0.02886847,0.05,0.663800200388004
1,3,24,0.02813081,0.01926219,0.047,0.623972188364724
1,3,25,0.02692892,0.01829518,0.045,0.597420180349204
1,3,26,0.02208854,0.02160492,0.044,0.584144176341444
1,3,27,0.02169484,0.01377732,0.035,0.464660140271603
1,3,28,0.02418453,0.02073046,0.045,0.597420180349204
1,3,29,0.02915527,0.0234842,0.053,0.703628212411285
1,3,30,0.02824704,0.02318298,0.051,0.677076204395765
1,3,31,0.01477517,0.02526906,0.04,0.531040160310404
1,3,32,0.02098574,0.02181104,0.043,0.570868172333684
