"simulation";"bout";"interference";"exploitation1";"exploitation2"
1;1;3;6;1
1;2;0;0;4
1;3;0;1;0
1;4;1;11;1
1;5;0;6;30
1;6;0;0;11
1;7;0;6;4
1;8;1;1;1
1;9;0;0;3
1;10;1;3;1
1;11;1;1;1
1;12;0;11;0
1;13;1;4;9
1;14;0;1;4
1;15;0;1;9
1;16;0;1;22
1;17;2;4;0
1;18;0;3;3
1;19;0;12;1
1;20;1;4;8
1;21;0;2;0
1;22;0;0;4
1;23;0;0;5
1;24;3;2;2
1;25;1;2;2
1;26;0;2;10
1;27;2;0;2
1;28;2;5;1
1;29;0;10;1
1;30;0;0;7
1;31;0;0;7
1;32;0;11;0
1;33;0;7;0
1;34;2;3;1
1;35;0;1;2
1;36;0;4;0
1;37;1;0;3
1;38;0;6;0
1;39;0;2;0
1;40;0;5;0
1;41;0;0;26
1;42;0;6;0
1;43;0;2;0
1;44;0;2;0
1;45;0;9;0
1;46;0;5;0
1;47;0;5;0
1;48;0;5;0
1;49;0;2;0
1;50;0;6;0
2;1;0;2;5
2;2;0;1;16
2;3;0;12;6
2;4;0;0;17
2;5;0;0;5
2;6;3;5;17
2;7;1;2;31
2;8;2;0;4
2;9;0;0;23
2;10;1;3;10
2;11;1;1;21
2;12;3;5;0
2;13;0;3;4
2;14;0;1;21
2;15;1;12;1
2;16;1;1;9
2;17;2;2;4
2;18;0;111;2
2;19;0;0;1
2;20;0;2;14
2;21;1;11;15
2;22;1;38;2
2;23;1;3;0
2;24;1;10;3
2;25;0;1;47
2;26;0;60;2
2;27;1;0;6
2;28;0;12;1
2;29;1;3;0
2;30;0;0;5
2;31;1;16;0
2;32;1;57;4
2;33;0;126;2
2;34;0;1;11
2;35;0;0;2
2;36;0;12;1
2;37;3;3;34
2;38;1;66;1
2;39;1;0;122
2;40;0;2;49
2;41;2;3;6
2;42;0;1;4
2;43;0;1;40
2;44;0;42;1
2;45;0;49;2
2;46;0;1;36
2;47;0;0;1
2;48;0;17;1
2;49;0;0;129
2;50;0;0;85
3;1;0;0;4
3;2;1;1;5
3;3;2;4;3
3;4;0;2;0
3;5;3;15;1
3;6;2;4;31
3;7;0;24;5
3;8;0;15;4
3;9;2;2;9
3;10;2;7;3
3;11;2;13;10
3;12;0;36;0
3;13;0;7;2
3;14;0;15;0
3;15;1;1;1
3;16;0;7;0
3;17;0;9;5
3;18;1;11;0
3;19;1;4;5
3;20;0;16;1
3;21;1;58;2
3;22;1;1;1
3;23;1;0;4
3;24;1;9;0
3;25;3;1;18
3;26;1;3;0
3;27;1;0;9
3;28;0;0;5
3;29;0;9;1
3;30;1;15;1
3;31;1;4;0
3;32;2;23;4
3;33;0;1;1
3;34;1;9;0
3;35;1;7;0
3;36;1;4;0
3;37;1;13;0
3;38;1;15;0
3;39;1;3;0
3;40;1;1;0
3;41;1;3;0
3;42;1;3;0
3;43;1;3;0
3;44;1;0;0
3;45;1;6;0
3;46;1;36;0
3;47;1;0;0
3;48;1;9;0
3;49;1;1;0
3;50;1;5;0
