"simulation";"bout";"interference";"exploitation1";"exploitation2"
1;1;0;1;0
1;2;14;57;72
1;3;0;0;2
1;4;6;44;34
1;5;0;0;1
1;6;0;5;0
1;7;8;18;29
1;8;1;0;63
1;9;6;74;21
1;10;0;1;46
1;11;10;76;44
1;12;9;44;41
1;13;0;31;2
1;14;0;4;5
1;15;1;33;4
1;16;3;42;32
1;17;5;2;11
1;18;1;14;0
1;19;2;0;29
1;20;0;1;6
1;21;0;1;2
1;22;2;20;2
1;23;0;4;1
1;24;0;4;19
1;25;3;12;1
1;26;0;2;15
1;27;12;55;71
1;28;0;2;1
1;29;0;0;4
1;30;1;2;1
1;31;0;3;0
1;32;0;1;20
1;33;2;22;0
1;34;0;3;0
1;35;0;0;3
1;36;6;13;34
1;37;0;65;0
1;38;0;0;12
1;39;0;13;4
1;40;0;0;4
1;41;0;2;3
1;42;1;14;4
1;43;6;37;38
1;44;0;0;0
1;45;0;15;36
1;46;0;0;0
1;47;0;2;0
1;48;1;1;6
1;49;0;0;5
1;50;1;0;0
2;1;0;8;0
2;2;4;18;80
2;3;0;4;0
2;4;2;5;84
2;5;0;6;3
2;6;12;69;60
2;7;0;0;2
2;8;0;1;7
2;9;16;68;40
2;10;0;2;3
2;11;0;3;0
2;12;4;23;27
2;13;2;10;31
2;14;0;4;0
2;15;0;2;0
2;16;0;3;5
2;17;0;0;3
2;18;0;4;6
2;19;4;13;43
2;20;0;2;11
2;21;0;7;7
2;22;0;6;4
2;23;0;8;0
2;24;0;0;1
2;25;9;42;49
2;26;0;1;1
2;27;0;2;18
2;28;0;1;5
2;29;0;3;0
2;30;2;45;5
2;31;6;14;17
2;32;2;5;17
2;33;0;1;31
2;34;0;1;0
2;35;0;2;3
2;36;2;85;9
2;37;0;0;4
2;38;3;16;26
2;39;0;0;0
2;40;7;78;15
2;41;1;28;2
2;42;3;17;5
2;43;0;25;9
2;44;2;25;4
2;45;1;42;11
2;46;0;47;4
2;47;2;0;1
2;48;0;2;1
2;49;0;4;8
2;50;2;11;1
3;1;1;13;0
3;2;3;10;80
3;3;11;69;32
3;4;0;3;2
3;5;0;5;0
3;6;1;36;2
3;7;6;53;16
3;8;1;9;52
3;9;5;17;11
3;10;0;4;4
3;11;8;22;44
3;12;0;1;2
3;13;3;7;14
3;14;0;0;7
3;15;1;0;23
3;16;1;3;81
3;17;0;3;0
3;18;4;3;26
3;19;0;1;3
3;20;0;0;13
3;21;0;3;1
3;22;0;2;11
3;23;2;1;2
3;24;0;0;14
3;25;0;10;0
3;26;0;2;5
3;27;0;1;3
3;28;19;52;61
3;29;0;0;5
3;30;0;2;1
3;31;0;2;2
3;32;0;1;17
3;33;0;7;1
3;34;0;11;0
3;35;0;3;0
3;36;0;8;5
3;37;5;83;18
3;38;3;1;13
3;39;0;1;55
3;40;10;61;75
3;41;1;10;20
3;42;1;7;5
3;43;0;0;22
3;44;0;0;4
3;45;0;1;1
3;46;1;16;0
3;47;0;3;7
3;48;0;0;3
3;49;0;43;1
3;50;3;0;0
4;1;0;51;3
4;2;0;1;1
4;3;0;1;4
4;4;13;74;70
4;5;0;63;0
4;6;0;31;1
4;7;0;0;0
4;8;12;21;27
4;9;21;51;43
4;10;0;4;0
4;11;1;2;39
4;12;0;3;3
4;13;0;27;4
4;14;1;29;5
4;15;3;8;81
4;16;4;31;6
4;17;16;73;68
4;18;0;4;5
4;19;12;24;34
4;20;2;12;0
4;21;0;1;16
4;22;0;2;7
4;23;0;0;0
4;24;0;1;4
4;25;1;1;84
4;26;2;2;10
4;27;1;1;6
4;28;0;5;2
4;29;0;3;16
4;30;0;4;1
4;31;0;14;2
4;32;0;22;3
4;33;1;1;54
4;34;0;2;2
4;35;0;0;0
4;36;0;2;1
4;37;0;0;4
4;38;0;1;26
4;39;3;9;17
4;40;9;19;78
4;41;0;3;3
4;42;0;16;1
4;43;0;0;0
4;44;1;3;3
4;45;0;0;6
4;46;0;6;1
4;47;2;5;2
4;48;3;69;17
4;49;0;2;0
4;50;1;1;1
5;1;0;81;0
5;2;17;47;31
5;3;0;35;4
5;4;8;24;18
5;5;7;40;75
5;6;0;2;0
5;7;2;27;2
5;8;3;6;23
5;9;1;1;1
5;10;0;86;4
5;11;0;0;1
5;12;2;10;65
5;13;0;55;7
5;14;0;44;17
5;15;1;2;3
5;16;2;10;16
5;17;1;1;55
5;18;5;17;8
5;19;1;9;82
5;20;7;17;39
5;21;1;7;9
5;22;1;2;21
5;23;0;2;23
5;24;0;8;3
5;25;0;0;2
5;26;2;0;1
5;27;0;12;0
5;28;2;7;0
5;29;2;1;12
5;30;0;2;1
5;31;0;9;1
5;32;0;0;3
5;33;3;4;13
5;34;0;1;0
5;35;1;6;3
5;36;0;0;0
5;37;2;6;4
5;38;1;0;10
5;39;2;22;3
5;40;1;8;0
5;41;7;18;46
5;42;0;0;3
5;43;1;6;43
5;44;0;2;1
5;45;0;1;0
5;46;3;1;9
5;47;0;0;2
5;48;14;36;69
5;49;1;11;1
5;50;0;1;5
6;1;14;72;24
6;2;0;7;0
6;3;0;0;1
6;4;16;55;41
6;5;11;75;32
6;6;1;6;27
6;7;0;4;2
6;8;0;5;8
6;9;0;40;0
6;10;0;10;0
6;11;3;26;16
6;12;0;4;1
6;13;12;72;45
6;14;1;2;18
6;15;3;57;20
6;16;0;0;24
6;17;0;9;27
6;18;0;0;2
6;19;2;57;0
6;20;1;11;4
6;21;1;1;1
6;22;10;32;77
6;23;0;0;5
6;24;0;75;0
6;25;0;7;0
6;26;0;7;4
6;27;0;4;0
6;28;0;2;3
6;29;0;5;1
6;30;0;1;3
6;31;0;0;3
6;32;5;28;3
6;33;1;10;13
6;34;3;10;5
6;35;0;0;2
6;36;2;48;13
6;37;0;1;7
6;38;0;16;0
6;39;0;6;16
6;40;0;7;2
6;41;0;2;0
6;42;3;9;70
6;43;3;13;15
6;44;2;1;5
6;45;0;0;18
6;46;0;1;7
6;47;0;0;0
6;48;0;0;5
6;49;1;23;1
6;50;0;6;6
7;1;0;4;2
7;2;0;12;2
7;3;0;11;0
7;4;0;0;5
7;5;0;5;3
7;6;0;2;3
7;7;0;0;2
7;8;0;0;79
7;9;0;4;1
7;10;16;68;70
7;11;0;1;1
7;12;3;4;59
7;13;0;0;2
7;14;0;5;79
7;15;10;51;32
7;16;4;8;14
7;17;1;26;12
7;18;3;13;1
7;19;2;10;7
7;20;2;9;8
7;21;4;11;9
7;22;0;1;3
7;23;3;25;5
7;24;1;0;57
7;25;0;37;4
7;26;0;52;10
7;27;1;0;0
7;28;0;4;1
7;29;1;6;1
7;30;26;60;57
7;31;1;0;2
7;32;3;29;9
7;33;4;8;38
7;34;1;4;12
7;35;1;10;13
7;36;0;1;4
7;37;0;2;12
7;38;1;3;7
7;39;3;4;1
7;40;0;0;13
7;41;2;14;1
7;42;0;2;1
7;43;1;0;9
7;44;1;0;2
7;45;0;0;0
7;46;0;0;6
7;47;2;2;11
7;48;1;4;0
7;49;0;53;2
7;50;4;31;53
8;1;0;0;4
8;2;17;66;66
8;3;0;6;1
8;4;10;70;31
8;5;0;1;3
8;6;0;36;5
8;7;7;32;20
8;8;3;12;37
8;9;0;7;0
8;10;4;16;27
8;11;0;0;2
8;12;8;19;25
8;13;1;19;0
8;14;0;4;0
8;15;0;0;0
8;16;6;14;79
8;17;4;21;37
8;18;0;1;2
8;19;1;1;15
8;20;0;3;2
8;21;4;13;18
8;22;0;1;4
8;23;1;13;2
8;24;2;4;2
8;25;2;1;0
8;26;0;1;3
8;27;0;0;42
8;28;0;18;0
8;29;0;1;29
8;30;1;7;6
8;31;0;7;2
8;32;2;17;6
8;33;0;0;0
8;34;1;2;17
8;35;0;1;6
8;36;0;1;1
8;37;1;5;15
8;38;0;1;2
8;39;1;2;0
8;40;0;4;0
8;41;7;39;35
8;42;5;0;7
8;43;1;0;10
8;44;1;0;0
8;45;0;0;0
8;46;2;1;10
8;47;1;0;3
8;48;0;1;0
8;49;4;5;7
8;50;0;1;7
9;1;0;2;5
9;2;23;64;61
9;3;0;0;5
9;4;10;41;26
9;5;0;3;4
9;6;2;20;7
9;7;0;0;9
9;8;15;68;68
9;9;12;48;62
9;10;4;25;15
9;11;0;0;3
9;12;0;13;0
9;13;13;69;71
9;14;19;67;67
9;15;0;0;3
9;16;0;5;1
9;17;4;4;10
9;18;3;42;2
9;19;0;1;16
9;20;0;3;1
9;21;3;6;1
9;22;2;15;72
9;23;0;0;2
9;24;4;16;16
9;25;0;1;2
9;26;6;35;6
9;27;0;3;0
9;28;0;6;1
9;29;0;2;0
9;30;1;5;11
9;31;0;15;6
9;32;0;11;1
9;33;1;2;1
9;34;3;15;17
9;35;0;0;20
9;36;1;2;6
9;37;0;1;8
9;38;0;0;3
9;39;0;0;0
9;40;1;1;3
9;41;2;1;1
9;42;0;0;0
9;43;0;3;1
9;44;0;1;0
9;45;0;2;0
9;46;0;0;0
9;47;1;6;7
9;48;1;8;10
9;49;0;1;4
9;50;0;1;3
10;1;10;72;26
10;2;0;1;5
10;3;8;22;70
