simulation,bout,bee,distance_with_previous_learning_array,number_of_resources_foraged,relative_quality,absolute_quality
0,0,0,3.8182341559383737,1,0.00034807,0.019801276129014642
0,0,1,3.8182341559383737,4,0.00922273,0.5246698175463189
0,1,0,4.381730207349153,3,0.00231151,0.1314989737264879
0,1,1,4.958790369823853,3,0.00232056,0.1320138171458219
0,2,0,4.897555557437015,2,0.0024865,0.14145394057170946
0,2,1,4.621271319154317,4,0.00412305,0.2345552663077364
0,3,0,5.561389263580569,3,0.00248661,0.14146019833702733
0,3,1,5.855701081592146,3,0.00242651,0.1380411829224447
0,4,0,5.629514094884387,3,0.00258655,0.14714566257219186
0,4,1,6.0355972858169045,3,0.00280154,0.15937618044209406
0,5,0,6.33594047358933,3,0.0053419,0.30389415046853596
0,5,1,6.46568225264128,3,0.00228517,0.13000052337673568
0,6,0,6.940326730919892,3,0.0053419,0.30389415046853596
0,6,1,6.940326730919892,3,0.00234485,0.13339564550555918
0,7,0,7.342342019276231,3,0.00236782,0.13470238068148202
0,7,1,7.844065412057545,3,0.00229946,0.13081346398030286
0,8,0,7.5312829622825275,3,0.00317647,0.18070548908418174
0,8,1,7.531282962282527,3,0.00653689,0.37187566844311354
0,9,0,7.604155394330073,3,0.00311118,0.1769912209241468
0,9,1,7.770276328681579,3,0.00249762,0.14208654375657065
1,0,0,7.744760949298236,3,0.00431365,0.2453982669403396
1,0,1,7.897372014877748,3,0.00213628,0.12153035357511822
1,1,0,7.831944896550416,3,0.00278212,0.1582714004196116
1,1,1,7.923511535898122,3,0.00304711,0.1733463570703646
1,2,0,7.80293577785857,3,0.0053419,0.30389415046853596
1,2,1,7.968942877444709,3,0.00217211,0.1235686784054759
1,3,0,7.805626488965158,3,0.0053419,0.30389415046853596
1,3,1,7.90529904957606,3,0.0025204,0.14338247006512628
1,4,0,7.812118149430572,3,0.0053419,0.30389415046853596
1,4,1,7.812118149430573,3,0.00653689,0.37187566844311354
1,5,0,7.816013145709821,3,0.0053419,0.30389415046853596
1,5,1,7.816013145709821,3,0.00653689,0.37187566844311354
1,6,0,7.8881608030825205,3,0.00317647,0.18070548908418174
1,6,1,7.8881608030825205,3,0.0021288,0.12110482553350295
1,7,0,7.932339735014418,3,0.00220426,0.12539765254156296
1,7,1,7.932339735014417,3,0.00611077,0.3476342233771908
1,8,0,7.8796235947857545,3,0.0053419,0.30389415046853596
1,8,1,7.996952934267718,3,0.00289837,0.16488472058508968
1,9,0,7.8801283863035465,3,0.0053419,0.30389415046853596
1,9,1,7.880128386303545,3,0.00653689,0.37187566844311354
2,0,0,8.014777889676907,3,0.00252522,0.1436566739636003
2,0,1,7.818337051076066,3,0.00635469,0.36151053352569323
2,1,0,7.864113810816721,3,0.0053419,0.30389415046853596
2,1,1,7.864113810816722,3,0.00272726,0.15515048218926214
2,2,0,7.8861787089558915,3,0.0053419,0.30389415046853596
2,2,1,7.8861787089558915,3,0.00609366,0.34666085642638367
2,3,0,8.017423507784361,3,0.002411,0.13715883801262477
2,3,1,7.866198439239571,3,0.00327146,0.18610935388004204
2,4,0,7.837932962288411,3,0.0053419,0.30389415046853596
2,4,1,7.905852412357389,3,0.00217505,0.12373593140578992
2,5,0,7.859388719977541,3,0.0053419,0.30389415046853596
2,5,1,7.859388719977542,3,0.00448556,0.2551780163566608
2,6,0,7.8601624594605,3,0.0053419,0.30389415046853596
2,6,1,7.860162459460501,3,0.00635469,0.36151053352569323
2,7,0,7.823271816702857,3,0.0053419,0.30389415046853596
