"simulation";"bout";"interference";"exploitation1";"exploitation2"
1;1;1;1;1
1;2;2;1;1
1;3;0;3;2
1;4;3;12;67
1;5;0;1;0
1;6;3;0;0
1;7;0;0;0
1;8;1;0;0
1;9;0;5;0
1;10;0;1;3
1;11;0;1;1
1;12;0;1;1
1;13;1;1;62
1;14;3;7;0
1;15;0;0;7
1;16;7;24;49
1;17;0;2;0
1;18;1;5;2
1;19;1;0;0
1;20;0;2;0
1;21;0;0;72
1;22;3;0;1
1;23;0;6;3
1;24;0;3;6
1;25;1;2;0
1;26;6;38;41
1;27;1;0;6
1;28;0;3;0
1;29;0;2;0
1;30;1;0;0
1;31;1;66;0
1;32;0;2;1
1;33;2;5;4
1;34;0;0;6
1;35;1;2;1
1;36;1;5;0
1;37;2;11;15
1;38;0;1;0
1;39;1;5;0
1;40;1;0;0
1;41;1;2;3
1;42;0;5;2
1;43;1;0;1
1;44;1;3;0
1;45;7;10;14
1;46;0;0;20
1;47;0;1;0
1;48;1;0;0
1;49;0;33;2
1;50;0;1;1
2;1;1;0;1
2;2;1;1;2
2;3;2;0;0
2;4;0;4;0
2;5;0;1;2
2;6;12;44;60
2;7;0;2;1
2;8;2;0;0
2;9;2;1;2
2;10;0;2;5
2;11;0;1;6
2;12;1;1;3
2;13;0;1;1
2;14;2;25;3
2;15;1;1;0
2;16;0;2;0
2;17;0;1;1
2;18;1;4;0
2;19;1;0;2
2;20;0;1;2
2;21;0;4;2
2;22;0;3;2
2;23;0;0;1
2;24;0;0;3
2;25;0;0;0
2;26;1;1;1
2;27;1;0;1
2;28;0;1;1
2;29;0;1;1
2;30;0;0;2
2;31;1;0;2
2;32;1;1;0
2;33;0;1;1
2;34;2;56;11
2;35;0;0;1
2;36;0;0;3
2;37;0;0;1
2;38;5;13;56
2;39;1;4;0
2;40;7;39;17
2;41;3;0;57
2;42;1;0;0
2;43;1;0;0
2;44;1;0;0
2;45;1;0;0
2;46;1;0;0
2;47;1;2;0
2;48;1;0;0
2;49;1;0;1
2;50;3;37;0
3;1;0;0;5
3;2;4;20;49
3;3;0;0;2
3;4;1;3;1
3;5;0;0;3
3;6;1;0;2
3;7;1;0;5
3;8;0;0;1
3;9;0;4;2
3;10;2;0;0
3;11;0;1;2
3;12;0;7;0
3;13;0;1;1
3;14;0;1;2
3;15;1;2;0
3;16;1;0;4
3;17;0;0;3
3;18;0;0;1
3;19;0;0;2
3;20;0;0;2
3;21;2;27;47
3;22;1;0;0
3;23;0;0;2
3;24;2;2;3
3;25;1;1;1
3;26;0;0;0
3;27;1;0;0
3;28;1;1;5
3;29;1;0;0
3;30;1;0;0
3;31;1;2;0
3;32;2;1;2
3;33;9;14;42
3;34;1;0;1
3;35;1;6;1
