"simulation";"bout";"interference";"exploitation1";"exploitation2"
1;1;0;27;0
1;2;0;14;1
1;3;0;2;19
1;4;3;8;44
1;5;3;3;15
1;6;0;4;3
1;7;0;1;1
1;8;0;13;8
1;9;4;18;13
1;10;5;18;51
1;11;3;1;26
1;12;0;2;1
1;13;0;9;2
1;14;1;0;3
1;15;6;3;14
1;16;1;6;1
1;17;0;3;2
1;18;1;0;0
1;19;0;0;15
1;20;2;0;0
1;21;0;1;1
1;22;0;5;1
1;23;2;11;26
1;24;1;13;1
1;25;0;0;16
1;26;0;0;2
1;27;0;4;5
1;28;1;0;2
1;29;1;0;6
1;30;0;1;3
1;31;0;3;0
1;32;0;0;4
1;33;0;6;2
1;34;0;0;2
1;35;0;1;1
1;36;0;0;1
1;37;1;2;0
1;38;0;3;6
1;39;1;4;0
1;40;1;1;0
1;41;0;16;2
1;42;0;1;5
1;43;1;0;2
1;44;1;3;0
1;45;2;0;0
1;46;0;0;4
1;47;1;0;2
1;48;0;2;2
1;49;0;1;1
1;50;0;0;0
2;1;0;6;0
2;2;0;7;1
2;3;0;6;53
2;4;0;0;4
2;5;5;13;12
2;6;1;70;5
2;7;1;26;6
2;8;0;0;13
2;9;0;4;36
2;10;0;1;3
2;11;1;7;6
2;12;0;0;2
2;13;2;8;1
2;14;0;1;6
2;15;0;2;1
2;16;1;1;2
2;17;0;0;1
2;18;0;1;1
2;19;0;4;13
2;20;1;0;1
2;21;0;3;2
2;22;0;17;0
2;23;2;4;2
2;24;2;5;5
2;25;0;12;0
2;26;0;1;29
2;27;0;3;10
2;28;0;1;0
2;29;1;0;1
2;30;2;43;0
2;31;1;0;0
2;32;1;1;1
2;33;2;0;43
2;34;0;18;2
2;35;1;1;1
2;36;0;6;0
2;37;1;1;1
2;38;1;10;0
2;39;0;5;8
2;40;0;1;0
2;41;1;0;6
2;42;0;2;2
2;43;1;0;3
2;44;1;3;0
2;45;0;2;1
2;46;8;31;67
2;47;0;1;5
2;48;0;1;2
2;49;1;0;2
2;50;0;10;0
3;1;0;4;25
3;2;2;52;1
3;3;0;24;1
3;4;1;22;2
3;5;1;67;5
3;6;2;33;1
3;7;4;2;3
3;8;1;0;6
3;9;0;0;0
3;10;0;5;8
3;11;0;1;6
3;12;0;2;3
3;13;1;3;12
3;14;1;2;12
3;15;5;7;8
3;16;1;1;1
3;17;2;0;4
3;18;0;4;4
3;19;0;3;2
3;20;4;2;5
3;21;2;4;23
3;22;0;12;0
3;23;4;4;0
3;24;4;4;3
3;25;1;3;0
3;26;0;1;2
3;27;0;3;6
3;28;0;6;0
3;29;0;1;0
3;30;2;0;0
3;31;0;1;4
3;32;1;0;1
3;33;0;0;0
3;34;0;10;5
3;35;1;2;3
3;36;2;2;7
3;37;1;1;9
3;38;0;6;22
3;39;0;1;2
3;40;0;0;3
3;41;0;1;8
3;42;0;1;0
3;43;0;1;0
3;44;1;2;1
3;45;2;5;1
3;46;0;0;0
3;47;0;2;0
3;48;2;4;0
3;49;0;0;3
3;50;0;3;4
4;1;4;9;11
4;2;0;1;3
4;3;0;5;2
4;4;5;14;5
4;5;0;18;1
4;6;3;18;42
4;7;0;2;1
4;8;0;0;3
4;9;0;2;1
4;10;0;23;6
4;11;0;0;15
4;12;1;1;11
4;13;0;1;14
4;14;1;1;12
4;15;0;12;4
4;16;0;1;0
4;17;1;1;4
4;18;0;0;2
4;19;0;1;11
4;20;0;14;0
