simulation,bout,bee,distance_with_previous_learning_array,number_of_resources_foraged,absolute_quality
0,0,0,,5,0.02159741
0,0,1,,3,0.00527181
0,1,0,,5,0.02022387
0,1,1,,1,0.00173983
0,2,0,,5,0.02564474
0,2,1,,4,0.00659615
0,3,0,,4,0.00464501
0,3,1,,5,0.01398376
0,4,0,,5,0.01101228
0,4,1,,4,0.01340259
0,5,0,,5,0.01743499
0,5,1,,5,0.01299786
0,6,0,,5,0.00791348
0,6,1,,5,0.01026092
0,7,0,,3,0.01061114
0,7,1,,5,0.01169501
0,8,0,,5,0.01513061
0,8,1,,5,0.01880956
0,9,0,,5,0.01514363
0,9,1,,5,0.01880956
0,10,0,,5,0.01515398
0,10,1,,5,0.01880956
0,11,0,,5,0.01515398
0,11,1,,5,0.01880956
0,12,0,,5,0.01515398
0,12,1,,5,0.01880956
0,13,0,,5,0.01515398
0,13,1,,5,0.01880956
0,14,0,,5,0.01515398
0,14,1,,5,0.01880956
0,15,0,,5,0.01515398
0,15,1,,5,0.01880956
0,16,0,,5,0.01515398
0,16,1,,5,0.01880956
0,17,0,,5,0.01515398
0,17,1,,5,0.01880956
0,18,0,,5,0.01515398
0,18,1,,5,0.01880956
0,19,0,,5,0.01515398
0,19,1,,5,0.01880956
0,20,0,,5,0.01515398
0,20,1,,5,0.01880956
0,21,0,,5,0.01515398
0,21,1,,5,0.01880956
0,22,0,,5,0.01515398
0,22,1,,5,0.01880956
0,23,0,,5,0.01515398
0,23,1,,5,0.01880956
0,24,0,,5,0.01515398
0,24,1,,5,0.01880956
0,25,0,,5,0.01515398
0,25,1,,5,0.01880956
0,26,0,,5,0.01515398
0,26,1,,5,0.01880956
0,27,0,,5,0.01515398
0,27,1,,5,0.01880956
0,28,0,,5,0.01515398
0,28,1,,5,0.01880956
0,29,0,,5,0.01515398
0,29,1,,5,0.01880956
1,0,0,,3,0.0042106
1,0,1,,3,0.0102325
1,1,0,,3,0.00866313
1,1,1,,4,0.0148153
1,2,0,,3,0.0057266
1,2,1,,4,0.01350077
1,3,0,,3,0.00572297
1,3,1,,4,0.01954413
1,4,0,,3,0.0070198
1,4,1,,4,0.01018841
1,5,0,,3,0.00866313
1,5,1,,4,0.01954413
1,6,0,,5,0.00934332
1,6,1,,4,0.01954413
1,7,0,,5,0.01176157
1,7,1,,4,0.01954413
1,8,0,,5,0.01176157
1,8,1,,4,0.01954413
1,9,0,,5,0.01176157
1,9,1,,4,0.01954413
1,10,0,,5,0.01176157
1,10,1,,4,0.01954413
1,11,0,,5,0.01176157
1,11,1,,4,0.01954413
1,12,0,,5,0.01176157
1,12,1,,5,0.01525712
1,13,0,,5,0.01176157
1,13,1,,4,0.01954413
1,14,0,,5,0.01176157
1,14,1,,4,0.01954413
1,15,0,,5,0.01176157
1,15,1,,4,0.01954413
1,16,0,,5,0.01176157
1,16,1,,4,0.01954413
1,17,0,,5,0.01176157
1,17,1,,4,0.01954413
1,18,0,,5,0.01176157
1,18,1,,4,0.01954413
1,19,0,,5,0.01176157
1,19,1,,4,0.01954413
1,20,0,,5,0.01176157
1,20,1,,5,0.01038628
1,21,0,,5,0.01176157
1,21,1,,5,0.01699413
1,22,0,,5,0.01176157
1,22,1,,5,0.01699413
1,23,0,,5,0.01176157
1,23,1,,5,0.01699413
1,24,0,,5,0.01176157
1,24,1,,5,0.01699413
1,25,0,,5,0.01176157
1,25,1,,5,0.01699413
1,26,0,,5,0.01176157
1,26,1,,5,0.01699413
1,27,0,,5,0.01176157
1,27,1,,5,0.01699413
1,28,0,,5,0.01176157
1,28,1,,5,0.01699413
1,29,0,,5,0.01176157
1,29,1,,5,0.01699413
2,0,0,,5,0.01569269
2,0,1,,2,0.00488603
2,1,0,,5,0.01569269
2,1,1,,2,0.00488603
2,2,0,,5,0.01647465
2,2,1,,3,0.00469865
2,3,0,,5,0.01647465
2,3,1,,5,0.00773887
2,4,0,,5,0.01647465
2,4,1,,5,0.01624071
2,5,0,,5,0.01647465
2,5,1,,5,0.01126062
2,6,0,,5,0.01647465
2,6,1,,5,0.01624071
2,7,0,,5,0.01647465
2,7,1,,5,0.00739997
2,8,0,,5,0.01647465
2,8,1,,4,0.01139033
2,9,0,,5,0.01647465
2,9,1,,5,0.0166277
2,10,0,,5,0.01647465
2,10,1,,5,0.0166277
2,11,0,,5,0.01647465
2,11,1,,5,0.0166277
2,12,0,,5,0.01647465
2,12,1,,5,0.0166277
2,13,0,,5,0.01647465
2,13,1,,5,0.0166277
2,14,0,,5,0.01647465
2,14,1,,5,0.0166277
2,15,0,,5,0.01647465
2,15,1,,5,0.0166277
2,16,0,,5,0.01647465
2,16,1,,5,0.0166277
2,17,0,,5,0.01647465
2,17,1,,5,0.0166277
2,18,0,,5,0.01647465
2,18,1,,5,0.0166277
2,19,0,,5,0.01647465
2,19,1,,5,0.0166277
2,20,0,,5,0.01647465
2,20,1,,5,0.0166277
2,21,0,,5,0.01647465
2,21,1,,5,0.0166277
2,22,0,,5,0.01647465
2,22,1,,5,0.0166277
2,23,0,,5,0.01647465
2,23,1,,5,0.0166277
2,24,0,,5,0.01647465
2,24,1,,5,0.0166277
2,25,0,,5,0.01647465
2,25,1,,5,0.0166277
2,26,0,,5,0.01647465
2,26,1,,5,0.0166277
2,27,0,,5,0.01647465
2,27,1,,5,0.0166277
2,28,0,,5,0.01647465
2,28,1,,5,0.0166277
2,29,0,,5,0.01647465
2,29,1,,5,0.0166277
3,0,0,,3,0.00836274
3,0,1,,5,0.01124798
3,1,0,,5,0.0146241
3,1,1,,5,0.01382461
3,2,0,,4,0.00496258
3,2,1,,5,0.0174596
3,3,0,,5,0.01349499
3,3,1,,5,0.0174596
3,4,0,,5,0.01556371
3,4,1,,5,0.0174596
3,5,0,,3,0.00965798
3,5,1,,5,0.0174596
3,6,0,,5,0.00938065
3,6,1,,5,0.0174596
3,7,0,,5,0.01277845
3,7,1,,5,0.0174596
3,8,0,,2,0.00618179
3,8,1,,5,0.0174596
3,9,0,,5,0.01556796
3,9,1,,5,0.0174596
3,10,0,,3,0.01092618
3,10,1,,5,0.0174596
3,11,0,,5,0.01671047
3,11,1,,5,0.0174596
3,12,0,,5,0.01671047
3,12,1,,5,0.0174596
3,13,0,,5,0.01671047
3,13,1,,5,0.0174596
3,14,0,,5,0.01671047
3,14,1,,5,0.0174596
3,15,0,,5,0.01671047
3,15,1,,5,0.0174596
3,16,0,,5,0.01671047
3,16,1,,5,0.0174596
3,17,0,,5,0.01671047
3,17,1,,5,0.0174596
3,18,0,,5,0.01671047
3,18,1,,5,0.0174596
3,19,0,,5,0.01671047
3,19,1,,5,0.0174596
3,20,0,,5,0.01671047
3,20,1,,5,0.0174596
3,21,0,,5,0.01671047
3,21,1,,5,0.0174596
3,22,0,,5,0.01671047
3,22,1,,5,0.0174596
3,23,0,,5,0.01671047
3,23,1,,5,0.0174596
3,24,0,,5,0.01671047
3,24,1,,5,0.0174596
3,25,0,,5,0.01671047
3,25,1,,5,0.0174596
3,26,0,,5,0.01671047
3,26,1,,5,0.0174596
3,27,0,,5,0.01671047
3,27,1,,5,0.0174596
3,28,0,,5,0.01671047
3,28,1,,5,0.0174596
3,29,0,,5,0.01671047
3,29,1,,5,0.0174596
4,0,0,,4,0.01139764
4,0,1,,2,0.00829098
4,1,0,,4,0.00484518
4,1,1,,3,0.00663982
4,2,0,,3,0.00997576
4,2,1,,4,0.00516303
4,3,0,,2,0.00276303
4,3,1,,5,0.01580201
4,4,0,,2,0.00576414
4,4,1,,5,0.01580201
4,5,0,,3,0.00280497
4,5,1,,5,0.01580201
4,6,0,,3,0.01027133
4,6,1,,5,0.01580201
4,7,0,,3,0.00928128
4,7,1,,5,0.01580201
4,8,0,,5,0.00853818
4,8,1,,5,0.01580201
4,9,0,,5,0.01619355
4,9,1,,5,0.01580201
4,10,0,,5,0.00913625
4,10,1,,5,0.01580201
4,11,0,,5,0.01720904
4,11,1,,5,0.01580201
4,12,0,,5,0.01720904
4,12,1,,5,0.01580201
