"simulation";"bout";"interference";"exploitation1";"exploitation2"
1;1;3;4;5
1;2;1;9;0
1;3;0;10;3
1;4;0;0;4
1;5;2;0;8
1;6;1;7;4
1;7;0;8;3
1;8;0;3;1
1;9;2;6;0
1;10;0;5;0
1;11;1;6;6
1;12;2;10;8
1;13;0;4;1
1;14;0;8;11
1;15;1;6;1
1;16;0;1;7
1;17;1;6;3
1;18;0;0;1
1;19;2;4;3
1;20;0;0;2
1;21;2;6;14
1;22;1;8;2
1;23;0;12;5
1;24;1;20;0
1;25;3;9;23
1;26;1;1;1
1;27;2;14;2
1;28;2;5;3
1;29;2;1;2
1;30;0;7;3
1;31;0;1;1
1;32;0;0;3
1;33;0;3;0
1;34;0;9;1
1;35;1;4;1
1;36;1;2;3
1;37;2;1;4
1;38;0;1;9
1;39;1;0;2
1;40;2;1;1
1;41;0;0;11
1;42;0;0;22
1;43;0;1;11
1;44;1;1;29
1;45;0;5;2
1;46;2;0;12
1;47;2;4;0
1;48;0;10;2
1;49;0;21;0
1;50;1;1;22
2;1;0;11;3
2;2;1;1;2
2;3;0;13;3
2;4;1;1;4
2;5;0;14;0
2;6;1;16;1
2;7;0;0;6
2;8;0;12;3
2;9;1;4;1
2;10;0;35;1
2;11;3;8;4
2;12;1;13;3
2;13;0;5;6
2;14;0;0;7
2;15;0;0;8
2;16;0;1;6
2;17;1;1;0
2;18;0;7;1
2;19;1;6;0
2;20;1;2;0
2;21;0;6;1
2;22;0;3;1
2;23;1;2;22
2;24;1;0;7
2;25;1;1;44
2;26;1;4;9
2;27;0;21;1
2;28;0;4;6
2;29;2;4;5
2;30;0;1;2
2;31;1;3;3
2;32;1;20;2
2;33;2;13;6
2;34;0;2;0
2;35;0;1;11
2;36;0;0;8
2;37;0;1;3
2;38;0;1;8
2;39;0;0;2
2;40;1;0;3
2;41;1;0;2
2;42;0;11;3
2;43;0;9;0
2;44;1;0;10
2;45;0;2;9
2;46;0;17;1
2;47;2;1;18
2;48;1;1;16
2;49;0;5;1
2;50;0;15;1
3;1;0;9;0
3;2;0;43;2
3;3;0;9;5
3;4;0;0;5
3;5;1;17;0
3;6;0;8;5
3;7;1;2;23
3;8;1;0;28
3;9;0;9;2
3;10;0;2;0
3;11;1;4;18
3;12;0;3;3
3;13;4;5;3
3;14;1;12;4
3;15;0;19;3
3;16;1;6;0
3;17;0;13;3
3;18;3;3;0
3;19;0;16;1
3;20;1;2;1
3;21;1;0;6
3;22;4;13;0
3;23;0;3;0
3;24;3;11;2
3;25;0;5;2
3;26;0;8;2
3;27;0;0;0
3;28;1;3;0
3;29;1;3;1
3;30;0;7;0
3;31;0;6;11
3;32;0;4;6
3;33;2;0;16
3;34;0;0;15
3;35;1;1;4
3;36;1;1;3
3;37;2;2;10
3;38;1;1;27
3;39;2;0;13
3;40;2;6;5
3;41;0;1;5
3;42;1;3;1
3;43;0;1;5
3;44;1;2;9
3;45;0;2;34
3;46;2;2;3
3;47;3;0;16
3;48;1;8;0
3;49;2;0;16
3;50;0;2;3
4;1;2;4;9
4;2;0;1;2
4;3;0;5;2
4;4;0;0;0
4;5;0;5;3
4;6;0;0;14
4;7;0;18;0
4;8;0;4;2
4;9;0;2;6
4;10;2;0;20
4;11;0;1;5
4;12;0;41;1
4;13;3;13;0
4;14;1;3;3
4;15;0;10;0
4;16;0;0;5
4;17;0;9;9
4;18;2;0;15
4;19;0;4;2
4;20;0;3;3
4;21;0;4;5
4;22;0;12;2
4;23;2;0;1
4;24;2;11;1
4;25;1;8;5
4;26;0;9;2
4;27;4;7;8
4;28;1;12;0
4;29;0;7;0
4;30;2;8;23
4;31;0;0;0
4;32;0;0;13
4;33;1;1;2
4;34;0;13;2
4;35;0;3;4
4;36;2;12;8
4;37;1;23;12
4;38;0;4;0
4;39;0;1;16
4;40;0;0;8
4;41;0;1;3
4;42;1;0;6
4;43;1;1;4
4;44;0;3;2
4;45;0;14;1
4;46;0;0;6
4;47;0;2;1
4;48;1;0;2
4;49;0;7;1
4;50;1;5;0
5;1;1;4;30
5;2;0;12;3
5;3;0;3;10
5;4;2;7;0
5;5;1;2;1
5;6;3;1;14
5;7;1;2;11
5;8;0;1;0
5;9;1;10;0
5;10;1;17;0
5;11;1;19;4
5;12;1;2;9
5;13;1;5;7
5;14;0;8;1
5;15;2;10;6
5;16;0;17;4
5;17;0;1;7
5;18;1;9;1
5;19;0;0;5
5;20;0;4;34
5;21;0;5;3
5;22;2;2;3
5;23;1;2;11
5;24;1;0;9
5;25;0;8;36
5;26;0;0;0
5;27;1;3;6
5;28;0;3;1
5;29;1;18;2
5;30;1;0;22
5;31;0;2;7
5;32;0;1;8
5;33;1;19;1
5;34;1;4;10
5;35;0;0;2
5;36;1;1;3
5;37;1;0;2
5;38;0;8;0
5;39;0;0;7
5;40;0;1;3
5;41;3;5;7
5;42;1;2;10
5;43;0;1;9
5;44;1;0;5
5;45;0;1;5
5;46;0;8;1
5;47;1;3;8
5;48;0;5;1
5;49;1;6;1
5;50;2;1;7
6;1;1;10;0
6;2;0;1;12
6;3;1;12;3
6;4;0;0;9
6;5;2;8;3
6;6;0;7;5
6;7;0;5;8
6;8;3;3;21
6;9;2;1;9
6;10;1;3;6
6;11;2;1;1
6;12;2;1;15
6;13;0;2;9
6;14;1;0;1
6;15;1;4;16
6;16;0;3;2
6;17;0;1;3
6;18;0;11;0
6;19;1;6;3
6;20;2;2;5
6;21;0;5;1
6;22;0;17;0
6;23;0;10;0
6;24;0;13;4
6;25;0;12;2
6;26;0;1;1
6;27;0;2;0
6;28;0;4;2
6;29;2;0;0
6;30;0;1;33
6;31;0;3;1
6;32;0;16;2
6;33;1;6;5
6;34;1;2;11
6;35;1;0;24
6;36;0;16;1
6;37;1;4;5
6;38;1;0;14
6;39;1;3;8
6;40;0;2;0
6;41;3;0;1
6;42;0;0;18
6;43;2;2;4
6;44;0;2;1
6;45;0;14;1
6;46;3;19;1
6;47;0;1;6
6;48;0;3;0
6;49;0;9;0
6;50;0;7;4
7;1;0;7;1
7;2;1;0;9
7;3;1;1;2
7;4;2;1;6
7;5;3;1;11
7;6;1;2;15
7;7;0;16;13
