"simulation";"bout";"interference";"exploitation1";"exploitation2"
1;1;4;13;5
1;2;3;29;26
1;3;1;10;6
1;4;5;46;0
1;5;0;1;29
1;6;6;34;34
1;7;10;47;17
1;8;3;8;45
1;9;1;77;3
1;10;1;13;49
1;11;0;10;0
1;12;12;43;73
1;13;0;76;0
1;14;2;1;69
1;15;4;70;30
1;16;0;1;7
1;17;1;88;1
1;18;2;85;3
1;19;4;16;79
1;20;8;18;49
1;21;7;22;56
1;22;3;30;41
1;23;4;11;89
1;24;1;4;29
1;25;11;29;83
1;26;4;42;14
1;27;3;6;30
1;28;1;51;7
1;29;6;14;40
1;30;1;20;0
1;31;16;37;75
1;32;3;9;90
1;33;10;75;42
1;34;8;36;67
1;35;12;33;66
1;36;14;73;29
1;37;14;66;35
1;38;12;71;27
1;39;3;52;11
1;40;2;7;79
1;41;12;54;76
1;42;9;72;49
1;43;5;81;26
1;44;6;8;36
1;45;4;5;88
1;46;1;21;4
1;47;14;65;71
1;48;13;68;37
1;49;1;77;10
1;50;9;72;58
2;1;6;0;24
2;2;4;8;11
2;3;1;14;3
2;4;3;3;13
2;5;4;21;13
2;6;0;0;0
2;7;5;42;11
2;8;3;6;71
2;9;4;84;2
2;10;3;5;87
2;11;23;71;63
2;12;13;82;53
2;13;3;19;73
2;14;2;17;46
2;15;13;84;39
2;16;22;72;74
2;17;8;62;55
2;18;2;17;89
2;19;10;30;33
2;20;3;8;89
2;21;1;72;6
2;22;6;11;30
2;23;16;56;62
2;24;11;46;26
2;25;2;42;7
2;26;28;71;67
2;27;11;42;80
2;28;24;57;70
2;29;24;76;74
2;30;2;32;11
2;31;16;81;80
2;32;0;13;95
2;33;0;98;0
2;34;12;34;84
2;35;1;30;98
2;36;5;12;93
2;37;0;11;98
2;38;5;25;96
2;39;1;2;97
2;40;11;34;87
2;41;30;68;68
2;42;5;92;35
2;43;17;83;80
2;44;27;72;71
2;45;0;18;45
2;46;0;59;47
2;47;21;52;37
2;48;0;99;0
2;49;12;35;87
2;50;6;30;28
3;1;3;65;13
3;2;3;18;14
3;3;0;12;11
3;4;1;8;87
3;5;5;16;16
3;6;1;4;10
3;7;3;66;19
3;8;7;71;45
3;9;1;1;88
3;10;3;74;8
3;11;4;25;49
3;12;3;1;72
3;13;2;12;20
3;14;0;1;24
3;15;10;78;32
3;16;13;57;50
3;17;1;7;37
3;18;1;41;6
3;19;22;64;61
3;20;0;92;4
3;21;16;81;67
3;22;0;9;84
3;23;14;81;70
3;24;3;28;15
3;25;0;96;0
3;26;10;84;77
3;27;8;58;16
3;28;13;87;46
3;29;12;64;46
3;30;15;51;70
3;31;0;6;5
3;32;3;91;19
3;33;3;97;13
