"simulation";"bout";"interference";"exploitation1";"exploitation2"
1;1;0;2;1
1;2;0;4;22
1;3;0;3;7
1;4;1;45;10
1;5;1;24;7
1;6;3;1;11
1;7;3;0;9
1;8;0;13;0
1;9;1;14;1
1;10;1;3;0
1;11;1;4;4
1;12;1;1;35
1;13;0;0;29
1;14;0;1;16
1;15;3;4;15
1;16;0;0;22
1;17;0;8;0
1;18;0;5;31
1;19;1;0;2
1;20;1;3;15
1;21;0;4;20
1;22;0;1;0
1;23;0;5;1
1;24;0;28;0
1;25;1;2;0
1;26;0;10;0
1;27;0;17;3
1;28;0;0;46
1;29;1;5;14
1;30;0;8;2
1;31;0;2;13
1;32;0;0;7
1;33;0;6;3
1;34;1;0;2
1;35;2;4;2
1;36;0;0;2
1;37;0;5;0
1;38;1;1;0
1;39;1;6;0
1;40;1;1;0
1;41;1;0;0
1;42;1;0;3
1;43;0;7;0
1;44;0;1;0
1;45;0;0;0
1;46;0;6;0
1;47;0;3;0
1;48;0;7;0
1;49;0;4;0
1;50;0;5;0
2;1;0;3;1
2;2;0;0;22
2;3;0;0;5
2;4;1;1;14
2;5;1;2;16
2;6;1;5;2
2;7;1;12;9
2;8;0;2;3
2;9;0;3;2
2;10;0;16;2
2;11;0;5;0
2;12;0;16;6
2;13;1;0;13
2;14;0;9;0
2;15;0;2;11
2;16;1;36;2
2;17;0;0;10
2;18;2;5;1
2;19;0;9;0
2;20;2;5;0
2;21;0;1;0
2;22;1;0;8
2;23;0;0;0
2;24;2;5;2
2;25;1;7;0
2;26;0;14;0
2;27;1;0;6
2;28;2;7;8
2;29;1;8;2
2;30;1;6;2
2;31;3;23;0
2;32;0;0;13
2;33;0;0;1
2;34;0;4;5
2;35;0;3;0
2;36;1;0;6
2;37;0;10;0
2;38;1;0;13
2;39;2;7;3
2;40;0;9;0
2;41;2;0;2
2;42;0;4;1
2;43;0;5;1
2;44;0;1;0
2;45;0;12;4
2;46;1;0;3
2;47;0;1;16
2;48;0;0;3
2;49;0;0;0
2;50;0;0;8
3;1;0;21;5
3;2;1;2;3
3;3;0;8;2
3;4;0;42;1
3;5;0;0;2
3;6;1;2;2
3;7;2;21;1
3;8;1;2;10
3;9;2;5;4
3;10;0;0;5
3;11;0;18;0
3;12;0;7;2
3;13;1;7;0
3;14;0;3;8
3;15;1;1;21
3;16;0;11;1
3;17;3;4;0
3;18;1;9;13
3;19;0;40;1
3;20;1;19;3
3;21;0;3;10
3;22;0;1;10
3;23;1;2;0
3;24;3;15;4
3;25;3;1;0
3;26;0;2;19
3;27;0;1;0
3;28;0;8;0
3;29;0;7;2
3;30;0;12;1
3;31;0;31;2
3;32;0;6;0
3;33;1;3;4
3;34;1;0;15
3;35;0;15;0
3;36;0;24;0
3;37;0;0;0
3;38;1;0;4
3;39;1;0;3
3;40;1;3;0
3;41;0;3;0
3;42;0;0;0
3;43;0;0;0
3;44;0;0;0
3;45;0;0;0
3;46;0;0;0
3;47;0;0;0
3;48;0;0;0
3;49;0;0;0
3;50;0;0;0
4;1;0;71;0
4;2;0;0;2
4;3;2;1;28
4;4;0;6;24
4;5;0;2;12
4;6;0;42;6
4;7;0;15;1
4;8;0;1;17
4;9;0;1;8
4;10;1;0;0
4;11;0;3;10
4;12;0;6;1
4;13;0;9;3
