"simulation";"bout";"interference";"exploitation1";"exploitation2"
1;1;1;1;17
1;2;1;7;30
1;3;0;4;0
1;4;2;0;4
1;5;1;62;2
1;6;0;0;16
1;7;1;1;5
1;8;0;5;5
1;9;2;40;1
1;10;0;2;22
1;11;0;11;3
1;12;1;3;1
1;13;0;13;1
1;14;0;8;0
1;15;0;4;11
1;16;0;2;1
1;17;1;0;2
1;18;0;5;3
1;19;1;2;14
1;20;3;1;11
1;21;1;4;6
1;22;2;16;0
1;23;0;0;4
1;24;0;0;17
1;25;1;1;14
1;26;1;2;1
1;27;0;0;20
1;28;1;4;5
1;29;1;4;13
1;30;0;20;0
1;31;0;0;14
1;32;0;0;8
1;33;0;4;0
1;34;0;0;5
1;35;1;0;1
1;36;0;1;0
1;37;0;3;22
1;38;0;0;7
1;39;0;0;3
1;40;0;0;12
1;41;0;0;0
1;42;0;0;0
1;43;0;0;0
1;44;0;0;0
1;45;0;0;0
1;46;0;0;0
1;47;0;0;0
1;48;0;0;0
1;49;0;0;2
1;50;0;0;0
2;1;0;0;5
2;2;1;4;1
2;3;1;4;4
2;4;0;15;1
2;5;1;0;8
2;6;1;4;19
2;7;2;2;14
2;8;0;1;0
2;9;0;11;2
2;10;1;2;10
2;11;0;10;0
2;12;1;0;0
2;13;1;1;34
2;14;0;3;19
2;15;0;0;36
2;16;2;31;0
2;17;0;1;19
2;18;0;30;1
2;19;1;3;66
2;20;2;0;11
2;21;1;0;0
2;22;1;5;3
2;23;1;5;18
2;24;2;1;1
2;25;1;0;17
2;26;1;4;0
2;27;0;6;1
2;28;1;5;2
2;29;0;21;2
2;30;1;2;3
2;31;0;19;3
2;32;2;0;2
2;33;0;0;4
2;34;0;0;3
2;35;0;16;2
2;36;1;3;3
2;37;1;0;5
2;38;2;3;15
2;39;2;12;1
2;40;0;3;0
2;41;1;1;13
2;42;1;6;0
2;43;0;0;7
2;44;0;0;6
2;45;2;0;7
2;46;0;6;0
2;47;0;2;6
2;48;1;0;7
2;49;0;5;0
2;50;0;0;2
3;1;1;9;0
3;2;0;17;3
3;3;0;7;1
3;4;2;6;3
3;5;0;1;19
3;6;0;3;0
3;7;0;2;10
3;8;1;9;1
3;9;1;2;6
3;10;0;0;18
3;11;1;2;2
3;12;0;9;6
3;13;0;3;0
3;14;1;7;2
3;15;0;23;6
3;16;2;0;2
3;17;0;2;4
3;18;1;16;3
3;19;0;5;14
3;20;0;3;18
3;21;2;10;0
3;22;0;9;5
3;23;2;8;0
3;24;0;4;4
3;25;0;4;2
3;26;0;2;3
3;27;2;1;6
3;28;0;0;4
3;29;1;3;3
