"ID","x","y","patch"
0,0,0,1
1,-167.293365187835,405.812331866022,2
2,49.4030971685369,253.345594111289,2
3,77.5050175585441,349.163274680786,2
4,210.72727128408,355.09572859969,2
5,92.2754545432101,792.498881630419,2
