0.000000000000000000e+00,1.512371439470085732e-01,6.672441847477365851e-02,3.577133519224776070e-02,1.801924955976353104e-01,1.438518240713116958e-01,5.428013249424117753e-02,4.953747825997065202e-02,2.504651524154218045e-02,8.514071698247327458e-02,2.082179397387957931e-01
4.975920504400626471e-02,0.000000000000000000e+00,1.228628176481469207e-02,3.878611798457155119e-02,1.713419228339745082e-02,5.365779897497768153e-02,3.056021603692526956e-02,5.303492534767402511e-02,2.089058478837889712e-02,3.704353557886884696e-01,3.534553219865658180e-01
1.665873957085959312e-01,9.323153746332124570e-02,0.000000000000000000e+00,3.881465329864656338e-02,7.774923507344899676e-02,2.985296321794433383e-01,3.932846907820712612e-02,8.912839473980177507e-02,3.041621453647863280e-02,8.274030525380716983e-02,8.347416266824914111e-02
2.273100392319849991e-02,7.491086539010791134e-02,9.879201328462402024e-03,0.000000000000000000e+00,1.525075544383168794e-02,2.368179106267139997e-02,7.517342434203296009e-02,4.671874292737709239e-02,5.697206144325335231e-01,9.626480850634354380e-02,6.566879264344116507e-02
3.373124179495399222e-01,9.748645990455241661e-02,5.829541699487373468e-02,4.492659664718207102e-02,0.000000000000000000e+00,7.513782172055862019e-02,9.846018352899135739e-02,4.205539783666570330e-02,3.459098694119765172e-02,6.605513677080007695e-02,1.456795817056385778e-01
1.490536539418794715e-01,1.689838270952875587e-01,1.238960207803514874e-01,3.861520393226863801e-02,4.159012489877265961e-02,0.000000000000000000e+00,3.258431156866251760e-02,1.574848925151658696e-01,2.692107538245134060e-02,1.507555169348993584e-01,1.101153729502609840e-01
7.716549213030246546e-02,1.320455242367888082e-01,2.239401325756086927e-02,1.681756438522460373e-01,7.477341958696571977e-02,4.470576463113765109e-02,0.000000000000000000e+00,4.781801603610229268e-02,1.195681690834852623e-01,9.942755016793951295e-02,2.139264070174713983e-01
4.909980715382649546e-02,1.597691362743840493e-01,3.538381330552451548e-02,7.287080616442559444e-02,2.226752803031796860e-02,1.506459762911465661e-01,3.333920302136231945e-02,0.000000000000000000e+00,4.859156746534157301e-02,3.450119565340782346e-01,8.302020575959263848e-02
1.909973677942669243e-02,4.841898742750039980e-02,9.290260527585192385e-03,6.836889167526973843e-01,1.409118106695066847e-02,1.981277110243571601e-02,6.413770556165805659e-02,3.738480234516126932e-02,0.000000000000000000e+00,5.939863307385565006e-02,4.467700536272881801e-02
3.601731979657613048e-02,4.762900988473856012e-01,1.401954329912531542e-02,6.408526344887340020e-02,1.492743041431339457e-02,6.154886509747645867e-02,2.958684090619929929e-02,1.472523868894466681e-01,3.295114178785642223e-02,0.000000000000000000e+00,1.233211095127473150e-01
9.517580578801020097e-02,4.910525566634629246e-01,1.528280766007195091e-02,4.723718218352020853e-02,3.557226128202795740e-02,4.857682410919658689e-02,6.878449977752432165e-02,3.828655858458201305e-02,2.678011273867020661e-02,1.332513912129335287e-01,0.000000000000000000e+00
