simulation,bout,bee,distance_with_previous_learning_array,number_of_resources_foraged,relative_quality,absolute_quality
0,0,0,2.1099600684972044,1,0.0008422,0.050591698203880583
0,0,1,2.1099600684972044,5,0.00962456,0.5781558238721692
0,1,0,2.8450067436956994,2,0.00590818,0.35490959332011773
0,1,1,3.635193948616303,4,0.00817444,0.4910458340842194
0,2,0,3.240919917470977,0,0.0,0.0
0,2,1,3.7663193745257204,5,0.01271148,0.7635898360064878
0,3,0,3.919189529498478,2,0.00590818,0.35490959332011773
0,3,1,4.61645214004236,4,0.00672535,0.4039977173064216
0,4,0,4.773238902144149,2,0.00504149,0.3028467591758275
0,4,1,4.997800112144056,5,0.01158461,0.6958977593560403
0,5,0,5.29197494603425,2,0.00590818,0.35490959332011773
0,5,1,5.29197494603425,5,0.01190058,0.7148783564606236
0,6,0,6.232860540870036,5,0.0151727,0.9114374962455699
0,6,1,4.588938696595843,2,0.00509821,0.30625397969604135
0,7,0,5.069634999494584,5,0.0151727,0.9114374962455699
0,7,1,5.537299454114839,2,0.00102388,0.06150537634408603
0,8,0,6.729236727248692,4,0.00437967,0.26309064696341683
0,8,1,5.671395239712781,3,0.00481613,0.289309184838109
0,9,0,7.807297073375013,4,0.00424582,0.2550501591878417
0,9,1,6.326580656732178,3,0.00263434,0.1582471316153061
1,0,0,7.536746950210967,4,0.00521476,0.31325524118459785
1,0,1,6.932375425382406,3,0.00340721,0.20467411545623837
1,1,0,6.86614523173036,3,0.0024668,0.14818285576980839
1,1,1,7.441284482752959,4,0.00464154,0.2788214092629303
1,2,0,6.912592973810299,3,0.00354211,0.21277767765963837
1,2,1,6.980028428322253,4,0.0044459,0.2670691415870728
1,3,0,7.013938394090759,3,0.0022917,0.13766444404397188
1,3,1,7.013938394090759,4,0.008502,0.5107226527302217
1,4,0,7.14829084818264,3,0.00617967,0.37121823752027394
1,4,1,7.259733759300305,4,0.00456223,0.27405718748122787
1,5,0,7.311252058259496,4,0.01033384,0.6207629002222623
1,5,1,8.09081631795501,3,0.0025284,0.1518832222021986
1,6,0,7.441183099946158,4,0.00776047,0.4661782903826516
1,6,1,7.941991199326762,3,0.00263658,0.1583816903946657
1,7,0,7.502967242216419,4,0.01033384,0.6207629002222623
1,7,1,7.752304914629418,3,0.00373516,0.22437436174686132
1,8,0,7.728318419803228,4,0.0041411,0.2487595362527783
1,8,1,7.6614526731326285,3,0.00478237,0.2872811918063315
1,9,0,8.122747852763535,4,0.00570189,0.34251757073346556
1,9,1,7.465149847270203,3,0.00499829,0.3002516970024629
2,0,0,7.688868802159554,4,0.00617644,0.371024208566108
2,0,1,7.643429717669951,3,0.00260797,0.1566630624136481
2,1,0,7.747522116469645,4,0.01033384,0.6207629002222623
2,1,1,7.751209015812554,3,0.00223428,0.13421517390520815
2,2,0,7.75425572451994,4,0.00407592,0.24484411605694723
2,2,1,8.014485461513335,3,0.0026028,0.1563524959452154
2,3,0,7.93916414660398,4,0.00425247,0.25544963056406567
2,3,1,7.6716710705495625,3,0.00500959,0.30093049798762544
2,4,0,7.680090549447231,4,0.01033384,0.6207629002222623
2,4,1,7.680090549447231,3,0.00505543,0.3036841472938067
2,5,0,7.688676669987869,4,0.01033384,0.6207629002222623
2,5,1,7.688676669987869,3,0.00271882,0.16332191986544123
2,6,0,7.777879083849307,4,0.00705703,0.4239220279930318
2,6,1,7.6173832382166555,3,0.00509498,0.3060599507418754
2,7,0,7.619229948902638,4,0.00776047,0.4661782903826516
2,7,1,7.619229948902638,3,0.00509498,0.3060599507418754
2,8,0,7.832344449205678,3,0.00347425,0.20870126749564488
2,8,1,7.583499668617668,4,0.00385538,0.2315960833783865
2,9,0,7.571040769352788,3,0.00581278,0.3491788310206043
2,9,1,7.091657589597725,4,0.008502,0.5107226527302217
3,0,0,7.562724410078247,3,0.00265517,0.1594984081215835
3,0,1,7.301382636517218,4,0.00379624,0.22804349131975735
3,1,0,7.297465184193312,4,0.00945684,0.5680807352676158
3,1,1,7.882941675154571,3,0.00231816,0.1392539196251577
3,2,0,7.330114491230996,4,0.00476888,0.28647083558599146
3,2,1,7.6412809378053925,3,0.00478237,0.2872811918063315
3,3,0,8.041967441302749,3,0.00222768,0.13381870607316634
3,3,1,7.131016180934411,4,0.00458105,0.27518772151138343
3,4,0,7.053948919975074,4,0.00705703,0.4239220279930318
3,4,1,7.775006697566997,3,0.00346042,0.20787048717486636
3,5,0,7.186492513919628,4,0.00488029,0.2931633327326245
3,5,1,7.085897962711648,3,0.00509498,0.3060599507418754
3,6,0,7.704085291464345,3,0.00367092,0.22051540818165435
3,6,1,7.135076332097279,4,0.00366965,0.22043911815942815
3,7,0,7.30696643653674,3,0.00590657,0.354812879197453
3,7,1,7.32882596573241,4,0.00588297,0.35339520634348537
3,8,0,7.6158303323599,3,0.00228991,0.13755691716225146
3,8,1,7.263986134406816,4,0.008502,0.5107226527302217
3,9,0,7.492170454891575,3,0.00222504,0.13366011894034963
3,9,1,7.29150275845257,4,0.00449494,0.2700150177209107
4,0,0,7.4061520794536335,3,0.00231838,0.1392671352195591
4,0,1,7.2794881681905235,4,0.008502,0.5107226527302217
4,1,0,7.267903846319464,4,0.00652609,0.39202799303177754
4,1,1,8.018193950774098,3,0.00478237,0.2872811918063315
4,2,0,7.657109626834847,3,0.00396958,0.23845617829038268
4,2,1,7.248175115633223,4,0.00385194,0.23138943953865562
4,3,0,7.4698137994668885,3,0.00581278,0.3491788310206043
4,3,1,7.259120195402566,4,0.00450529,0.27063675136661264
4,4,0,7.3816748796576555,3,0.00371545,0.22319036463026373
4,4,1,7.254895337388887,4,0.00428782,0.257573136300835
4,5,0,7.3273251385829585,3,0.00581278,0.3491788310206043
4,5,1,7.248355752843139,4,0.008502,0.5107226527302217
4,6,0,7.2117073332966175,3,0.00389571,0.23401874211569654
4,6,1,7.341071666652001,4,0.00446649,0.26830600108127595
4,7,0,7.315701791252399,3,0.00356902,0.2143941851384634
4,7,1,7.332059861668657,4,0.00451152,0.2710109929717066
4,8,0,7.409762294219858,4,0.00476991,0.28653270859614344
4,8,1,8.19344081528792,3,0.00478237,0.2872811918063315
4,9,0,7.741821031277939,3,0.00581278,0.3491788310206043
4,9,1,7.407496446522937,4,0.00458105,0.27518772151138343
