simulation,bout,bee,distance_with_previous_learning_array,number_of_resources_foraged,relative_quality,absolute_quality
0,0,0,4.628016485760137,3,0.00372419,0.21186460926513356
0,0,1,4.628016485760137,2,0.00111527,0.06344634478238906
0,1,0,4.246769739440813,4,0.00377743,0.21489336767898348
0,1,1,4.246769739440814,2,0.00382484,0.21759046453098618
0,2,0,5.746648991043596,4,0.00430618,0.2449733077864805
0,2,1,5.746648991043596,2,0.00154172,0.08770656314426538
0,3,0,6.563557394668064,4,0.00762763,0.4339265315596172
0,3,1,7.145546493653158,2,0.00114801,0.06530888329609015
0,4,0,6.829280472636272,4,0.00421959,0.2400473087058031
0,4,1,7.1833689345958565,2,0.0025918,0.1474443286441812
0,5,0,7.284382762649716,3,0.00429054,0.24408356733583036
0,5,1,7.631749240439091,3,0.0022271,0.1266969921766556
0,6,0,8.112806683862775,4,0.00420832,0.23940617220459934
0,6,1,6.8900202632305785,2,0.00113988,0.06484637755032381
0,7,0,7.76763264840202,3,0.00237458,0.13508694880465305
0,7,1,6.864911587591229,3,0.00241748,0.13752747727862302
0,8,0,7.207588372694949,3,0.00410968,0.23379466337773694
0,8,1,6.941771130933484,3,0.0055218,0.3141284412020371
0,9,0,7.798111180411463,3,0.00440256,0.25045624798044847
0,9,1,7.404710385671872,3,0.00226948,0.1291079384873047
1,0,0,8.11005266720347,3,0.00251319,0.1429723019929276
1,0,1,7.137648392476175,3,0.0055218,0.3141284412020371
1,1,0,7.514899745523665,3,0.00337108,0.19177661370700916
1,1,1,7.19402593935383,3,0.0055218,0.3141284412020371
1,2,0,7.8098650139100805,3,0.00232921,0.13250590505490906
1,2,1,7.090106955293519,3,0.00241201,0.13721629567599794
1,3,0,7.259875240140374,3,0.0025274,0.1437806914944454
1,3,1,7.128521507204993,3,0.0024512,0.13944576679242882
1,4,0,7.388904699125497,3,0.00441564,0.25120035316551903
1,4,1,7.223415462290493,3,0.00243352,0.13843997323951998
1,5,0,7.469648330396036,3,0.00255977,0.14562218116116818
1,5,1,7.136597072507271,3,0.0055218,0.3141284412020371
1,6,0,7.339892881169583,3,0.00271587,0.15450251903498433
1,6,1,7.002158430303496,3,0.0055218,0.3141284412020371
1,7,0,7.234272645464625,3,0.00230154,0.13093179263358623
1,7,1,6.925221242610211,3,0.0055218,0.3141284412020371
1,8,0,6.962978882904775,3,0.00337108,0.19177661370700916
1,8,1,6.962978882904776,3,0.0055218,0.3141284412020371
1,9,0,6.966191471424279,3,0.00642189,0.36533345924715677
1,9,1,6.96619147142428,3,0.0055218,0.3141284412020371
2,0,0,6.971217619190786,3,0.00444016,0.2525952659436483
2,0,1,6.971217619190786,3,0.0055218,0.3141284412020371
2,1,0,7.000744456187437,3,0.00270794,0.15405139104434137
2,1,1,6.978484323777492,3,0.0055218,0.3141284412020371
2,2,0,6.995235602785215,3,0.00440256,0.25045624798044847
2,2,1,6.9952356027852165,3,0.0055218,0.3141284412020371
2,3,0,7.033658968026133,3,0.00336184,0.19125096142030795
2,3,1,6.985616298191934,3,0.0055218,0.3141284412020371
2,4,0,7.0736553370045545,3,0.00213586,0.12150646028935906
