"Bee","Simulation","Bout","rawQuality","relativeQuality"
1,1,1,0.05298817,0.551076945956922
1,1,2,0.0550014,0.572014537119419
1,1,3,0.09615385,1
1,1,4,0.03801825,0.395389784184409
1,1,5,0.03636364,0.378181840872726
1,1,6,0.07088074,0.737159666513613
1,1,7,0.03636364,0.378181840872726
1,1,8,0.05522359,0.574325313026988
1,1,9,0.07333492,0.762683137492674
1,1,10,0.0550014,0.572014537119419
1,1,11,0.04197764,0.436567438537302
1,1,12,0.04714468,0.490304652387814
1,1,13,0.03636364,0.378181840872726
1,1,14,0.06723984,0.699294308028228
1,1,15,0.04536368,0.47178225312871
1,1,16,0.04751604,0.494166796233328
1,1,17,0.0550014,0.572014537119419
1,1,18,0.01823554,0.189649608414016
1,1,19,0.06641713,0.690738124370475
1,1,20,0.03636364,0.378181840872726
1,2,1,0.02566954,0.266963205321472
1,2,2,0.0550014,0.572014537119419
1,2,3,0.04714468,0.490304652387814
1,2,4,0.0550014,0.572014537119419
1,2,5,0.0550014,0.572014537119419
1,2,6,0.06641713,0.690738124370475
1,2,7,0.03636364,0.378181840872726
1,2,8,0.0497198,0.517085899316564
1,2,9,0.02566954,0.266963205321472
1,2,10,0.04352201,0.452628885894845
1,2,11,0.07424381,0.772135593114576
1,2,12,0.05986158,0.622560407097584
1,2,13,0.06641713,0.690738124370475
1,2,14,0.02566954,0.266963205321472
1,2,15,0.03801825,0.395389784184409
1,2,16,0.0705364,0.733578530656859
1,2,17,0.02142148,0.222783383088665
1,2,18,0.03636364,0.378181840872726
1,2,19,0.03636364,0.378181840872726
1,2,20,0.04026391,0.418744647250214
1,3,1,0.03636364,0.378181840872726
1,3,2,0.03636364,0.378181840872726
1,3,3,0.03421508,0.355836817766527
1,3,4,0.06254233,0.650440205982392
1,3,5,0.0195669,0.20349575186017
1,3,6,0.03636364,0.378181840872726
1,3,7,0.0336285,0.349736386010545
1,3,8,0.05394246,0.561001561559938
