"simulation";"bout";"interference";"exploitation1";"exploitation2"
1;1;1;66;1
1;2;2;5;5
1;3;8;11;39
1;4;0;0;57
1;5;1;6;7
1;6;0;0;15
1;7;4;21;24
1;8;0;2;0
1;9;0;0;5
1;10;0;0;0
1;11;0;0;3
1;12;0;1;18
1;13;0;6;0
1;14;0;21;1
1;15;4;23;4
1;16;0;8;0
1;17;10;20;17
1;18;0;0;9
1;19;0;0;8
1;20;0;0;5
1;21;1;28;3
1;22;0;8;2
1;23;0;2;6
1;24;1;7;6
1;25;0;3;5
1;26;0;0;1
1;27;1;2;2
1;28;0;0;18
1;29;0;1;2
1;30;2;10;42
1;31;0;12;1
1;32;0;0;3
1;33;1;8;0
1;34;2;5;3
1;35;1;10;1
1;36;2;3;1
1;37;0;1;1
1;38;2;9;9
1;39;0;2;1
1;40;0;7;0
1;41;3;4;6
1;42;0;5;1
1;43;0;0;5
1;44;1;4;2
1;45;1;11;4
1;46;0;11;24
1;47;0;0;0
1;48;0;3;1
1;49;0;7;0
1;50;0;4;1
2;1;1;29;6
2;2;2;16;4
2;3;0;0;41
2;4;5;14;13
2;5;1;2;9
2;6;0;4;53
2;7;2;7;4
2;8;0;1;12
2;9;1;13;7
2;10;0;8;0
2;11;0;5;4
2;12;1;10;0
2;13;0;6;11
2;14;3;0;9
2;15;0;0;30
2;16;2;3;0
2;17;1;10;0
2;18;0;2;16
2;19;0;8;1
2;20;0;0;0
2;21;0;2;19
2;22;3;6;18
2;23;0;3;1
2;24;0;2;7
2;25;0;1;9
2;26;2;0;0
2;27;2;1;13
2;28;1;5;38
2;29;1;16;6
2;30;0;2;6
2;31;2;2;9
2;32;1;2;1
2;33;2;19;4
2;34;2;0;9
2;35;2;1;4
2;36;1;25;3
2;37;1;29;1
2;38;0;1;6
2;39;0;0;9
2;40;0;6;0
2;41;0;1;0
2;42;0;8;3
2;43;0;5;3
2;44;0;1;0
2;45;0;1;6
2;46;1;1;0
2;47;0;0;0
2;48;1;0;2
