"simulation";"bout";"interference";"exploitation1";"exploitation2"
1;1;0;1;2
1;2;1;1;2
1;3;0;0;0
1;4;0;2;1
1;5;1;1;0
1;6;0;1;1
1;7;0;1;1
1;8;1;16;10
1;9;2;0;0
1;10;0;4;2
1;11;0;3;0
1;12;0;2;7
1;13;1;0;1
1;14;0;0;0
1;15;0;2;0
1;16;0;5;1
1;17;0;6;4
1;18;0;0;10
1;19;1;1;0
1;20;2;3;0
1;21;0;1;1
1;22;0;2;0
1;23;0;0;0
1;24;1;4;7
1;25;0;5;0
1;26;0;0;0
1;27;0;0;2
1;28;0;32;0
1;29;0;1;0
1;30;0;1;1
1;31;0;6;3
1;32;0;1;0
1;33;1;1;1
1;34;1;2;3
1;35;2;9;1
1;36;4;1;0
1;37;0;5;0
1;38;4;0;3
1;39;0;1;0
1;40;0;0;3
1;41;0;1;0
1;42;0;0;4
1;43;1;1;0
1;44;0;3;1
1;45;0;1;1
1;46;1;1;5
1;47;1;1;0
1;48;0;0;1
1;49;0;2;0
1;50;0;1;1
2;1;2;3;0
2;2;0;0;3
2;3;1;2;1
2;4;0;2;0
2;5;0;6;1
2;6;2;5;2
2;7;0;2;0
2;8;0;1;3
2;9;1;3;5
2;10;1;8;1
2;11;0;1;1
2;12;2;4;0
2;13;1;2;1
2;14;1;0;0
2;15;2;0;0
2;16;4;3;4
2;17;0;1;2
2;18;1;2;3
2;19;0;0;3
2;20;1;0;0
2;21;3;1;3
2;22;0;1;1
2;23;1;1;0
2;24;1;1;1
2;25;0;9;1
2;26;1;5;1
2;27;0;2;0
2;28;1;0;0
2;29;1;1;0
2;30;0;4;0
2;31;1;1;0
2;32;0;1;5
2;33;0;2;0
2;34;2;0;1
2;35;1;2;1
2;36;1;1;0
2;37;0;1;1
2;38;1;3;0
2;39;0;0;1
2;40;0;0;1
2;41;0;3;1
2;42;0;1;1
2;43;0;3;2
2;44;1;0;7
2;45;0;1;0
2;46;0;0;1
2;47;2;0;1
2;48;0;0;0
2;49;1;0;2
2;50;0;1;7
3;1;0;5;2
3;2;0;11;0
3;3;0;1;2
3;4;0;3;3
3;5;0;11;1
3;6;2;6;7
3;7;0;3;1
3;8;0;0;1
3;9;1;0;1
3;10;0;1;4
3;11;0;3;3
3;12;1;2;6
3;13;0;1;9
