simulation,bout,bee,distance_with_previous_learning_array,number_of_resources_foraged,relative_quality,absolute_quality
0,0,0,1.049999077738324,1,9.7e-05,0.06065153504658288
0,0,1,1.049999077738324,3,0.00086473,0.5406928031013568
0,1,0,1.6576884322152066,2,0.00038226,0.23901706996811106
0,1,1,1.6891053588804763,2,0.00038055,0.2379478521853311
0,2,0,1.6950630264103008,2,0.00038927,0.24340023760395174
0,2,1,1.6920791871492944,2,0.00038616,0.24145563684111798
0,3,0,2.008451458998769,1,9.726e-05,0.060814106171450014
0,3,1,1.9735430669234775,3,0.00085121,0.5322391046082662
0,4,0,2.5668993752161633,1,9.581e-05,0.05990745951353718
0,4,1,2.7201716878612343,3,0.00085547,0.5349027699618584
1,0,0,3.1806112094868286,1,9.726e-05,0.060814106171450014
1,0,1,3.161827942152809,3,0.00083674,0.5231913962358532
1,1,0,3.833983724762707,1,9.573e-05,0.05985743762896268
1,1,1,3.835992492552783,3,0.000895,0.5596198336772338
1,2,0,4.276289940589311,1,9.726e-05,0.060814106171450014
1,2,1,4.254948668513141,3,0.00085121,0.5322391046082662
1,3,0,4.652391013486491,1,9.573e-05,0.05985743762896268
1,3,1,4.615993040648959,3,0.0008887,0.5556806102669918
1,4,0,5.00538589716943,2,0.00038398,0.24009254048646286
1,4,1,4.961210165007938,2,0.00038703,0.2419996248358657
