"arrayType","algorithm","learningValue","abandonValue","arrayNumber","simulation","bout","bee","similarityIndex"
"R10-P1","noRouteCompare",1.5,0.75,1,162,19,2,0.3
"R10-P1","noRouteCompare",1.5,0.75,1,162,20,1,0
"R10-P1","noRouteCompare",1.5,0.75,1,162,20,2,0
"R10-P1","noRouteCompare",1.5,0.75,1,162,21,1,0
"R10-P1","noRouteCompare",1.5,0.75,1,162,21,2,0
"R10-P1","noRouteCompare",1.5,0.75,1,162,22,1,0
"R10-P1","noRouteCompare",1.5,0.75,1,162,22,2,0
"R10-P1","noRouteCompare",1.5,0.75,1,162,23,1,0.230769230769231
"R10-P1","noRouteCompare",1.5,0.75,1,162,23,2,0
"R10-P1","noRouteCompare",1.5,0.75,1,162,24,1,0.555555555555556
"R10-P1","noRouteCompare",1.5,0.75,1,162,24,2,0.666666666666667
"R10-P1","noRouteCompare",1.5,0.75,1,162,25,1,0.333333333333333
"R10-P1","noRouteCompare",1.5,0.75,1,162,25,2,0.6875
"R10-P1","noRouteCompare",1.5,0.75,1,162,26,1,0
"R10-P1","noRouteCompare",1.5,0.75,1,162,26,2,0.785714285714286
"R10-P1","noRouteCompare",1.5,0.75,1,162,27,1,0
"R10-P1","noRouteCompare",1.5,0.75,1,162,27,2,0.428571428571429
"R10-P1","noRouteCompare",1.5,0.75,1,162,28,1,0
"R10-P1","noRouteCompare",1.5,0.75,1,162,28,2,0.428571428571429
"R10-P1","noRouteCompare",1.5,0.75,1,162,29,1,0
"R10-P1","noRouteCompare",1.5,0.75,1,162,29,2,0.5
"R10-P1","noRouteCompare",1.5,0.75,1,163,1,1,0
"R10-P1","noRouteCompare",1.5,0.75,1,163,1,2,0.176470588235294
"R10-P1","noRouteCompare",1.5,0.75,1,163,2,1,0
"R10-P1","noRouteCompare",1.5,0.75,1,163,2,2,0
"R10-P1","noRouteCompare",1.5,0.75,1,163,3,1,0
"R10-P1","noRouteCompare",1.5,0.75,1,163,3,2,0
"R10-P1","noRouteCompare",1.5,0.75,1,163,4,1,0
"R10-P1","noRouteCompare",1.5,0.75,1,163,4,2,0
"R10-P1","noRouteCompare",1.5,0.75,1,163,5,1,0
"R10-P1","noRouteCompare",1.5,0.75,1,163,5,2,0
"R10-P1","noRouteCompare",1.5,0.75,1,163,6,1,0
"R10-P1","noRouteCompare",1.5,0.75,1,163,6,2,0
"R10-P1","noRouteCompare",1.5,0.75,1,163,7,1,0
"R10-P1","noRouteCompare",1.5,0.75,1,163,7,2,0
"R10-P1","noRouteCompare",1.5,0.75,1,163,8,1,0
"R10-P1","noRouteCompare",1.5,0.75,1,163,8,2,0
"R10-P1","noRouteCompare",1.5,0.75,1,163,9,1,0.428571428571429
"R10-P1","noRouteCompare",1.5,0.75,1,163,9,2,0
"R10-P1","noRouteCompare",1.5,0.75,1,163,10,1,0.470588235294118
"R10-P1","noRouteCompare",1.5,0.75,1,163,10,2,0
"R10-P1","noRouteCompare",1.5,0.75,1,163,11,1,0.176470588235294
"R10-P1","noRouteCompare",1.5,0.75,1,163,11,2,0
"R10-P1","noRouteCompare",1.5,0.75,1,163,12,1,0
"R10-P1","noRouteCompare",1.5,0.75,1,163,12,2,0
"R10-P1","noRouteCompare",1.5,0.75,1,163,13,1,0.333333333333333
"R10-P1","noRouteCompare",1.5,0.75,1,163,13,2,0
"R10-P1","noRouteCompare",1.5,0.75,1,163,14,1,0.428571428571429
"R10-P1","noRouteCompare",1.5,0.75,1,163,14,2,0
"R10-P1","noRouteCompare",1.5,0.75,1,163,15,1,0.6
"R10-P1","noRouteCompare",1.5,0.75,1,163,15,2,0
"R10-P1","noRouteCompare",1.5,0.75,1,163,16,1,0
"R10-P1","noRouteCompare",1.5,0.75,1,163,16,2,0.333333333333333
"R10-P1","noRouteCompare",1.5,0.75,1,163,17,1,0.333333333333333
"R10-P1","noRouteCompare",1.5,0.75,1,163,17,2,0.375
"R10-P1","noRouteCompare",1.5,0.75,1,163,18,1,0
"R10-P1","noRouteCompare",1.5,0.75,1,163,18,2,0
"R10-P1","noRouteCompare",1.5,0.75,1,163,19,1,0
"R10-P1","noRouteCompare",1.5,0.75,1,163,19,2,0
"R10-P1","noRouteCompare",1.5,0.75,1,163,20,1,0
"R10-P1","noRouteCompare",1.5,0.75,1,163,20,2,0
"R10-P1","noRouteCompare",1.5,0.75,1,163,21,1,0
"R10-P1","noRouteCompare",1.5,0.75,1,163,21,2,0
"R10-P1","noRouteCompare",1.5,0.75,1,163,22,1,0
"R10-P1","noRouteCompare",1.5,0.75,1,163,22,2,0
"R10-P1","noRouteCompare",1.5,0.75,1,163,23,1,0
"R10-P1","noRouteCompare",1.5,0.75,1,163,23,2,0.375
"R10-P1","noRouteCompare",1.5,0.75,1,163,24,1,0
"R10-P1","noRouteCompare",1.5,0.75,1,163,24,2,0
"R10-P1","noRouteCompare",1.5,0.75,1,163,25,1,0
"R10-P1","noRouteCompare",1.5,0.75,1,163,25,2,0
"R10-P1","noRouteCompare",1.5,0.75,1,163,26,1,0.357142857142857
"R10-P1","noRouteCompare",1.5,0.75,1,163,26,2,0.230769230769231
"R10-P1","noRouteCompare",1.5,0.75,1,163,27,1,0.321428571428571
"R10-P1","noRouteCompare",1.5,0.75,1,163,27,2,0.3
"R10-P1","noRouteCompare",1.5,0.75,1,163,28,1,0.571428571428571
"R10-P1","noRouteCompare",1.5,0.75,1,163,28,2,0
"R10-P1","noRouteCompare",1.5,0.75,1,163,29,1,0.210526315789474
"R10-P1","noRouteCompare",1.5,0.75,1,163,29,2,0
"R10-P1","noRouteCompare",1.5,0.75,1,164,1,1,0
"R10-P1","noRouteCompare",1.5,0.75,1,164,1,2,0.394736842105263
"R10-P1","noRouteCompare",1.5,0.75,1,164,2,1,0
"R10-P1","noRouteCompare",1.5,0.75,1,164,2,2,0.294117647058824
"R10-P1","noRouteCompare",1.5,0.75,1,164,3,1,0.230769230769231
"R10-P1","noRouteCompare",1.5,0.75,1,164,3,2,0.333333333333333
"R10-P1","noRouteCompare",1.5,0.75,1,164,4,1,0.346153846153846
"R10-P1","noRouteCompare",1.5,0.75,1,164,4,2,0
"R10-P1","noRouteCompare",1.5,0.75,1,164,5,1,0
"R10-P1","noRouteCompare",1.5,0.75,1,164,5,2,0
"R10-P1","noRouteCompare",1.5,0.75,1,164,6,1,0
"R10-P1","noRouteCompare",1.5,0.75,1,164,6,2,0
"R10-P1","noRouteCompare",1.5,0.75,1,164,7,1,0
"R10-P1","noRouteCompare",1.5,0.75,1,164,7,2,0
"R10-P1","noRouteCompare",1.5,0.75,1,164,8,1,0
"R10-P1","noRouteCompare",1.5,0.75,1,164,8,2,0
"R10-P1","noRouteCompare",1.5,0.75,1,164,9,1,0.214285714285714
"R10-P1","noRouteCompare",1.5,0.75,1,164,9,2,0
"R10-P1","noRouteCompare",1.5,0.75,1,164,10,1,0.428571428571429
"R10-P1","noRouteCompare",1.5,0.75,1,164,10,2,0
"R10-P1","noRouteCompare",1.5,0.75,1,164,11,1,0.272727272727273
"R10-P1","noRouteCompare",1.5,0.75,1,164,11,2,0
"R10-P1","noRouteCompare",1.5,0.75,1,164,12,1,0
"R10-P1","noRouteCompare",1.5,0.75,1,164,12,2,0
"R10-P1","noRouteCompare",1.5,0.75,1,164,13,1,0
"R10-P1","noRouteCompare",1.5,0.75,1,164,13,2,0
"R10-P1","noRouteCompare",1.5,0.75,1,164,14,1,0.357142857142857
"R10-P1","noRouteCompare",1.5,0.75,1,164,14,2,0.25
"R10-P1","noRouteCompare",1.5,0.75,1,164,15,1,0.214285714285714
"R10-P1","noRouteCompare",1.5,0.75,1,164,15,2,0.230769230769231
"R10-P1","noRouteCompare",1.5,0.75,1,164,16,1,0
"R10-P1","noRouteCompare",1.5,0.75,1,164,16,2,0
"R10-P1","noRouteCompare",1.5,0.75,1,164,17,1,0.3
"R10-P1","noRouteCompare",1.5,0.75,1,164,17,2,0.461538461538462
"R10-P1","noRouteCompare",1.5,0.75,1,164,18,1,0.666666666666667
"R10-P1","noRouteCompare",1.5,0.75,1,164,18,2,0.1875
"R10-P1","noRouteCompare",1.5,0.75,1,164,19,1,0
"R10-P1","noRouteCompare",1.5,0.75,1,164,19,2,0.1875
"R10-P1","noRouteCompare",1.5,0.75,1,164,20,1,0.285714285714286
"R10-P1","noRouteCompare",1.5,0.75,1,164,20,2,0.230769230769231
"R10-P1","noRouteCompare",1.5,0.75,1,164,21,1,0.285714285714286
"R10-P1","noRouteCompare",1.5,0.75,1,164,21,2,0
"R10-P1","noRouteCompare",1.5,0.75,1,164,22,1,0
"R10-P1","noRouteCompare",1.5,0.75,1,164,22,2,0.176470588235294
"R10-P1","noRouteCompare",1.5,0.75,1,164,23,1,0.428571428571429
"R10-P1","noRouteCompare",1.5,0.75,1,164,23,2,0.176470588235294
"R10-P1","noRouteCompare",1.5,0.75,1,164,24,1,0.5
"R10-P1","noRouteCompare",1.5,0.75,1,164,24,2,0
"R10-P1","noRouteCompare",1.5,0.75,1,164,25,1,0.71875
"R10-P1","noRouteCompare",1.5,0.75,1,164,25,2,0
"R10-P1","noRouteCompare",1.5,0.75,1,164,26,1,0.541666666666667
"R10-P1","noRouteCompare",1.5,0.75,1,164,26,2,0
"R10-P1","noRouteCompare",1.5,0.75,1,164,27,1,0.46875
"R10-P1","noRouteCompare",1.5,0.75,1,164,27,2,0
"R10-P1","noRouteCompare",1.5,0.75,1,164,28,1,0.34375
"R10-P1","noRouteCompare",1.5,0.75,1,164,28,2,0
"R10-P1","noRouteCompare",1.5,0.75,1,164,29,1,0
"R10-P1","noRouteCompare",1.5,0.75,1,164,29,2,0
"R10-P1","noRouteCompare",1.5,0.75,1,165,1,1,0
"R10-P1","noRouteCompare",1.5,0.75,1,165,1,2,0
"R10-P1","noRouteCompare",1.5,0.75,1,165,2,1,0
"R10-P1","noRouteCompare",1.5,0.75,1,165,2,2,0
"R10-P1","noRouteCompare",1.5,0.75,1,165,3,1,0
"R10-P1","noRouteCompare",1.5,0.75,1,165,3,2,0
"R10-P1","noRouteCompare",1.5,0.75,1,165,4,1,0
"R10-P1","noRouteCompare",1.5,0.75,1,165,4,2,0
"R10-P1","noRouteCompare",1.5,0.75,1,165,5,1,0.555555555555556
"R10-P1","noRouteCompare",1.5,0.75,1,165,5,2,0
"R10-P1","noRouteCompare",1.5,0.75,1,165,6,1,0.444444444444444
"R10-P1","noRouteCompare",1.5,0.75,1,165,6,2,0
"R10-P1","noRouteCompare",1.5,0.75,1,165,7,1,0
"R10-P1","noRouteCompare",1.5,0.75,1,165,7,2,0.25
"R10-P1","noRouteCompare",1.5,0.75,1,165,8,1,0
"R10-P1","noRouteCompare",1.5,0.75,1,165,8,2,0
"R10-P1","noRouteCompare",1.5,0.75,1,165,9,1,0
"R10-P1","noRouteCompare",1.5,0.75,1,165,9,2,0
"R10-P1","noRouteCompare",1.5,0.75,1,165,10,1,0.375
"R10-P1","noRouteCompare",1.5,0.75,1,165,10,2,0
"R10-P1","noRouteCompare",1.5,0.75,1,165,11,1,0.4375
"R10-P1","noRouteCompare",1.5,0.75,1,165,11,2,0
"R10-P1","noRouteCompare",1.5,0.75,1,165,12,1,0.363636363636364
"R10-P1","noRouteCompare",1.5,0.75,1,165,12,2,0
"R10-P1","noRouteCompare",1.5,0.75,1,165,13,1,0.333333333333333
"R10-P1","noRouteCompare",1.5,0.75,1,165,13,2,0.230769230769231
"R10-P1","noRouteCompare",1.5,0.75,1,165,14,1,0.295454545454545
"R10-P1","noRouteCompare",1.5,0.75,1,165,14,2,0
"R10-P1","noRouteCompare",1.5,0.75,1,165,15,1,0.181818181818182
"R10-P1","noRouteCompare",1.5,0.75,1,165,15,2,0
"R10-P1","noRouteCompare",1.5,0.75,1,165,16,1,0
"R10-P1","noRouteCompare",1.5,0.75,1,165,16,2,0
"R10-P1","noRouteCompare",1.5,0.75,1,165,17,1,0
"R10-P1","noRouteCompare",1.5,0.75,1,165,17,2,0.464285714285714
"R10-P1","noRouteCompare",1.5,0.75,1,165,18,1,0.625
"R10-P1","noRouteCompare",1.5,0.75,1,165,18,2,0.464285714285714
"R10-P1","noRouteCompare",1.5,0.75,1,165,19,1,0.5
"R10-P1","noRouteCompare",1.5,0.75,1,165,19,2,0.333333333333333
"R10-P1","noRouteCompare",1.5,0.75,1,165,20,1,0.538461538461538
"R10-P1","noRouteCompare",1.5,0.75,1,165,20,2,0.272727272727273
"R10-P1","noRouteCompare",1.5,0.75,1,165,21,1,0
"R10-P1","noRouteCompare",1.5,0.75,1,165,21,2,0.363636363636364
"R10-P1","noRouteCompare",1.5,0.75,1,165,22,1,0
"R10-P1","noRouteCompare",1.5,0.75,1,165,22,2,0
"R10-P1","noRouteCompare",1.5,0.75,1,165,23,1,0.264705882352941
"R10-P1","noRouteCompare",1.5,0.75,1,165,23,2,0
"R10-P1","noRouteCompare",1.5,0.75,1,165,24,1,0.176470588235294
"R10-P1","noRouteCompare",1.5,0.75,1,165,24,2,0.6
"R10-P1","noRouteCompare",1.5,0.75,1,165,25,1,0
"R10-P1","noRouteCompare",1.5,0.75,1,165,25,2,0.8
"R10-P1","noRouteCompare",1.5,0.75,1,165,26,1,0
"R10-P1","noRouteCompare",1.5,0.75,1,165,26,2,0.428571428571429
"R10-P1","noRouteCompare",1.5,0.75,1,165,27,1,0
"R10-P1","noRouteCompare",1.5,0.75,1,165,27,2,0
"R10-P1","noRouteCompare",1.5,0.75,1,165,28,1,0
"R10-P1","noRouteCompare",1.5,0.75,1,165,28,2,0
"R10-P1","noRouteCompare",1.5,0.75,1,165,29,1,0
"R10-P1","noRouteCompare",1.5,0.75,1,165,29,2,0
"R10-P1","noRouteCompare",1.5,0.75,1,166,1,1,0.25
"R10-P1","noRouteCompare",1.5,0.75,1,166,1,2,0
"R10-P1","noRouteCompare",1.5,0.75,1,166,2,1,0
"R10-P1","noRouteCompare",1.5,0.75,1,166,2,2,0
"R10-P1","noRouteCompare",1.5,0.75,1,166,3,1,0
"R10-P1","noRouteCompare",1.5,0.75,1,166,3,2,0
"R10-P1","noRouteCompare",1.5,0.75,1,166,4,1,0
"R10-P1","noRouteCompare",1.5,0.75,1,166,4,2,0
"R10-P1","noRouteCompare",1.5,0.75,1,166,5,1,0.366666666666667
"R10-P1","noRouteCompare",1.5,0.75,1,166,5,2,0.176470588235294
"R10-P1","noRouteCompare",1.5,0.75,1,166,6,1,0.2
"R10-P1","noRouteCompare",1.5,0.75,1,166,6,2,0
"R10-P1","noRouteCompare",1.5,0.75,1,166,7,1,0
"R10-P1","noRouteCompare",1.5,0.75,1,166,7,2,0
"R10-P1","noRouteCompare",1.5,0.75,1,166,8,1,0.272727272727273
"R10-P1","noRouteCompare",1.5,0.75,1,166,8,2,0
"R10-P1","noRouteCompare",1.5,0.75,1,166,9,1,0.545454545454545
"R10-P1","noRouteCompare",1.5,0.75,1,166,9,2,0
"R10-P1","noRouteCompare",1.5,0.75,1,166,10,1,0
"R10-P1","noRouteCompare",1.5,0.75,1,166,10,2,0
"R10-P1","noRouteCompare",1.5,0.75,1,166,11,1,0
"R10-P1","noRouteCompare",1.5,0.75,1,166,11,2,0
"R10-P1","noRouteCompare",1.5,0.75,1,166,12,1,0.380952380952381
"R10-P1","noRouteCompare",1.5,0.75,1,166,12,2,0
"R10-P1","noRouteCompare",1.5,0.75,1,166,13,1,0.452380952380952
"R10-P1","noRouteCompare",1.5,0.75,1,166,13,2,0
"R10-P1","noRouteCompare",1.5,0.75,1,166,14,1,0
"R10-P1","noRouteCompare",1.5,0.75,1,166,14,2,0
"R10-P1","noRouteCompare",1.5,0.75,1,166,15,1,0
"R10-P1","noRouteCompare",1.5,0.75,1,166,15,2,0.4375
"R10-P1","noRouteCompare",1.5,0.75,1,166,16,1,0.233333333333333
"R10-P1","noRouteCompare",1.5,0.75,1,166,16,2,0.3125
"R10-P1","noRouteCompare",1.5,0.75,1,166,17,1,0.233333333333333
"R10-P1","noRouteCompare",1.5,0.75,1,166,17,2,0
"R10-P1","noRouteCompare",1.5,0.75,1,166,18,1,0
"R10-P1","noRouteCompare",1.5,0.75,1,166,18,2,0.4
"R10-P1","noRouteCompare",1.5,0.75,1,166,19,1,0.142857142857143
"R10-P1","noRouteCompare",1.5,0.75,1,166,19,2,0
"R10-P1","noRouteCompare",1.5,0.75,1,166,20,1,0.285714285714286
"R10-P1","noRouteCompare",1.5,0.75,1,166,20,2,0.333333333333333
"R10-P1","noRouteCompare",1.5,0.75,1,166,21,1,0
"R10-P1","noRouteCompare",1.5,0.75,1,166,21,2,0.583333333333333
"R10-P1","noRouteCompare",1.5,0.75,1,166,22,1,0.6
"R10-P1","noRouteCompare",1.5,0.75,1,166,22,2,0.5
"R10-P1","noRouteCompare",1.5,0.75,1,166,23,1,0
"R10-P1","noRouteCompare",1.5,0.75,1,166,23,2,0.4
"R10-P1","noRouteCompare",1.5,0.75,1,166,24,1,0
"R10-P1","noRouteCompare",1.5,0.75,1,166,24,2,0.1875
"R10-P1","noRouteCompare",1.5,0.75,1,166,25,1,0
"R10-P1","noRouteCompare",1.5,0.75,1,166,25,2,0
"R10-P1","noRouteCompare",1.5,0.75,1,166,26,1,0
"R10-P1","noRouteCompare",1.5,0.75,1,166,26,2,0
"R10-P1","noRouteCompare",1.5,0.75,1,166,27,1,0.340909090909091
"R10-P1","noRouteCompare",1.5,0.75,1,166,27,2,0
"R10-P1","noRouteCompare",1.5,0.75,1,166,28,1,0.454545454545455
"R10-P1","noRouteCompare",1.5,0.75,1,166,28,2,0.323529411764706
"R10-P1","noRouteCompare",1.5,0.75,1,166,29,1,0.3
"R10-P1","noRouteCompare",1.5,0.75,1,166,29,2,0.235294117647059
"R10-P1","noRouteCompare",1.5,0.75,1,167,1,1,0
"R10-P1","noRouteCompare",1.5,0.75,1,167,1,2,0
"R10-P1","noRouteCompare",1.5,0.75,1,167,2,1,0
"R10-P1","noRouteCompare",1.5,0.75,1,167,2,2,0
"R10-P1","noRouteCompare",1.5,0.75,1,167,3,1,0.5
"R10-P1","noRouteCompare",1.5,0.75,1,167,3,2,0.1875
"R10-P1","noRouteCompare",1.5,0.75,1,167,4,1,0.375
"R10-P1","noRouteCompare",1.5,0.75,1,167,4,2,0
"R10-P1","noRouteCompare",1.5,0.75,1,167,5,1,0
"R10-P1","noRouteCompare",1.5,0.75,1,167,5,2,0
"R10-P1","noRouteCompare",1.5,0.75,1,167,6,1,0
"R10-P1","noRouteCompare",1.5,0.75,1,167,6,2,0
"R10-P1","noRouteCompare",1.5,0.75,1,167,7,1,0.285714285714286
"R10-P1","noRouteCompare",1.5,0.75,1,167,7,2,0
"R10-P1","noRouteCompare",1.5,0.75,1,167,8,1,0.285714285714286
"R10-P1","noRouteCompare",1.5,0.75,1,167,8,2,0
"R10-P1","noRouteCompare",1.5,0.75,1,167,9,1,0
"R10-P1","noRouteCompare",1.5,0.75,1,167,9,2,0
"R10-P1","noRouteCompare",1.5,0.75,1,167,10,1,0
"R10-P1","noRouteCompare",1.5,0.75,1,167,10,2,0.333333333333333
"R10-P1","noRouteCompare",1.5,0.75,1,167,11,1,0.272727272727273
"R10-P1","noRouteCompare",1.5,0.75,1,167,11,2,0.636363636363636
"R10-P1","noRouteCompare",1.5,0.75,1,167,12,1,0
"R10-P1","noRouteCompare",1.5,0.75,1,167,12,2,0.727272727272727
"R10-P1","noRouteCompare",1.5,0.75,1,167,13,1,0
"R10-P1","noRouteCompare",1.5,0.75,1,167,13,2,0.545454545454545
"R10-P1","noRouteCompare",1.5,0.75,1,167,14,1,0
"R10-P1","noRouteCompare",1.5,0.75,1,167,14,2,0
"R10-P1","noRouteCompare",1.5,0.75,1,167,15,1,0.3
"R10-P1","noRouteCompare",1.5,0.75,1,167,15,2,0
"R10-P1","noRouteCompare",1.5,0.75,1,167,16,1,0.45
"R10-P1","noRouteCompare",1.5,0.75,1,167,16,2,0
"R10-P1","noRouteCompare",1.5,0.75,1,167,17,1,0
"R10-P1","noRouteCompare",1.5,0.75,1,167,17,2,0
"R10-P1","noRouteCompare",1.5,0.75,1,167,18,1,0
"R10-P1","noRouteCompare",1.5,0.75,1,167,18,2,0
"R10-P1","noRouteCompare",1.5,0.75,1,167,19,1,0
"R10-P1","noRouteCompare",1.5,0.75,1,167,19,2,0
"R10-P1","noRouteCompare",1.5,0.75,1,167,20,1,0
"R10-P1","noRouteCompare",1.5,0.75,1,167,20,2,0
"R10-P1","noRouteCompare",1.5,0.75,1,167,21,1,0.366666666666667
"R10-P1","noRouteCompare",1.5,0.75,1,167,21,2,0
"R10-P1","noRouteCompare",1.5,0.75,1,167,22,1,0.653846153846154
"R10-P1","noRouteCompare",1.5,0.75,1,167,22,2,0
"R10-P1","noRouteCompare",1.5,0.75,1,167,23,1,0.423076923076923
"R10-P1","noRouteCompare",1.5,0.75,1,167,23,2,0
"R10-P1","noRouteCompare",1.5,0.75,1,167,24,1,0.204545454545455
"R10-P1","noRouteCompare",1.5,0.75,1,167,24,2,0.428571428571429
"R10-P1","noRouteCompare",1.5,0.75,1,167,25,1,0.386363636363636
"R10-P1","noRouteCompare",1.5,0.75,1,167,25,2,0.607142857142857
"R10-P1","noRouteCompare",1.5,0.75,1,167,26,1,0
"R10-P1","noRouteCompare",1.5,0.75,1,167,26,2,0.538461538461538
"R10-P1","noRouteCompare",1.5,0.75,1,167,27,1,0
"R10-P1","noRouteCompare",1.5,0.75,1,167,27,2,0.222222222222222
"R10-P1","noRouteCompare",1.5,0.75,1,167,28,1,0.428571428571429
"R10-P1","noRouteCompare",1.5,0.75,1,167,28,2,0
"R10-P1","noRouteCompare",1.5,0.75,1,167,29,1,0.428571428571429
"R10-P1","noRouteCompare",1.5,0.75,1,167,29,2,0
"R10-P1","noRouteCompare",1.5,0.75,1,168,1,1,0
"R10-P1","noRouteCompare",1.5,0.75,1,168,1,2,0
"R10-P1","noRouteCompare",1.5,0.75,1,168,2,1,0
"R10-P1","noRouteCompare",1.5,0.75,1,168,2,2,0
"R10-P1","noRouteCompare",1.5,0.75,1,168,3,1,0
"R10-P1","noRouteCompare",1.5,0.75,1,168,3,2,0
"R10-P1","noRouteCompare",1.5,0.75,1,168,4,1,0.428571428571429
"R10-P1","noRouteCompare",1.5,0.75,1,168,4,2,0
"R10-P1","noRouteCompare",1.5,0.75,1,168,5,1,0.3
"R10-P1","noRouteCompare",1.5,0.75,1,168,5,2,0
"R10-P1","noRouteCompare",1.5,0.75,1,168,6,1,0
"R10-P1","noRouteCompare",1.5,0.75,1,168,6,2,0.428571428571429
"R10-P1","noRouteCompare",1.5,0.75,1,168,7,1,0
"R10-P1","noRouteCompare",1.5,0.75,1,168,7,2,0
"R10-P1","noRouteCompare",1.5,0.75,1,168,8,1,0.1875
"R10-P1","noRouteCompare",1.5,0.75,1,168,8,2,0
"R10-P1","noRouteCompare",1.5,0.75,1,168,9,1,0.333333333333333
"R10-P1","noRouteCompare",1.5,0.75,1,168,9,2,0.35
"R10-P1","noRouteCompare",1.5,0.75,1,168,10,1,0.25
"R10-P1","noRouteCompare",1.5,0.75,1,168,10,2,0.25
"R10-P1","noRouteCompare",1.5,0.75,1,168,11,1,0
"R10-P1","noRouteCompare",1.5,0.75,1,168,11,2,0
"R10-P1","noRouteCompare",1.5,0.75,1,168,12,1,0
"R10-P1","noRouteCompare",1.5,0.75,1,168,12,2,0
"R10-P1","noRouteCompare",1.5,0.75,1,168,13,1,0
"R10-P1","noRouteCompare",1.5,0.75,1,168,13,2,0.266666666666667
"R10-P1","noRouteCompare",1.5,0.75,1,168,14,1,0
"R10-P1","noRouteCompare",1.5,0.75,1,168,14,2,0.5
"R10-P1","noRouteCompare",1.5,0.75,1,168,15,1,0
"R10-P1","noRouteCompare",1.5,0.75,1,168,15,2,0.2
"R10-P1","noRouteCompare",1.5,0.75,1,168,16,1,0
"R10-P1","noRouteCompare",1.5,0.75,1,168,16,2,0
"R10-P1","noRouteCompare",1.5,0.75,1,168,17,1,0
"R10-P1","noRouteCompare",1.5,0.75,1,168,17,2,0
"R10-P1","noRouteCompare",1.5,0.75,1,168,18,1,0
"R10-P1","noRouteCompare",1.5,0.75,1,168,18,2,0
"R10-P1","noRouteCompare",1.5,0.75,1,168,19,1,0.230769230769231
"R10-P1","noRouteCompare",1.5,0.75,1,168,19,2,0
"R10-P1","noRouteCompare",1.5,0.75,1,168,20,1,0.230769230769231
"R10-P1","noRouteCompare",1.5,0.75,1,168,20,2,0
"R10-P1","noRouteCompare",1.5,0.75,1,168,21,1,0.3
"R10-P1","noRouteCompare",1.5,0.75,1,168,21,2,0
"R10-P1","noRouteCompare",1.5,0.75,1,168,22,1,0.2
"R10-P1","noRouteCompare",1.5,0.75,1,168,22,2,0
"R10-P1","noRouteCompare",1.5,0.75,1,168,23,1,0
"R10-P1","noRouteCompare",1.5,0.75,1,168,23,2,0.571428571428571
"R10-P1","noRouteCompare",1.5,0.75,1,168,24,1,0
"R10-P1","noRouteCompare",1.5,0.75,1,168,24,2,0.571428571428571
"R10-P1","noRouteCompare",1.5,0.75,1,168,25,1,0.45
"R10-P1","noRouteCompare",1.5,0.75,1,168,25,2,0.571428571428571
"R10-P1","noRouteCompare",1.5,0.75,1,168,26,1,0.45
"R10-P1","noRouteCompare",1.5,0.75,1,168,26,2,0.266666666666667
"R10-P1","noRouteCompare",1.5,0.75,1,168,27,1,0.333333333333333
"R10-P1","noRouteCompare",1.5,0.75,1,168,27,2,0.266666666666667
"R10-P1","noRouteCompare",1.5,0.75,1,168,28,1,0.366666666666667
"R10-P1","noRouteCompare",1.5,0.75,1,168,28,2,0.428571428571429
"R10-P1","noRouteCompare",1.5,0.75,1,168,29,1,0.3
"R10-P1","noRouteCompare",1.5,0.75,1,168,29,2,0.722222222222222
"R10-P1","noRouteCompare",1.5,0.75,1,169,1,1,0
"R10-P1","noRouteCompare",1.5,0.75,1,169,1,2,0
"R10-P1","noRouteCompare",1.5,0.75,1,169,2,1,0
"R10-P1","noRouteCompare",1.5,0.75,1,169,2,2,0
"R10-P1","noRouteCompare",1.5,0.75,1,169,3,1,0
"R10-P1","noRouteCompare",1.5,0.75,1,169,3,2,0
"R10-P1","noRouteCompare",1.5,0.75,1,169,4,1,0
"R10-P1","noRouteCompare",1.5,0.75,1,169,4,2,0.15
"R10-P1","noRouteCompare",1.5,0.75,1,169,5,1,0
"R10-P1","noRouteCompare",1.5,0.75,1,169,5,2,0.5
"R10-P1","noRouteCompare",1.5,0.75,1,169,6,1,0
"R10-P1","noRouteCompare",1.5,0.75,1,169,6,2,0.384615384615385
"R10-P1","noRouteCompare",1.5,0.75,1,169,7,1,0
"R10-P1","noRouteCompare",1.5,0.75,1,169,7,2,0
"R10-P1","noRouteCompare",1.5,0.75,1,169,8,1,0
"R10-P1","noRouteCompare",1.5,0.75,1,169,8,2,0
"R10-P1","noRouteCompare",1.5,0.75,1,169,9,1,0
"R10-P1","noRouteCompare",1.5,0.75,1,169,9,2,0
"R10-P1","noRouteCompare",1.5,0.75,1,169,10,1,0.142857142857143
"R10-P1","noRouteCompare",1.5,0.75,1,169,10,2,0
"R10-P1","noRouteCompare",1.5,0.75,1,169,11,1,0.142857142857143
"R10-P1","noRouteCompare",1.5,0.75,1,169,11,2,0
"R10-P1","noRouteCompare",1.5,0.75,1,169,12,1,0
"R10-P1","noRouteCompare",1.5,0.75,1,169,12,2,0
"R10-P1","noRouteCompare",1.5,0.75,1,169,13,1,0.289473684210526
"R10-P1","noRouteCompare",1.5,0.75,1,169,13,2,0
"R10-P1","noRouteCompare",1.5,0.75,1,169,14,1,0.473684210526316
"R10-P1","noRouteCompare",1.5,0.75,1,169,14,2,0
"R10-P1","noRouteCompare",1.5,0.75,1,169,15,1,0.2
"R10-P1","noRouteCompare",1.5,0.75,1,169,15,2,0
