"arrayType","algorithm","learningValue","abandonValue","arrayNumber","simulation","bout","bee","similarityIndex"
"R10-P1","noRouteCompare",1.5,0.75,1,32,1,1,0
"R10-P1","noRouteCompare",1.5,0.75,1,32,1,2,0.388888888888889
"R10-P1","noRouteCompare",1.5,0.75,1,32,2,1,0
"R10-P1","noRouteCompare",1.5,0.75,1,32,2,2,0.388888888888889
"R10-P1","noRouteCompare",1.5,0.75,1,32,3,1,0.375
"R10-P1","noRouteCompare",1.5,0.75,1,32,3,2,0.375
"R10-P1","noRouteCompare",1.5,0.75,1,32,4,1,0.15
"R10-P1","noRouteCompare",1.5,0.75,1,32,4,2,0
"R10-P1","noRouteCompare",1.5,0.75,1,32,5,1,0
"R10-P1","noRouteCompare",1.5,0.75,1,32,5,2,0
"R10-P1","noRouteCompare",1.5,0.75,1,32,6,1,0
"R10-P1","noRouteCompare",1.5,0.75,1,32,6,2,0
"R10-P1","noRouteCompare",1.5,0.75,1,32,7,1,0
"R10-P1","noRouteCompare",1.5,0.75,1,32,7,2,0
"R10-P1","noRouteCompare",1.5,0.75,1,32,8,1,0
"R10-P1","noRouteCompare",1.5,0.75,1,32,8,2,0
"R10-P1","noRouteCompare",1.5,0.75,1,32,9,1,0
"R10-P1","noRouteCompare",1.5,0.75,1,32,9,2,0.375
"R10-P1","noRouteCompare",1.5,0.75,1,32,10,1,0
"R10-P1","noRouteCompare",1.5,0.75,1,32,10,2,0.375
"R10-P1","noRouteCompare",1.5,0.75,1,32,11,1,0
"R10-P1","noRouteCompare",1.5,0.75,1,32,11,2,0
"R10-P1","noRouteCompare",1.5,0.75,1,32,12,1,0
"R10-P1","noRouteCompare",1.5,0.75,1,32,12,2,0
"R10-P1","noRouteCompare",1.5,0.75,1,32,13,1,0
"R10-P1","noRouteCompare",1.5,0.75,1,32,13,2,0
"R10-P1","noRouteCompare",1.5,0.75,1,32,14,1,0
"R10-P1","noRouteCompare",1.5,0.75,1,32,14,2,0
"R10-P1","noRouteCompare",1.5,0.75,1,32,15,1,0.272727272727273
"R10-P1","noRouteCompare",1.5,0.75,1,32,15,2,0
"R10-P1","noRouteCompare",1.5,0.75,1,32,16,1,0.272727272727273
"R10-P1","noRouteCompare",1.5,0.75,1,32,16,2,0
"R10-P1","noRouteCompare",1.5,0.75,1,32,17,1,0
"R10-P1","noRouteCompare",1.5,0.75,1,32,17,2,0.1875
"R10-P1","noRouteCompare",1.5,0.75,1,32,18,1,0
"R10-P1","noRouteCompare",1.5,0.75,1,32,18,2,0.375
"R10-P1","noRouteCompare",1.5,0.75,1,32,19,1,0
"R10-P1","noRouteCompare",1.5,0.75,1,32,19,2,0.555555555555556
"R10-P1","noRouteCompare",1.5,0.75,1,32,20,1,0
"R10-P1","noRouteCompare",1.5,0.75,1,32,20,2,0.75
"R10-P1","noRouteCompare",1.5,0.75,1,32,21,1,0
"R10-P1","noRouteCompare",1.5,0.75,1,32,21,2,0.333333333333333
"R10-P1","noRouteCompare",1.5,0.75,1,32,22,1,0
"R10-P1","noRouteCompare",1.5,0.75,1,32,22,2,0
"R10-P1","noRouteCompare",1.5,0.75,1,32,23,1,0
"R10-P1","noRouteCompare",1.5,0.75,1,32,23,2,0.8
"R10-P1","noRouteCompare",1.5,0.75,1,32,24,1,0.533333333333333
"R10-P1","noRouteCompare",1.5,0.75,1,32,24,2,0.272727272727273
"R10-P1","noRouteCompare",1.5,0.75,1,32,25,1,0.4
"R10-P1","noRouteCompare",1.5,0.75,1,32,25,2,0
"R10-P1","noRouteCompare",1.5,0.75,1,32,26,1,0.5
"R10-P1","noRouteCompare",1.5,0.75,1,32,26,2,0
"R10-P1","noRouteCompare",1.5,0.75,1,32,27,1,0
"R10-P1","noRouteCompare",1.5,0.75,1,32,27,2,0.653846153846154
"R10-P1","noRouteCompare",1.5,0.75,1,32,28,1,0
"R10-P1","noRouteCompare",1.5,0.75,1,32,28,2,0.272727272727273
"R10-P1","noRouteCompare",1.5,0.75,1,32,29,1,0.5
"R10-P1","noRouteCompare",1.5,0.75,1,32,29,2,0
"R10-P1","noRouteCompare",1.5,0.75,1,33,1,1,0
"R10-P1","noRouteCompare",1.5,0.75,1,33,1,2,0.375
"R10-P1","noRouteCompare",1.5,0.75,1,33,2,1,0.5
"R10-P1","noRouteCompare",1.5,0.75,1,33,2,2,0
"R10-P1","noRouteCompare",1.5,0.75,1,33,3,1,0.285714285714286
"R10-P1","noRouteCompare",1.5,0.75,1,33,3,2,0
"R10-P1","noRouteCompare",1.5,0.75,1,33,4,1,0
"R10-P1","noRouteCompare",1.5,0.75,1,33,4,2,0
"R10-P1","noRouteCompare",1.5,0.75,1,33,5,1,0
"R10-P1","noRouteCompare",1.5,0.75,1,33,5,2,0
"R10-P1","noRouteCompare",1.5,0.75,1,33,6,1,0
"R10-P1","noRouteCompare",1.5,0.75,1,33,6,2,0
"R10-P1","noRouteCompare",1.5,0.75,1,33,7,1,0.558823529411765
"R10-P1","noRouteCompare",1.5,0.75,1,33,7,2,0.166666666666667
"R10-P1","noRouteCompare",1.5,0.75,1,33,8,1,0.176470588235294
"R10-P1","noRouteCompare",1.5,0.75,1,33,8,2,0
"R10-P1","noRouteCompare",1.5,0.75,1,33,9,1,0
"R10-P1","noRouteCompare",1.5,0.75,1,33,9,2,0.230769230769231
"R10-P1","noRouteCompare",1.5,0.75,1,33,10,1,0.428571428571429
"R10-P1","noRouteCompare",1.5,0.75,1,33,10,2,0.230769230769231
"R10-P1","noRouteCompare",1.5,0.75,1,33,11,1,0
"R10-P1","noRouteCompare",1.5,0.75,1,33,11,2,0.5
"R10-P1","noRouteCompare",1.5,0.75,1,33,12,1,0
"R10-P1","noRouteCompare",1.5,0.75,1,33,12,2,0.375
"R10-P1","noRouteCompare",1.5,0.75,1,33,13,1,0
"R10-P1","noRouteCompare",1.5,0.75,1,33,13,2,0
"R10-P1","noRouteCompare",1.5,0.75,1,33,14,1,0
"R10-P1","noRouteCompare",1.5,0.75,1,33,14,2,0
"R10-P1","noRouteCompare",1.5,0.75,1,33,15,1,0
"R10-P1","noRouteCompare",1.5,0.75,1,33,15,2,0
"R10-P1","noRouteCompare",1.5,0.75,1,33,16,1,0
"R10-P1","noRouteCompare",1.5,0.75,1,33,16,2,0
"R10-P1","noRouteCompare",1.5,0.75,1,33,17,1,0
"R10-P1","noRouteCompare",1.5,0.75,1,33,17,2,0
"R10-P1","noRouteCompare",1.5,0.75,1,33,18,1,0
"R10-P1","noRouteCompare",1.5,0.75,1,33,18,2,0
"R10-P1","noRouteCompare",1.5,0.75,1,33,19,1,0
"R10-P1","noRouteCompare",1.5,0.75,1,33,19,2,0.4
"R10-P1","noRouteCompare",1.5,0.75,1,33,20,1,0.25
"R10-P1","noRouteCompare",1.5,0.75,1,33,20,2,0.375
"R10-P1","noRouteCompare",1.5,0.75,1,33,21,1,0.25
"R10-P1","noRouteCompare",1.5,0.75,1,33,21,2,0.428571428571429
"R10-P1","noRouteCompare",1.5,0.75,1,33,22,1,0
"R10-P1","noRouteCompare",1.5,0.75,1,33,22,2,0.5
"R10-P1","noRouteCompare",1.5,0.75,1,33,23,1,0
"R10-P1","noRouteCompare",1.5,0.75,1,33,23,2,0.807692307692308
"R10-P1","noRouteCompare",1.5,0.75,1,33,24,1,0
"R10-P1","noRouteCompare",1.5,0.75,1,33,24,2,0.230769230769231
"R10-P1","noRouteCompare",1.5,0.75,1,33,25,1,0
"R10-P1","noRouteCompare",1.5,0.75,1,33,25,2,0
"R10-P1","noRouteCompare",1.5,0.75,1,33,26,1,0.375
"R10-P1","noRouteCompare",1.5,0.75,1,33,26,2,0
"R10-P1","noRouteCompare",1.5,0.75,1,33,27,1,0.230769230769231
"R10-P1","noRouteCompare",1.5,0.75,1,33,27,2,0.409090909090909
"R10-P1","noRouteCompare",1.5,0.75,1,33,28,1,0
"R10-P1","noRouteCompare",1.5,0.75,1,33,28,2,0.647058823529412
"R10-P1","noRouteCompare",1.5,0.75,1,33,29,1,0
"R10-P1","noRouteCompare",1.5,0.75,1,33,29,2,0.382352941176471
"R10-P1","noRouteCompare",1.5,0.75,1,34,1,1,0.428571428571429
"R10-P1","noRouteCompare",1.5,0.75,1,34,1,2,0.230769230769231
"R10-P1","noRouteCompare",1.5,0.75,1,34,2,1,0
"R10-P1","noRouteCompare",1.5,0.75,1,34,2,2,0
"R10-P1","noRouteCompare",1.5,0.75,1,34,3,1,0
"R10-P1","noRouteCompare",1.5,0.75,1,34,3,2,0
"R10-P1","noRouteCompare",1.5,0.75,1,34,4,1,0
"R10-P1","noRouteCompare",1.5,0.75,1,34,4,2,0
"R10-P1","noRouteCompare",1.5,0.75,1,34,5,1,0.214285714285714
"R10-P1","noRouteCompare",1.5,0.75,1,34,5,2,0
"R10-P1","noRouteCompare",1.5,0.75,1,34,6,1,0
"R10-P1","noRouteCompare",1.5,0.75,1,34,6,2,0.25
"R10-P1","noRouteCompare",1.5,0.75,1,34,7,1,0.6
"R10-P1","noRouteCompare",1.5,0.75,1,34,7,2,0
"R10-P1","noRouteCompare",1.5,0.75,1,34,8,1,1
"R10-P1","noRouteCompare",1.5,0.75,1,34,8,2,0.34375
"R10-P1","noRouteCompare",1.5,0.75,1,34,9,1,0
"R10-P1","noRouteCompare",1.5,0.75,1,34,9,2,0
"R10-P1","noRouteCompare",1.5,0.75,1,34,10,1,0
"R10-P1","noRouteCompare",1.5,0.75,1,34,10,2,0
"R10-P1","noRouteCompare",1.5,0.75,1,34,11,1,0.4
"R10-P1","noRouteCompare",1.5,0.75,1,34,11,2,0
"R10-P1","noRouteCompare",1.5,0.75,1,34,12,1,0.6
"R10-P1","noRouteCompare",1.5,0.75,1,34,12,2,0
"R10-P1","noRouteCompare",1.5,0.75,1,34,13,1,0
"R10-P1","noRouteCompare",1.5,0.75,1,34,13,2,0
"R10-P1","noRouteCompare",1.5,0.75,1,34,14,1,0
"R10-P1","noRouteCompare",1.5,0.75,1,34,14,2,0
"R10-P1","noRouteCompare",1.5,0.75,1,34,15,1,0.176470588235294
"R10-P1","noRouteCompare",1.5,0.75,1,34,15,2,0
"R10-P1","noRouteCompare",1.5,0.75,1,34,16,1,0.617647058823529
"R10-P1","noRouteCompare",1.5,0.75,1,34,16,2,0
"R10-P1","noRouteCompare",1.5,0.75,1,34,17,1,0.428571428571429
"R10-P1","noRouteCompare",1.5,0.75,1,34,17,2,0
"R10-P1","noRouteCompare",1.5,0.75,1,34,18,1,0.625
"R10-P1","noRouteCompare",1.5,0.75,1,34,18,2,0
"R10-P1","noRouteCompare",1.5,0.75,1,34,19,1,0
"R10-P1","noRouteCompare",1.5,0.75,1,34,19,2,0
"R10-P1","noRouteCompare",1.5,0.75,1,34,20,1,0.428571428571429
"R10-P1","noRouteCompare",1.5,0.75,1,34,20,2,0
"R10-P1","noRouteCompare",1.5,0.75,1,34,21,1,0.75
"R10-P1","noRouteCompare",1.5,0.75,1,34,21,2,0
"R10-P1","noRouteCompare",1.5,0.75,1,34,22,1,0.466666666666667
"R10-P1","noRouteCompare",1.5,0.75,1,34,22,2,0
"R10-P1","noRouteCompare",1.5,0.75,1,34,23,1,0.333333333333333
"R10-P1","noRouteCompare",1.5,0.75,1,34,23,2,0
"R10-P1","noRouteCompare",1.5,0.75,1,34,24,1,0.6
"R10-P1","noRouteCompare",1.5,0.75,1,34,24,2,0
"R10-P1","noRouteCompare",1.5,0.75,1,34,25,1,0.428571428571429
"R10-P1","noRouteCompare",1.5,0.75,1,34,25,2,0
"R10-P1","noRouteCompare",1.5,0.75,1,34,26,1,0.428571428571429
"R10-P1","noRouteCompare",1.5,0.75,1,34,26,2,0
"R10-P1","noRouteCompare",1.5,0.75,1,34,27,1,0.375
"R10-P1","noRouteCompare",1.5,0.75,1,34,27,2,0
"R10-P1","noRouteCompare",1.5,0.75,1,34,28,1,0.375
"R10-P1","noRouteCompare",1.5,0.75,1,34,28,2,0
"R10-P1","noRouteCompare",1.5,0.75,1,34,29,1,1
"R10-P1","noRouteCompare",1.5,0.75,1,34,29,2,0
"R10-P1","noRouteCompare",1.5,0.75,1,35,1,1,0
"R10-P1","noRouteCompare",1.5,0.75,1,35,1,2,0.333333333333333
"R10-P1","noRouteCompare",1.5,0.75,1,35,2,1,0.470588235294118
"R10-P1","noRouteCompare",1.5,0.75,1,35,2,2,0.3
"R10-P1","noRouteCompare",1.5,0.75,1,35,3,1,0
"R10-P1","noRouteCompare",1.5,0.75,1,35,3,2,0.3
"R10-P1","noRouteCompare",1.5,0.75,1,35,4,1,0
"R10-P1","noRouteCompare",1.5,0.75,1,35,4,2,0
"R10-P1","noRouteCompare",1.5,0.75,1,35,5,1,0
"R10-P1","noRouteCompare",1.5,0.75,1,35,5,2,0
"R10-P1","noRouteCompare",1.5,0.75,1,35,6,1,0
"R10-P1","noRouteCompare",1.5,0.75,1,35,6,2,0
"R10-P1","noRouteCompare",1.5,0.75,1,35,7,1,0
"R10-P1","noRouteCompare",1.5,0.75,1,35,7,2,0.272727272727273
"R10-P1","noRouteCompare",1.5,0.75,1,35,8,1,0.235294117647059
"R10-P1","noRouteCompare",1.5,0.75,1,35,8,2,0
"R10-P1","noRouteCompare",1.5,0.75,1,35,9,1,0.411764705882353
"R10-P1","noRouteCompare",1.5,0.75,1,35,9,2,0
"R10-P1","noRouteCompare",1.5,0.75,1,35,10,1,0
"R10-P1","noRouteCompare",1.5,0.75,1,35,10,2,0
"R10-P1","noRouteCompare",1.5,0.75,1,35,11,1,0
"R10-P1","noRouteCompare",1.5,0.75,1,35,11,2,0.428571428571429
"R10-P1","noRouteCompare",1.5,0.75,1,35,12,1,0
"R10-P1","noRouteCompare",1.5,0.75,1,35,12,2,0
"R10-P1","noRouteCompare",1.5,0.75,1,35,13,1,0.272727272727273
"R10-P1","noRouteCompare",1.5,0.75,1,35,13,2,0
"R10-P1","noRouteCompare",1.5,0.75,1,35,14,1,0.363636363636364
"R10-P1","noRouteCompare",1.5,0.75,1,35,14,2,0
"R10-P1","noRouteCompare",1.5,0.75,1,35,15,1,0
"R10-P1","noRouteCompare",1.5,0.75,1,35,15,2,0
"R10-P1","noRouteCompare",1.5,0.75,1,35,16,1,0
"R10-P1","noRouteCompare",1.5,0.75,1,35,16,2,0
"R10-P1","noRouteCompare",1.5,0.75,1,35,17,1,0
"R10-P1","noRouteCompare",1.5,0.75,1,35,17,2,0.5
"R10-P1","noRouteCompare",1.5,0.75,1,35,18,1,0.375
"R10-P1","noRouteCompare",1.5,0.75,1,35,18,2,0.3
"R10-P1","noRouteCompare",1.5,0.75,1,35,19,1,0
"R10-P1","noRouteCompare",1.5,0.75,1,35,19,2,0
"R10-P1","noRouteCompare",1.5,0.75,1,35,20,1,0
"R10-P1","noRouteCompare",1.5,0.75,1,35,20,2,0
"R10-P1","noRouteCompare",1.5,0.75,1,35,21,1,0
"R10-P1","noRouteCompare",1.5,0.75,1,35,21,2,0
"R10-P1","noRouteCompare",1.5,0.75,1,35,22,1,0.307692307692308
"R10-P1","noRouteCompare",1.5,0.75,1,35,22,2,0
"R10-P1","noRouteCompare",1.5,0.75,1,35,23,1,0
"R10-P1","noRouteCompare",1.5,0.75,1,35,23,2,0
"R10-P1","noRouteCompare",1.5,0.75,1,35,24,1,0
"R10-P1","noRouteCompare",1.5,0.75,1,35,24,2,0
"R10-P1","noRouteCompare",1.5,0.75,1,35,25,1,0
"R10-P1","noRouteCompare",1.5,0.75,1,35,25,2,0
"R10-P1","noRouteCompare",1.5,0.75,1,35,26,1,0
"R10-P1","noRouteCompare",1.5,0.75,1,35,26,2,0.8
"R10-P1","noRouteCompare",1.5,0.75,1,35,27,1,0.441176470588235
"R10-P1","noRouteCompare",1.5,0.75,1,35,27,2,0.6
"R10-P1","noRouteCompare",1.5,0.75,1,35,28,1,0.588235294117647
"R10-P1","noRouteCompare",1.5,0.75,1,35,28,2,0.571428571428571
"R10-P1","noRouteCompare",1.5,0.75,1,35,29,1,0
"R10-P1","noRouteCompare",1.5,0.75,1,35,29,2,0.571428571428571
"R10-P1","noRouteCompare",1.5,0.75,1,36,1,1,0.333333333333333
"R10-P1","noRouteCompare",1.5,0.75,1,36,1,2,0.214285714285714
"R10-P1","noRouteCompare",1.5,0.75,1,36,2,1,0
"R10-P1","noRouteCompare",1.5,0.75,1,36,2,2,0.75
"R10-P1","noRouteCompare",1.5,0.75,1,36,3,1,0
"R10-P1","noRouteCompare",1.5,0.75,1,36,3,2,0.230769230769231
"R10-P1","noRouteCompare",1.5,0.75,1,36,4,1,0
"R10-P1","noRouteCompare",1.5,0.75,1,36,4,2,0.230769230769231
"R10-P1","noRouteCompare",1.5,0.75,1,36,5,1,0
"R10-P1","noRouteCompare",1.5,0.75,1,36,5,2,0
"R10-P1","noRouteCompare",1.5,0.75,1,36,6,1,0
"R10-P1","noRouteCompare",1.5,0.75,1,36,6,2,0
"R10-P1","noRouteCompare",1.5,0.75,1,36,7,1,0
"R10-P1","noRouteCompare",1.5,0.75,1,36,7,2,0.3
"R10-P1","noRouteCompare",1.5,0.75,1,36,8,1,0
"R10-P1","noRouteCompare",1.5,0.75,1,36,8,2,0.3
"R10-P1","noRouteCompare",1.5,0.75,1,36,9,1,0
"R10-P1","noRouteCompare",1.5,0.75,1,36,9,2,0
"R10-P1","noRouteCompare",1.5,0.75,1,36,10,1,0
"R10-P1","noRouteCompare",1.5,0.75,1,36,10,2,0
"R10-P1","noRouteCompare",1.5,0.75,1,36,11,1,0
"R10-P1","noRouteCompare",1.5,0.75,1,36,11,2,0
"R10-P1","noRouteCompare",1.5,0.75,1,36,12,1,0
"R10-P1","noRouteCompare",1.5,0.75,1,36,12,2,0
"R10-P1","noRouteCompare",1.5,0.75,1,36,13,1,0
"R10-P1","noRouteCompare",1.5,0.75,1,36,13,2,0
"R10-P1","noRouteCompare",1.5,0.75,1,36,14,1,0.333333333333333
"R10-P1","noRouteCompare",1.5,0.75,1,36,14,2,0
"R10-P1","noRouteCompare",1.5,0.75,1,36,15,1,0.25
"R10-P1","noRouteCompare",1.5,0.75,1,36,15,2,0
"R10-P1","noRouteCompare",1.5,0.75,1,36,16,1,0
"R10-P1","noRouteCompare",1.5,0.75,1,36,16,2,0
"R10-P1","noRouteCompare",1.5,0.75,1,36,17,1,0
"R10-P1","noRouteCompare",1.5,0.75,1,36,17,2,0.5
"R10-P1","noRouteCompare",1.5,0.75,1,36,18,1,0
"R10-P1","noRouteCompare",1.5,0.75,1,36,18,2,0.5
"R10-P1","noRouteCompare",1.5,0.75,1,36,19,1,0.346153846153846
"R10-P1","noRouteCompare",1.5,0.75,1,36,19,2,0
"R10-P1","noRouteCompare",1.5,0.75,1,36,20,1,0.454545454545455
"R10-P1","noRouteCompare",1.5,0.75,1,36,20,2,0
"R10-P1","noRouteCompare",1.5,0.75,1,36,21,1,0
"R10-P1","noRouteCompare",1.5,0.75,1,36,21,2,0
"R10-P1","noRouteCompare",1.5,0.75,1,36,22,1,0.272727272727273
"R10-P1","noRouteCompare",1.5,0.75,1,36,22,2,0.205882352941176
"R10-P1","noRouteCompare",1.5,0.75,1,36,23,1,0
"R10-P1","noRouteCompare",1.5,0.75,1,36,23,2,0.595238095238095
"R10-P1","noRouteCompare",1.5,0.75,1,36,24,1,0
"R10-P1","noRouteCompare",1.5,0.75,1,36,24,2,0.357142857142857
"R10-P1","noRouteCompare",1.5,0.75,1,36,25,1,0
"R10-P1","noRouteCompare",1.5,0.75,1,36,25,2,0
"R10-P1","noRouteCompare",1.5,0.75,1,36,26,1,0
"R10-P1","noRouteCompare",1.5,0.75,1,36,26,2,0
"R10-P1","noRouteCompare",1.5,0.75,1,36,27,1,0
"R10-P1","noRouteCompare",1.5,0.75,1,36,27,2,0.25
"R10-P1","noRouteCompare",1.5,0.75,1,36,28,1,0
"R10-P1","noRouteCompare",1.5,0.75,1,36,28,2,0.416666666666667
"R10-P1","noRouteCompare",1.5,0.75,1,36,29,1,0.428571428571429
"R10-P1","noRouteCompare",1.5,0.75,1,36,29,2,0.382352941176471
"R10-P1","noRouteCompare",1.5,0.75,1,37,1,1,0
"R10-P1","noRouteCompare",1.5,0.75,1,37,1,2,0.236842105263158
"R10-P1","noRouteCompare",1.5,0.75,1,37,2,1,0.25
"R10-P1","noRouteCompare",1.5,0.75,1,37,2,2,0.236842105263158
"R10-P1","noRouteCompare",1.5,0.75,1,37,3,1,0
"R10-P1","noRouteCompare",1.5,0.75,1,37,3,2,0
"R10-P1","noRouteCompare",1.5,0.75,1,37,4,1,0
"R10-P1","noRouteCompare",1.5,0.75,1,37,4,2,0.444444444444444
"R10-P1","noRouteCompare",1.5,0.75,1,37,5,1,0
"R10-P1","noRouteCompare",1.5,0.75,1,37,5,2,0
"R10-P1","noRouteCompare",1.5,0.75,1,37,6,1,0
"R10-P1","noRouteCompare",1.5,0.75,1,37,6,2,0
"R10-P1","noRouteCompare",1.5,0.75,1,37,7,1,0
"R10-P1","noRouteCompare",1.5,0.75,1,37,7,2,0
"R10-P1","noRouteCompare",1.5,0.75,1,37,8,1,0
"R10-P1","noRouteCompare",1.5,0.75,1,37,8,2,0
"R10-P1","noRouteCompare",1.5,0.75,1,37,9,1,0.466666666666667
"R10-P1","noRouteCompare",1.5,0.75,1,37,9,2,0.176470588235294
"R10-P1","noRouteCompare",1.5,0.75,1,37,10,1,0.333333333333333
"R10-P1","noRouteCompare",1.5,0.75,1,37,10,2,0.25
"R10-P1","noRouteCompare",1.5,0.75,1,37,11,1,0
"R10-P1","noRouteCompare",1.5,0.75,1,37,11,2,0.25
"R10-P1","noRouteCompare",1.5,0.75,1,37,12,1,0
"R10-P1","noRouteCompare",1.5,0.75,1,37,12,2,0.375
"R10-P1","noRouteCompare",1.5,0.75,1,37,13,1,0
"R10-P1","noRouteCompare",1.5,0.75,1,37,13,2,0.333333333333333
"R10-P1","noRouteCompare",1.5,0.75,1,37,14,1,0.1875
"R10-P1","noRouteCompare",1.5,0.75,1,37,14,2,0
"R10-P1","noRouteCompare",1.5,0.75,1,37,15,1,0.1875
"R10-P1","noRouteCompare",1.5,0.75,1,37,15,2,0.375
"R10-P1","noRouteCompare",1.5,0.75,1,37,16,1,0.375
"R10-P1","noRouteCompare",1.5,0.75,1,37,16,2,0
"R10-P1","noRouteCompare",1.5,0.75,1,37,17,1,0
"R10-P1","noRouteCompare",1.5,0.75,1,37,17,2,0
"R10-P1","noRouteCompare",1.5,0.75,1,37,18,1,0
"R10-P1","noRouteCompare",1.5,0.75,1,37,18,2,0
"R10-P1","noRouteCompare",1.5,0.75,1,37,19,1,0
"R10-P1","noRouteCompare",1.5,0.75,1,37,19,2,0
"R10-P1","noRouteCompare",1.5,0.75,1,37,20,1,1
"R10-P1","noRouteCompare",1.5,0.75,1,37,20,2,0
"R10-P1","noRouteCompare",1.5,0.75,1,37,21,1,0.375
"R10-P1","noRouteCompare",1.5,0.75,1,37,21,2,0.357142857142857
"R10-P1","noRouteCompare",1.5,0.75,1,37,22,1,0
"R10-P1","noRouteCompare",1.5,0.75,1,37,22,2,0.545454545454545
"R10-P1","noRouteCompare",1.5,0.75,1,37,23,1,0
"R10-P1","noRouteCompare",1.5,0.75,1,37,23,2,0.3
"R10-P1","noRouteCompare",1.5,0.75,1,37,24,1,0
"R10-P1","noRouteCompare",1.5,0.75,1,37,24,2,0.230769230769231
"R10-P1","noRouteCompare",1.5,0.75,1,37,25,1,0
"R10-P1","noRouteCompare",1.5,0.75,1,37,25,2,0.230769230769231
"R10-P1","noRouteCompare",1.5,0.75,1,37,26,1,0
"R10-P1","noRouteCompare",1.5,0.75,1,37,26,2,0
"R10-P1","noRouteCompare",1.5,0.75,1,37,27,1,0.25
"R10-P1","noRouteCompare",1.5,0.75,1,37,27,2,0
"R10-P1","noRouteCompare",1.5,0.75,1,37,28,1,0
"R10-P1","noRouteCompare",1.5,0.75,1,37,28,2,0
"R10-P1","noRouteCompare",1.5,0.75,1,37,29,1,0
"R10-P1","noRouteCompare",1.5,0.75,1,37,29,2,0
"R10-P1","noRouteCompare",1.5,0.75,1,38,1,1,0
"R10-P1","noRouteCompare",1.5,0.75,1,38,1,2,0.5
"R10-P1","noRouteCompare",1.5,0.75,1,38,2,1,0.25
"R10-P1","noRouteCompare",1.5,0.75,1,38,2,2,0.5
"R10-P1","noRouteCompare",1.5,0.75,1,38,3,1,0.333333333333333
"R10-P1","noRouteCompare",1.5,0.75,1,38,3,2,0
"R10-P1","noRouteCompare",1.5,0.75,1,38,4,1,0.285714285714286
"R10-P1","noRouteCompare",1.5,0.75,1,38,4,2,0
"R10-P1","noRouteCompare",1.5,0.75,1,38,5,1,0.214285714285714
"R10-P1","noRouteCompare",1.5,0.75,1,38,5,2,0
"R10-P1","noRouteCompare",1.5,0.75,1,38,6,1,0
"R10-P1","noRouteCompare",1.5,0.75,1,38,6,2,0
"R10-P1","noRouteCompare",1.5,0.75,1,38,7,1,0
"R10-P1","noRouteCompare",1.5,0.75,1,38,7,2,0
"R10-P1","noRouteCompare",1.5,0.75,1,38,8,1,0
"R10-P1","noRouteCompare",1.5,0.75,1,38,8,2,0.5
"R10-P1","noRouteCompare",1.5,0.75,1,38,9,1,0
"R10-P1","noRouteCompare",1.5,0.75,1,38,9,2,0.235294117647059
"R10-P1","noRouteCompare",1.5,0.75,1,38,10,1,0
"R10-P1","noRouteCompare",1.5,0.75,1,38,10,2,0
"R10-P1","noRouteCompare",1.5,0.75,1,38,11,1,0
"R10-P1","noRouteCompare",1.5,0.75,1,38,11,2,0
"R10-P1","noRouteCompare",1.5,0.75,1,38,12,1,0
"R10-P1","noRouteCompare",1.5,0.75,1,38,12,2,0
"R10-P1","noRouteCompare",1.5,0.75,1,38,13,1,0
"R10-P1","noRouteCompare",1.5,0.75,1,38,13,2,0.176470588235294
"R10-P1","noRouteCompare",1.5,0.75,1,38,14,1,0
"R10-P1","noRouteCompare",1.5,0.75,1,38,14,2,0
"R10-P1","noRouteCompare",1.5,0.75,1,38,15,1,0
"R10-P1","noRouteCompare",1.5,0.75,1,38,15,2,0
"R10-P1","noRouteCompare",1.5,0.75,1,38,16,1,0
"R10-P1","noRouteCompare",1.5,0.75,1,38,16,2,0
"R10-P1","noRouteCompare",1.5,0.75,1,38,17,1,0.375
"R10-P1","noRouteCompare",1.5,0.75,1,38,17,2,0
"R10-P1","noRouteCompare",1.5,0.75,1,38,18,1,0
"R10-P1","noRouteCompare",1.5,0.75,1,38,18,2,0.6
"R10-P1","noRouteCompare",1.5,0.75,1,38,19,1,0
"R10-P1","noRouteCompare",1.5,0.75,1,38,19,2,0
"R10-P1","noRouteCompare",1.5,0.75,1,38,20,1,0.2
"R10-P1","noRouteCompare",1.5,0.75,1,38,20,2,0.25
"R10-P1","noRouteCompare",1.5,0.75,1,38,21,1,0
"R10-P1","noRouteCompare",1.5,0.75,1,38,21,2,0.25
"R10-P1","noRouteCompare",1.5,0.75,1,38,22,1,0
"R10-P1","noRouteCompare",1.5,0.75,1,38,22,2,0.363636363636364
"R10-P1","noRouteCompare",1.5,0.75,1,38,23,1,0
"R10-P1","noRouteCompare",1.5,0.75,1,38,23,2,0.428571428571429
"R10-P1","noRouteCompare",1.5,0.75,1,38,24,1,0
"R10-P1","noRouteCompare",1.5,0.75,1,38,24,2,0.428571428571429
"R10-P1","noRouteCompare",1.5,0.75,1,38,25,1,0
"R10-P1","noRouteCompare",1.5,0.75,1,38,25,2,0.5
"R10-P1","noRouteCompare",1.5,0.75,1,38,26,1,0
"R10-P1","noRouteCompare",1.5,0.75,1,38,26,2,0
"R10-P1","noRouteCompare",1.5,0.75,1,38,27,1,0
"R10-P1","noRouteCompare",1.5,0.75,1,38,27,2,0
"R10-P1","noRouteCompare",1.5,0.75,1,38,28,1,0
