"arrayType","algorithm","learningValue","abandonValue","arrayNumber","simulation","bout","bee","H2","Q","Qnorm"
"R10-P1","noRouteCompare",1.5,0.75,1,41,26,1,0.592163821931731,0.291666666666667,0.777777777777778
"R10-P1","noRouteCompare",1.5,0.75,1,41,27,1,0.0411057394519116,0.165289256198347,0.333333333333333
"R10-P1","noRouteCompare",1.5,0.75,1,41,28,1,0.333333333333333,0.347222222222222,0.714285714285714
"R10-P1","noRouteCompare",1.5,0.75,1,41,29,1,0.292344676704237,0.24952741020794,0.647058823529412
"R10-P1","noRouteCompare",1.5,0.75,1,41,30,1,0.37465089270261,0.247933884297521,0.705882352941176
"R10-P1","noRouteCompare",1.5,0.75,1,42,1,1,0.212148098990326,0.227272727272727,0.47008547008547
"R10-P1","noRouteCompare",1.5,0.75,1,42,2,1,0.5,0.347222222222222,0.714285714285714
"R10-P1","noRouteCompare",1.5,0.75,1,42,3,1,0.666666666666667,0.388888888888889,0.875
"R10-P1","noRouteCompare",1.5,0.75,1,42,4,1,0.112812411386549,0.153061224489796,0.375
"R10-P1","noRouteCompare",1.5,0.75,1,42,5,1,0,0.2,0.625
"R10-P1","noRouteCompare",1.5,0.75,1,42,6,1,0.243718213106451,0.1888,0.468253968253968
"R10-P1","noRouteCompare",1.5,0.75,1,42,7,1,0,0.213333333333333,0.444444444444445
"R10-P1","noRouteCompare",1.5,0.75,1,42,8,1,0.173765342871441,0.25,0.533333333333333
"R10-P1","noRouteCompare",1.5,0.75,1,42,9,1,0.133159781674395,0.200692041522491,0.414285714285714
"R10-P1","noRouteCompare",1.5,0.75,1,42,10,1,0.178258435188417,0.171597633136095,0.402777777777778
"R10-P1","noRouteCompare",1.5,0.75,1,42,11,1,0.114221913160264,0.18,0.375
"R10-P1","noRouteCompare",1.5,0.75,1,42,12,1,0.018341673514291,0.115384615384615,0.293233082706767
"R10-P1","noRouteCompare",1.5,0.75,1,42,13,1,0,0.24,0.5
"R10-P1","noRouteCompare",1.5,0.75,1,42,14,1,0.296081910965865,0.346938775510204,0.708333333333333
"R10-P1","noRouteCompare",1.5,0.75,1,42,15,1,0,0.0886426592797784,0.266666666666667
"R10-P1","noRouteCompare",1.5,0.75,1,42,16,1,0.0245507058339266,0.122448979591837,0.3
"R10-P1","noRouteCompare",1.5,0.75,1,42,17,1,0.0502603274884081,0.163265306122449,0.4
"R10-P1","noRouteCompare",1.5,0.75,1,42,18,1,0,0.326530612244898,0.8
"R10-P1","noRouteCompare",1.5,0.75,1,42,19,1,0.139315593713169,0.190082644628099,0.383333333333333
"R10-P1","noRouteCompare",1.5,0.75,1,42,20,1,0.47870397138568,0.311418685121107,0.75
"R10-P1","noRouteCompare",1.5,0.75,1,42,21,1,0.17376534287144,0.1953125,0.454545454545455
"R10-P1","noRouteCompare",1.5,0.75,1,42,22,1,0.122215563006755,0.166204986149584,0.357142857142857
"R10-P1","noRouteCompare",1.5,0.75,1,42,23,1,0.156802637393765,0.213333333333333,0.444444444444444
"R10-P1","noRouteCompare",1.5,0.75,1,42,24,1,0,0.177777777777778,0.454545454545455
"R10-P1","noRouteCompare",1.5,0.75,1,42,25,1,0,0.177514792899408,0.5
"R10-P1","noRouteCompare",1.5,0.75,1,42,26,1,0,0.296296296296296,0.666666666666667
"R10-P1","noRouteCompare",1.5,0.75,1,42,27,1,0,0.296296296296296,0.6
"R10-P1","noRouteCompare",1.5,0.75,1,42,28,1,0.224619919276669,0.1953125,0.454545454545455
"R10-P1","noRouteCompare",1.5,0.75,1,42,29,1,0.420619835714305,0.222222222222222,0.5
"R10-P1","noRouteCompare",1.5,0.75,1,42,30,1,0.16442291849514,0.188365650969529,0.377777777777778
"R10-P1","noRouteCompare",1.5,0.75,1,43,1,1,0,0.32,0.666666666666667
"R10-P1","noRouteCompare",1.5,0.75,1,43,2,1,0,0.246913580246914,0.714285714285714
"R10-P1","noRouteCompare",1.5,0.75,1,43,3,1,0,0.118343195266272,0.238095238095238
"R10-P1","noRouteCompare",1.5,0.75,1,43,4,1,0.119368154500694,0.18,0.375
"R10-P1","noRouteCompare",1.5,0.75,1,43,5,1,0,0.29585798816568,0.625
"R10-P1","noRouteCompare",1.5,0.75,1,43,6,1,0.5,0.296296296296296,0.857142857142857
"R10-P1","noRouteCompare",1.5,0.75,1,43,7,1,0,0.165289256198347,0.333333333333333
"R10-P1","noRouteCompare",1.5,0.75,1,43,8,1,0.0447878116876162,0.163265306122449,0.333333333333333
"R10-P1","noRouteCompare",1.5,0.75,1,43,9,1,0.102323721824755,0.151228733459357,0.444444444444444
"R10-P1","noRouteCompare",1.5,0.75,1,43,10,1,0.0903057123575137,0.119140625,0.23921568627451
"R10-P1","noRouteCompare",1.5,0.75,1,43,11,1,0.25615214493032,0.224489795918367,0.488888888888889
"R10-P1","noRouteCompare",1.5,0.75,1,43,12,1,0,0.255102040816326,0.555555555555555
"R10-P1","noRouteCompare",1.5,0.75,1,43,13,1,0,0.133333333333333,0.416666666666667
"R10-P1","noRouteCompare",1.5,0.75,1,43,14,1,0.63700877106064,0.25,0.9
"R10-P1","noRouteCompare",1.5,0.75,1,43,15,1,0,0.32,0.666666666666667
"R10-P1","noRouteCompare",1.5,0.75,1,43,16,1,1,0.48,1
"R10-P1","noRouteCompare",1.5,0.75,1,43,17,1,0,0.246913580246914,0.833333333333333
"R10-P1","noRouteCompare",1.5,0.75,1,43,18,1,0.120982811845343,0.142857142857143,0.35
"R10-P1","noRouteCompare",1.5,0.75,1,43,19,1,0,0.333333333333333,0.75
"R10-P1","noRouteCompare",1.5,0.75,1,43,20,1,0,0.142011834319527,0.545454545454546
"R10-P1","noRouteCompare",1.5,0.75,1,43,21,1,0.215986813031176,0.221453287197232,0.484848484848485
"R10-P1","noRouteCompare",1.5,0.75,1,43,22,1,0.5,0.264462809917355,0.888888888888889
"R10-P1","noRouteCompare",1.5,0.75,1,43,23,1,0.20211106543509,0.171224732461356,0.352941176470588
"R10-P1","noRouteCompare",1.5,0.75,1,43,24,1,0.396240625180289,0.296875,0.633333333333333
"R10-P1","noRouteCompare",1.5,0.75,1,43,25,1,0,0.296296296296296,0.666666666666667
"R10-P1","noRouteCompare",1.5,0.75,1,43,26,1,2.079,0.46875,1
"R10-P1","noRouteCompare",1.5,0.75,1,43,27,1,1.946,0.408163265306122,1
"R10-P1","noRouteCompare",1.5,0.75,1,43,28,1,0.673859757830008,0.339506172839506,0.846153846153846
"R10-P1","noRouteCompare",1.5,0.75,1,43,29,1,0.173765342871441,0.1953125,0.454545454545455
"R10-P1","noRouteCompare",1.5,0.75,1,43,30,1,0.301998189947678,0.179930795847751,0.433333333333333
"R10-P1","noRouteCompare",1.5,0.75,1,44,1,1,0,0.375,0.8
"R10-P1","noRouteCompare",1.5,0.75,1,44,2,1,0,0.333333333333333,0.666666666666667
"R10-P1","noRouteCompare",1.5,0.75,1,44,3,1,0.722964099310742,0.177285318559557,0.941176470588235
"R10-P1","noRouteCompare",1.5,0.75,1,44,4,1,0.228443826320529,0.272189349112426,0.547619047619048
"R10-P1","noRouteCompare",1.5,0.75,1,44,5,1,0.203828197864239,0.202479338842975,0.466666666666667
"R10-P1","noRouteCompare",1.5,0.75,1,44,6,1,0.153049305675748,0.198347107438017,0.4
"R10-P1","noRouteCompare",1.5,0.75,1,44,7,1,0,0.12,0.470588235294118
"R10-P1","noRouteCompare",1.5,0.75,1,44,8,1,0.417922303655545,0.304,0.633333333333333
"R10-P1","noRouteCompare",1.5,0.75,1,44,9,1,0,0.208333333333333,0.428571428571429
"R10-P1","noRouteCompare",1.5,0.75,1,44,10,1,1.946,0.408163265306122,1
"R10-P1","noRouteCompare",1.5,0.75,1,44,11,1,0.316806103994787,0.279773156899811,0.569230769230769
"R10-P1","noRouteCompare",1.5,0.75,1,44,12,1,0.44211410869774,0.21875,0.583333333333333
"R10-P1","noRouteCompare",1.5,0.75,1,44,13,1,0.128950935744847,0.166666666666667,0.333333333333333
"R10-P1","noRouteCompare",1.5,0.75,1,44,14,1,0.0202032480584448,0.115384615384615,0.253246753246753
"R10-P1","noRouteCompare",1.5,0.75,1,44,15,1,0,0.222222222222222,0.5
"R10-P1","noRouteCompare",1.5,0.75,1,44,16,1,0,0.246913580246914,0.833333333333333
"R10-P1","noRouteCompare",1.5,0.75,1,44,17,1,0.250000000000001,0.29585798816568,0.625
"R10-P1","noRouteCompare",1.5,0.75,1,44,18,1,0.13700877106064,0.171875,0.785714285714286
"R10-P1","noRouteCompare",1.5,0.75,1,44,19,1,2.079,0.46875,1
"R10-P1","noRouteCompare",1.5,0.75,1,44,20,1,0,0.246913580246914,0.714285714285714
"R10-P1","noRouteCompare",1.5,0.75,1,44,21,1,0,0.296296296296296,0.6
"R10-P1","noRouteCompare",1.5,0.75,1,44,22,1,0.202806702985729,0.096,0.3
"R10-P1","noRouteCompare",1.5,0.75,1,44,23,1,0.270969761854264,0.260355029585799,0.523809523809524
"R10-P1","noRouteCompare",1.5,0.75,1,44,24,1,0.37192392753484,0.26530612244898,0.577777777777778
"R10-P1","noRouteCompare",1.5,0.75,1,44,25,1,0,0.395061728395062,0.8
"R10-P1","noRouteCompare",1.5,0.75,1,44,26,1,0.125814583693911,0.16,0.692307692307692
"R10-P1","noRouteCompare",1.5,0.75,1,44,27,1,0.666666666666667,0.333333333333333,0.75
"R10-P1","noRouteCompare",1.5,0.75,1,44,28,1,0.157554349656299,0.204528853177502,0.409356725146199
"R10-P1","noRouteCompare",1.5,0.75,1,44,29,1,0,0.173010380622837,0.357142857142857
"R10-P1","noRouteCompare",1.5,0.75,1,44,30,1,0.5,0.37037037037037,0.833333333333333
"R10-P1","noRouteCompare",1.5,0.75,1,45,1,1,0.118368351274823,0.259259259259259,0.525
"R10-P1","noRouteCompare",1.5,0.75,1,45,2,1,0,0.201183431952663,0.425
"R10-P1","noRouteCompare",1.5,0.75,1,45,3,1,0,0.3,0.6
"R10-P1","noRouteCompare",1.5,0.75,1,45,4,1,0.25,0.277777777777778,0.571428571428571
"R10-P1","noRouteCompare",1.5,0.75,1,45,5,1,0.226376559085822,0.1504,0.373015873015873
"R10-P1","noRouteCompare",1.5,0.75,1,45,6,1,0,0.333333333333333,0.75
"R10-P1","noRouteCompare",1.5,0.75,1,45,7,1,0.273112341783434,0.12396694214876,0.789473684210526
"R10-P1","noRouteCompare",1.5,0.75,1,45,8,1,0,0.246913580246914,0.714285714285714
"R10-P1","noRouteCompare",1.5,0.75,1,45,9,1,1,0.444444444444445,1
"R10-P1","noRouteCompare",1.5,0.75,1,45,10,1,0,0.326530612244898,0.8
"R10-P1","noRouteCompare",1.5,0.75,1,45,11,1,0.156802637393764,0.186666666666667,0.388888888888889
"R10-P1","noRouteCompare",1.5,0.75,1,45,12,1,0.228443826320529,0.26530612244898,0.577777777777778
"R10-P1","noRouteCompare",1.5,0.75,1,45,13,1,0.289690082142847,0.266666666666667,0.6
"R10-P1","noRouteCompare",1.5,0.75,1,45,14,1,0.106300041681369,0.122448979591837,0.25668449197861
"R10-P1","noRouteCompare",1.5,0.75,1,45,15,1,0.37192392753484,0.266666666666667,0.6
"R10-P1","noRouteCompare",1.5,0.75,1,45,16,1,0,0.333333333333333,0.666666666666667
"R10-P1","noRouteCompare",1.5,0.75,1,45,17,1,0,0.15,0.4
"R10-P1","noRouteCompare",1.5,0.75,1,45,18,1,1,0.408163265306122,1
"R10-P1","noRouteCompare",1.5,0.75,1,45,19,1,0.243558955237091,0.26,0.525252525252525
"R10-P1","noRouteCompare",1.5,0.75,1,45,20,1,0,0.131487889273356,0.271428571428572
"R10-P1","noRouteCompare",1.5,0.75,1,45,21,1,0.333333333333334,0.3,0.714285714285714
"R10-P1","noRouteCompare",1.5,0.75,1,45,22,1,0.250000000000001,0.29585798816568,0.625
"R10-P1","noRouteCompare",1.5,0.75,1,45,23,1,0.456887652641057,0.346938775510204,0.708333333333333
"R10-P1","noRouteCompare",1.5,0.75,1,45,24,1,0.161866059958266,0.208616780045352,0.442307692307692
"R10-P1","noRouteCompare",1.5,0.75,1,45,25,1,0.254803508424256,0.193905817174515,0.5
"R10-P1","noRouteCompare",1.5,0.75,1,45,26,1,0,0.277777777777778,0.625
"R10-P1","noRouteCompare",1.5,0.75,1,45,27,1,0.333333333333333,0.330578512396694,0.666666666666667
"R10-P1","noRouteCompare",1.5,0.75,1,45,28,1,0,0.3125,0.833333333333333
"R10-P1","noRouteCompare",1.5,0.75,1,45,29,1,0,0.244897959183673,0.5
"R10-P1","noRouteCompare",1.5,0.75,1,45,30,1,0,0.244897959183673,0.5
"R10-P1","noRouteCompare",1.5,0.75,1,46,1,1,0,0.333333333333333,0.75
"R10-P1","noRouteCompare",1.5,0.75,1,46,2,1,0.16937870681695,0.166666666666667,0.333333333333333
"R10-P1","noRouteCompare",1.5,0.75,1,46,3,1,0.269577289690815,0.226757369614512,0.625
"R10-P1","noRouteCompare",1.5,0.75,1,46,4,1,0.116826418663707,0.143667296786389,0.361904761904762
"R10-P1","noRouteCompare",1.5,0.75,1,46,5,1,0,0.142857142857143,0.333333333333333
"R10-P1","noRouteCompare",1.5,0.75,1,46,6,1,0,0.264462809917355,0.571428571428571
"R10-P1","noRouteCompare",1.5,0.75,1,46,7,1,0.25,0.306122448979592,0.666666666666667
"R10-P1","noRouteCompare",1.5,0.75,1,46,8,1,0.0629072918469557,0.2,0.533333333333333
"R10-P1","noRouteCompare",1.5,0.75,1,46,9,1,0,0.25,0.666666666666667
"R10-P1","noRouteCompare",1.5,0.75,1,46,10,1,0,0.132963988919668,0.307692307692308
"R10-P1","noRouteCompare",1.5,0.75,1,46,11,1,0.459147917027245,0.194444444444444,0.7
"R10-P1","noRouteCompare",1.5,0.75,1,46,12,1,0.128125949042536,0.193905817174515,0.388888888888889
"R10-P1","noRouteCompare",1.5,0.75,1,46,13,1,0,0.326530612244898,0.8
"R10-P1","noRouteCompare",1.5,0.75,1,46,14,1,0,0.222222222222222,0.5
"R10-P1","noRouteCompare",1.5,0.75,1,46,15,1,0.365211355154592,0.228373702422145,0.5
"R10-P1","noRouteCompare",1.5,0.75,1,46,16,1,0.308485375196273,0.2656,0.532051282051282
"R10-P1","noRouteCompare",1.5,0.75,1,46,17,1,0,0.0925925925925926,0.357142857142857
"R10-P1","noRouteCompare",1.5,0.75,1,46,18,1,0.09216382193173,0.18140589569161,0.5
"R10-P1","noRouteCompare",1.5,0.75,1,46,19,1,0,0.136363636363636,0.314285714285714
"R10-P1","noRouteCompare",1.5,0.75,1,46,20,1,0.0438396646413301,0.125,0.333333333333333
"R10-P1","noRouteCompare",1.5,0.75,1,46,21,1,0.128125949042536,0.195,0.393939393939394
"R10-P1","noRouteCompare",1.5,0.75,1,46,22,1,0.0447878116876162,0.14,0.318181818181818
"R10-P1","noRouteCompare",1.5,0.75,1,46,23,1,0,0.0968858131487889,0.194444444444444
"R10-P1","noRouteCompare",1.5,0.75,1,46,24,1,0.207992759790711,0.179930795847751,0.433333333333333
"R10-P1","noRouteCompare",1.5,0.75,1,46,25,1,1,0.48,1
"R10-P1","noRouteCompare",1.5,0.75,1,46,26,1,0.592163821931731,0.428571428571429,0.857142857142857
"R10-P1","noRouteCompare",1.5,0.75,1,46,27,1,0.481173504639284,0.275,0.733333333333333
"R10-P1","noRouteCompare",1.5,0.75,1,46,28,1,0,0.198347107438017,0.5
"R10-P1","noRouteCompare",1.5,0.75,1,46,29,1,0.6,0.355029585798817,0.75
"R10-P1","noRouteCompare",1.5,0.75,1,46,30,1,0.326140242169992,0.325259515570934,0.652777777777778
"R10-P1","noRouteCompare",1.5,0.75,1,47,1,1,0.686394725212471,0.339506172839506,0.846153846153846
"R10-P1","noRouteCompare",1.5,0.75,1,47,2,1,0.333333333333333,0.277777777777778,0.555555555555556
"R10-P1","noRouteCompare",1.5,0.75,1,47,3,1,0.5,0.36734693877551,0.75
"R10-P1","noRouteCompare",1.5,0.75,1,47,4,1,0.314668521038413,0.285714285714286,0.583333333333333
"R10-P1","noRouteCompare",1.5,0.75,1,47,5,1,0.166666666666667,0.197530864197531,0.492307692307692
"R10-P1","noRouteCompare",1.5,0.75,1,47,6,1,0,0.244897959183673,0.5
"R10-P1","noRouteCompare",1.5,0.75,1,47,7,1,0.135548305583946,0.193771626297578,0.4
"R10-P1","noRouteCompare",1.5,0.75,1,47,8,1,0,0.222222222222222,0.457142857142857
"R10-P1","noRouteCompare",1.5,0.75,1,47,9,1,0,0.29585798816568,0.625
"R10-P1","noRouteCompare",1.5,0.75,1,47,10,1,0,0.135802469135802,0.338461538461538
"R10-P1","noRouteCompare",1.5,0.75,1,47,11,1,0,0.0987654320987654,0.2
"R10-P1","noRouteCompare",1.5,0.75,1,47,12,1,0.126787405169186,0.2,0.416666666666667
"R10-P1","noRouteCompare",1.5,0.75,1,47,13,1,0.333333333333333,0.330578512396694,0.666666666666667
"R10-P1","noRouteCompare",1.5,0.75,1,47,14,1,1.609,0.48,1
"R10-P1","noRouteCompare",1.5,0.75,1,47,15,1,0,0.24,0.571428571428571
"R10-P1","noRouteCompare",1.5,0.75,1,47,16,1,0,0.3125,0.833333333333333
"R10-P1","noRouteCompare",1.5,0.75,1,47,17,1,0.459147917027245,0.177777777777778,0.769230769230769
"R10-P1","noRouteCompare",1.5,0.75,1,47,18,1,0,0.32,0.666666666666666
"R10-P1","noRouteCompare",1.5,0.75,1,47,19,1,0,0.413223140495868,0.833333333333333
"R10-P1","noRouteCompare",1.5,0.75,1,47,20,1,0,0.198347107438017,0.48
"R10-P1","noRouteCompare",1.5,0.75,1,47,21,1,0,0.244897959183673,0.5
"R10-P1","noRouteCompare",1.5,0.75,1,47,22,1,0.327558364433161,0.249433106575964,0.6875
"R10-P1","noRouteCompare",1.5,0.75,1,47,23,1,0.661818917658493,0.3601108033241,0.773809523809524
"R10-P1","noRouteCompare",1.5,0.75,1,47,24,1,0,0.326530612244898,0.8
"R10-P1","noRouteCompare",1.5,0.75,1,47,25,1,0,0.264462809917355,0.571428571428571
"R10-P1","noRouteCompare",1.5,0.75,1,47,26,1,0,0.244897959183673,0.6
"R10-P1","noRouteCompare",1.5,0.75,1,47,27,1,0.314668521038413,0.326530612244898,0.666666666666667
"R10-P1","noRouteCompare",1.5,0.75,1,47,28,1,0.5,0.296296296296296,0.857142857142857
"R10-P1","noRouteCompare",1.5,0.75,1,47,29,1,0.500000000000001,0.4,0.833333333333333
"R10-P1","noRouteCompare",1.5,0.75,1,47,30,1,2.079,0.46875,1
"R10-P1","noRouteCompare",1.5,0.75,1,48,1,1,1,0.375,1
"R10-P1","noRouteCompare",1.5,0.75,1,48,2,1,0.0603438112917588,0.142661179698217,0.295454545454545
"R10-P1","noRouteCompare",1.5,0.75,1,48,3,1,0,0.198347107438017,0.5
"R10-P1","noRouteCompare",1.5,0.75,1,48,4,1,0,0.25,0.8
"R10-P1","noRouteCompare",1.5,0.75,1,48,5,1,0,0.165680473372781,0.7
"R10-P1","noRouteCompare",1.5,0.75,1,48,6,1,0,0.296296296296296,0.6
"R10-P1","noRouteCompare",1.5,0.75,1,48,7,1,0.351959044517067,0.256055363321799,0.560606060606061
"R10-P1","noRouteCompare",1.5,0.75,1,48,8,1,0,0.284023668639053,0.571428571428572
"R10-P1","noRouteCompare",1.5,0.75,1,48,9,1,0.245931939774575,0.198347107438017,0.5
"R10-P1","noRouteCompare",1.5,0.75,1,48,10,1,0.196017205239308,0.192,0.4
"R10-P1","noRouteCompare",1.5,0.75,1,48,11,1,0.314668521038413,0.284444444444444,0.727272727272727
"R10-P1","noRouteCompare",1.5,0.75,1,48,12,1,0,0.246913580246914,0.714285714285714
"R10-P1","noRouteCompare",1.5,0.75,1,48,13,1,0.079304402217278,0.118906064209275,0.277777777777778
"R10-P1","noRouteCompare",1.5,0.75,1,48,14,1,0.379780105868107,0.1536,0.761904761904762
"R10-P1","noRouteCompare",1.5,0.75,1,48,15,1,0.232113213212914,0.222222222222222,0.533333333333333
"R10-P1","noRouteCompare",1.5,0.75,1,48,16,1,0.2,0.255102040816327,0.555555555555556
"R10-P1","noRouteCompare",1.5,0.75,1,48,17,1,0.300973591460669,0.181069958847737,0.523809523809524
"R10-P1","noRouteCompare",1.5,0.75,1,48,18,1,0.228443826320529,0.222222222222222,0.5
"R10-P1","noRouteCompare",1.5,0.75,1,48,19,1,0.17376534287144,0.177777777777778,0.4
"R10-P1","noRouteCompare",1.5,0.75,1,48,20,1,0.192162050795065,0.239669421487603,0.483333333333333
"R10-P1","noRouteCompare",1.5,0.75,1,48,21,1,1.609,0.48,1
"R10-P1","noRouteCompare",1.5,0.75,1,48,22,1,0.347530685742881,0.311111111111111,0.625
"R10-P1","noRouteCompare",1.5,0.75,1,48,23,1,0.31360527478753,0.2578125,0.523809523809524
"R10-P1","noRouteCompare",1.5,0.75,1,48,24,1,0.227272522411354,0.2,0.454545454545455
"R10-P1","noRouteCompare",1.5,0.75,1,48,25,1,0.228443826320528,0.302222222222222,0.607142857142857
"R10-P1","noRouteCompare",1.5,0.75,1,48,26,1,0.1311732856428,0.18,0.5625
"R10-P1","noRouteCompare",1.5,0.75,1,48,27,1,0.592163821931731,0.291666666666667,0.777777777777778
"R10-P1","noRouteCompare",1.5,0.75,1,48,28,1,1,0.277777777777778,1
"R10-P1","noRouteCompare",1.5,0.75,1,48,29,1,0.633159781674394,0.284023668639053,0.8
"R10-P1","noRouteCompare",1.5,0.75,1,48,30,1,0.348427785614194,0.192,0.6
"R10-P1","noRouteCompare",1.5,0.75,1,49,1,1,0.103955460640693,0.142361111111111,0.431578947368421
"R10-P1","noRouteCompare",1.5,0.75,1,49,2,1,0.250000000000001,0.29585798816568,0.625
"R10-P1","noRouteCompare",1.5,0.75,1,49,3,1,0.125814583693912,0.214876033057851,0.619047619047619
"R10-P1","noRouteCompare",1.5,0.75,1,49,4,1,0.62807607246516,0.355555555555556,0.8
"R10-P1","noRouteCompare",1.5,0.75,1,49,5,1,0.0591841756374114,0.171745152354571,0.442857142857143
"R10-P1","noRouteCompare",1.5,0.75,1,49,6,1,0.125,0.149584487534626,0.3
"R10-P1","noRouteCompare",1.5,0.75,1,49,7,1,0.666666666666667,0.347107438016529,0.875
"R10-P1","noRouteCompare",1.5,0.75,1,49,8,1,0.5,0.347222222222222,0.714285714285714
"R10-P1","noRouteCompare",1.5,0.75,1,49,9,1,0.55788589130226,0.311111111111111,0.7
"R10-P1","noRouteCompare",1.5,0.75,1,49,10,1,0,0.165289256198347,0.555555555555556
"R10-P1","noRouteCompare",1.5,0.75,1,49,11,1,0,0.4,0.8
"R10-P1","noRouteCompare",1.5,0.75,1,49,12,1,0.069544420226946,0.15625,0.416666666666667
"R10-P1","noRouteCompare",1.5,0.75,1,49,13,1,0.420619835714304,0.24,0.75
"R10-P1","noRouteCompare",1.5,0.75,1,49,14,1,0.276541150151704,0.148760330578512,0.423529411764706
"R10-P1","noRouteCompare",1.5,0.75,1,49,15,1,0.164676806023618,0.162570888468809,0.42156862745098
"R10-P1","noRouteCompare",1.5,0.75,1,49,16,1,0.5,0.330578512396694,0.714285714285714
"R10-P1","noRouteCompare",1.5,0.75,1,49,17,1,0.339881513693482,0.218934911242604,0.556390977443609
"R10-P1","noRouteCompare",1.5,0.75,1,49,18,1,0.5,0.347222222222222,0.714285714285714
"R10-P1","noRouteCompare",1.5,0.75,1,49,19,1,1.386,0.5,1
"R10-P1","noRouteCompare",1.5,0.75,1,49,20,1,0.417100545814014,0.23,0.58974358974359
"R10-P1","noRouteCompare",1.5,0.75,1,49,21,1,0.0847111586542579,0.165680473372781,0.35
"R10-P1","noRouteCompare",1.5,0.75,1,49,22,1,1,0.297520661157025,1
"R10-P1","noRouteCompare",1.5,0.75,1,49,23,1,0.421822932128679,0.287334593572779,0.603174603174603
"R10-P1","noRouteCompare",1.5,0.75,1,49,24,1,0.167141716709425,0.176308539944904,0.369230769230769
"R10-P1","noRouteCompare",1.5,0.75,1,49,25,1,0,0.3125,0.833333333333333
"R10-P1","noRouteCompare",1.5,0.75,1,49,26,1,0.6,0.355555555555556,0.8
"R10-P1","noRouteCompare",1.5,0.75,1,49,27,1,0.68639472521247,0.325,0.866666666666667
"R10-P1","noRouteCompare",1.5,0.75,1,49,28,1,0,0.12,0.25
"R10-P1","noRouteCompare",1.5,0.75,1,49,29,1,0.297983123819007,0.1875,0.5
"R10-P1","noRouteCompare",1.5,0.75,1,49,30,1,0.280413223809537,0.186851211072664,0.409090909090909
"R10-P1","noRouteCompare",1.5,0.75,1,50,1,1,0.203918089034134,0.21875,0.444444444444444
"R10-P1","noRouteCompare",1.5,0.75,1,50,2,1,0,0.122448979591837,0.5
"R10-P1","noRouteCompare",1.5,0.75,1,50,3,1,0.420619835714304,0.3,0.714285714285714
"R10-P1","noRouteCompare",1.5,0.75,1,50,4,1,0.045054763994446,0.125,0.274725274725275
"R10-P1","noRouteCompare",1.5,0.75,1,50,5,1,0.176486287860058,0.190082644628099,0.479166666666667
"R10-P1","noRouteCompare",1.5,0.75,1,50,6,1,0,0.246913580246914,0.714285714285714
"R10-P1","noRouteCompare",1.5,0.75,1,50,7,1,0.351959044517067,0.1875,0.375
"R10-P1","noRouteCompare",1.5,0.75,1,50,8,1,0.113574152913759,0.14404432132964,0.295454545454545
"R10-P1","noRouteCompare",1.5,0.75,1,50,9,1,0.10817870005004,0.177285318559557,0.533333333333333
"R10-P1","noRouteCompare",1.5,0.75,1,50,10,1,0,0.24,0.75
"R10-P1","noRouteCompare",1.5,0.75,1,50,11,1,0,0.25,0.666666666666667
"R10-P1","noRouteCompare",1.5,0.75,1,50,12,1,1,0.493827160493827,1
"R10-P1","noRouteCompare",1.5,0.75,1,50,13,1,0.269274084023213,0.177083333333333,0.536842105263158
"R10-P1","noRouteCompare",1.5,0.75,1,50,14,1,0.18596196376742,0.130177514792899,0.305555555555556
"R10-P1","noRouteCompare",1.5,0.75,1,50,15,1,0.271556173679471,0.22,0.483516483516484
"R10-P1","noRouteCompare",1.5,0.75,1,50,16,1,0,0.333333333333333,0.75
"R10-P1","noRouteCompare",1.5,0.75,1,50,17,1,0.114221913160264,0.128,0.350877192982456
"R10-P1","noRouteCompare",1.5,0.75,1,50,18,1,0,0.231404958677686,0.466666666666667
"R10-P1","noRouteCompare",1.5,0.75,1,50,19,1,0,0.24,0.75
"R10-P1","noRouteCompare",1.5,0.75,1,50,20,1,0.127690612762163,0.145065398335315,0.396103896103896
"R10-P1","noRouteCompare",1.5,0.75,1,50,21,1,0.195461449195458,0.1875,0.4
"R10-P1","noRouteCompare",1.5,0.75,1,50,22,1,0,0.15,0.4
"R10-P1","noRouteCompare",1.5,0.75,1,50,23,1,0,0.296296296296296,0.6
"R10-P1","noRouteCompare",1.5,0.75,1,50,24,1,0,0.166666666666667,0.333333333333333
"R10-P1","noRouteCompare",1.5,0.75,1,50,25,1,1.946,0.408163265306122,1
"R10-P1","noRouteCompare",1.5,0.75,1,50,26,1,0.463713311619472,0.254847645429363,0.657142857142857
"R10-P1","noRouteCompare",1.5,0.75,1,50,27,1,0.109607016848512,0.18140589569161,0.5
"R10-P1","noRouteCompare",1.5,0.75,1,50,28,1,0.0862246947178853,0.16,0.5
"R10-P1","noRouteCompare",1.5,0.75,1,50,29,1,0.5,0.347222222222222,0.714285714285714
"R10-P1","noRouteCompare",1.5,0.75,1,50,30,1,0.2,0.208333333333333,0.428571428571428
"R10-P1","noRouteCompare",1.5,0.75,1,51,1,1,0.26654140665565,0.26,0.541666666666667
"R10-P1","noRouteCompare",1.5,0.75,1,51,2,1,0.296081910965866,0.25,0.666666666666667
"R10-P1","noRouteCompare",1.5,0.75,1,51,3,1,0.347924665655427,0.223140495867769,0.514285714285714
"R10-P1","noRouteCompare",1.5,0.75,1,51,4,1,0,0.25,0.5
