"ID","x","y","patch"
0,0,0,1
1,208.926095867095,-232.679053604012,2
2,195.08247680267,-264.910845134063,2
3,236.082695570735,-208.89769496293,2
4,201.464640712568,-201.575584048988,2
5,224.516268820062,-248.981596796978,2
6,72.2585916902958,9.51135296428264,3
7,61.6981388965611,-19.809887851717,3
8,93.8971843500219,36.9818596481569,3
9,-49.5663034661014,233.270356022107,4
10,-75.3055559085065,231.825095069043,4
